date,EURCHF,CHFJPY,empty,sum
2017.06.26,-26.0000000000149,-212.0000000000033,,-238.0000000000182
2017.06.26,7.0000000000014495,-259.9999999999909,,-252.99999999998946
2017.06.26,68.00000000000139,-248.00000000000466,,-180.00000000000327
2017.06.26,121.99999999999989,-209.00000000000318,,-87.0000000000033
2017.06.26,116.00000000000499,-204.9999999999983,,-88.9999999999933
2017.06.26,124.99999999999733,-212.0000000000033,,-87.00000000000597
2017.06.26,116.99999999998934,-304.9999999999926,,-188.00000000000327
2017.06.26,130.99999999999224,-292.99999999999216,,-161.99999999999991
2017.06.26,129.00000000000134,-245.00000000000455,,-116.00000000000321
2017.06.26,136.99999999998712,-233.99999999999466,,-97.00000000000753
2017.06.26,132.99999999998312,-251.99999999999534,,-119.00000000001222
2017.06.26,129.00000000000134,-239.00000000000432,,-110.00000000000298
2017.06.26,127.99999999999478,-237.99999999999955,,-110.00000000000476
2017.06.26,144.99999999999514,-230.00000000000398,,-85.00000000000884
2017.06.26,157.99999999999147,-230.00000000000398,,-72.0000000000125
2017.06.26,151.9999999999966,-225.9999999999991,,-74.0000000000025
2017.06.26,147.99999999999258,-200.9999999999934,,-53.000000000000824
2017.06.26,136.00000000000279,-218.9999999999941,,-82.9999999999913
2017.06.26,126.99999999998823,-256.0000000000002,,-129.000000000012
2017.06.26,116.99999999998934,-266.9999999999959,,-150.00000000000657
2017.06.26,160.99999999998892,-459.99999999999375,,-299.00000000000483
2017.06.26,148.99999999999915,-506.9999999999908,,-357.99999999999164
2017.06.26,158.99999999999804,-536.9999999999919,,-377.99999999999386
2017.06.26,188.9999999999947,-496.9999999999999,,-308.0000000000052
2017.06.26,197.00000000000273,-466.99999999999875,,-269.999999999996
2017.06.26,268.9999999999859,-362.99999999999955,,-94.00000000001364
2017.06.26,368.9999999999971,-236.99999999999477,,132.00000000000233
2017.06.26,377.9999999999894,-179.00000000000205,,198.99999999998738
2017.06.26,371.99999999999454,-191.99999999999307,,180.00000000000148
2017.06.26,367.99999999999056,-227.99999999999443,,139.99999999999613
2017.06.26,383.0,-298.0000000000018,,84.99999999999818
2017.06.26,377.9999999999894,-287.9999999999967,,89.99999999999272
2017.06.26,337.99999999999386,-326.9999999999982,,10.99999999999568
2017.06.26,327.99999999999494,-365.99999999999966,,-38.00000000000472
2017.06.26,315.99999999998295,-412.9999999999967,,-97.00000000001376
2017.06.26,299.99999999998914,-408.9999999999918,,-109.00000000000267
2017.06.26,283.99999999999534,-310.0000000000023,,-26.000000000006935
2017.06.26,271.99999999998334,-305.9999999999974,,-34.00000000001404
2017.06.26,253.99999999999866,-320.99999999999795,,-66.99999999999929
2017.06.26,255.99999999998957,-417.99999999999216,,-162.0000000000026
2017.06.26,278.9999999999848,-417.0000000000016,,-138.00000000001677
2017.06.26,273.9999999999965,-441.0000000000025,,-167.00000000000603
2017.06.26,278.9999999999848,-530.9999999999917,,-252.00000000000688
2017.06.26,276.9999999999939,-521.9999999999914,,-244.99999999999744
2017.06.26,314.99999999999864,-524.9999999999915,,-209.99999999999284
2017.06.26,305.9999999999841,-513.9999999999958,,-208.0000000000117
2017.06.26,297.9999999999983,-512.999999999991,,-214.99999999999272
2017.06.26,296.9999999999917,-533.9999999999918,,-237.0000000000001
2017.06.27,238.99999999998923,-516.9999999999959,,-278.0000000000067
2017.06.27,239.99999999999577,-483.99999999999466,,-243.9999999999989
2017.06.27,268.9999999999859,-504.99999999999545,,-236.00000000000955
2017.06.27,319.0000000000026,-481.9999999999993,,-162.9999999999967
2017.06.27,316.99999999998954,-501.0000000000048,,-184.00000000001523
2017.06.27,322.00000000000006,-506.9999999999908,,-184.99999999999073
2017.06.27,316.99999999998954,-587.9999999999939,,-271.0000000000043
2017.06.27,309.99999999998806,-631.9999999999908,,-322.00000000000273
2017.06.27,312.00000000000114,-647.9999999999961,,-335.999999999995
2017.06.27,322.9999999999844,-722.999999999999,,-400.00000000001455
2017.06.27,334.9999999999964,-566.9999999999931,,-231.99999999999665
2017.06.27,330.9999999999924,-606.9999999999993,,-276.00000000000693
