date,USDCHF,EURUSD,USDJPY,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,empty,sum
2018.06.11,-28.000000000005798,11.00000000000545,-75.9999999999934,-109.00000000000887,-92.99999999999864,-35.999999999991594,-100.00000000002274,-197.00000000000273,9.000000000014552,-95.00000000000064,26.999999999999247,0.9999999999843467,-162.00000000000614,-84.00000000000318,-58.99999999999794,,-991.0000000000282
2018.06.11,-25.00000000000835,7.0000000000014495,-10.000000000005116,-43.00000000000637,-141.99999999999767,-90.0000000000012,-24.00000000000091,-204.00000000000418,-59.99999999999339,-160.99999999998892,-63.99999999999739,51.99999999998539,-159.9999999999966,-76.00000000000762,-43.999999999999595,,-1044.0000000000207
2018.06.11,-48.000000000003595,2.0000000000131024,-176.00000000000193,-225.00000000000853,-156.00000000000057,-81.9999999999932,-287.00000000000614,-160.00000000000458,90.99999999999665,-180.99999999998673,15.999999999993797,144.99999999999514,-293.00000000000637,-185.00000000000227,-64.99999999999284,,-1604.0000000000082
2018.06.11,-60.99999999999994,-17.000000000000348,-123.99999999999523,-162.00000000000614,-197.99999999999818,-88.99999999999464,-167.0000000000016,-292.00000000000335,32.999999999994145,-271.99999999998334,-8.999999999992347,73.99999999999629,-289.0000000000015,-144.99999999999602,-109.00000000000354,,-1826.9999999999854
2018.06.11,-73.00000000000084,8.000000000008,-99.99999999999432,-127.00000000000955,-184.00000000000637,-134.0000000000008,-187.00000000001182,-167.00000000000603,22.999999999995246,-180.99999999998673,-35.999999999991594,88.99999999998354,-237.00000000000898,-159.9999999999966,-29.000000000001247,,-1495.0000000000277
2018.06.11,-60.00000000000449,113.00000000000753,-164.99999999999204,-210.99999999999852,-228.00000000000597,-183.99999999999528,-310.0000000000023,-243.99999999999977,-69.9999999999923,-146.99999999998602,-17.000000000000348,66.99999999999484,-347.999999999999,-277.000000000001,-17.000000000000348,,-2097.999999999975
2018.06.11,-112.000000000001,87.99999999999919,-125.0,-111.0000000000042,-253.99999999999866,-159.9999999999935,-217.00000000001296,-260.0000000000158,31.000000000003247,-153.9999999999875,78.00000000000028,31.999999999987594,-301.00000000000193,-176.00000000000193,-81.9999999999932,,-1723.0000000000205
2018.06.11,-42.0000000000087,248.00000000000378,-153.99999999999636,-219.99999999999886,-265.0000000000041,-213.99999999999199,-357.00000000002774,-289.0000000000059,-103.99999999999298,-79.99999999999119,68.00000000000139,60.99999999999994,-397.00000000000557,-317.99999999999784,-25.999999999992696,,-2089.0000000000086
2018.06.11,-21.00000000000435,231.0000000000034,-135.99999999999568,-227.00000000000387,-192.99999999999872,-190.99999999999673,-314.0000000000214,-182.0000000000155,-109.99999999998789,11.00000000000545,60.99999999999994,65.99999999998829,-322.00000000000273,-296.0000000000065,36.999999999998145,,-1586.0000000000377
2018.06.11,-4.999999999999449,302.0000000000023,-149.0000000000009,-258.0000000000098,-243.99999999999977,-212.00000000000108,-365.0000000000091,-287.000000000015,-148.99999999999915,-17.999999999984695,82.00000000000429,146.99999999998602,-400.99999999999625,-344.0000000000083,1.0000000000065512,,-1900.0000000000243
