date,USDCHF,USDCAD,GBPCAD,empty,sum
2015.10.19,-358.9999999999982,-49.99999999999449,-170.00000000000347,,-578.9999999999961
2015.10.19,-262.999999999991,-97.9999999999981,-204.00000000000418,,-564.9999999999933
2015.10.19,-285.9999999999974,-97.9999999999981,-161.99999999999548,,-545.9999999999909
2015.10.19,-259.9999999999936,-126.0000000000039,-151.00000000001222,,-537.0000000000098
2015.10.19,-248.99999999999923,-153.00000000000313,-202.00000000001327,,-604.0000000000157
2015.10.19,-257.9999999999916,-150.99999999999002,-211.00000000000563,,-619.9999999999873
2015.10.19,-253.99999999999866,-202.9999999999976,-197.00000000000273,,-653.999999999999
2015.10.19,-231.99999999999886,-238.0000000000049,-287.9999999999994,,-758.0000000000032
2015.10.19,-207.99999999999707,-339.0000000000004,-439.0000000000116,,-986.0000000000091
2015.10.19,-297.9999999999983,-421.99999999998903,-524.0000000000133,,-1244.0000000000005
2015.10.19,-358.9999999999982,-409.99999999999926,-517.0000000000119,,-1286.0000000000095
2015.10.19,-371.99999999999454,-232.99999999999432,-304.9999999999997,,-909.9999999999886
2015.10.19,-422.00000000000017,-210.99999999998343,-317.0000000000117,,-949.9999999999953
2015.10.19,-400.00000000000034,-217.99999999998488,-336.00000000000296,,-953.9999999999882
2015.10.19,-370.9999999999991,-200.99999999998454,-324.9999999999975,,-896.9999999999811
2015.10.19,-351.0000000000013,-215.99999999999397,-351.0000000000124,,-918.0000000000076
2015.10.19,-349.99999999999477,-263.99999999999756,-452.00000000000796,,-1066.0000000000002
2015.10.19,-381.99999999999346,-279.99999999999136,-485.0000000000021,,-1146.9999999999868
2015.10.19,-363.99999999999767,-324.9999999999975,-609.0000000000151,,-1298.0000000000105
2015.10.19,-378.00000000000057,-326.0000000000041,-595.0000000000122,,-1299.0000000000168
2015.10.19,-417.0000000000007,-204.00000000000418,-561.0000000000115,,-1182.0000000000164
2015.10.19,-415.99999999999415,-177.99999999998929,-453.99999999999886,,-1047.9999999999823
2015.10.19,-346.9999999999973,-87.99999999999919,-625.0000000000089,,-1060.0000000000055
2015.10.19,-331.999999999999,-144.99999999999514,-554.9999999999944,,-1031.9999999999886
2015.10.19,-364.9999999999931,-215.99999999999397,-594.0000000000057,,-1174.9999999999927
2015.10.19,-639.9999999999961,-305.9999999999841,-819.9999999999985,,-1765.9999999999786
2015.10.19,-706.999999999991,-296.9999999999917,-822.0000000000116,,-1825.9999999999943
2015.10.19,-686.9999999999932,-211.99999999998997,-919.0000000000254,,-1818.0000000000086
2015.10.19,-587.9999999999997,-78.99999999998464,-805.9999999999956,,-1472.99999999998
2015.10.19,-568.0000000000018,-229.99999999999687,-892.0000000000261,,-1690.0000000000248
2015.10.19,-557.9999999999918,-480.99999999999807,-1305.0000000000227,,-2344.0000000000127
2015.10.19,-488.999999999995,-482.999999999989,-1358.0000000000148,,-2329.9999999999986
2015.10.19,-500.9999999999959,-428.9999999999905,-1248.0000000000045,,-2177.999999999991
2015.10.19,-578.0000000000007,-662.9999999999914,-1533.0000000000066,,-2773.9999999999986
2015.10.19,-651.0000000000016,-736.9999999999877,-1634.000000000002,,-3021.9999999999914
2015.10.19,-668.9999999999974,-801.9999999999916,-1745.0000000000186,,-3216.0000000000077
