,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['NZDCAD', 'NZDUSD', 'AUDCAD', 'EURUSD', 'GBPUSD']",100.0,0.1589,B
1,1,GBPUSD,10,"['USDJPY', 'EURCAD']",80.0,-0.005045595238095241,S
2,2,EURUSD,10,"['USDJPY', 'EURCAD']",80.0,0.0037821428571428507,B
3,3,USDJPY,10,"['EURCAD', 'CADJPY', 'USDJPY', 'CADCHF']",100.0,0.8978,B
4,4,USDCAD,15,['USDJPY'],100.0,-0.20013668442669172,S
5,5,AUDUSD,50,"['EURGBP', 'EURNZD']",80.0,-0.1984904266639841,S
6,6,GBPCHF,30,"['EURAUD', 'NZDCHF']",100.0,-0.7489066698415879,S
7,7,EURGBP,10,"['NZDCAD', 'AUDCAD']",80.0,0.6683916269841301,B
8,8,GBPJPY,10,['EURJPY'],80.0,-0.33158753968253946,S
9,9,GBPCAD,10,"['GBPUSD', 'EURUSD', 'USDCAD']",80.0,-0.4883042857142987,S
10,10,GBPAUD,50,['EURGBP'],80.0,-0.1859354264339468,S
11,11,EURCAD,10,['CADCHF'],80.0,-0.48694035714286676,S
12,12,EURAUD,30,['AUDCAD'],80.0,0.6006122844066941,B
13,13,EURNZD,10,"['USDCHF', 'NZDJPY', 'NZDCHF', 'CHFJPY']",80.0,0.4237,B
14,14,AUDJPY,30,"['AUDCAD', 'EURCAD']",80.0,-0.2536713165674211,S
15,15,NZDJPY,20,"['EURGBP', 'CADCHF', 'USDCHF']",80.0,-0.41043757936507946,S
