date,USDCHF,GBPUSD,USDJPY,AUDUSD,NZDUSD,NZDCHF,EURNZD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2018.07.16,-14.000000000002899,-91.99999999998099,-43.99999999999693,-43.999999999999595,-52.000000000007596,-68.00000000000139,-187.00000000000384,-87.0000000000033,-70.99999999999795,-37.00000000000925,-34.000000000000696,,-730.0000000000044
2018.07.16,-19.999999999997797,-79.99999999999119,48.00000000000182,-29.999999999996696,-76.0000000000094,-79.00000000000685,-174.00000000000747,-200.00000000000284,-123.99999999999523,6.999999999990347,-121.99999999999989,,-850.0000000000152
2018.07.16,-9.000000000014552,-81.9999999999821,106.00000000000875,9.00000000000345,-95.00000000000064,-152.00000000000767,-201.99999999999108,-230.99999999999454,-183.00000000000693,30.999999999992145,-106.00000000000608,,-913.9999999999993
2018.07.16,92.00000000000318,-78.99999999998464,174.99999999999716,-39.00000000000014,-90.0000000000012,-153.99999999999858,-180.0000000000024,-246.9999999999999,-197.00000000000273,-17.000000000000348,-76.99999999999375,,-812.9999999999833
2018.07.16,99.00000000000463,-87.99999999999919,168.00000000000637,-48.99999999999905,-77.00000000000485,-157.00000000000713,-167.9999999999904,-292.99999999999216,-218.00000000000352,-23.00000000000635,-14.000000000002899,,-819.9999999999945
2018.07.16,89.99999999999008,-76.99999999999375,197.00000000000273,-34.99999999999615,-79.00000000000685,-160.00000000000458,-205.99999999999508,-277.000000000001,-221.9999999999942,-19.00000000000235,-25.999999999992696,,-813.999999999994
2018.07.16,95.00000000000064,-84.99999999997954,195.0000000000074,-68.00000000000139,-114.00000000000298,-182.99999999999983,-279.99999999999136,-272.99999999999613,-251.99999999999534,-39.00000000000014,-41.99999999998649,,-1045.9999999999452
2018.07.16,72.99999999998974,-131.99999999999878,231.99999999999932,-122.99999999999534,-193.00000000000983,-246.00000000000176,-411.0000000000058,-376.99999999999534,-379.99999999999545,-71.00000000000995,-68.00000000000139,,-1696.0000000000246
2018.07.16,65.00000000000395,-158.99999999999804,272.00000000000557,-126.0000000000039,-192.00000000000327,-236.99999999999832,-387.000000000004,-370.00000000000455,-370.9999999999951,-65.00000000000395,-93.99999999999409,,-1663.9999999999957
2018.07.16,41.99999999998649,-147.99999999999258,251.99999999999534,-180.0000000000024,-186.00000000000838,-221.99999999999997,-354.9999999999942,-435.0000000000023,-415.00000000000625,-111.00000000000554,-41.000000000002146,,-1799.0000000000316
2018.07.16,59.99999999999339,-167.9999999999904,257.000000000005,-95.00000000000064,-143.00000000000423,-187.9999999999993,-255.00000000000523,-361.99999999999477,-322.00000000000273,-44.0000000000107,-68.99999999998573,,-1328.9999999999952
2018.07.16,62.000000000006494,-148.99999999999915,251.00000000000477,5.999999999994898,-60.99999999999994,-111.00000000000554,-86.0000000000083,-317.99999999999784,-231.99999999999932,47.9999999999925,-90.99999999999665,,-681.0000000000082
2018.07.16,25.999999999992696,-215.99999999999397,257.000000000005,-72.0000000000054,-87.00000000000374,-108.00000000000809,-89.99999999999008,-338.99999999999864,-248.00000000000466,-12.000000000000899,-51.99999999998539,,-940.9999999999932
2018.07.16,28.000000000005798,-204.99999999998852,253.0000000000001,-68.00000000000139,-116.00000000000499,-148.99999999999915,-224.000000000002,-328.00000000000296,-290.9999999999968,-10.000000000010001,-62.99999999999084,,-1172.999999999991
2018.07.16,26.999999999999247,-173.99999999998528,262.00000000000045,-41.000000000002146,-125.00000000000844,-150.00000000000568,-232.00000000000998,-326.9999999999982,-296.99999999999704,9.999999999998899,-95.00000000000064,,-1142.0000000000089
2018.07.16,18.999999999991246,-185.99999999999727,274.0000000000009,-58.000000000002494,-156.00000000000057,-177.00000000000495,-286.00000000000847,-353.9999999999992,-332.00000000000784,17.999999999995797,-113.99999999999189,,-1352.0000000000246
2018.07.16,-11.00000000000545,-261.0000000000001,225.00000000000853,-117.00000000000044,-196.00000000000728,-197.99999999999818,-326.9999999999884,-367.00000000000443,-364.9999999999949,-18.0000000000069,-99.00000000000463,,-1734.0000000000023
2018.07.16,-56.99999999999594,-282.9999999999888,186.00000000000705,-202.0000000000022,-242.00000000000887,-213.00000000000762,-262.00000000000665,-370.9999999999951,-384.00000000000034,-96.00000000000719,-89.00000000000574,,-2013.0000000000116
2018.07.16,-42.999999999993044,-285.99999999998624,168.00000000000637,-214.99999999999852,-243.99999999999977,-226.99999999999943,-269.00000000000813,-358.99999999999466,-376.99999999999534,-130.0000000000079,-58.99999999998684,,-2040.9999999999638
2018.07.16,-72.0000000000054,-327.99999999999494,137.00000000000045,-244.99999999999523,-269.00000000000813,-238.0000000000049,-299.00000000000483,-329.9999999999983,-379.99999999999545,-156.00000000000057,-59.99999999999339,,-2240.0000000000005
2018.07.16,-68.00000000000139,-325.99999999998187,153.0000000000058,-190.00000000000128,-214.00000000000307,-187.00000000000384,-255.99999999998957,-332.9999999999984,-332.9999999999984,-110.00000000001009,-18.999999999991246,,-1882.9999999999732
2018.07.16,-59.000000000009045,-164.99999999999292,281.9999999999965,-112.000000000001,-143.9999999999997,-148.99999999999915,-205.99999999999508,-393.0000000000007,-346.9999999999942,-100.00000000000009,-48.99999999998794,,-1441.9999999999834
2018.07.16,-109.99999999999899,-277.9999999999783,230.00000000000398,-139.99999999999568,-176.0000000000095,-121.00000000000443,-245.99999999999068,-393.99999999999125,-353.9999999999992,-60.00000000000449,-31.000000000003247,,-1679.9999999999718
2018.07.16,-148.99999999999915,-370.999999999988,245.9999999999951,-160.00000000000458,-187.9999999999993,-135.00000000000733,-252.99999999999213,-375.0,-361.99999999999477,-95.00000000000064,-28.999999999990145,,-1870.9999999999811
2018.07.16,-148.0000000000037,-435.9999999999919,189.00000000000716,-226.99999999999943,-245.0000000000063,-152.00000000000767,-282.0000000000045,-368.9999999999998,-382.000000000005,-131.00000000000333,-25.999999999992696,,-2209.0000000000073
2018.07.16,-201.00000000000674,-474.999999999981,192.00000000000728,-228.00000000000597,-267.00000000000614,-158.99999999999804,-282.9999999999888,-370.00000000000455,-414.0000000000015,-171.00000000001003,-34.000000000000696,,-2409.9999999999964
2018.07.16,-229.00000000000142,-515.9999999999832,165.00000000000625,-234.00000000000088,-279.00000000000705,-150.00000000000568,-252.99999999999213,-347.999999999999,-408.00000000000125,-159.00000000000912,-65.99999999998829,,-2476.999999999982
2018.07.16,-275.99999999999847,-563.9999999999867,147.00000000000557,-207.00000000000162,-299.00000000000483,-120.00000000000898,-242.99999999999324,-326.9999999999982,-418.00000000000637,-160.00000000000458,-114.99999999999844,,-2581.999999999996
2018.07.16,-390.0000000000015,-703.9999999999935,97.99999999999898,-228.00000000000597,-348.00000000000387,-133.00000000000534,-255.99999999998957,-322.9999999999933,-448.99999999999807,-142.00000000000878,-174.99999999999181,,-3049.9999999999927
2018.07.16,-391.000000000008,-638.9999999999895,106.99999999999932,-182.99999999999983,-306.00000000000625,-92.00000000000318,-217.0000000000005,-322.00000000000273,-406.9999999999965,-103.00000000000864,-222.99999999999542,,-2776.000000000011
2018.07.16,-342.000000000009,-611.9999999999903,85.00000000000796,-143.00000000000423,-331.0000000000035,-116.00000000000499,-229.99999999999687,-307.9999999999927,-418.99999999999693,-76.0000000000094,-285.00000000000193,,-2777.000000000002
2018.07.16,-418.0000000000073,-554.9999999999944,61.00000000000705,-114.99999999999844,-307.0000000000017,-116.00000000000499,-252.0000000000078,-283.00000000000125,-421.99999999999704,-76.0000000000094,-303.9999999999932,,-2787.000000000009
