date,USDCHF,EURUSD,USDCAD,GBPCHF,CHFJPY,GBPJPY,GBPAUD,EURJPY,EURCAD,CADJPY,AUDCAD,NZDCAD,empty,sum
2016.02.01,-217.0000000000005,7.0000000000014495,75.99999999998718,362.00000000001785,-235.99999999999,-116.00000000001387,-139.9999999999846,137.00000000000045,-68.00000000000139,-97.99999999999898,-47.9999999999925,61.999999999995396,,-278.9999999999795
2016.02.01,-269.9999999999925,-9.999999999998899,160.99999999998892,319.0000000000026,-111.99999999999477,20.000000000010232,-568.9999999999973,-49.000000000006594,-116.00000000000499,-33.00000000000125,177.00000000000495,-149.99999999999457,,-631.9999999999842
2016.02.01,-385.99999999999744,-147.99999999999258,94.99999999997843,460.000000000016,-207.9999999999984,9.999999999990905,-314.00000000001427,108.99999999998045,145.99999999997948,40.00000000000625,106.00000000000608,-109.00000000000354,,-199.00000000004866
2016.02.01,-344.99999999999534,-46.999999999997044,50.99999999997884,523.0000000000068,-212.99999999999386,80.0000000000125,-577.0000000000052,30.99999999997749,43.999999999999595,34.000000000006025,180.0000000000024,-121.99999999999989,,-361.0000000000077
2016.02.01,-186.99999999998164,41.000000000002146,157.99999999999147,275.000000000003,-141.9999999999959,-110.99999999999,-918.9999999999809,50.99999999998772,-197.00000000000273,-115.99999999999966,287.9999999999994,-178.99999999999582,,-1037.999999999963
2016.02.01,-149.9999999999835,73.00000000001194,353.99999999998766,241.00000000000233,-179.00000000000205,-206.99999999999363,-1008.9999999999932,102.99999999998022,-453.0000000000145,-292.99999999999216,177.00000000000495,-155.00000000000514,,-1497.999999999997
2016.02.01,-95.999999999985,130.99999999999224,345.99999999997965,277.00000000001614,-67.99999999999784,-8.000000000009777,-990.000000000002,-15.00000000001478,-528.0000000000174,-262.00000000000045,102.00000000000209,-21.999999999999797,,-1133.0000000000368
2016.02.01,-132.99999999998312,48.000000000003595,371.99999999999454,289.0000000000059,-34.99999999999659,57.999999999992724,-846.9999999999977,1.999999999981128,-440.00000000001813,-215.99999999999397,41.9999999999976,29.000000000001247,,-831.0000000000128
2016.02.01,-87.99999999999919,161.00000000001114,356.9999999999851,317.0000000000117,3.0000000000001137,144.00000000000546,-832.9999999999949,-122.0000000000141,-581.0000000000093,-224.00000000000375,-22.999999999995246,165.9999999999995,,-723.0000000000034
2016.02.01,-82.99999999998863,157.99999999999147,293.99999999999426,311.0000000000168,31.00000000000591,169.9999999999875,-862.0000000000072,-132.000000000005,-511.000000000017,-173.00000000000182,36.999999999998145,114.99999999999844,,-645.0000000000271
2016.02.01,-105.99999999998388,170.00000000000347,372.9999999999789,319.0000000000026,-30.9999999999917,98.00000000001319,-993.9999999999837,-112.99999999999955,-605.0000000000111,-237.99999999999955,57.00000000000705,83.9999999999952,,-985.9999999999691
