date,USDCHF,GBPUSD,EURUSD,USDJPY,GBPCHF,NZDCHF,EURGBP,EURNZD,empty,sum
2015.02.23,-270.99999999999903,-153.00000000000313,-123.99999999999079,125.99999999999056,-247.00000000001944,-137.00000000000932,2.000000000002,-82.00000000000429,,-886.0000000000334
2015.02.23,-308.9999999999926,-153.00000000000313,-197.99999999998707,158.00000000000125,-342.00000000002007,-169.00000000000804,-52.99999999999194,-125.00000000001954,,-1191.0000000000211
2015.02.23,-312.00000000000114,-120.00000000000898,-201.99999999999108,86.99999999998909,-365.0000000000153,-155.00000000000514,-63.99999999999739,-102.00000000000209,,-1233.000000000032
2015.02.23,-291.99999999999227,-106.00000000000608,-181.9999999999933,89.9999999999892,-338.0000000000161,-153.00000000000313,-52.99999999999194,-111.00000000001664,,-1145.0000000000302
2015.02.23,-335.99999999999187,-96.00000000000719,-191.00000000000784,108.99999999999466,-422.00000000001125,-134.0000000000008,-82.99999999999974,-75.00000000000284,,-1228.0000000000268
2015.02.23,-623.9999999999912,-197.00000000000273,-373.00000000000114,-24.00000000000091,-775.9999999999989,-259.0000000000092,-147.99999999999258,-55.000000000005045,,-2456.000000000002
2015.02.23,-676.9999999999943,-205.00000000001074,-472.9999999999901,-189.00000000000716,-931.0000000000151,-314.99999999999864,-195.9999999999962,-126.0000000000039,,-3112.0000000000164
2015.02.23,-763.9999999999981,-154.0000000000097,-607.9999999999864,-135.00000000000512,-1117.0000000000125,-382.00000000000455,-317.9999999999961,-441.0000000000025,,-3919.0000000000146
2015.02.23,-736.9999999999987,-294.0000000000165,-639.9999999999961,-254.0000000000049,-982.0000000000161,-390.0000000000015,-290.9999999999968,-417.0000000000007,,-4005.000000000032
2015.02.23,-732.9999999999948,-302.0000000000023,-797.9999999999876,-218.00000000000352,-912.0000000000017,-274.00000000000756,-391.9999999999924,-344.00000000001097,,-3973.000000000001
2015.02.23,-1040.999999999992,-293.0000000000099,-839.9999999999964,-207.00000000000784,-1330.0000000000089,-477.0000000000052,-398.9999999999938,-504.0000000000156,,-5091.000000000029
2015.02.23,-1056.9999999999968,-360.0000000000048,-953.9999999999882,-160.0000000000108,-1392.9999999999998,-524.0000000000023,-461.99999999999574,-680.0000000000139,,-5590.000000000013
2015.02.23,-1059.9999999999943,-609.0000000000151,-956.0000000000013,-52.00000000000671,-1077.0000000000168,-587.9999999999997,-376.99999999999403,-813.0000000000192,,-5532.000000000047
2015.02.23,-1022.0000000000007,-632.0000000000103,-992.9999999999994,-43.00000000000637,-998.00000000001,-592.0000000000036,-373.99999999999653,-1095.0000000000016,,-5749.000000000029
2015.02.23,-918.999999999992,-472.00000000000574,-929.9999999999864,-15.000000000000568,-1027.0000000000002,-619.0000000000028,-364.9999999999931,-1118.0000000000189,,-5464.999999999999
2015.02.23,-881.9999999999939,-409.99999999999926,-855.9999999999901,-3.0000000000001137,-1022.0000000000118,-589.0000000000061,-375.9999999999986,-982.0000000000161,,-5120.0000000000155
2015.02.23,-909.9999999999997,-331.0000000000146,-910.9999999999951,-10.000000000005116,-1173.0000000000018,-607.0000000000019,-463.9999999999977,-1016.0000000000169,,-5422.000000000034
2015.02.23,-929.9999999999975,-303.0000000000088,-973.0000000000016,21.99999999999136,-1192.9999999999995,-595.0000000000011,-503.99999999999335,-1114.9999999999993,,-5591.00000000001
2015.02.23,-854.9999999999947,-153.00000000000313,-862.0000000000072,125.0,-1279.000000000008,-621.0000000000049,-578.9999999999961,-1130.0000000000089,,-5354.000000000023
2015.02.23,-728.9999999999908,85.99999999998609,-760.0000000000051,150.99999999999625,-1215.0000000000105,-570.0000000000039,-535.999999999992,-1029.0000000000132,,-4602.000000000033
2015.02.23,-700.999999999996,92.99999999998754,-771.9999999999949,104.99999999998977,-1290.0000000000134,-519.0000000000028,-558.9999999999984,-960.0000000000053,,-4603.000000000034
2015.02.23,-767.9999999999909,234.00000000000088,-692.9999999999881,158.00000000000125,-1486.0000000000095,-592.0000000000036,-556.9999999999964,-943.000000000005,,-4646.999999999991
2015.02.23,-840.9999999999917,326.9999999999884,-604.9999999999889,123.99999999999523,-1608.0000000000093,-613.000000000008,-539.0000000000006,-799.0000000000164,,-4554.000000000031
2015.02.23,-853.9999999999992,482.999999999989,-480.99999999999807,173.99999999999238,-1914.0000000000157,-724.0000000000024,-575.9999999999987,-827.0,,-4719.000000000033
2015.02.23,-910.9999999999951,624.0000000000023,-568.9999999999973,182.99999999999272,-2051.0000000000027,-865.0000000000047,-688.9999999999952,-1080.0000000000143,,-5358.000000000015
2015.02.23,-1073.9999999999973,638.9999999999895,-575.9999999999987,177.99999999999727,-2303.0000000000105,-814.0000000000036,-688.9999999999952,-847.00000000002,,-5486.000000000038
2015.02.23,-1179.9999999999923,580.0000000000027,-729.0000000000018,197.9999999999933,-2354.000000000012,-806.0000000000067,-732.9999999999948,-819.0000000000142,,-5843.0000000000255
2015.02.23,-1125.9999999999936,541.9999999999981,-669.9999999999928,143.99999999999125,-2271.000000000001,-790.0000000000018,-688.9999999999952,-747.0000000000088,,-5607.000000000005
2015.02.23,-1034.999999999997,597.0000000000031,-533.0000000000057,143.00000000000068,-2213.0000000000205,-801.0000000000073,-634.0000000000013,-752.0000000000193,,-5228.000000000047
2015.02.23,-1005.9999999999958,607.0000000000019,-529.999999999986,137.00000000000045,-2214.000000000005,-777.0000000000055,-658.9999999999985,-718.0000000000186,,-5160.000000000007
2015.02.23,-1084.9999999999916,573.0000000000013,-626.9999999999998,135.99999999999568,-2208.00000000001,-747.0000000000088,-659.999999999994,-763.0000000000026,,-5381.00000000001
2015.02.23,-1024.9999999999982,566.9999999999842,-648.0000000000041,193.9999999999884,-2141.9999999999995,-714.0000000000035,-695.0000000000011,-755.0000000000168,,-5218.000000000051
2015.02.23,-1018.9999999999922,593.9999999999834,-638.9999999999895,228.9999999999992,-2123.000000000008,-736.0000000000033,-700.999999999996,-869.0000000000086,,-5264.000000000015
2015.02.23,-980.9999999999985,565.9999999999999,-655.9999999999899,251.99999999999534,-2083.0000000000127,-736.0000000000033,-688.9999999999952,-887.0000000000156,,-5214.00000000002
2015.02.23,-927.0,585.9999999999976,-626.9999999999998,286.9999999999919,-1985.9999999999989,-705.0000000000001,-680.9999999999983,-878.000000000001,,-4931.000000000008
2015.02.24,-939.0000000000009,549.9999999999839,-614.0000000000034,246.9999999999999,-2018.0000000000086,-690.0000000000017,-679.9999999999917,-842.0000000000094,,-4986.000000000032
2015.02.24,-935.9999999999924,546.9999999999864,-618.9999999999918,247.99999999999045,-1982.000000000017,-682.0000000000048,-683.0000000000002,-848.0000000000043,,-4955.000000000034
2015.02.24,-917.9999999999966,580.999999999987,-607.9999999999864,158.99999999999181,-1979.0000000000196,-730.0000000000084,-678.0000000000008,-890.000000000013,,-5063.0000000000455
2015.02.24,-1045.9999999999914,556.9999999999853,-635.9999999999922,155.9999999999917,-2110.000000000012,-808.0000000000088,-667.9999999999908,-948.0000000000155,,-5503.000000000033
2015.02.24,-1037.9999999999945,546.000000000002,-628.9999999999907,140.99999999999113,-2103.0000000000105,-790.0000000000018,-652.9999999999925,-912.0000000000017,,-5437.999999999999
2015.02.24,-1000.0000000000009,534.9999999999966,-594.99999999999,156.99999999999648,-2046.0000000000146,-816.0000000000056,-632.9999999999947,-925.0000000000202,,-5323.000000000033
2015.02.24,-1057.9999999999923,514.9999999999987,-607.0000000000019,114.99999999999488,-2112.0000000000027,-847.0000000000089,-622.0000000000003,-914.0000000000148,,-5530.000000000026
2015.02.24,-1028.9999999999911,502.00000000000244,-605.9999999999955,126.99999999999534,-2052.0000000000095,-807.0000000000022,-618.9999999999918,-873.0000000000126,,-5357.0000000000055
2015.02.24,-1014.9999999999992,427.99999999998397,-597.9999999999874,101.99999999998965,-2005.0000000000123,-761.0000000000006,-606.9999999999909,-777.0000000000055,,-5233.000000000022
2015.02.24,-1113.9999999999927,343.00000000000443,-709.0000000000041,-23.000000000010346,-2078.0000000000023,-474.00000000000773,-615.9999999999943,-94.00000000001629,,-4765.000000000024
2015.02.24,-974.9999999999925,373.99999999998545,-682.0000000000048,-6.000000000000227,-1855.0000000000066,-296.0000000000074,-610.9999999999949,-4.000000000004,,-4055.000000000025
2015.02.24,-929.9999999999975,374.999999999992,-662.9999999999914,-43.00000000000637,-1801.0000000000082,-251.00000000000122,-609.9999999999994,65.99999999998829,,-3857.000000000024
2015.02.24,-930.999999999993,387.99999999998835,-648.0000000000041,4.9999999999954525,-1836.0000000000155,-213.00000000000762,-595.9999999999966,162.99999999997982,,-3668.0000000000528
2015.02.24,-941.9999999999984,435.9999999999919,-607.0000000000019,-10.000000000005116,-1858.000000000004,-180.0000000000024,-588.9999999999951,307.99999999999716,,-3442.0000000000177
2015.02.24,-928.9999999999909,455.99999999998977,-578.9999999999961,19.99999999999602,-1840.0000000000193,-196.00000000000728,-579.9999999999916,286.99999999999284,,-3361.0000000000273
2015.02.24,-968.9999999999976,397.0000000000029,-646.9999999999976,-20.000000000010232,-1876.000000000011,-203.00000000000873,-598.999999999994,246.99999999999721,,-3670.000000000019
2015.02.24,-979.999999999992,359.99999999998255,-717.9999999999964,-67.00000000000728,-1850.0000000000182,-153.99999999999858,-618.9999999999918,273.9999999999965,,-3754.0000000000255
2015.02.24,-992.9999999999994,363.9999999999866,-703.9999999999935,-154.00000000001057,-2022.0000000000127,-150.00000000000568,-695.9999999999966,304.9999999999997,,-4050.0000000000323
2015.02.24,-945.9999999999912,514.9999999999987,-668.9999999999862,-183.00000000000693,-1958.9999999999995,-126.0000000000039,-690.0000000000017,307.99999999999716,,-3749.9999999999936
2015.02.24,-976.9999999999945,550.9999999999903,-702.9999999999869,-190.00000000001194,-2107.0000000000146,-113.00000000000753,-739.0000000000008,314.99999999999864,,-3963.0000000000277
2015.02.24,-1145.9999999999914,404.0000000000044,-831.9999999999883,-270.00000000001023,-2170.0000000000055,-107.00000000000153,-739.9999999999962,457.9999999999807,,-4403.000000000008
2015.02.24,-1149.9999999999955,446.9999999999974,-801.0000000000073,-258.0000000000098,-2178.000000000013,-114.00000000000298,-728.9999999999908,510.99999999999477,,-4272.000000000027
2015.02.24,-971.9999999999951,434.9999999999854,-902.0000000000028,-469.0000000000083,-1982.000000000017,82.99999999999974,-820.999999999994,533.99999999999,,-4094.0000000000427
2015.02.24,-1011.9999999999907,367.99999999999056,-946.9999999999867,-463.0000000000081,-1970.000000000005,20.999999999993246,-806.999999999991,485.99999999998647,,-4324.000000000012
2015.02.24,-971.9999999999951,387.000000000004,-977.99999999999,-493.0000000000092,-1874.00000000002,83.9999999999952,-817.9999999999965,398.9999999999938,,-4265.000000000018
2015.02.24,-963.9999999999982,353.99999999998766,-956.0000000000013,-495.00000000000455,-1917.0000000000132,21.999999999999797,-817.000000000001,326.9999999999884,,-4446.000000000043
2015.02.24,-914.9999999999991,365.99999999999966,-890.9999999999974,-461.00000000001273,-1878.0000000000018,1.999999999990898,-813.9999999999925,296.9999999999917,,-4294.000000000021
2015.02.24,-900.0000000000008,359.99999999998255,-746.0000000000023,-475.9999999999991,-1804.0000000000057,51.99999999999649,-700.999999999996,569.9999999999816,,-3645.0000000000437
2015.02.24,-868.9999999999975,358.9999999999982,-746.0000000000023,-441.0000000000025,-1800.0000000000016,85.99999999999719,-698.9999999999941,573.9999999999857,,-3536.0000000000164
2015.02.24,-918.999999999992,357.99999999999164,-736.9999999999877,-427.0000000000067,-1823.000000000019,60.99999999999994,-663.999999999998,624.9999999999867,,-3526.000000000025
2015.02.24,-929.9999999999975,218.99999999999142,-702.0000000000026,-458.0000000000126,-1660.000000000017,100.00000000000009,-592.9999999999991,740.9999999999917,,-3283.0000000000455
2015.02.24,-925.9999999999935,238.99999999998923,-668.9999999999862,-456.00000000000307,-1690.0000000000136,58.99999999999794,-573.9999999999967,652.9999999999925,,-3364.0000000000136
2015.02.24,-1005.9999999999958,232.99999999999432,-780.000000000003,-483.0000000000041,-1846.9999999999986,-25.00000000000835,-630.9999999999927,534.9999999999966,,-4004.000000000012
2015.02.24,-1069.9999999999932,299.99999999998914,-726.9999999999887,-523.0000000000103,-1953.0000000000048,-82.00000000000429,-644.0000000000001,516.9999999999897,,-4182.000000000023
2015.02.24,-1120.9999999999943,85.00000000000173,-1039.9999999999966,-719.9999999999989,-1921.000000000017,-187.9999999999993,-712.9999999999969,213.99999999998087,,-5404.000000000021
2015.02.24,-988.9999999999955,280.9999999999979,-770.000000000004,-240.0000000000091,-1952.0000000000205,-343.9999999999999,-652.9999999999925,-25.00000000000835,,-4692.000000000032
2015.02.24,-1035.9999999999925,493.99999999999443,-639.9999999999961,-131.00000000000023,-2188.0000000000123,-357.00000000000733,-667.9999999999908,68.00000000000139,,-4458.000000000003
2015.02.24,-1110.9999999999952,356.00000000000074,-897.9999999999987,-148.00000000001035,-2054.0000000000005,-168.00000000000148,-744.0000000000002,202.9999999999976,,-4564.000000000008
2015.02.24,-1090.9999999999975,376.9999999999829,-923.9999999999915,-52.00000000000671,-2072.0000000000073,-126.99999999999933,-783.9999999999958,232.99999999999432,,-4440.000000000021
2015.02.24,-913.9999999999926,504.9999999999999,-812.999999999997,153.99999999999636,-1952.0000000000205,-135.00000000000733,-752.9999999999926,227.99999999998377,,-3680.00000000003
2015.02.24,-891.9999999999928,544.9999999999955,-621.9999999999892,203.99999999999352,-1911.0000000000182,-106.00000000000608,-678.9999999999962,343.99999999998875,,-3117.000000000025
2015.02.24,-911.9999999999906,485.0000000000021,-631.9999999999882,226.99999999998965,-1886.00000000001,-137.00000000000932,-634.9999999999967,346.9999999999862,,-3143.000000000017
2015.02.24,-889.9999999999908,516.9999999999897,-570.9999999999882,186.9999999999976,-1975.0000000000157,-224.000000000002,-663.999999999998,180.99999999998673,,-3439.0000000000205
2015.02.24,-948.9999999999999,553.0000000000035,-587.9999999999885,184.99999999998806,-1992.000000000016,-304.9999999999997,-644.0000000000001,73.99999999999629,,-3666.000000000016
2015.02.24,-959.9999999999942,547.999999999993,-605.9999999999955,156.99999999999648,-2026.0000000000166,-364.00000000000875,-661.0000000000005,-52.000000000007596,,-3964.0000000000337
2015.02.24,-986.9999999999934,604.9999999999889,-534.9999999999966,169.9999999999875,-2128.0000000000186,-367.0000000000062,-635.9999999999922,92.99999999998754,,-3785.000000000043
2015.02.24,-1027.0000000000002,546.9999999999864,-526.9999999999886,196.99999999998852,-2105.0000000000014,-412.00000000000125,-612.9999999999969,0.0,,-3940.0000000000136
2015.02.24,-1036.999999999999,534.9999999999966,-547.999999999993,104.99999999998977,-2148.0000000000164,-457.0000000000074,-634.0000000000013,-26.999999999999247,,-4211.000000000029
2015.02.25,-997.9999999999989,539.0000000000006,-546.9999999999864,105.99999999999454,-2085.0000000000036,-420.00000000000927,-634.0000000000013,-31.000000000003247,,-4070.0000000000073
2015.02.25,-1027.0000000000002,512.0000000000014,-577.0000000000052,101.99999999998965,-2076.0000000000114,-375.0000000000031,-610.9999999999949,20.999999999982144,,-4031.000000000042
2015.02.25,-1022.0000000000007,526.0000000000042,-580.999999999987,118.99999999999977,-2060.0000000000173,-392.9999999999989,-618.9999999999918,13.999999999980695,,-4016.000000000011
2015.02.25,-967.9999999999911,546.000000000002,-580.999999999987,140.99999999999113,-2015.0000000000111,-294.00000000000534,-634.9999999999967,118.99999999998023,,-3687.000000000018
2015.02.25,-956.9999999999967,573.0000000000013,-550.9999999999903,218.9999999999941,-2086.00000000001,-569.0000000000084,-673.9999999999968,-441.0000000000025,,-4486.000000000009
2015.02.25,-848.9999999999998,702.9999999999869,-507.9999999999973,268.99999999999125,-2043.000000000017,-565.9999999999999,-675.9999999999989,-486.00000000000864,,-4156.000000000044
2015.02.25,-933.9999999999905,692.0000000000038,-506.0000000000064,321.9999999999885,-2136.0000000000045,-578.0000000000007,-654.9999999999944,-402.0000000000135,,-4197.000000000018
2015.02.25,-974.9999999999925,719.000000000003,-514.9999999999987,358.99999999999466,-2187.0000000000055,-792.9999999999993,-684.9999999999911,-841.0000000000028,,-4917.999999999992
2015.02.25,-974.9999999999925,713.9999999999924,-522.0000000000002,393.0000000000007,-2188.0000000000123,-755.0000000000057,-675.9999999999989,-745.0000000000178,,-4754.000000000035
2015.02.25,-946.9999999999978,730.9999999999927,-500.9999999999959,372.99999999999045,-2148.0000000000164,-702.0000000000026,-671.9999999999948,-680.0000000000139,,-4546.000000000038
2015.02.25,-935.9999999999924,756.0000000000011,-507.9999999999973,360.99999999999,-2163.0000000000036,-713.0000000000081,-685.9999999999977,-702.0000000000026,,-4591.000000000011
2015.02.25,-934.9999999999969,746.9999999999866,-499.9999999999893,339.9999999999892,-2147.00000000001,-725.000000000009,-669.9999999999928,-699.0000000000052,,-4589.000000000027
2015.02.25,-941.9999999999984,773.0000000000015,-492.0000000000035,358.99999999999466,-2198.000000000011,-831.000000000004,-683.9999999999957,-886.000000000009,,-4901.0000000000255
2015.02.25,-996.9999999999924,773.9999999999858,-503.99999999999335,375.99999999999056,-2256.0000000000136,-914.0000000000038,-684.9999999999911,-978.0000000000122,,-5184.00000000003
2015.02.25,-988.0,773.9999999999858,-502.9999999999868,385.9999999999957,-2249.0000000000123,-921.0000000000051,-684.9999999999911,-1004.0000000000049,,-5190.000000000018
2015.02.25,-955.9999999999902,793.9999999999836,-490.999999999997,385.9999999999957,-2227.0000000000014,-948.9999999999999,-684.9999999999911,-1152.0000000000198,,-5280.00000000002
2015.02.25,-928.9999999999909,797.0000000000033,-462.0000000000068,259.9999999999909,-2196.00000000002,-919.9999999999986,-670.9999999999993,-1078.0000000000011,,-5199.000000000023
2015.02.25,-837.9999999999943,795.9999999999967,-462.0000000000068,246.9999999999999,-2195.0000000000136,-880.000000000003,-734.0000000000014,-1116.000000000006,,-5182.000000000028
2015.02.25,-807.9999999999976,922.0000000000006,-441.99999999998687,340.999999999994,-2151.000000000014,-927.0,-718.9999999999918,-1215.0000000000105,,-4999.000000000006
2015.02.25,-741.9999999999982,1034.0000000000016,-269.9999999999925,219.99999999999886,-2176.0,-801.0000000000073,-679.9999999999917,-817.000000000001,,-4231.99999999999
2015.02.25,-929.9999999999975,966.9999999999845,-371.99999999999454,224.99999999999432,-2357.000000000009,-880.9999999999984,-735.9999999999923,-814.0000000000036,,-4898.000000000016
2015.02.25,-856.9999999999967,1109.0000000000043,-331.999999999999,259.00000000000034,-2468.0000000000036,-907.0000000000023,-742.9999999999936,-851.0000000000017,,-4789.999999999992
2015.02.25,-854.9999999999947,1228.9999999999911,-242.99999999999324,253.0000000000001,-2512.000000000003,-880.000000000003,-759.999999999994,-846.0000000000134,,-4614.00000000001
2015.02.25,-857.9999999999922,1130.9999999999932,-312.00000000000114,331.99999999999363,-2473.000000000014,-886.000000000009,-769.999999999993,-948.9999999999999,,-4785.000000000023
2015.02.25,-802.9999999999982,1062.9999999999918,-341.99999999999784,291.9999999999874,-2300.000000000013,-863.0000000000026,-742.9999999999936,-979.0000000000188,,-4675.0000000000455
2015.02.25,-869.999999999993,1034.0000000000016,-513.0000000000078,277.9999999999916,-2366.0000000000014,-877.0000000000056,-844.9999999999958,-1158.9999999999989,,-5318.000000000009
2015.02.25,-905.0000000000002,995.9999999999969,-496.99999999999187,278.99999999999636,-2411.0000000000077,-934.0000000000015,-817.9999999999965,-1158.9999999999989,,-5449.000000000004
2015.02.25,-927.0,1014.9999999999882,-533.99999999999,237.99999999999955,-2429.0000000000146,-917.0000000000011,-822.0000000000005,-1169.00000000002,,-5545.000000000038
2015.02.25,-939.0000000000009,882.9999999999893,-529.0000000000017,250.0,-2383.000000000002,-931.9999999999995,-805.0000000000001,-1179.0000000000189,,-5634.000000000034
2015.02.25,-913.9999999999926,714.999999999999,-565.9999999999999,171.99999999999704,-2199.0000000000177,-866.0000000000001,-745.9999999999911,-1063.0000000000139,,-5467.000000000019
2015.02.25,-950.9999999999908,726.9999999999887,-587.0000000000042,119.99999999999034,-2185.0000000000146,-872.0000000000061,-740.9999999999917,-1119.0000000000034,,-5608.000000000032
2015.02.25,-870.9999999999995,922.999999999985,-478.0000000000006,122.99999999999045,-2225.0000000000105,-895.0000000000014,-769.999999999993,-1138.0000000000168,,-5331.0000000000455
2015.02.25,-869.999999999993,873.999999999997,-546.9999999999864,33.999999999991815,-2275.000000000005,-847.0000000000089,-774.9999999999924,-1100.000000000012,,-5506.000000000009
2015.02.25,-930.999999999993,900.9999999999962,-537.9999999999941,78.99999999999352,-2294.000000000018,-814.9999999999991,-773.9999999999969,-1063.0000000000139,,-5435.0000000000255
2015.02.25,-862.9999999999916,914.9999999999991,-492.9999999999879,91.99999999999875,-2225.0000000000105,-852.0000000000083,-758.9999999999985,-1086.000000000009,,-5271.000000000008
2015.02.25,-878.000000000001,898.9999999999832,-442.9999999999934,232.99999999998988,-2244.0000000000014,-905.0000000000002,-749.9999999999951,-1107.0000000000136,,-5195.000000000031
2015.02.25,-934.9999999999969,909.0000000000042,-411.99999999999017,161.99999999999193,-2310.000000000012,-860.0000000000052,-708.999999999993,-884.0000000000181,,-5039.000000000019
2015.02.25,-917.9999999999966,915.9999999999835,-414.9999999999876,152.9999999999916,-2360.0000000000064,-868.000000000002,-696.999999999992,-835.000000000008,,-5024.000000000017
2015.02.25,-919.9999999999986,975.9999999999991,-401.00000000000693,153.99999999999636,-2368.999999999999,-868.000000000002,-735.9999999999923,-855.0000000000058,,-5019.000000000009
2015.02.25,-848.9999999999998,983.0000000000006,-400.00000000000034,152.00000000000102,-2280.0000000000155,-768.000000000002,-728.9999999999908,-796.0000000000189,,-4687.000000000026
2015.02.25,-862.9999999999916,1085.0000000000027,-405.9999999999952,120.99999999999511,-2384.000000000008,-796.0000000000078,-783.0000000000003,-841.0000000000028,,-4867.000000000008
2015.02.25,-806.999999999991,1080.9999999999986,-409.99999999999926,137.00000000000045,-2383.000000000002,-782.0000000000049,-831.9999999999994,-926.0000000000045,,-4922.000000000002
2015.02.25,-741.9999999999982,1159.9999999999832,-394.00000000000546,112.99999999999955,-2307.0000000000146,-778.0000000000009,-830.9999999999928,-986.0000000000202,,-4765.000000000049
2015.02.25,-739.0000000000008,1258.0000000000036,-402.9999999999978,164.99999999999204,-2362.0000000000196,-790.0000000000018,-849.9999999999952,-1016.0000000000169,,-4737.000000000036
2015.02.25,-710.999999999995,1271.0,-378.999999999996,233.99999999999466,-2296.000000000009,-729.0000000000018,-841.9999999999983,-920.0000000000097,,-4372.0000000000155
2015.02.25,-751.9999999999972,1265.9999999999893,-368.9999999999971,222.99999999999898,-2438.000000000007,-747.0000000000088,-841.9999999999983,-887.9999999999999,,-4547.000000000019
2015.02.25,-796.9999999999922,1273.9999999999973,-336.00000000000296,222.99999999999898,-2443.0000000000173,-734.0000000000014,-828.9999999999909,-747.0000000000088,,-4389.000000000017
2015.02.25,-800.9999999999961,1244.999999999985,-364.9999999999931,224.99999999999432,-2467.000000000019,-884.000000000007,-841.9999999999983,-1097.999999999999,,-4987.000000000034
2015.02.26,-778.0000000000009,1239.9999999999966,-347.9999999999928,233.99999999999466,-2429.9999999999986,-875.0000000000035,-844.9999999999958,-1062.0000000000073,,-4864.000000000007
2015.02.26,-788.9999999999952,1292.0000000000043,-333.0000000000055,225.9999999999991,-2468.0000000000036,-996.000000000008,-827.9999999999955,-1402.0000000000143,,-5298.000000000019
2015.02.26,-805.9999999999956,1292.0000000000043,-343.00000000000443,240.99999999999966,-2480.0000000000155,-1053.9999999999993,-827.9999999999955,-1402.9999999999986,,-5381.0000000000055
2015.02.26,-857.9999999999922,1293.9999999999952,-337.99999999999386,239.99999999999488,-2540.000000000009,-1045.000000000007,-820.999999999994,-1356.0000000000016,,-5424.000000000007
2015.02.26,-830.9999999999928,1279.9999999999923,-323.0000000000066,226.99999999998965,-2505.000000000002,-1022.0000000000007,-812.999999999997,-1274.0000000000196,,-5261.000000000036
2015.02.26,-851.9999999999972,1241.9999999999875,-363.0000000000022,10.99999999999568,-2537.0000000000114,-1026.0000000000048,-837.9999999999943,-1296.0000000000082,,-5659.0000000000355
2015.02.26,-848.9999999999998,1275.9999999999882,-341.99999999999784,15.000000000000568,-2582.0000000000177,-945.0000000000069,-817.9999999999965,-1080.0000000000143,,-5325.000000000045
2015.02.26,-868.9999999999975,1343.9999999999895,-307.99999999999716,6.999999999990791,-2652.00000000001,-914.0000000000038,-844.0000000000003,-922.0000000000006,,-5158.000000000029
2015.02.26,-875.999999999999,1373.000000000002,-299.00000000000483,70.99999999999795,-2751.0000000000146,-944.0000000000003,-893.9999999999948,-1002.9999999999983,,-5323.000000000012
2015.02.26,-907.9999999999977,1463.9999999999986,-306.9999999999906,107.99999999998988,-2794.0000000000077,-1016.0000000000058,-880.9999999999984,-1094.0000000000173,,-5428.000000000029
2015.02.26,-893.9999999999948,1472.999999999991,-314.99999999999864,137.00000000000045,-2784.0000000000086,-1026.0000000000048,-888.9999999999953,-1147.000000000009,,-5445.00000000002
2015.02.26,-866.9999999999956,1496.9999999999927,-289.9999999999903,108.99999999999466,-2736.000000000005,-1019.0000000000032,-883.9999999999959,-1163.000000000003,,-5353.0000000000055
2015.02.26,-853.9999999999992,1497.9999999999993,-273.9999999999965,107.99999999998988,-2761.0000000000136,-1058.0000000000034,-883.9999999999959,-1187.0000000000048,,-5412.000000000025
2015.02.26,-856.0000000000013,1525.999999999983,-238.0000000000049,126.99999999999534,-2770.000000000006,-1064.0000000000093,-876.9999999999944,-1219.0000000000146,,-5371.000000000052
