date,USDCHF,GBPUSD,EURUSD,USDJPY,GBPCHF,NZDCHF,EURGBP,EURNZD,empty,sum
2015.02.23,9.999999999998899,-67.00000000001705,-68.00000000000139,43.99999999999693,105.99999999998388,47.9999999999925,-7.0000000000014495,-126.0000000000039,,-60.000000000051585
2015.02.23,104.99999999999955,-59.000000000009045,-140.99999999999113,30.9999999999917,231.99999999998778,113.99999999999189,-51.000000000001044,-139.00000000000023,,91.99999999996945
2015.02.23,130.0000000000079,-77.00000000001594,-126.99999999998823,33.00000000000125,312.00000000000114,142.99999999999312,-25.999999999992696,-90.00000000001229,,297.9999999999943
2015.02.23,23.00000000000635,-86.0000000000083,-140.99999999999113,21.99999999999136,149.9999999999835,24.999999999997247,-32.999999999994145,-185.00000000001293,,-225.00000000002805
2015.02.23,-5.999999999994898,-173.00000000000094,-309.0000000000037,-25.000000000005684,187.99999999998818,113.99999999999189,-98.99999999999353,-163.00000000000205,,-473.00000000002075
2015.02.23,45.000000000006146,-151.00000000001222,-167.00000000000603,101.99999999998965,245.99999999999068,156.00000000000057,-15.999999999993797,34.000000000000696,,248.99999999997567
2015.02.23,35.00000000000725,-157.00000000000713,-160.00000000000458,18.000000000000682,240.9999999999801,134.0000000000008,-9.999999999998899,-1.0000000000065512,,99.9999999999717
2015.02.23,-20.999999999993246,-232.00000000000998,-170.00000000000347,15.000000000000568,214.99999999998744,70.99999999999883,20.0000000000089,-49.00000000001015,,-151.00000000002112
2015.02.23,-126.99999999999933,-134.99999999999625,-59.99999999999339,30.000000000001137,-32.0000000000098,-21.999999999999797,43.999999999999595,56.99999999999594,,-245.00000000000185
2015.02.23,-257.9999999999916,-131.99999999999878,-83.9999999999952,70.99999999999795,-250.00000000001688,-113.00000000000753,28.000000000005798,64.99999999998174,,-673.0000000000246
2015.02.23,-312.9999999999966,-156.00000000000057,-96.99999999999153,31.999999999996476,-320.00000000000915,-117.00000000000044,30.000000000007798,129.99999999998568,,-811.0000000000083
2015.02.23,-249.99999999999466,-168.99999999999693,-106.00000000000608,116.99999999999022,-187.00000000000384,-67.00000000000594,30.000000000007798,98.99999999998244,,-533.0000000000271
2015.02.23,-251.00000000000122,-121.99999999999989,-100.99999999999554,131.9999999999908,-247.00000000001944,-116.00000000000499,13.00000000000745,4.999999999988347,,-687.0000000000346
2015.02.23,-239.99999999999577,-148.99999999999915,-121.99999999999989,203.99999999999352,-201.00000000000674,-113.00000000000753,13.00000000000745,-19.00000000001345,,-627.0000000000214
2015.02.23,-300.99999999999574,-116.00000000000499,-191.00000000000784,170.99999999999227,-334.00000000001205,-148.99999999999915,-48.99999999999905,-86.0000000000083,,-1055.000000000035
2015.02.23,-279.99999999999136,-104.99999999999955,-167.9999999999904,89.9999999999892,-308.0000000000194,-109.00000000000354,-40.99999999999105,-7.0000000000014495,,-928.0000000000076
2015.02.23,-265.99999999999955,-82.00000000000429,-160.99999999998892,141.9999999999959,-299.00000000000483,-100.00000000000009,-46.00000000000159,-9.000000000014552,,-821.000000000018
2015.02.23,-330.9999999999924,-80.00000000001339,-191.00000000000784,108.99999999999466,-407.0000000000018,-109.00000000000354,-64.99999999999284,36.999999999998145,,-1037.000000000019
2015.02.23,-506.9999999999908,-128.000000000017,-350.9999999999902,4.9999999999954525,-640.0000000000183,-175.00000000000293,-147.99999999999258,-14.000000000002899,,-1958.0000000000193
2015.02.23,-666.9999999999953,-102.00000000000209,-370.999999999988,-109.00000000000887,-911.0000000000174,-304.9999999999997,-169.99999999999238,-82.00000000000429,,-2717.0000000000077
2015.02.23,-705.0000000000001,-124.00000000001299,-531.9999999999991,-91.99999999999875,-956.0000000000013,-372.0000000000057,-268.0000000000016,-374.0000000000077,,-3423.0000000000277
2015.02.23,-527.9999999999951,-262.00000000000665,-514.9999999999987,-205.0000000000125,-521.0000000000159,-56.0000000000005,-198.99999999999363,-42.0000000000087,,-2328.000000000032
2015.02.23,-708.999999999993,-261.0000000000001,-651.0000000000016,-161.00000000000136,-826.0000000000156,-263.0000000000021,-278.9999999999959,-295.0000000000008,,-3445.0000000000105
2015.02.23,-1000.0000000000009,-273.0000000000121,-818.9999999999919,-148.00000000001035,-1258.0000000000036,-439.0000000000005,-375.9999999999986,-436.00000000001415,,-4749.000000000033
2015.02.23,-828.9999999999909,-351.99999999999676,-814.0000000000036,-31.00000000000591,-926.0000000000045,-419.00000000000273,-340.9999999999913,-653.0000000000147,,-4365.000000000011
2015.02.23,-1002.9999999999983,-592.0000000000148,-950.0000000000064,-31.00000000000591,-957.0000000000078,-539.0000000000006,-314.99999999999864,-803.0000000000203,,-5190.000000000053
2015.02.23,-880.9999999999984,-441.0000000000025,-909.9999999999886,-13.00000000000523,-918.0000000000188,-587.0000000000042,-359.99999999999363,-1050.0000000000175,,-5160.000000000028
2015.02.23,-876.9999999999944,-344.00000000001097,-822.9999999999959,28.999999999996362,-1022.0000000000118,-575.0000000000033,-352.9999999999922,-922.0000000000006,,-4887.000000000013
2015.02.23,-813.9999999999925,-313.00000000000773,-734.9999999999968,25.99999999999625,-939.0000000000009,-526.9999999999997,-305.99999999999517,-792.9999999999993,,-4400.999999999995
2015.02.23,-871.999999999995,-236.00000000001398,-909.0000000000042,25.99999999999625,-1102.000000000003,-548.9999999999995,-458.9999999999983,-985.0000000000136,,-5086.000000000032
2015.02.23,-787.9999999999998,-136.00000000000279,-849.9999999999952,131.9999999999908,-1062.0000000000073,-574.0000000000078,-464.9999999999932,-1101.0000000000186,,-4844.000000000034
2015.02.23,-691.9999999999926,114.99999999999844,-743.0000000000048,198.99999999999807,-1155.000000000017,-475.99999999999864,-513.9999999999923,-892.0000000000039,,-4158.000000000013
2015.02.23,-641.9999999999982,137.9999999999937,-709.0000000000041,156.99999999999648,-1101.0000000000186,-475.0000000000032,-507.9999999999973,-931.0000000000151,,-4071.0000000000464
2015.02.23,-680.9999999999983,236.99999999999832,-692.0000000000038,160.99999999998715,-1270.0000000000155,-463.0000000000023,-551.9999999999969,-941.9999999999984,,-4202.000000000029
