date,USDJPY,CHFJPY,CADCHF,AUDCHF,GBPCAD,EURJPY,CADJPY,AUDJPY,empty,sum
2019.04.08,-121.00000000000932,-137.00000000000045,-45.000000000006146,-53.999999999998494,-31.000000000003247,-121.00000000000932,-109.99999999999943,-94.99999999999886,,-714.0000000000252
2019.04.08,-73.0000000000075,-80.0000000000125,-41.000000000002146,-47.9999999999925,-26.999999999999247,-86.00000000001273,-67.99999999999784,-57.00000000000216,,-480.00000000002666
2019.04.08,-70.00000000000739,-135.00000000000512,-105.00000000001064,-79.99999999999119,87.99999999999919,-79.00000000000773,-101.99999999998965,-90.00000000000341,,-573.0000000000159
2019.04.08,-64.00000000000716,-119.00000000001398,-107.00000000000153,-68.99999999999685,87.99999999999919,-80.0000000000125,-112.99999999999955,-78.99999999999352,,-543.0000000000259
2019.04.08,-61.00000000000705,-127.00000000000955,-145.00000000000622,-46.999999999997044,133.99999999998968,-74.00000000001228,-159.9999999999966,-52.99999999999727,,-533.0000000000364
2019.04.08,-100.00000000000853,-139.00000000001,-150.00000000000568,-17.999999999995797,146.00000000000168,-100.00000000000853,-176.9999999999925,-30.9999999999917,,-569.000000000011
2019.04.08,-82.00000000000784,-121.00000000000932,-143.9999999999997,-7.0000000000014495,62.99999999999084,-94.99999999999886,-162.9999999999967,-4.9999999999954525,,-554.0000000000184
2019.04.08,-23.000000000010346,-93.00000000000352,-100.00000000000009,52.000000000007596,-165.9999999999995,-46.00000000000648,-72.00000000000273,85.00000000000796,,-363.0000000000071
2019.04.08,101.99999999998965,27.999999999991587,-98.0000000000092,60.00000000000449,-82.00000000000429,140.99999999999113,14.000000000010004,186.00000000000705,,350.99999999998045
2019.04.08,120.99999999999511,-18.000000000000682,-106.00000000000608,59.000000000009045,41.99999999998649,101.99999999998965,-30.000000000001137,147.00000000000557,,316.99999999997794
2019.04.08,126.99999999999534,-6.000000000000227,-104.00000000000409,69.00000000000794,22.999999999995246,106.99999999999932,-21.000000000000796,162.9999999999967,,357.9999999999894
2019.04.08,196.99999999998852,47.99999999998761,-95.00000000000064,75.9999999999983,-119.00000000000244,167.99999999999216,37.00000000000614,222.0000000000084,,533.9999999999781
2019.04.08,222.99999999999898,13.999999999995794,-74.00000000000739,100.00000000000009,-191.00000000000784,109.99999999999943,41.00000000001103,228.9999999999992,,451.9999999999893
2019.04.08,223.99999999998954,10.99999999999568,-45.000000000006146,136.00000000000279,-289.0000000000059,128.0000000000001,73.0000000000075,271.0000000000008,,508.99999999998437
2019.04.08,225.9999999999991,17.99999999998647,-11.00000000000545,187.00000000000384,-346.0000000000019,131.00000000000023,96.00000000000364,320.0000000000074,,620.9999999999934
2019.04.08,231.99999999999932,9.999999999990905,-12.000000000000899,185.00000000000182,-354.0000000000099,120.99999999999511,88.99999999999864,304.00000000000205,,574.999999999977
2019.04.08,233.99999999999466,10.99999999999568,-14.000000000002899,170.99999999999892,-347.0000000000084,123.99999999999523,90.00000000000341,287.9999999999967,,556.9999999999733
2019.04.08,201.99999999999818,19.99999999999602,-32.0000000000098,153.00000000000313,-327.00000000001063,134.00000000000034,78.00000000000296,278.0000000000058,,505.99999999998596
2019.04.08,173.00000000000182,11.999999999986244,-35.00000000000725,104.00000000000409,-293.99999999999426,105.99999999999454,70.99999999999795,228.00000000000864,,364.9999999999918
2019.04.08,186.9999999999976,40.99999999999682,-63.00000000000195,43.999999999999595,-317.9999999999961,82.99999999999841,87.0000000000033,195.99999999999795,,256.9999999999957
