date,USDCHF,GBPUSD,EURUSD,NZDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.07.13,-5.999999999994898,-121.99999999999989,0.0,-14.999999999998348,-69.9999999999923,-131.00000000000333,-192.00000000000327,-7.0000000000014495,0.0,-147.00000000000824,-177.9999999999671,0.0,0.0,-32.999999999994145,-219.0000000000083,-121.99999999999989,-91.99999999999208,-12.000000000012001,,-1345.9999999999754
2015.07.13,17.000000000000348,-146.99999999998602,83.9999999999952,-31.999999999998696,-59.99999999999339,-104.00000000000409,-141.00000000000225,46.00000000000159,151.00000000001046,-79.99999999999119,-187.99999999998818,120.99999999999334,69.00000000000794,226.00000000001506,-344.99999999999886,-216.99999999999875,-24.999999999997247,116.00000000000499,,-508.99999999992974
2015.07.13,-90.99999999999665,-187.99999999998818,270.99999999999903,-85.00000000000173,-73.00000000001194,-206.00000000000617,-346.9999999999973,-87.99999999999919,373.0000000000189,-72.99999999998974,-464.9999999999821,354.9999999999942,39.00000000001125,361.0000000000113,-603.0000000000086,-397.99999999999613,-80.99999999999774,147.99999999999258,,-1150.9999999999484
2015.07.13,-29.000000000001247,-36.999999999998145,198.99999999999363,-78.00000000000028,116.99999999998934,-173.00000000000094,-275.99999999999847,-58.000000000002494,192.00000000000728,-49.99999999999449,-323.99999999999096,323.0000000000066,125.00000000001954,361.0000000000113,-457.9999999999984,-298.9999999999924,-105.99999999999498,174.99999999999181,,-395.9999999999533
2015.07.13,-24.000000000001798,-75.99999999998718,180.99999999998673,-156.00000000000057,85.00000000000173,-177.00000000000495,-309.99999999999915,-126.0000000000039,118.99999999999977,-72.99999999998974,-402.9999999999756,280.0000000000136,19.00000000001345,236.99999999999832,-466.0000000000082,-365.99999999999966,-150.99999999999002,147.00000000000824,,-1259.999999999939
2015.07.13,19.00000000000235,-131.99999999999878,248.99999999998812,-134.0000000000008,92.99999999998754,-170.99999999999892,-292.9999999999988,-77.00000000000485,382.000000000005,5.999999999994898,-307.999999999975,363.0000000000022,170.00000000000347,367.0000000000062,-487.000000000009,-368.9999999999998,-144.99999999999514,75.00000000000284,,-391.9999999999883
2015.07.13,7.0000000000014495,-95.00000000000064,283.99999999999534,-124.99999999999733,110.99999999999443,-138.00000000000477,-178.99999999999582,-79.00000000000685,204.00000000000773,-43.999999999999595,-95.99999999996278,428.00000000000614,375.9999999999986,443.0000000000156,-376.0000000000048,-358.99999999999466,-154.99999999999403,41.99999999998649,,249.00000000004442
2015.07.13,62.000000000006494,-42.999999999993044,312.9999999999855,-168.00000000000148,51.000000000001044,-89.00000000000574,-165.9999999999995,-64.0000000000085,205.0000000000125,-56.99999999999594,-236.99999999999832,445.0000000000065,239.00000000001143,348.9999999999993,-375.0,-368.9999999999998,-204.99999999999963,96.00000000000719,,-12.999999999971976
2015.07.13,75.00000000000284,-40.99999999997994,241.99999999998667,-197.00000000000273,5.999999999994898,-51.99999999999649,-182.00000000000438,-92.00000000000318,123.99999999999523,24.000000000001798,-289.9999999999903,442.00000000000904,168.0000000000126,139.00000000000023,-382.000000000005,-401.9999999999868,-307.99999999999716,8.999999999992347,,-716.9999999999703
2015.07.13,-12.000000000000899,14.000000000002899,102.99999999998644,-249.99999999999466,-22.0000000000109,-65.00000000000395,-226.00000000000398,-202.0000000000022,155.00000000000114,120.00000000000898,-330.9999999999924,341.00000000001353,-5.999999999994898,-170.99999999998784,-402.000000000001,-496.9999999999999,-398.9999999999938,-63.000000000013046,,-1912.9999999999864
