date,GBPUSD,EURCHF,GBPAUD,EURCAD,empty,sum
2017.03.13,0.0,-55.99999999998939,-45.99999999999049,-42.0000000000087,,-143.99999999998857
2017.03.13,12.000000000012001,-41.000000000002146,-133.99999999998968,-70.99999999999883,,-233.99999999997866
2017.03.13,31.000000000003247,-35.999999999991594,-163.9999999999864,-26.0000000000149,,-194.99999999998963
2017.03.13,-18.999999999991246,-55.99999999998939,-143.99999999998857,53.999999999998494,,-164.99999999997073
2017.03.13,-26.999999999999247,-68.00000000000139,-246.99999999999721,93.99999999999409,,-248.00000000000375
2017.03.13,-21.999999999988695,-49.00000000001015,-238.99999999998923,121.99999999999989,,-187.99999999998818
2017.03.13,15.00000000000945,-41.000000000002146,-185.99999999999727,60.99999999999994,,-150.99999999999002
2017.03.13,-7.0000000000014495,-26.999999999999247,-34.99999999998504,73.99999999999629,,5.000000000010559
2017.03.13,-8.999999999992347,-41.000000000002146,22.999999999995246,102.99999999998644,,75.9999999999872
2017.03.13,-58.99999999998684,-51.000000000001044,171.00000000001003,109.99999999998789,,171.00000000001003
2017.03.13,-107.99999999999699,-46.999999999997044,317.9999999999961,106.99999999999044,,269.9999999999925
2017.03.13,-98.99999999998244,-25.999999999992696,348.9999999999993,102.99999999998644,,327.00000000001063
2017.03.13,-116.99999999998934,-15.999999999993797,253.99999999999866,101.99999999997988,,222.9999999999954
2017.03.13,-119.99999999998678,1.0000000000065512,219.00000000001364,103.99999999999298,,204.00000000002638
2017.03.13,-201.99999999999108,25.00000000000835,144.0000000000108,112.000000000001,,79.00000000002908
2017.03.13,-200.99999999998454,18.999999999991246,151.9999999999966,106.99999999999044,,76.99999999999373
2017.03.13,-210.99999999998343,42.999999999993044,126.0000000000039,76.99999999999375,,35.00000000000725
2017.03.13,-479.99999999999153,32.0000000000098,11.00000000000545,95.00000000000064,,-341.99999999997567
2017.03.13,-709.9999999999884,-194.0000000000053,-248.99999999998812,148.99999999999915,,-1003.9999999999827
2017.03.13,-625.9999999999932,-351.99999999999676,-278.9999999999848,165.9999999999995,,-1090.9999999999752
2017.03.13,-561.9999999999958,-252.99999999999213,-178.99999999999582,-277.00000000001614,,-1271.0
2017.03.13,-559.9999999999827,-104.99999999999955,-161.99999999999548,-192.99999999999872,,-1019.9999999999765
2017.03.13,-540.9999999999915,-8.000000000008,-100.99999999999554,-340.00000000000693,,-990.0000000000019
2017.03.13,-492.9999999999879,256.99999999999613,22.999999999995246,-330.0000000000081,,-543.0000000000045
2017.03.13,-424.99999999998647,339.0000000000004,60.000000000015596,-301.0000000000179,,-326.9999999999884
2017.03.13,-481.99999999998244,323.0000000000066,-19.999999999997797,-278.00000000000045,,-456.9999999999741
2017.03.13,-498.9999999999828,302.0000000000023,-99.00000000000463,-313.00000000000773,,-608.9999999999928
2017.03.13,-621.9999999999892,285.00000000000193,-343.99999999998875,-347.0000000000084,,-1027.9999999999845
2017.03.13,-613.9999999999812,249.99999999999466,-383.0,-343.00000000000443,,-1089.999999999991
2017.03.13,-610.9999999999837,253.99999999999866,-394.9999999999898,-270.00000000001467,,-1021.9999999999897
2017.03.13,-525.999999999982,358.9999999999982,-249.99999999999466,-302.0000000000023,,-718.9999999999808
2017.03.13,-666.9999999999953,377.9999999999894,-222.99999999999542,-367.0000000000062,,-879.0000000000075
2017.03.13,-651.0000000000016,381.99999999999346,-183.99999999998417,-367.0000000000062,,-819.9999999999984
2017.03.13,-597.9999999999874,431.0000000000036,-126.0000000000039,-453.99999999999886,,-746.9999999999866
2017.03.13,-676.9999999999943,432.9999999999945,-70.99999999999883,-353.0000000000033,,-668.0000000000019
2017.03.13,-814.999999999988,428.00000000000614,-226.99999999999943,-331.0000000000146,,-944.9999999999959
2017.03.13,-712.0000000000015,463.9999999999977,-171.99999999999437,-434.000000000001,,-853.9999999999991
2017.03.13,-642.9999999999936,470.9999999999992,-136.00000000000279,-497.99999999999847,,-805.9999999999957
2017.03.13,-658.9999999999874,496.00000000000756,-148.99999999999915,-552.0000000000191,,-863.9999999999981
2017.03.13,-720.9999999999939,556.0000000000009,-188.9999999999947,-558.9999999999984,,-912.9999999999861
2017.03.13,-667.9999999999798,516.9999999999897,-256.99999999999613,-519.0000000000028,,-926.9999999999891
2017.03.13,-648.9999999999885,517.9999999999962,-190.99999999998562,-526.0000000000042,,-847.999999999982
2017.03.13,-628.9999999999907,533.99999999999,-175.99999999999838,-534.0000000000123,,-805.0000000000114
2017.03.13,-613.9999999999812,571.0000000000103,-192.99999999999872,-531.9999999999991,,-767.9999999999687
2017.03.13,-575.9999999999987,578.9999999999961,-198.99999999999363,-554.00000000001,,-750.0000000000063
2017.03.13,-546.9999999999864,583.0000000000002,-187.99999999998818,-557.0000000000075,,-708.9999999999818
2017.03.13,-524.9999999999977,564.000000000009,-178.99999999999582,-539.0000000000006,,-678.9999999999851
2017.03.13,-512.0000000000014,565.9999999999999,-224.99999999998633,-563.0000000000024,,-733.9999999999902
2017.03.14,-516.9999999999897,565.9999999999999,-168.99999999999693,-546.000000000002,,-665.9999999999887
2017.03.14,-489.99999999999045,548.9999999999995,-208.99999999999253,-495.000000000001,,-644.9999999999844
2017.03.14,-461.0000000000003,548.9999999999995,-195.9999999999962,-553.0000000000035,,-661.0000000000005
2017.03.14,-371.99999999999454,556.0000000000009,-99.99999999998899,-503.000000000009,,-418.9999999999916
2017.03.14,-424.99999999998647,543.999999999989,-180.0000000000024,-530.0000000000082,,-591.0000000000081
2017.03.14,-421.99999999998903,550.9999999999903,-448.9999999999883,-474.0000000000189,,-794.0000000000059
2017.03.14,-447.99999999998175,536.0000000000032,-465.0000000000043,-491.0000000000192,,-868.000000000002
2017.03.14,-417.99999999998505,531.9999999999991,-370.00000000000364,-494.00000000001666,,-750.0000000000063
2017.03.14,-403.99999999998215,537.0000000000097,-365.99999999999966,-522.0000000000002,,-754.9999999999724
2017.03.14,-377.9999999999894,541.9999999999981,-316.99999999998954,-540.0000000000072,,-692.9999999999881
2017.03.14,-353.99999999998766,539.0000000000006,-221.00000000000452,-612.0000000000125,,-648.0000000000041
2017.03.14,-339.99999999998477,547.999999999993,-227.99999999998377,-575.0000000000144,,-594.99999999999
2017.03.14,-365.99999999999966,547.0000000000086,-227.99999999998377,-557.0000000000075,,-603.9999999999823
2017.03.14,-371.99999999999454,554.9999999999944,-207.00000000000162,-545.0000000000177,,-569.0000000000194
2017.03.14,-395.99999999999636,540.0000000000072,-227.99999999998377,-544.0000000000111,,-627.9999999999841
2017.03.14,-386.9999999999818,526.0000000000042,-197.99999999998707,-507.000000000013,,-565.9999999999777
2017.03.14,-352.9999999999811,517.9999999999962,-146.99999999998602,-550.000000000006,,-531.9999999999769
2017.03.14,24.000000000001798,510.99999999999477,225.00000000000853,-628.0000000000064,,131.99999999999875
2017.03.14,113.00000000000753,486.00000000000864,356.00000000000074,-639.0000000000118,,316.000000000005
2017.03.14,230.00000000001907,449.0000000000105,322.00000000000006,-514.0000000000144,,487.0000000000151
2017.03.14,312.00000000000114,461.0000000000003,340.00000000000693,-491.0000000000192,,621.999999999989
2017.03.14,249.00000000001032,540.0000000000072,455.0000000000054,-483.0000000000112,,761.0000000000118
2017.03.14,234.00000000000088,594.99999999999,365.0000000000153,-517.0000000000119,,676.9999999999942
2017.03.14,313.00000000000773,588.9999999999951,523.0000000000068,-561.0000000000115,,863.9999999999981
2017.03.14,384.00000000000654,604.0000000000045,663.0000000000135,-676.0000000000099,,975.0000000000147
2017.03.14,356.00000000000074,595.9999999999966,683.9999999999957,-694.0000000000168,,941.9999999999761
2017.03.14,297.0000000000139,609.9999999999994,635.0000000000077,-785.0000000000134,,757.0000000000077
2017.03.14,346.0000000000019,625.0000000000089,680.0000000000139,-799.0000000000164,,852.0000000000082
2017.03.14,263.00000000001324,645.0000000000067,526.0000000000042,-602.0000000000136,,832.0000000000105
2017.03.14,243.00000000001543,641.0000000000027,477.0000000000163,-485.0000000000021,,876.0000000000325
2017.03.14,239.00000000001143,625.9999999999932,462.0000000000068,-435.0000000000076,,892.0000000000038
2017.03.14,60.000000000015596,632.0000000000103,256.00000000001177,-406.00000000001745,,542.0000000000202
2017.03.14,69.00000000000794,642.9999999999936,364.00000000000875,-464.00000000001995,,611.9999999999905
2017.03.14,75.00000000000284,631.0000000000038,449.0000000000105,-386.00000000001967,,768.9999999999974
2017.03.14,106.00000000000608,615.9999999999943,494.00000000001666,-613.0000000000191,,602.999999999998
2017.03.14,-18.999999999991246,608.0000000000085,546.000000000002,-608.0000000000085,,527.0000000000108
2017.03.14,8.000000000008,612.9999999999969,482.00000000000466,-486.00000000000864,,617.0000000000009
2017.03.14,5.000000000010552,689.9999999999907,459.0000000000094,-363.0000000000022,,791.0000000000084
2017.03.14,19.00000000001345,713.0000000000081,441.0000000000025,-452.00000000000796,,721.0000000000161
2017.03.14,20.000000000020002,723.0000000000069,409.99999999999926,-504.9999999999999,,648.0000000000263
2017.03.14,41.000000000002146,710.999999999995,439.99999999999596,-606.0000000000176,,585.9999999999756
2017.03.14,40.0000000000178,713.0000000000081,478.0000000000006,-687.9999999999998,,543.0000000000268
2017.03.14,79.00000000000685,720.0000000000095,429.00000000001273,-695.0000000000011,,533.000000000028
2017.03.14,100.0000000000112,729.0000000000018,479.0000000000072,-753.0000000000036,,555.0000000000166
2017.03.14,148.99999999999915,740.0000000000073,448.000000000004,-809.0000000000152,,527.9999999999952
2017.03.14,143.00000000000423,748.9999999999997,436.00000000001415,-851.0000000000017,,477.00000000001626
2017.03.14,153.00000000000313,740.9999999999917,432.0000000000102,-835.000000000008,,490.99999999999704
2017.03.14,145.00000000001734,748.9999999999997,461.0000000000003,-788.0000000000109,,567.0000000000064
2017.03.15,150.00000000000568,760.0000000000051,462.0000000000068,-797.0000000000033,,575.0000000000144
2017.03.15,157.00000000000713,764.0000000000091,429.00000000001273,-797.0000000000033,,553.0000000000258
2017.03.15,125.00000000001954,758.9999999999985,442.00000000000904,-771.0000000000106,,555.0000000000165
2017.03.15,116.00000000000499,764.9999999999934,499.000000000005,-814.0000000000036,,565.9999999999998
2017.03.15,87.99999999999919,753.0000000000036,388.0000000000106,-828.0000000000065,,401.00000000000693
2017.03.15,64.0000000000196,747.0000000000088,336.00000000000296,-788.0000000000109,,359.00000000002046
2017.03.15,72.0000000000054,737.9999999999942,338.0000000000161,-772.0000000000172,,375.9999999999985
2017.03.15,46.0000000000127,758.9999999999985,296.0000000000074,-779.0000000000185,,322.0000000000001
2017.03.15,52.000000000007596,754.9999999999945,451.0000000000014,-787.0000000000043,,470.9999999999993
2017.03.15,92.00000000000318,747.0000000000088,560.0000000000049,-786.00000000002,,612.9999999999968
2017.03.15,117.00000000001154,747.9999999999931,554.00000000001,-784.0000000000069,,635.0000000000076
2017.03.15,114.0000000000141,743.9999999999891,573.0000000000013,-806.0000000000178,,624.9999999999867
2017.03.15,95.00000000000064,746.0000000000023,595.9999999999966,-817.000000000001,,619.9999999999985
2017.03.15,43.999999999999595,743.9999999999891,605.9999999999955,-819.0000000000142,,574.9999999999699
2017.03.15,7.0000000000014495,741.9999999999982,534.9999999999966,-835.000000000008,,448.9999999999884
2017.03.15,-80.99999999999774,733.0000000000059,407.0000000000018,-812.0000000000127,,246.99999999999727
2017.03.15,-869.999999999993,730.9999999999927,-431.99999999998795,-848.0000000000043,,-1418.9999999999925
2017.03.15,-590.999999999986,726.9999999999887,-31.999999999987594,-773.0000000000015,,-668.9999999999864
2017.03.15,-601.9999999999915,722.0000000000005,-109.00000000000354,-752.0000000000193,,-741.0000000000139
2017.03.15,-609.9999999999994,697.9999999999986,-90.99999999999665,-696.0000000000077,,-699.0000000000052
2017.03.15,-662.9999999999914,692.0000000000038,-110.99999999999443,-754.0000000000102,,-835.9999999999923
2017.03.15,-668.9999999999862,696.0000000000077,-129.00000000000134,-784.0000000000069,,-885.9999999999868
2017.03.15,-675.9999999999877,695.0000000000011,-49.99999999999449,-779.0000000000185,,-809.9999999999997
2017.03.15,-569.9999999999816,689.9999999999907,35.00000000000725,-818.0000000000076,,-662.9999999999912
2017.03.15,-339.99999999998477,687.9999999999998,295.0000000000008,-819.9999999999985,,-176.99999999998272
2017.03.15,-261.0000000000001,686.0000000000089,448.000000000004,-827.0,,46.00000000001273
2017.03.15,-265.99999999998846,683.9999999999957,443.99999999999994,-860.0000000000163,,1.999999999990905
2017.03.15,-241.99999999998667,696.999999999992,507.000000000013,-889.0000000000065,,73.00000000001194
2017.03.15,-392.9999999999989,686.9999999999932,422.9999999999956,-861.0000000000007,,-144.0000000000108
2017.03.15,-322.9999999999844,679.0000000000074,384.00000000000654,-842.0000000000094,,-101.99999999997988
2017.03.15,-329.99999999998585,723.9999999999914,424.00000000000216,-1025.0000000000093,,-207.0000000000016
2017.03.15,-352.9999999999811,740.9999999999917,526.0000000000042,-941.9999999999984,,-27.99999999998363
2017.03.15,-341.99999999999784,741.9999999999982,543.0000000000045,-923.0000000000072,,19.999999999997726
2017.03.15,-365.99999999999966,764.9999999999934,465.0000000000043,-1044.0000000000005,,-180.0000000000024
2017.03.15,-427.99999999998397,758.9999999999985,392.9999999999989,-948.9999999999999,,-224.99999999998647
2017.03.15,-564.9999999999933,689.9999999999907,235.00000000000742,-807.0000000000022,,-446.9999999999974
2017.03.15,-549.9999999999839,700.999999999996,229.00000000001253,-832.0000000000105,,-451.9999999999858
2017.03.15,-573.0000000000013,646.9999999999976,294.0000000000165,-795.0000000000124,,-426.99999999999955
2017.03.15,-534.9999999999966,653.999999999999,328.00000000001717,-728.0000000000175,,-280.99999999999795
2017.03.15,-510.99999999999477,611.000000000006,516.0000000000053,-913.0000000000083,,-296.9999999999917
2017.03.15,-1144.999999999996,615.9999999999943,608.0000000000085,-1016.0000000000169,,-937.00000000001
2017.03.15,-1326.9999999999893,710.999999999995,938.0000000000166,-1158.0000000000146,,-835.9999999999923
2017.03.15,-1329.9999999999868,757.999999999992,1322.000000000001,-1300.0000000000123,,-550.0000000000061
2017.03.15,-1311.9999999999798,815.0000000000101,1493.000000000011,-1311.0000000000177,,-314.99999999997647
2017.03.15,-1396.9999999999816,554.9999999999944,1683.0000000000123,-1287.000000000016,,-445.9999999999908
2017.03.15,-1228.9999999999911,543.0000000000045,1639.0000000000127,-1015.0000000000103,,-61.9999999999842
2017.03.15,-1211.999999999991,540.9999999999915,1800.0000000000016,-1209.0000000000157,,-80.00000000001342
2017.03.15,-1219.9999999999989,411.0000000000058,1595.0000000000132,-1134.0000000000127,,-347.9999999999926
2017.03.16,-1252.999999999993,438.9999999999894,1668.0000000000027,-1059.00000000001,,-205.0000000000108
2017.03.16,-1272.999999999991,479.0000000000072,1619.9999999999993,-1078.0000000000011,,-251.99999999998545
2017.03.16,-1248.999999999989,466.9999999999952,1601.000000000008,-1063.0000000000139,,-243.99999999999977
2017.03.16,-1143.9999999999895,485.0000000000021,1685.0000000000032,-1036.999999999999,,-10.999999999983402
2017.03.16,-1201.999999999992,514.9999999999987,1812.0000000000136,-1096.0000000000082,,29.000000000012278
2017.03.16,-1222.9999999999964,564.000000000009,1490.0000000000136,-1086.000000000009,,-254.99999999998283
2017.03.16,-1082.9999999999895,602.999999999998,1577.0000000000061,-1158.0000000000146,,-61.0
2017.03.16,-1068.9999999999866,631.0000000000038,1510.9999999999957,-1162.0000000000186,,-89.00000000000591
