date,GBPUSD,EURCHF,GBPAUD,EURCAD,empty,sum
2017.03.16,-1081.999999999983,622.9999999999958,1485.000000000003,-1111.0000000000175,,-85.00000000000159
2017.03.16,-1011.9999999999907,621.0000000000049,1504.0000000000164,-1124.9999999999982,,-11.999999999967713
2017.03.16,-1040.999999999981,625.0000000000089,1490.999999999998,-1133.0000000000061,,-57.99999999998022
2017.03.16,-1034.0000000000016,638.0000000000052,1459.0000000000102,-1087.0000000000157,,-24.00000000000182
2017.03.16,-992.9999999999994,649.999999999995,1439.9999999999968,-1090.0000000000132,,6.999999999979082
2017.03.16,-1020.9999999999831,652.9999999999925,1407.0000000000027,-1088.0,,-48.99999999998772
2017.03.16,-1003.9999999999827,625.9999999999932,1466.9999999999961,-1062.0000000000073,,26.999999999999318
2017.03.16,-1030.999999999982,648.0000000000041,1561.9999999999968,-1104.0000000000161,,75.00000000000273
2017.03.16,-1083.9999999999961,673.9999999999968,1639.0000000000127,-1087.0000000000157,,141.99999999999773
2017.03.16,-1122.9999999999852,662.000000000007,1568.0000000000139,-1075.0000000000036,,32.00000000003206
2017.03.16,-1264.9999999999827,686.0000000000089,1554.9999999999952,-1174.0000000000084,,-197.99999999998704
2017.03.16,-1213.9999999999818,648.9999999999885,1693.0000000000111,-1341.9999999999986,,-213.9999999999809
2017.03.16,-1102.9999999999873,621.9999999999892,1710.0000000000116,-1158.9999999999989,,70.00000000001478
2017.03.16,-1041.9999999999873,675.0000000000034,1544.000000000012,-1250.0000000000177,,-72.99999999998954
2017.03.16,-964.9999999999936,757.0000000000076,1654.0,-1182.0000000000164,,263.9999999999977
2017.03.16,-891.9999999999817,778.9999999999964,1767.0000000000075,-1188.0000000000114,,466.0000000000109
2017.03.16,-1036.999999999999,780.000000000003,1529.0000000000025,-1249.0000000000111,,22.999999999995225
2017.03.16,-1064.9999999999827,783.0000000000003,1487.0000000000161,-1198.0000000000102,,7.0000000000234195
2017.03.16,-913.9999999999926,767.9999999999909,1512.0000000000023,-1061.000000000001,,304.99999999999955
2017.03.16,-1025.9999999999936,831.000000000004,1561.0000000000123,-1042.0000000000095,,324.0000000000132
2017.03.16,-1932.9999999999848,887.9999999999999,343.00000000000443,-1154.0000000000105,,-1855.999999999991
2017.03.16,-2027.000000000001,899.9999999999897,348.00000000001495,-1108.00000000002,,-1887.0000000000164
2017.03.16,-2019.9999999999995,897.9999999999987,382.0000000000157,-1108.00000000002,,-1848.0000000000052
2017.03.16,-1949.0000000000007,836.9999999999989,507.000000000013,-1215.0000000000105,,-1819.9999999999993
2017.03.16,-1922.999999999986,875.0000000000035,341.00000000001353,-1202.9999999999984,,-1909.9999999999673
2017.03.16,-1968.9999999999986,931.9999999999995,270.99999999999903,-979.0000000000188,,-1745.0000000000186
2017.03.16,-1958.9999999999995,948.9999999999999,148.00000000001478,-923.0000000000072,,-1784.999999999992
2017.03.16,-2058.9999999999886,953.0000000000039,-76.99999999999375,-836.0000000000146,,-2018.9999999999932
2017.03.16,-2027.000000000001,995.9999999999969,-7.999999999985796,-841.0000000000028,,-1879.9999999999927
2017.03.16,-2019.9999999999995,988.9999999999955,107.99999999999699,-835.000000000008,,-1758.000000000015
2017.03.16,-2073.999999999998,984.000000000007,-24.999999999986144,-834.0000000000014,,-1948.9999999999786
2017.03.16,-1996.999999999982,987.9999999999889,12.000000000012001,-1047.0000000000202,,-2044.0000000000014
2017.03.16,-1874.9999999999823,1027.0000000000002,174.00000000000747,-999.0000000000166,,-1672.9999999999911
2017.03.16,-1943.9999999999902,777.0000000000055,56.99999999999594,-960.0000000000053,,-2069.999999999994
2017.03.16,-1895.9999999999866,692.0000000000038,22.0000000000109,-453.99999999999886,,-1635.9999999999707
2017.03.16,-1908.999999999983,588.9999999999951,70.0000000000145,-173.00000000000094,,-1422.999999999974
2017.03.16,-1939.9999999999861,591.9999999999925,131.99999999999878,-331.999999999999,,-1547.9999999999936
2017.03.16,-1888.9999999999852,621.0000000000049,243.99999999999977,-419.9999999999982,,-1443.9999999999789
2017.03.16,-1933.9999999999914,568.9999999999973,151.00000000001222,-406.00000000001745,,-1619.9999999999993
2017.03.16,-1936.9999999999886,571.9999999999948,185.00000000001293,-402.0000000000135,,-1581.9999999999943
2017.03.17,-1892.999999999989,550.000000000006,275.000000000003,-364.00000000000875,,-1431.999999999989
2017.03.17,-1861.999999999986,563.0000000000024,214.00000000000307,-301.0000000000179,,-1385.9999999999984
2017.03.17,-1861.999999999986,540.0000000000072,140.0000000000068,-285.00000000000193,,-1466.9999999999736
2017.03.17,-1819.9999999999993,567.9999999999907,80.00000000001339,-263.00000000001324,,-1435.0000000000084
2017.03.17,-1876.9999999999955,580.0000000000027,131.99999999999878,-312.00000000000114,,-1476.999999999995
2017.03.17,-1872.9999999999914,587.0000000000042,167.00000000000603,-367.0000000000062,,-1485.9999999999875
2017.03.17,-1882.9999999999902,612.9999999999969,175.00000000001404,-377.0000000000051,,-1471.999999999984
2017.03.17,-1839.9999999999973,600.0000000000006,225.00000000000853,-294.0000000000165,,-1309.0000000000048
2017.03.17,-1807.9999999999875,570.0000000000039,324.0000000000132,-319.0000000000026,,-1232.9999999999732
2017.03.17,-1828.9999999999918,544.9999999999955,402.0000000000135,-301.0000000000179,,-1183.000000000001
2017.03.17,-1847.999999999983,543.0000000000045,373.00000000000114,-308.0000000000194,,-1239.9999999999966
2017.03.17,-1831.999999999989,531.9999999999991,417.0000000000007,-317.0000000000117,,-1200.000000000001
2017.03.17,-1852.9999999999936,530.0000000000082,489.0000000000061,-331.0000000000146,,-1164.9999999999939
2017.03.17,-1871.0000000000005,531.9999999999991,500.9999999999959,-347.0000000000084,,-1185.0000000000139
2017.03.17,-1880.9999999999993,539.0000000000006,439.0000000000116,-358.9999999999982,,-1261.9999999999852
2017.03.17,-1873.999999999998,527.9999999999951,414.00000000000324,-358.00000000001387,,-1290.0000000000134
2017.03.17,-1997.9999999999886,486.999999999993,415.0000000000098,-275.000000000003,,-1370.9999999999889
2017.03.17,-2034.9999999999868,476.9999999999941,375.9999999999986,-287.000000000015,,-1469.000000000009
2017.03.17,-1997.9999999999886,465.99999999998863,326.0000000000041,-240.00000000001796,,-1446.0000000000139
2017.03.17,-1705.9999999999852,543.999999999989,282.0000000000045,-303.0000000000088,,-1183.0000000000007
2017.03.17,-1840.9999999999816,646.9999999999976,238.0000000000049,-276.00000000000955,,-1231.9999999999886
2017.03.17,-2201.9999999999927,632.9999999999947,-150.99999999999002,-263.00000000001324,,-1983.0000000000014
2017.03.17,-2248.99999999999,648.0000000000041,-134.99999999999625,-195.00000000001182,,-1930.999999999994
2017.03.17,-2290.9999999999986,641.0000000000027,-39.999999999995595,-221.00000000000452,,-1910.9999999999961
2017.03.17,-2269.999999999994,682.9999999999892,6.000000000017103,-331.999999999999,,-1912.9999999999868
2017.03.17,-2230.999999999983,716.9999999999899,58.000000000002494,-245.0000000000063,,-1700.999999999997
2017.03.17,-2159.0,731.9999999999993,208.00000000000819,-612.0000000000125,,-1831.000000000005
2017.03.17,-1983.9999999999857,778.9999999999964,597.0000000000031,-697.0000000000143,,-1305.0000000000005
2017.03.17,-1922.999999999986,829.9999999999974,625.0000000000089,-679.0000000000074,,-1146.9999999999873
2017.03.17,-2011.9999999999916,893.0000000000105,619.000000000014,-753.0000000000036,,-1252.999999999971
2017.03.17,-1981.9999999999948,895.0000000000014,727.0000000000109,-890.000000000013,,-1249.9999999999955
2017.03.17,-2000.9999999999861,781.0000000000094,710.0000000000106,-858.0000000000032,,-1367.9999999999695
2017.03.17,-2069.999999999994,720.0000000000095,618.0000000000074,-771.0000000000106,,-1502.9999999999877
2017.03.17,-2035.9999999999934,717.9999999999964,547.0000000000086,-440.00000000001813,,-1211.0000000000066
2017.03.17,-2037.0,710.0000000000106,548.9999999999995,-491.0000000000192,,-1269.000000000009
2017.03.17,-2031.9999999999893,682.9999999999892,338.0000000000161,-301.0000000000179,,-1312.0000000000018
2017.03.17,-2116.999999999991,672.9999999999902,242.00000000000887,-199.00000000001583,,-1401.0000000000077
2017.03.17,-2197.9999999999886,682.9999999999892,286.00000000000847,-403.00000000002,,-1632.0000000000111
2017.03.17,-2269.999999999994,707.9999999999975,276.00000000000955,-442.00000000000904,,-1727.9999999999961
2017.03.17,-2277.99999999998,714.999999999999,459.0000000000094,-564.000000000009,,-1667.9999999999804
2017.03.17,-2353.9999999999895,777.0000000000055,448.000000000004,-546.000000000002,,-1674.999999999982
2017.03.17,-2279.999999999993,733.0000000000059,385.00000000001313,-487.0000000000152,,-1648.9999999999893
2017.03.17,-2298.9999999999845,706.0000000000066,295.0000000000008,-524.0000000000133,,-1821.9999999999905
2017.03.17,-2320.9999999999955,658.0000000000031,268.0000000000016,-506.0000000000064,,-1900.999999999997
2017.03.17,-2290.9999999999986,669.9999999999928,263.99999999999756,-643.0000000000158,,-2000.000000000024
2017.03.17,-2252.999999999994,687.9999999999998,317.9999999999961,-541.9999999999981,,-1788.9999999999964
2017.03.17,-2252.999999999994,687.9999999999998,317.9999999999961,-541.9999999999981,,-1788.9999999999964
2017.03.17,-2252.999999999994,687.9999999999998,317.9999999999961,-541.9999999999981,,-1788.9999999999964
