date,GBPUSD,USDCAD,AUDUSD,AUDJPY,empty,sum
2021.02.01,-17.000000000000348,-96.99999999999153,-20.999999999993246,0.0,,-134.9999999999851
2021.02.01,-53.999999999998494,-97.9999999999981,-8.999999999992347,33.00000000000125,,-127.9999999999877
2021.02.01,-92.00000000000318,-351.0000000000124,-154.99999999999403,-135.99999999999568,,-734.0000000000052
2021.02.01,-73.99999999999629,-297.9999999999983,-108.99999999999244,-111.0000000000042,,-591.9999999999912
2021.02.01,-83.00000000001084,-191.99999999999218,-12.999999999996348,-37.9999999999967,,-325.9999999999961
2021.02.01,-39.999999999995595,-178.00000000001148,16.0000000000049,-33.00000000000125,,-235.00000000000344
2021.02.01,89.00000000000574,-96.99999999999153,109.00000000000354,72.00000000000273,,173.00000000002046
2021.02.01,137.00000000000932,-56.99999999999594,123.00000000000644,69.00000000000261,,272.00000000002245
2021.02.01,178.99999999999582,-41.000000000002146,156.00000000000057,125.99999999999056,,419.9999999999848
2021.02.01,198.99999999999363,-49.00000000001015,158.0000000000026,144.99999999999602,,452.9999999999821
2021.02.01,228.99999999999034,7.0000000000014495,204.00000000000418,185.99999999999284,,625.9999999999889
2021.02.01,289.9999999999903,72.99999999998974,258.0000000000027,221.00000000000364,,841.9999999999864
2021.02.01,307.99999999999716,86.99999999999264,278.00000000000045,234.99999999999943,,907.9999999999897
2021.02.01,282.9999999999888,78.00000000000028,267.00000000000614,221.9999999999942,,849.9999999999894
2021.02.01,273.9999999999965,103.99999999999298,291.0000000000079,256.0000000000002,,924.9999999999975
2021.02.01,289.9999999999903,126.99999999998823,293.0000000000099,259.00000000000034,,968.9999999999887
2021.02.01,373.00000000000114,161.99999999999548,342.000000000009,311.9999999999976,,1189.0000000000032
2021.02.01,357.00000000000733,144.99999999999514,354.0000000000099,313.99999999999295,,1170.0000000000055
2021.02.01,215.00000000000963,60.99999999999994,258.0000000000027,224.00000000000375,,758.000000000016
2021.02.01,221.99999999998886,72.0000000000054,248.99999999999923,271.99999999999136,,814.9999999999849
2021.02.01,236.99999999999832,-21.00000000000435,178.00000000000037,194.99999999999318,,588.9999999999875
2021.02.01,197.00000000000273,-182.99999999999983,55.000000000005045,155.9999999999917,,224.99999999999966
2021.02.01,117.99999999999588,-208.99999999999253,45.000000000006146,149.99999999999147,,104.00000000000097
2021.02.01,243.99999999999977,-146.00000000000168,145.00000000000622,250.99999999999056,,493.9999999999949
2021.02.01,95.00000000000064,-175.99999999999838,81.00000000000884,203.00000000000296,,203.00000000001404
2021.02.01,-49.99999999999449,-246.00000000001288,-8.999999999992347,144.99999999999602,,-160.0000000000037
2021.02.01,59.99999999999339,-226.99999999999943,52.000000000007596,179.00000000000205,,64.00000000000361
2021.02.01,-36.999999999998145,-283.99999999999534,42.0000000000087,186.9999999999976,,-91.99999999998715
2021.02.01,48.000000000003595,-228.00000000000597,89.00000000000574,215.0000000000034,,124.00000000000676
2021.02.01,-51.000000000001044,-245.0000000000063,28.000000000005798,183.9999999999975,,-84.00000000000404
2021.02.01,-258.0000000000027,-317.0000000000117,18.0000000000069,188.99999999999295,,-368.00000000001444
2021.02.01,-272.99999999998994,-339.0000000000004,24.000000000001798,185.99999999999284,,-401.9999999999957
2021.02.01,-246.99999999999721,-334.00000000001205,-23.999999999990695,141.9999999999959,,-463.0000000000041
2021.02.01,-344.99999999999534,-351.99999999999676,-73.99999999999629,100.99999999999909,,-669.9999999999892
2021.02.01,-296.0000000000074,-333.0000000000055,-21.999999999999797,141.9999999999959,,-509.0000000000168
2021.02.01,-465.0000000000043,-554.00000000001,-88.99999999999464,97.99999999999898,,-1010.0000000000099
2021.02.01,-439.0000000000116,-537.9999999999941,-75.9999999999983,91.99999999999875,,-961.0000000000053
2021.02.01,-367.99999999999056,-507.9999999999973,0.0,165.99999999999682,,-709.9999999999911
2021.02.01,-344.00000000001097,-497.99999999999847,10.000000000010001,200.9999999999934,,-631.000000000006
2021.02.01,-319.0000000000026,-588.9999999999951,-12.000000000000899,180.99999999999739,,-739.0000000000013
2021.02.01,-313.00000000000773,-544.0000000000111,7.0000000000014495,212.0000000000033,,-638.0000000000141
2021.02.01,-356.00000000000074,-526.0000000000042,94.00000000000519,259.00000000000034,,-528.9999999999994
2021.02.01,-357.99999999999164,-548.9999999999995,103.00000000000864,268.0000000000007,,-535.9999999999818
2021.02.01,-331.999999999999,-595.9999999999966,190.00000000000128,346.9999999999942,,-391.0000000000001
2021.02.01,-415.99999999999415,-658.0000000000031,39.00000000000014,201.99999999999818,,-832.9999999999989
2021.02.01,-459.99999999999375,-784.9999999999912,-35.999999999991594,128.99999999999068,,-1151.999999999986
2021.02.01,-443.99999999999994,-804.0000000000047,-18.999999999991246,140.00000000000057,,-1126.9999999999955
2021.02.01,-429.99999999999704,-756.0000000000011,-29.999999999996696,117.999999999995,,-1097.9999999999998
2021.02.02,-486.999999999993,-680.9999999999983,-44.99999999999504,36.99999999999193,,-1175.9999999999945
2021.02.02,-417.0000000000007,-686.0000000000089,-14.999999999998348,149.99999999999147,,-968.0000000000165
2021.02.02,-391.9999999999924,-678.0000000000008,34.000000000000696,186.9999999999976,,-848.9999999999949
2021.02.02,-309.0000000000037,-656.0000000000122,116.00000000000499,230.99999999999454,,-618.0000000000164
2021.02.02,-364.00000000000875,-741.9999999999982,50.0000000000056,167.99999999999216,,-888.000000000009
2021.02.02,-384.00000000000654,-736.0000000000033,51.000000000001044,179.00000000000205,,-890.0000000000066
2021.02.02,-339.0000000000004,-695.0000000000011,101.00000000000664,215.99999999999397,,-717.000000000001
2021.02.02,-184.00000000000637,-519.0000000000028,223.00000000000654,316.0000000000025,,-164.00000000000017
2021.02.02,-160.00000000000458,-516.0000000000053,251.00000000000122,361.0000000000042,,-64.00000000000443
2021.02.02,-120.00000000000898,-479.0000000000072,282.99999999999994,421.99999999999704,,105.99999999998084
2021.02.02,-126.0000000000039,-449.0000000000105,343.00000000000443,486.0000000000042,,253.9999999999942
2021.02.02,-130.0000000000079,-522.0000000000002,93.00000000000975,243.99999999999977,,-314.99999999999864
2021.02.02,-129.00000000000134,-479.0000000000072,40.00000000000669,206.00000000000307,,-361.99999999999875
2021.02.02,-215.99999999999397,-507.000000000013,-19.999999999997797,147.99999999999613,,-595.0000000000088
2021.02.02,-228.99999999999034,-503.000000000009,2.000000000002,188.99999999999295,,-541.0000000000043
2021.02.02,-221.00000000000452,-468.00000000000176,58.000000000002494,243.99999999999977,,-387.000000000004
2021.02.02,-259.0000000000092,-473.99999999999665,-62.99999999999084,131.9999999999908,,-664.0000000000059
2021.02.02,-295.0000000000008,-514.9999999999987,-100.99999999999554,105.99999999999454,,-805.0000000000006
2021.02.02,-319.0000000000026,-506.0000000000064,-180.99999999999784,22.999999999996135,,-983.0000000000108
2021.02.02,-320.00000000000915,-469.99999999999267,-170.99999999999892,27.000000000001023,,-933.9999999999997
2021.02.02,-266.0000000000107,-446.9999999999974,-106.99999999999044,67.99999999999784,,-752.0000000000007
2021.02.02,-120.99999999999334,-160.00000000000458,41.000000000002146,159.9999999999966,,-79.99999999999915
2021.02.02,-59.000000000009045,-113.99999999999189,34.000000000000696,143.99999999999125,,4.999999999991019
2021.02.02,-187.00000000000384,-104.99999999999955,-39.00000000000014,94.99999999999886,,-236.00000000000466
2021.02.02,-307.99999999999716,-184.00000000000637,-100.00000000000009,57.999999999992724,,-534.0000000000109
