date,GBPUSD,USDCAD,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.08.02,-129.00000000000134,-53.999999999998494,-251.00000000000477,-101.00000000000664,-251.00000000000477,-225.99999999999287,-253.99999999999866,-185.00000000000227,-134.99999999999625,-158.00000000000125,-147.00000000000557,-260.9999999999957,,-2152.000000000008
2021.08.02,-51.000000000001044,-61.99999999998429,-227.00000000000387,176.99999999999383,-126.00000000000477,-103.00000000000864,-104.99999999999955,-137.00000000000045,-470.9999999999992,-174.99999999999716,-152.00000000000102,-265.99999999999113,,-1697.999999999997
2021.08.02,-63.000000000013046,-27.999999999983594,-253.0000000000001,191.99999999999218,-227.00000000000387,-119.00000000000244,-82.00000000000429,-182.99999999999272,-8.000000000008,-245.9999999999951,-218.00000000000352,-268.0000000000007,,-1503.0000000000152
2021.08.02,-121.00000000001555,-97.9999999999981,-272.00000000000557,214.99999999999852,-252.00000000000955,-60.99999999999994,-32.999999999994145,-182.99999999999272,150.00000000000568,-290.00000000000625,-243.0000000000092,-281.9999999999965,,-1470.0000000000232
2021.08.02,-106.00000000000608,-53.999999999998494,-289.0000000000015,205.99999999999508,-283.00000000001546,-99.00000000000463,-78.99999999998464,-197.00000000000273,112.000000000001,-302.0000000000067,-243.0000000000092,-302.99999999999727,,-1637.0000000000305
2021.08.02,-60.99999999999994,-68.99999999998573,-266.00000000000534,212.00000000000108,-237.99999999999955,-21.00000000000435,-19.999999999997797,-174.0000000000066,104.99999999999955,-278.99999999999636,-233.0000000000041,-292.0000000000016,,-1336.0000000000007
2021.08.02,-104.99999999999955,-64.99999999998174,-222.99999999999898,225.99999999999287,-182.00000000001637,-131.99999999999878,-106.00000000000608,-151.9999999999868,130.0000000000079,-266.9999999999959,-207.9999999999984,-277.9999999999916,,-1361.9999999999734
2021.08.02,-134.00000000001188,-7.0000000000014495,-168.00000000000637,221.99999999999997,-170.00000000001592,-165.9999999999995,-4.000000000004,-122.99999999999045,136.00000000000279,-174.99999999999716,-227.00000000000387,-251.99999999999534,,-1068.0000000000232
2021.08.02,-125.00000000001954,3.0000000000196536,-179.00000000000205,218.99999999999142,-176.9999999999925,-190.00000000000128,-93.99999999999409,-137.00000000000045,214.00000000000307,-180.99999999999739,-200.00000000000284,-208.99999999998897,,-1055.999999999985
2021.08.02,-80.00000000001339,13.000000000018552,-209.99999999999375,215.99999999999397,-212.99999999999386,-153.00000000000313,-146.00000000000168,-165.99999999999682,293.99999999999426,-227.00000000000387,-204.00000000000773,-208.99999999998897,,-1084.9999999999964
2021.08.02,-18.0000000000069,70.0000000000145,-206.99999999999363,237.99999999999378,-140.99999999999113,-167.9999999999904,-224.99999999998633,-126.99999999998113,394.9999999999898,-150.99999999999625,-138.00000000000523,-146.99999999999136,,-618.9999999999443
2021.08.02,-64.0000000000196,11.00000000000545,-257.000000000005,258.9999999999981,-158.99999999999181,-133.00000000000534,-136.99999999998712,-186.00000000000705,384.00000000000654,-180.00000000000682,-180.00000000000682,-188.0000000000024,,-830.0000000000219
2021.08.02,-70.0000000000145,12.000000000012001,-266.9999999999959,265.99999999999955,-162.00000000000614,-140.99999999999113,-35.999999999991594,-195.99999999999795,347.0000000000084,-182.00000000000216,-193.00000000001205,-201.99999999999818,,-823.9999999999897
2021.08.02,-85.00000000000173,1.0000000000065512,-242.00000000000443,261.0000000000001,-167.0000000000016,-103.99999999999298,-58.000000000002494,-180.00000000000682,402.9999999999978,-189.99999999999773,-180.00000000000682,-173.00000000000182,,-714.000000000012
2021.08.02,-124.00000000001299,-13.999999999980695,-260.0000000000051,248.99999999999923,-221.00000000000364,-121.99999999999989,-55.000000000005045,-205.99999999998886,425.99999999999307,-209.99999999999375,-206.00000000000307,-173.99999999999238,,-916.9999999999931
2021.08.02,-110.00000000001009,-17.999999999984695,-260.0000000000051,244.99999999999523,-236.99999999999477,-130.99999999999224,-102.00000000000209,-218.9999999999941,463.9999999999977,-233.99999999999466,-195.0000000000074,-173.00000000000182,,-969.999999999994
2021.08.02,-114.0000000000141,-1.999999999990898,-233.0000000000041,229.99999999999687,-193.00000000001205,-170.00000000000347,-153.00000000000313,-189.99999999999773,415.99999999999415,-192.00000000000728,-180.00000000000682,-162.9999999999967,,-944.0000000000454
2021.08.02,-204.00000000000418,-42.999999999993044,-213.99999999999864,207.99999999999707,-262.00000000000045,-194.0000000000053,-99.00000000000463,-186.00000000000705,367.0000000000062,-213.99999999999864,-237.00000000000898,-194.99999999999318,,-1273.000000000011
2021.08.02,-233.00000000001654,-61.99999999998429,-248.00000000000466,187.9999999999993,-294.00000000001114,-204.99999999998852,-158.99999999999804,-201.99999999999818,357.00000000000733,-227.00000000000387,-222.0000000000084,-189.99999999999773,,-1497.0000000000048
2021.08.02,-280.9999999999979,-66.99999999999484,-257.000000000005,153.99999999999858,-349.9999999999943,-259.0000000000092,-79.99999999999119,-296.99999999999704,256.99999999999613,-228.9999999999992,-274.0000000000009,-225.9999999999991,,-1908.999999999994
2021.08.02,-369.0000000000193,-98.99999999998244,-335.9999999999985,158.99999999999804,-568.000000000012,-381.0000000000091,-170.00000000000347,-387.00000000000045,329.00000000000153,-302.0000000000067,-365.99999999999966,-322.9999999999933,,-2813.000000000025
2021.08.02,-384.00000000000654,-154.99999999999403,-325.9999999999934,168.00000000000148,-579.0000000000077,-312.00000000000114,-102.99999999998644,-381.0000000000002,246.99999999999721,-337.99999999999386,-362.99999999999955,-346.9999999999942,,-2872.999999999978
2021.08.02,-411.0000000000058,-159.99999999998238,-272.00000000000557,168.00000000000148,-513.0000000000052,-327.99999999999494,-99.99999999998899,-342.9999999999893,150.99999999999002,-293.99999999999693,-340.0000000000034,-372.99999999999045,,-2814.9999999999714
2021.08.02,-397.0000000000029,-109.99999999998789,-251.00000000000477,179.99999999999127,-512.0000000000005,-336.00000000000296,-78.99999999998464,-342.9999999999893,175.99999999999838,-271.0000000000008,-341.0000000000082,-375.99999999999056,,-2659.9999999999827
2021.08.02,-335.00000000001864,-124.99999999999733,-308.00000000000693,200.99999999999562,-411.00000000000136,-302.0000000000023,-58.000000000002494,-316.0000000000025,248.99999999998812,-260.9999999999957,-341.0000000000082,-308.9999999999975,,-2316.000000000049
2021.08.02,-317.0000000000117,-168.99999999999693,-268.0000000000007,203.99999999999307,-402.9999999999916,-225.00000000000853,29.00000000001235,-304.00000000000205,228.99999999999034,-272.99999999999613,-329.00000000000773,-320.99999999999795,,-2147.0000000000177
2021.08.02,-319.0000000000026,-190.99999999998562,-213.99999999999864,287.9999999999994,-250.0,-150.00000000000568,100.99999999999554,-299.0000000000066,363.0000000000022,-239.00000000000432,-302.0000000000067,-259.00000000000034,,-1471.0000000000132
2021.08.02,-180.0000000000024,-112.99999999998533,-197.00000000000273,318.99999999999153,-103.00000000000864,-79.00000000000685,236.99999999999832,-237.99999999999955,448.000000000004,-171.00000000000648,-294.00000000001114,-167.0000000000016,,-538.0000000000309
2021.08.02,-171.00000000001003,-119.99999999998678,-180.00000000000682,346.9999999999973,-51.00000000001614,-126.0000000000039,304.00000000001535,-245.9999999999809,476.9999999999941,-171.99999999999704,-285.0000000000108,-164.00000000000148,,-387.00000000000716
2021.08.02,-120.00000000000898,-116.99999999998934,-128.0000000000001,344.99999999999534,-42.00000000000159,-17.000000000000348,314.99999999999864,-206.99999999999363,459.0000000000094,-176.00000000000193,-278.0000000000058,-165.99999999999682,,-131.99999999999517
2021.08.02,-94.00000000001629,-141.99999999999767,-105.00000000000398,371.99999999999454,64.99999999999773,36.999999999998145,466.9999999999952,-174.99999999998295,344.99999999999534,-170.0000000000017,-338.99999999999864,-171.99999999999704,,88.99999999998272
2021.08.02,-133.00000000000534,-171.99999999999437,-66.0000000000025,317.0000000000006,39.99999999999204,21.00000000000435,609.9999999999994,-155.00000000000114,232.00000000000998,-174.99999999999716,-393.0000000000007,-204.9999999999983,,-78.99999999999307
2021.08.02,-84.0000000000174,-88.99999999998354,-43.99999999999693,317.9999999999961,85.99999999998431,12.999999999996348,568.000000000013,-56.99999999998795,256.99999999999613,-138.00000000000523,-329.9999999999983,-165.99999999999682,,333.99999999999966
2021.08.02,-236.99999999999832,-213.99999999998087,-135.00000000000512,244.99999999999523,-75.00000000001705,-72.0000000000054,571.0000000000103,-115.99999999998545,56.99999999999594,-207.9999999999984,-402.000000000001,-257.99999999999557,,-843.9999999999857
2021.08.02,-269.00000000000813,-182.99999999999983,-99.00000000000375,243.99999999999977,-20.000000000010232,-92.00000000000318,602.0000000000136,-52.99999999999727,-2.999999999997449,-117.999999999995,-389.00000000001,-246.9999999999999,,-627.0000000000114
2021.08.02,-200.00000000000017,-61.99999999998429,16.000000000005343,240.99999999999122,281.99999999998226,-400.00000000000034,590.0000000000016,197.00000000000273,-39.00000000001125,87.0000000000033,-280.00000000000114,-137.99999999999102,,293.9999999999982
2021.08.02,-129.00000000000134,75.00000000000284,19.000000000005457,313.99999999999204,364.0000000000043,-357.99999999999164,653.999999999999,189.99999999999773,157.00000000000713,203.99999999999352,-225.00000000000853,-54.99999999999261,,1210.0000000000077
2021.08.02,-100.0000000000112,151.00000000001222,84.99999999999375,329.00000000000153,449.99999999998863,-343.99999999998875,632.0000000000103,240.0000000000091,226.99999999999943,287.00000000000614,-147.00000000000557,7.000000000005002,,1817.0000000000205
2021.08.02,55.99999999998939,253.00000000001432,191.0000000000025,336.9999999999984,603.999999999985,-360.0000000000048,585.0000000000133,341.0000000000082,320.00000000000915,341.99999999999875,-82.99999999999841,90.00000000000341,,2676.000000000019
2021.08.02,-68.00000000000139,230.00000000001907,176.00000000000193,257.9999999999916,471.00000000000364,-446.9999999999974,543.0000000000045,353.00000000000864,198.99999999999363,328.9999999999935,-102.00000000000387,63.00000000000239,,2005.0000000000164
2021.08.02,-40.0000000000178,236.99999999999832,174.99999999999716,251.99999999999667,449.99999999998863,-438.00000000000506,561.0000000000115,328.00000000000296,147.00000000000824,305.9999999999974,-151.00000000001046,13.00000000000523,,1839.999999999973
2021.08.02,-8.000000000008,253.99999999999866,194.00000000000261,282.99999999999994,490.99999999998545,-448.9999999999883,618.0000000000074,335.00000000000796,177.99999999998929,319.0000000000026,-123.00000000000466,28.000000000005798,,2119.999999999999
2021.08.02,-7.0000000000014495,304.9999999999997,177.0000000000067,292.9999999999988,462.99999999999386,-462.0000000000068,626.9999999999998,311.00000000000705,211.00000000000563,337.0000000000033,-147.00000000000557,29.000000000010573,,2137.000000000012
2021.08.02,-35.00000000000725,324.0000000000132,153.99999999999636,296.9999999999917,451.9999999999982,-520.9999999999936,597.0000000000031,290.9999999999968,246.99999999999721,358.0000000000041,-120.00000000000455,44.00000000001114,,2088.0000000000064
2021.08.02,-30.0000000000189,314.99999999999864,118.99999999999977,308.9999999999926,449.99999999998863,-493.99999999999443,578.0000000000118,239.00000000000432,42.999999999993044,326.9999999999982,-130.00000000000966,15.000000000000568,,1740.9999999999645
2021.08.02,-1.0000000000065512,331.0000000000146,99.99999999999432,304.9999999999997,418.00000000000637,-466.9999999999952,526.0000000000042,218.00000000001774,326.9999999999884,310.0000000000023,-140.00000000000057,28.000000000005798,,1955.000000000031
2021.08.02,0.9999999999843467,329.00000000000153,55.999999999997385,304.9999999999997,441.0000000000025,-472.9999999999901,526.0000000000042,223.0000000000132,316.99999999998954,307.9999999999927,-141.00000000000534,21.000000000000796,,1912.9999999999905
2021.08.02,22.999999999995246,270.99999999999903,63.00000000000239,317.9999999999961,430.0000000000068,-385.99999999999744,644.0000000000001,219.99999999999886,248.00000000000378,296.99999999999704,-156.0000000000059,11.00000000000989,,1983.000000000006
2021.08.03,59.99999999999339,207.00000000000162,134.00000000000034,273.000000000001,502.00000000000955,-295.0000000000008,700.999999999996,246.00000000000932,-449.0000000000105,328.00000000000296,-184.0000000000117,0.0,,1522.9999999999914
2021.08.03,68.00000000000139,274.00000000001864,112.99999999999955,318.99999999999153,508.0000000000098,-319.0000000000026,697.0000000000143,254.0000000000191,-109.00000000000354,305.9999999999974,-136.0000000000099,21.000000000000796,,1996.0000000000364
2021.08.03,15.999999999993797,258.0000000000027,81.99999999999363,317.0000000000006,414.99999999999204,-358.9999999999982,700.999999999996,211.00000000001273,-73.00000000001194,269.00000000000546,-188.0000000000024,-36.99999999999193,,1611.9999999999927
2021.08.03,-21.00000000000435,232.00000000000998,87.99999999999386,324.9999999999975,405.00000000000114,-373.00000000000114,680.0000000000139,205.0000000000125,126.99999999998823,260.0000000000051,-191.0000000000025,-61.99999999999761,,1675.0000000000168
2021.08.03,-2.0000000000131024,253.00000000001432,99.99999999999432,326.9999999999995,417.0000000000016,-375.9999999999986,656.0000000000122,213.99999999999864,-12.999999999996348,275.99999999999625,-179.00000000000205,-113.99999999999011,,1559.0000000000164
2021.08.03,1.999999999990898,252.0000000000078,135.00000000000512,322.00000000000006,444.9999999999932,-364.00000000000875,540.0000000000072,245.00000000000455,-86.0000000000083,292.0000000000016,-148.00000000001035,-141.9999999999959,,1492.9999999999873
2021.08.03,-97.9999999999981,154.0000000000097,150.99999999999625,290.00000000000136,376.0000000000048,-364.9999999999931,544.0000000000111,230.99999999999454,-208.99999999999253,245.9999999999951,-184.0000000000117,-209.99999999999375,,926.0000000000235
2021.08.03,-78.00000000000028,168.0000000000126,141.9999999999959,278.9999999999959,378.9999999999907,-340.00000000000693,651.0000000000016,259.00000000001455,-261.0000000000001,227.99999999999443,-193.00000000001205,-198.99999999999807,,1034.9999999999886
2021.08.03,-46.0000000000127,194.0000000000053,150.00000000000568,282.99999999999994,390.99999999999113,-391.9999999999924,531.0000000000148,250.0,-270.99999999999903,246.9999999999999,-204.00000000000773,-217.9999999999893,,915.0000000000157
2021.08.03,-68.00000000000139,267.0000000000172,167.0000000000016,291.99999999999227,426.9999999999925,-479.0000000000072,509.00000000000387,266.00000000001955,-324.9999999999975,284.9999999999966,-152.00000000000102,-235.99999999999,,953.0000000000264
2021.08.03,-62.000000000006494,302.0000000000023,176.00000000000193,297.9999999999983,454.9999999999841,-557.9999999999918,567.0000000000064,296.99999999999704,-219.99999999999798,364.0000000000043,-127.00000000000955,-182.00000000000216,,1309.9999999999864
2021.08.03,-34.000000000000696,377.0000000000051,188.0000000000024,298.9999999999937,502.9999999999859,-591.9999999999925,598.999999999994,304.00000000000205,-175.99999999999838,427.99999999999727,-118.00000000000921,-152.00000000000102,,1625.9999999999786
2021.08.03,-55.000000000005045,365.99999999999966,197.00000000000273,297.9999999999983,463.99999999999864,-591.0000000000082,609.0000000000151,292.0000000000016,-197.00000000000273,405.00000000000114,-147.00000000000557,-162.9999999999967,,1477.999999999999
2021.08.03,-23.00000000001745,379.0000000000182,174.99999999999716,300.99999999999574,465.0000000000034,-588.9999999999951,652.0000000000082,274.0000000000009,-279.00000000000705,399.0000000000009,-167.0000000000016,-200.9999999999934,,1386.0000000000098
2021.08.03,-73.00000000001194,409.99999999999926,198.99999999999807,307.99999999999716,500.0,-665.0000000000044,658.0000000000031,302.99999999999727,-278.00000000000045,439.9999999999977,-126.00000000000477,-176.00000000000193,,1499.999999999969
2021.08.03,-131.99999999999878,331.0000000000146,224.00000000000375,296.9999999999917,501.0000000000048,-653.999999999999,693.0000000000102,313.99999999999295,-557.9999999999918,454.9999999999983,-505.00000000000966,-305.9999999999974,,660.0000000000198
2021.08.03,-52.000000000007596,396.00000000001853,209.99999999999375,334.9999999999964,506.0000000000002,-666.9999999999953,1455.0000000000064,286.00000000000136,-685.0000000000023,454.9999999999983,-553.0000000000115,-391.9999999999959,,1294.0000000000023
2021.08.03,-43.999999999999595,463.0000000000134,248.00000000000466,310.9999999999946,518.0000000000007,-719.000000000003,1344.9999999999961,334.0000000000032,-639.0000000000118,515.0000000000006,-483.0000000000041,-338.99999999999864,,1509.999999999996
2021.08.03,-87.00000000001484,405.0000000000109,286.00000000000136,291.99999999999227,543.9999999999827,-731.9999999999993,1329.0000000000025,356.9999999999993,-661.0000000000005,512.0000000000005,-415.00000000000625,-310.0000000000023,,1519.9999999999663
2021.08.03,-74.0000000000185,401.00000000000693,338.99999999999864,279.99999999999136,578.000000000003,-665.9999999999889,1222.000000000012,418.00000000000637,-659.999999999994,519.0000000000055,-370.00000000000455,-287.9999999999967,,1699.000000000021
2021.08.03,-211.00000000000563,336.00000000000296,239.99999999999488,244.99999999999523,477.00000000000387,-778.9999999999964,1238.0000000000057,373.9999999999952,-774.000000000008,460.9999999999985,-403.0000000000058,-358.99999999999466,,844.9999999999858
2021.08.03,-307.00000000001285,250.00000000001688,140.00000000000057,202.9999999999976,263.00000000000523,-794.0000000000058,1141.0000000000143,262.00000000000045,-622.9999999999958,358.99999999999466,-501.0000000000048,-376.99999999999534,,16.00000000001512
2021.08.03,-278.00000000000045,311.0000000000168,135.00000000000512,181.9999999999933,231.99999999999932,-848.9999999999886,924.0000000000136,266.00000000001955,-554.9999999999944,381.0000000000002,-453.00000000000296,-337.99999999999386,,-41.999999999932356
2021.08.03,-337.0000000000095,312.00000000000114,144.00000000000546,195.9999999999962,236.99999999999477,-910.9999999999951,869.0000000000086,258.0000000000098,-428.00000000000614,423.0000000000018,-384.00000000000034,-286.00000000000136,,93.00000000000534
2021.08.03,-222.00000000001108,392.00000000001455,138.00000000000523,249.99999999999466,387.00000000000045,-851.0000000000017,866.0000000000113,284.9999999999966,-327.99999999999494,496.9999999999999,-303.0000000000115,-211.9999999999891,,899.0000000000146
2021.08.03,-264.0000000000198,364.00000000000875,42.00000000000159,220.99999999999343,317.0000000000073,-865.0000000000047,948.9999999999999,243.99999999999977,-344.99999999999534,450.00000000000284,-376.0000000000048,-240.99999999999966,,495.9999999999892
2021.08.03,-340.00000000000693,330.0000000000081,10.000000000005116,221.99999999999997,289.99999999999204,-933.000000000006,948.9999999999999,258.0000000000098,-401.99999999999125,423.0000000000018,-387.00000000000045,-277.000000000001,,143.00000000001103
2021.08.03,-443.0000000000156,316.0000000000052,-84.00000000000318,152.99999999999204,143.00000000000068,-1042.9999999999939,849.0000000000109,200.9999999999934,-529.0000000000017,414.0000000000015,-425.00000000001137,-355.99999999999454,,-804.0000000000166
2021.08.03,-477.0000000000163,238.0000000000049,-138.9999999999958,137.9999999999937,81.99999999999363,-1058.9999999999877,751.0000000000127,163.0000000000109,-533.99999999999,362.99999999999955,-427.0000000000067,-385.9999999999957,,-1286.9999999999768
2021.08.03,-447.0000000000196,253.00000000001432,-118.99999999999977,174.99999999999181,132.000000000005,-927.9999999999955,845.0000000000068,192.00000000000728,-533.0000000000057,387.00000000000045,-411.00000000000136,-366.9999999999902,,-820.9999999999864
2021.08.03,-414.00000000000324,293.0000000000099,-52.99999999999727,184.99999999999073,169.9999999999875,-1156.0000000000014,703.0000000000092,194.99999999999318,-563.0000000000024,415.9999999999968,-408.00000000000125,-368.9999999999998,,-1001.000000000018
2021.08.03,-350.00000000000585,501.0000000000181,22.999999999996135,200.00000000000017,365.99999999998545,-1175.9999999999993,614.0000000000034,358.0000000000041,-425.99999999999307,625.0,-233.0000000000041,-235.99999999999,,266.000000000015
2021.08.03,-331.999999999999,517.0000000000119,91.99999999999875,209.9999999999991,474.9999999999943,-1306.9999999999916,666.000000000011,431.0000000000116,-353.0000000000033,688.0000000000024,-183.00000000000693,-161.99999999999193,,742.0000000000364
2021.08.03,-206.00000000001728,656.0000000000122,275.99999999999625,214.99999999999852,649.0000000000009,-1326.9999999999893,592.9999999999991,582.9999999999984,-348.9999999999993,810.0000000000023,-70.00000000000739,-57.00000000000216,,1772.9999999999918
2021.08.03,-150.00000000000568,741.0000000000139,284.9999999999966,200.00000000000017,775.0000000000057,-1329.0000000000025,651.0000000000016,689.9999999999977,-496.00000000000756,888.9999999999958,3.9999999999906777,-42.999999999992156,,2216.999999999994
2021.08.03,-103.00000000000864,797.0000000000033,329.9999999999983,206.99999999999054,786.0000000000014,-1411.0000000000066,724.9999999999978,698.0000000000075,-703.0000000000092,917.9999999999922,-72.00000000000273,-135.99999999999568,,2035.999999999968
2021.08.03,-60.000000000015596,817.000000000001,284.9999999999966,164.99999999999292,704.9999999999841,-1402.9999999999986,855.0000000000058,700.000000000017,-682.0000000000048,850.9999999999991,-141.00000000000534,-149.99999999999147,,1941.9999999999814
2021.08.03,-170.00000000000347,719.000000000003,263.00000000000523,129.00000000000134,561.000000000007,-1238.0000000000057,944.9999999999958,635.0000000000193,-783.0000000000003,789.0000000000015,-225.00000000000853,-217.9999999999893,,1407.0000000000257
2021.08.03,-229.00000000001253,651.0000000000016,210.99999999999852,130.99999999999224,497.99999999999045,-1292.0000000000043,936.0000000000035,563.0000000000166,-730.9999999999927,733.0000000000041,-295.0000000000017,-235.99999999999,,940.0000000000059
2021.08.03,-272.00000000000557,700.0000000000117,203.99999999999352,108.99999999999244,477.00000000000387,-1404.9999999999895,929.000000000002,569.9999999999932,-709.0000000000041,772.9999999999961,-274.0000000000009,-221.9999999999942,,879.9999999999985
2021.08.03,-269.00000000000813,667.0000000000176,206.99999999999363,112.99999999999643,466.0000000000082,-1347.9999999999936,984.000000000007,562.0000000000118,-697.9999999999986,754.9999999999955,-294.00000000001114,-232.99999999998988,,912.0000000000288
