date,GBPUSD,USDCAD,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.08.02,-29.00000000001235,17.000000000000348,-10.99999999999568,205.99999999999508,14.999999999986358,-106.99999999999044,-56.99999999999594,-106.99999999999932,-134.99999999999625,-9.000000000000341,-72.00000000000273,-131.00000000000023,,-420.0000000000115
2021.08.02,-36.0000000000138,-0.9999999999843467,-194.00000000000261,204.99999999999963,-9.000000000014552,-26.999999999999247,-41.000000000002146,-52.99999999999727,160.00000000000458,-97.99999999999898,-70.00000000000739,-104.99999999998977,,-269.0000000000059
2021.08.02,-42.0000000000087,-24.000000000001798,-206.00000000000307,242.99999999999324,-165.99999999999682,-8.000000000008,36.999999999998145,-138.00000000000523,191.00000000000784,-230.99999999999454,-199.00000000001228,-247.99999999999045,,-791.0000000000216
2021.08.02,-94.00000000001629,-39.999999999995595,-243.99999999999977,229.00000000000142,-229.99999999998977,-46.999999999997044,-12.999999999996348,-176.9999999999925,258.0000000000027,-248.00000000000466,-210.00000000000796,-235.99999999999,,-1051.999999999986
2021.08.02,-59.000000000009045,-31.999999999987594,-263.9999999999958,218.99999999999142,-239.00000000000432,-12.999999999996348,15.00000000000945,-167.0000000000016,137.9999999999937,-272.99999999999613,-231.00000000000875,-295.99999999999227,,-1201.9999999999973
2021.08.02,-41.000000000002146,-66.99999999999484,-224.00000000000375,245.99999999999068,-171.99999999999704,58.000000000002494,-7.0000000000014495,-151.9999999999868,192.99999999999872,-268.0000000000007,-187.00000000001182,-259.00000000000034,,-880.0000000000069
2021.08.02,-99.00000000000463,7.0000000000014495,-141.9999999999959,230.99999999999233,-100.99999999999909,-120.00000000000898,2.0000000000131024,-72.00000000000273,287.9999999999994,-137.00000000000045,-154.00000000001057,-167.99999999999216,,-465.00000000000824
2021.08.02,-94.00000000001629,19.00000000001345,-134.00000000000034,235.99999999999176,-112.99999999999955,-129.00000000000134,79.00000000000685,-91.99999999998454,231.0000000000034,-140.00000000000057,-192.00000000000728,-204.9999999999983,,-533.9999999999927
2021.08.02,-82.00000000000429,34.000000000000696,-158.00000000000125,221.99999999999997,-163.0000000000109,-131.99999999999878,-36.999999999998145,-112.99999999999955,334.9999999999964,-167.0000000000016,-169.00000000001114,-170.0000000000017,,-600.0000000000302
2021.08.02,-18.0000000000069,98.0000000000203,-180.99999999999739,242.99999999999324,-140.99999999999113,-143.00000000000423,-82.99999999998863,-123.99999999999523,395.99999999999636,-149.0000000000009,-139.00000000001,-146.99999999999136,,-387.9999999999759
2021.08.02,-14.000000000002899,70.0000000000145,-192.99999999999784,262.999999999991,-92.00000000001296,-97.9999999999981,-143.00000000000423,-115.99999999998545,536.0000000000032,-144.00000000000546,-88.99999999999864,-80.99999999998886,,-100.99999999998573
2021.08.02,-62.000000000006494,51.000000000001044,-250.0,270.99999999999903,-149.0000000000009,-133.00000000000534,-24.000000000001798,-174.99999999998295,392.9999999999989,-159.9999999999966,-169.00000000001114,-182.00000000000216,,-589.0000000000084
2021.08.02,-53.00000000001415,13.000000000018552,-239.00000000000432,281.99999999999335,-129.99999999999545,-63.99999999999739,4.000000000004,-175.99999999998772,428.00000000000614,-182.00000000000216,-170.0000000000017,-167.0000000000016,,-453.9999999999824
2021.08.02,-73.00000000001194,9.000000000014552,-221.9999999999942,265.99999999999955,-140.99999999999113,-89.00000000000574,-39.999999999995595,-157.99999999998704,465.0000000000043,-177.99999999999727,-158.00000000000125,-138.9999999999958,,-457.9999999999616
2021.08.02,-110.00000000001009,-3.999999999981796,-259.00000000000034,251.00000000000122,-221.00000000000364,-117.99999999999588,-51.000000000001044,-203.00000000000296,480.99999999999807,-207.9999999999984,-195.0000000000074,-158.00000000000125,,-795.0000000000035
2021.08.02,-78.00000000000028,33.00000000001635,-231.99999999999932,254.99999999999412,-194.00000000001683,-129.00000000000134,-102.00000000000209,-189.99999999999773,502.00000000000244,-186.9999999999976,-158.00000000000125,-141.9999999999959,,-621.9999999999993
2021.08.02,-112.000000000001,5.000000000010552,-191.0000000000025,239.99999999999577,-191.0000000000025,-126.99999999998823,-46.999999999997044,-168.99999999998272,422.9999999999956,-186.00000000000705,-180.00000000000682,-162.9999999999967,,-697.9999999999826
2021.08.02,-169.00000000001913,4.000000000004,-206.99999999999363,208.99999999999253,-258.0000000000098,-191.00000000000784,-93.99999999999409,-174.0000000000066,431.0000000000036,-192.00000000000728,-194.00000000000261,-164.99999999999204,,-1000.0000000000329
2021.08.02,-163.00000000000205,-24.000000000001798,-200.9999999999934,224.9999999999974,-185.00000000000227,-153.00000000000313,2.0000000000131024,-137.00000000000045,398.9999999999938,-173.00000000000182,-197.00000000000273,-155.9999999999917,,-762.9999999999951
