date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.08.29,10.999999999994348,24.000000000001798,42.999999999993044,-51.000000000001044,26.000000000003798,31.000000000003247,-38.99999999998904,-112.99999999999955,12.000000000000899,17.000000000000348,41.9999999999976,-175.99999999998772,15.00000000000945,98.0000000000203,-93.00000000000352,-87.00000000001484,-163.00000000000205,235.00000000000742,-105.99999999999454,2.000000000002,69.00000000000794,-66.00000000001049,,-268.99999999996066
2016.08.29,-4.000000000004,65.00000000000395,29.999999999996696,-116.00000000000499,48.000000000003595,46.00000000000159,-15.00000000000945,-144.00000000000546,26.000000000003798,16.0000000000049,46.00000000000159,-276.9999999999868,96.00000000000719,90.00000000001229,-146.0000000000008,-148.99999999999915,-175.99999999999838,304.00000000001535,-131.9999999999908,7.9999999999968985,106.00000000000608,-83.00000000001084,,-360.99999999995674
2016.08.29,29.000000000001247,-122.99999999998423,149.9999999999835,-126.0000000000039,-16.0000000000049,-61.999999999995396,76.0000000000094,-103.9999999999992,69.00000000000794,-60.99999999999994,44.99999999999504,-108.99999999998045,307.99999999999716,219.00000000001364,-54.000000000002046,-314.99999999999864,-231.99999999998778,266.0000000000107,-54.99999999999261,92.00000000000318,250.00000000000577,-28.000000000005798,,219.00000000007267
2016.08.29,-2.999999999997449,-110.99999999999443,126.0000000000039,-207.99999999998596,44.99999999999504,-14.999999999998348,107.99999999999699,-97.99999999999898,89.00000000000574,-32.999999999994145,34.000000000000696,-64.99999999999773,408.00000000000836,345.0000000000175,-25.000000000005684,-375.0000000000142,-325.99999999998187,337.0000000000095,-77.99999999998875,73.99999999999629,250.00000000000577,-22.0000000000109,,457.0000000000713
2016.08.29,36.999999999998145,-174.99999999999181,167.9999999999904,-180.99999999998673,54.999999999993946,-58.99999999999794,117.99999999999588,-40.99999999999682,100.00000000000009,-53.999999999998494,27.999999999994696,25.000000000005684,466.00000000001086,460.000000000016,28.999999999996362,-404.0000000000044,-404.9999999999887,301.0000000000179,-18.999999999991246,51.99999999999649,291.0000000000079,52.99999999999194,,845.0000000000601
2016.08.29,32.999999999994145,-61.99999999998429,147.99999999999258,-248.00000000000378,175.00000000000293,36.0000000000027,15.00000000000945,-73.99999999999807,135.00000000000733,35.00000000000725,85.00000000000173,-131.00000000000023,405.0000000000109,591.0000000000082,-19.99999999999602,-451.0000000000014,-617.0000000000009,480.00000000001376,-137.99999999999102,-58.000000000002494,220.00000000000907,76.99999999999375,,636.0000000000758
2016.08.29,4.999999999999449,9.000000000014552,103.99999999999298,-265.99999999998846,258.0000000000027,87.99999999999919,-18.0000000000069,1.0000000000047748,121.99999999999989,70.0000000000034,102.99999999999754,-63.99999999999295,331.0000000000146,692.0000000000038,48.00000000000182,-414.00000000000324,-731.9999999999993,540.0000000000072,-118.99999999999977,-158.0000000000026,157.00000000000713,116.99999999998934,,874.0000000000451
2016.08.29,59.99999999999339,24.000000000001798,113.99999999999189,-177.99999999998929,161.99999999999548,31.000000000003247,-107.99999999999699,-25.000000000005684,117.00000000000044,52.000000000007596,121.99999999999989,-192.99999999998363,195.9999999999962,443.0000000000156,-36.000000000001364,-327.99999999999494,-546.000000000002,432.0000000000102,-122.99999999999045,-97.9999999999981,170.00000000000347,63.99999999999739,,352.0000000000541
2016.08.29,32.999999999994145,-34.000000000000696,141.99999999999767,-180.0000000000024,166.99999999999494,-27.999999999994696,-15.999999999993797,-33.00000000000125,93.00000000000975,-24.000000000001798,102.99999999999754,-111.99999999999477,270.99999999999903,535.0000000000188,13.00000000000523,-363.0000000000022,-596.9999999999809,339.0000000000004,-48.00000000000182,-107.99999999999699,248.00000000000378,156.00000000000057,,557.0000000000505
2016.08.29,2.000000000002,42.0000000000087,95.00000000000064,-244.9999999999841,241.99999999999778,60.00000000000449,-49.99999999999449,82.99999999999841,110.00000000001009,39.00000000000014,121.99999999999989,-0.9999999999763531,255.00000000000523,602.0000000000136,129.0000000000049,-385.99999999999744,-682.9999999999892,460.000000000016,-30.9999999999917,-150.00000000000568,182.99999999999983,134.99999999999625,,1013.000000000119
2016.08.29,34.99999999999615,-38.0000000000047,150.99999999999002,-143.99999999998857,175.99999999999838,34.000000000000696,-12.999999999996348,120.99999999999511,74.00000000000739,36.0000000000027,112.99999999999643,86.00000000001273,225.00000000000853,558.0000000000141,191.99999999999307,-341.00000000001353,-624.9999999999867,480.99999999999807,-0.999999999990564,-141.99999999999767,147.00000000000824,82.99999999998863,,1208.0000000000323
2016.08.29,65.00000000000395,4.000000000004,175.99999999999838,-175.99999999999838,141.99999999999767,9.00000000000345,-92.00000000000318,177.99999999999727,115.00000000000954,31.999999999998696,154.99999999999403,79.00000000000773,218.00000000000708,424.00000000000216,242.999999999995,-404.0000000000044,-588.9999999999951,470.9999999999992,43.00000000000637,-73.00000000000084,203.00000000000873,69.9999999999923,,1293.0000000000236
2016.08.29,93.99999999999409,-75.99999999998718,192.99999999999872,-95.00000000000064,80.00000000000229,-87.99999999999919,-52.000000000007596,173.00000000000182,94.00000000000519,-41.9999999999976,119.00000000000244,114.00000000000432,219.99999999999798,395.000000000012,222.99999999999898,-343.00000000000443,-495.000000000001,280.0000000000136,115.99999999999966,-57.00000000000705,274.00000000000756,130.0000000000079,,1257.0000000000418
2016.08.29,102.00000000000209,-60.99999999999994,180.0000000000024,-95.00000000000064,95.00000000000064,-68.00000000000139,-79.99999999999119,245.9999999999951,101.00000000000664,-12.000000000000899,114.00000000000298,179.00000000000205,200.00000000000017,407.0000000000018,274.0000000000009,-323.0000000000066,-504.9999999999999,303.0000000000088,138.00000000000523,-73.00000000000084,242.00000000000887,114.99999999999844,,1479.0000000000346
