date,GBPAUD,EURJPY,EURCAD,NZDCAD,empty,sum
2019.11.25,-126.99999999998823,-135.99999999999568,-124.99999999999733,-4.999999999999449,,-392.9999999999807
2019.11.25,-78.00000000000028,-161.99999999999193,-92.99999999998754,44.99999999999504,,-287.9999999999847
2019.11.25,-106.00000000000608,-198.99999999999807,-143.99999999998857,19.999999999997797,,-428.99999999999494
2019.11.25,-106.00000000000608,-216.99999999999875,-149.9999999999835,21.999999999999797,,-450.9999999999885
2019.11.25,-205.99999999999508,-209.99999999999375,-123.99999999999079,-31.000000000003247,,-570.999999999983
2019.11.25,-93.99999999999409,-274.0000000000009,-125.99999999998168,-19.999999999997797,,-513.9999999999745
2019.11.25,-214.99999999998744,-283.9999999999918,-133.99999999998968,-85.99999999999719,,-718.9999999999661
2019.11.25,-219.99999999999798,-274.9999999999915,-139.00000000000023,-131.00000000000333,,-764.999999999993
2019.11.25,-235.99999999999176,-283.00000000000125,-123.99999999999079,-180.0000000000024,,-822.9999999999861
2019.11.25,-278.00000000000045,-283.00000000000125,-106.99999999999044,-180.0000000000024,,-847.9999999999945
2019.11.25,-289.9999999999903,-269.999999999996,-124.99999999999733,-163.99999999999747,,-848.9999999999811
2019.11.25,-312.00000000000114,-212.99999999999386,-70.99999999999883,-126.0000000000039,,-721.9999999999977
2019.11.25,-306.9999999999906,-222.99999999999898,-90.99999999999665,-136.00000000000279,,-756.9999999999889
2019.11.25,-251.00000000000122,-206.99999999999363,-108.99999999998133,-148.99999999999915,,-715.9999999999754
2019.11.25,-262.999999999991,-283.9999999999918,-127.99999999999478,-151.00000000000114,,-825.9999999999787
2019.11.25,-339.0000000000004,-415.9999999999968,-146.00000000000168,-155.00000000000514,,-1056.000000000004
2019.11.25,-228.99999999999034,-415.9999999999968,-154.99999999999403,-126.99999999999933,,-926.9999999999804
2019.11.25,-194.99999999998963,-414.99999999999204,-152.99999999998093,-121.00000000000443,,-883.999999999967
2019.11.25,-187.99999999998818,-379.99999999999545,-98.99999999998244,-112.000000000001,,-778.9999999999671
2019.11.25,-194.99999999998963,-411.00000000000136,-144.99999999999514,-104.00000000000409,,-854.9999999999902
2019.11.25,56.000000000011596,-466.99999999999875,-136.99999999998712,-121.99999999999989,,-669.9999999999742
2019.11.25,168.99999999999693,-414.99999999999204,-91.99999999998099,-80.99999999999774,,-418.99999999997385
2019.11.25,310.9999999999946,-396.0000000000008,-55.99999999998939,-72.0000000000054,,-213.000000000001
2019.11.25,384.9999999999909,-259.00000000000034,8.000000000008,-70.99999999999883,,62.999999999999744
2019.11.25,409.99999999999926,-251.99999999999534,-49.99999999999449,-55.000000000005045,,53.00000000000439
2019.11.25,448.000000000004,-253.0000000000001,-62.99999999999084,-82.99999999999974,,49.00000000001327
2019.11.25,473.0000000000123,-240.99999999999966,-35.999999999991594,-63.00000000000195,,133.0000000000191
2019.11.25,279.99999999999136,-286.00000000000136,-66.99999999999484,-19.999999999997797,,-93.00000000000264
2019.11.25,217.0000000000005,-313.99999999999295,-64.99999999998174,-57.00000000000705,,-218.99999999998124
2019.11.25,316.0000000000052,-280.9999999999917,-133.99999999998968,-2.999999999997449,,-101.99999999997365
2019.11.25,504.9999999999999,-256.9999999999908,-133.99999999998968,-7.0000000000014495,,107.00000000001796
2019.11.25,612.0000000000125,-342.9999999999893,-136.00000000000279,12.000000000000899,,145.00000000002132
2019.11.25,605.0000000000111,-321.9999999999885,-152.99999999998093,7.9999999999968985,,138.0000000000386
2019.11.25,700.0000000000117,-324.99999999998863,-112.99999999998533,75.00000000000284,,337.0000000000406
2019.11.25,923.0000000000072,-330.99999999998886,-160.99999999998892,19.00000000000235,,450.0000000000317
2019.11.25,1059.00000000001,-327.99999999998875,-161.99999999999548,-21.00000000000435,,548.0000000000215
2019.11.25,1198.0000000000102,-326.9999999999982,-200.99999999998454,-36.999999999998145,,633.0000000000293
2019.11.25,951.9999999999973,-297.9999999999876,-129.99999999998568,29.000000000001247,,553.0000000000252
2019.11.25,944.0000000000115,-310.99999999999284,-143.99999999998857,36.999999999998145,,526.0000000000282
2019.11.25,1009.9999999999998,-317.99999999999784,-106.99999999999044,66.99999999999484,,652.0000000000064
2019.11.25,1036.999999999999,-304.9999999999926,-68.99999999998573,29.000000000001247,,692.0000000000219
2019.11.25,1073.9999999999973,-290.9999999999968,-90.99999999999665,5.999999999994898,,697.9999999999987
2019.11.25,1097.999999999999,-305.9999999999974,-87.99999999999919,15.999999999993797,,719.9999999999962
2019.11.25,1119.0000000000034,-299.99999999999716,-71.99999999998319,8.999999999992347,,756.0000000000155
2019.11.25,1034.0000000000016,-341.99999999999875,-72.99999999998974,15.999999999993797,,635.0000000000068
2019.11.25,1028.0000000000066,-345.9999999999894,-87.99999999999919,2.000000000002,,596.00000000002
2019.11.25,1073.9999999999973,-312.9999999999882,-46.999999999997044,-9.00000000000345,,705.0000000000086
2019.11.25,974.0000000000082,-322.9999999999933,-41.99999999998649,-255.00000000000523,,354.0000000000232
2019.11.26,839.9999999999964,-338.99999999999864,-52.99999999999194,-168.99999999999693,,279.00000000000887
2019.11.26,924.9999999999981,-337.99999999999386,-42.999999999993044,-124.00000000000189,,420.00000000000927
2019.11.26,1049.9999999999955,-378.0000000000001,-53.999999999998494,-109.99999999999899,,507.99999999999784
2019.11.26,1032.999999999995,-385.9999999999957,-41.000000000002146,-97.00000000000264,,508.99999999999454
2019.11.26,987.0000000000045,-427.99999999999727,-48.99999999998794,-79.00000000000685,,431.0000000000125
2019.11.26,981.999999999994,-415.9999999999968,-34.000000000000696,-28.000000000005798,,503.9999999999907
2019.11.26,992.9999999999994,-411.9999999999919,-64.99999999998174,-109.99999999999899,,406.00000000002683
2019.11.26,792.9999999999993,-602.9999999999944,-73.99999999999629,-206.00000000000617,,-89.99999999999757
2019.11.26,1041.000000000003,-475.9999999999991,-129.99999999998568,-178.00000000000037,,257.00000000001785
2019.11.26,978.9999999999966,-391.9999999999959,-133.99999999998968,-173.00000000000094,,280.0000000000101
2019.11.26,956.0000000000013,-428.99999999998784,-139.9999999999846,-201.00000000000674,,186.00000000002208
2019.11.26,862.9999999999916,-417.99999999999216,-169.99999999998127,-240.00000000000688,,35.00000000001131
2019.11.26,903.9999999999937,-412.9999999999967,-164.99999999999292,-228.00000000000597,,97.99999999999812
2019.11.26,841.0000000000028,-415.9999999999968,-173.99999999998528,-231.0000000000034,,20.000000000017337
2019.11.26,797.0000000000033,-408.00000000000125,-148.99999999999915,-221.99999999999997,,18.000000000002927
2019.11.26,768.9999999999975,-390.99999999999113,-158.99999999999804,-221.99999999999997,,-2.999999999991644
2019.11.26,798.9999999999942,-405.00000000000114,-160.99999999998892,-223.00000000000654,,9.999999999997613
2019.11.26,800.0000000000007,-373.9999999999952,-154.99999999999403,-245.0000000000063,,26.000000000005116
2019.11.26,710.999999999995,-381.0000000000002,-193.99999999998306,-246.00000000000176,,-109.99999999999005
2019.11.26,656.9999999999965,-399.9999999999915,-178.99999999999582,-197.99999999999818,,-119.999999999989
2019.11.26,574.9999999999922,-382.99999999999557,-197.99999999998707,-214.99999999999852,,-220.999999999989
2019.11.26,621.0000000000049,-359.99999999999943,-224.000000000002,-200.00000000000017,,-162.9999999999967
2019.11.26,256.00000000001177,-394.999999999996,-266.999999999995,-252.0000000000078,,-657.999999999987
2019.11.26,258.0000000000027,-362.99999999999955,-241.00000000000233,-238.0000000000049,,-584.0000000000041
2019.11.26,320.00000000000915,-397.99999999999613,-269.9999999999925,-212.00000000000108,,-559.9999999999806
2019.11.26,307.99999999999716,-417.99999999999216,-292.9999999999877,-229.00000000000142,,-631.9999999999841
2019.11.26,381.0000000000091,-411.00000000000136,-247.99999999998158,-221.99999999999997,,-499.99999999997385
2019.11.26,435.9999999999919,-402.9999999999916,-226.99999999999943,-197.00000000000273,,-391.0000000000018
2019.11.26,411.0000000000058,-382.99999999999557,-232.99999999999432,-190.00000000000128,,-394.99999999998533
2019.11.26,296.0000000000074,-465.999999999994,-234.00000000000088,-201.00000000000674,,-604.9999999999942
2019.11.26,222.00000000001108,-481.9999999999993,-231.99999999998778,-229.00000000000142,,-720.9999999999775
2019.11.26,190.00000000000128,-466.99999999999875,-198.99999999999363,-230.000000000008,,-705.9999999999991
2019.11.26,226.99999999999943,-439.9999999999977,-230.9999999999812,-290.00000000000136,,-733.9999999999809
2019.11.26,251.00000000000122,-495.9999999999951,-97.9999999999981,-182.99999999999983,,-525.9999999999918
2019.11.26,347.0000000000084,-493.9999999999998,-115.99999999998278,-70.99999999999883,,-333.99999999997294
2019.11.26,-69.00000000000794,-510.9999999999957,-55.99999999998939,-85.99999999999719,,-721.9999999999902
2019.11.26,-72.99999999998974,-549.9999999999972,-20.999999999982144,-104.00000000000409,,-747.9999999999732
2019.11.26,-1.999999999990898,-527.000000000001,29.00000000001235,-78.00000000000028,,-577.9999999999799
2019.11.26,32.999999999994145,-555.9999999999974,46.999999999997044,-80.99999999999774,,-557.0000000000039
2019.11.26,79.99999999999119,-556.999999999988,56.000000000011596,-63.99999999999739,,-484.99999999998255
2019.11.26,127.99999999999478,-589.9999999999892,95.00000000000064,-55.000000000005045,,-421.99999999999886
2019.11.26,177.00000000000495,-581.9999999999936,67.00000000001705,-91.00000000000774,,-428.99999999997937
2019.11.26,143.00000000000423,-576.9999999999982,53.999999999998494,-101.00000000000664,,-481.0000000000021
2019.11.26,123.00000000000644,-572.9999999999933,60.99999999999994,-99.00000000000463,,-487.9999999999916
2019.11.26,243.99999999999977,-543.9999999999969,96.00000000000719,-121.00000000000443,,-324.99999999999443
2019.11.26,195.00000000001182,-561.9999999999976,91.00000000001884,-82.00000000000429,,-357.99999999997124
2019.11.26,194.0000000000053,-573.9999999999981,97.00000000001374,-82.00000000000429,,-364.9999999999833
2019.11.26,182.99999999999983,-581.9999999999936,127.00000000001043,-102.99999999999754,,-374.99999999998096
2019.11.27,22.999999999995246,-570.999999999998,144.0000000000108,-58.99999999999794,,-462.9999999999899
2019.11.27,76.99999999999375,-571.9999999999885,155.00000000001623,-53.999999999998494,,-393.99999999997704
2019.11.27,211.00000000000563,-570.999999999998,129.00000000000134,-78.00000000000028,,-308.99999999999125
2019.11.27,194.0000000000053,-602.9999999999944,139.00000000000023,-69.00000000000794,,-338.9999999999969
2019.11.27,70.99999999999883,-600.9999999999991,164.00000000000858,-78.00000000000028,,-443.9999999999919
2019.11.27,31.000000000003247,-587.9999999999939,180.0000000000024,-97.00000000000264,,-473.9999999999908
2019.11.27,78.00000000000028,-619.9999999999903,135.00000000001845,-143.9999999999997,,-550.9999999999712
2019.11.27,12.999999999996348,-595.9999999999894,161.00000000001114,-146.00000000000168,,-567.9999999999836
2019.11.27,1.999999999990898,-565.9999999999883,175.99999999999838,-104.99999999999955,,-492.9999999999985
2019.11.27,4.000000000004,-559.9999999999881,173.00000000000094,-109.00000000000354,,-491.9999999999867
2019.11.27,-38.99999999998904,-560.9999999999928,163.00000000000205,-148.99999999999915,,-585.9999999999791
2019.11.27,4.000000000004,-564.9999999999977,164.00000000000858,-155.00000000000514,,-551.9999999999903
2019.11.27,218.99999999999142,-528.9999999999964,185.99999999999727,-124.99999999999733,,-249.000000000005
2019.11.27,401.99999999999125,-544.9999999999875,205.00000000001074,-87.99999999999919,,-25.999999999984695
2019.11.27,421.0000000000047,-536.0000000000014,211.00000000000563,-72.0000000000054,,24.00000000000358
2019.11.27,327.99999999999494,-555.9999999999974,217.0000000000005,-60.00000000000449,,-71.00000000000642
2019.11.27,248.00000000000378,-543.9999999999969,215.00000000000963,-91.00000000000774,,-171.9999999999913
2019.11.27,214.00000000000307,-549.9999999999972,226.00000000001506,-131.99999999999878,,-241.9999999999778
2019.11.27,80.99999999999774,-575.9999999999934,218.00000000000708,-109.99999999999899,,-386.9999999999876
2019.11.27,19.999999999997797,-590.999999999994,266.0000000000107,-80.00000000000229,,-384.9999999999877
2019.11.27,130.0000000000079,-580.9999999999889,285.00000000000193,-96.00000000000719,,-261.99999999998624
2019.11.27,131.99999999999878,-542.9999999999922,294.0000000000165,-106.00000000000608,,-222.999999999983
2019.11.27,78.00000000000028,-534.9999999999966,372.00000000001677,-65.00000000000395,,-149.9999999999835
2019.11.27,201.99999999999108,-543.9999999999969,381.0000000000091,-60.99999999999994,,-21.999999999996703
2019.11.27,286.00000000000847,-537.9999999999967,385.00000000001313,-39.00000000000014,,94.00000000002476
2019.11.27,445.0000000000065,-498.9999999999952,394.00000000000546,-34.000000000000696,,306.00000000001603
2019.11.27,537.9999999999941,-510.9999999999957,375.9999999999986,-2.999999999997449,,399.99999999999955
2019.11.27,517.9999999999962,-527.9999999999916,364.00000000000875,-23.00000000000635,,331.00000000000705
2019.11.27,531.9999999999991,-475.9999999999991,391.000000000008,-78.00000000000028,,369.00000000000773
2019.11.27,527.9999999999951,-533.9999999999918,356.00000000000074,-95.00000000000064,,255.0000000000034
2019.11.27,462.0000000000068,-577.9999999999887,324.9999999999975,-109.99999999999899,,99.00000000001658
2019.11.27,455.0000000000054,-587.9999999999939,383.0,-46.00000000000159,,204.00000000000995
2019.11.27,523.0000000000068,-562.9999999999882,409.0000000000149,-16.0000000000049,,353.00000000002865
2019.11.27,547.999999999993,-560.9999999999928,431.0000000000036,-11.00000000000545,,406.99999999999824
2019.11.27,425.99999999999307,-590.999999999994,361.0000000000113,-21.999999999999797,,174.0000000000106
2019.11.27,452.99999999999227,-669.9999999999875,327.00000000001063,-87.00000000000374,,23.000000000011667
2019.11.27,573.0000000000013,-675.9999999999877,285.00000000000193,-97.00000000000264,,85.00000000001282
2019.11.27,670.9999999999993,-694.9999999999932,258.0000000000027,-161.00000000000003,,73.00000000000878
2019.11.27,676.9999999999943,-709.9999999999937,272.00000000000557,-140.0000000000068,,98.99999999999935
2019.11.27,693.0000000000102,-730.9999999999945,260.0000000000158,-89.00000000000574,,133.00000000002575
2019.11.27,824.0000000000025,-781.9999999999965,295.0000000000008,-69.00000000000794,,267.99999999999886
2019.11.27,1049.9999999999955,-818.9999999999884,287.000000000015,-82.99999999999974,,435.0000000000223
2019.11.27,1001.9999999999918,-870.9999999999951,250.00000000001688,-97.9999999999981,,283.00000000001546
2019.11.27,1100.000000000012,-945.999999999998,270.00000000001467,-82.99999999999974,,341.000000000029
2019.11.27,1161.9999999999964,-938.999999999993,279.00000000000705,-85.00000000000173,,417.00000000000875
2019.11.27,1124.9999999999982,-891.9999999999959,307.99999999999716,-46.999999999997044,,494.0000000000024
2019.11.27,1134.0000000000127,-878.9999999999907,307.99999999999716,-67.00000000000594,,496.0000000000133
2019.11.27,944.9999999999958,-872.9999999999905,333.0000000000055,-46.999999999997044,,358.0000000000138
2019.11.28,1292.0000000000043,-918.9999999999969,251.00000000000122,4.999999999999449,,629.0000000000081
2019.11.28,1666.0000000000118,-919.9999999999875,236.99999999999832,-46.999999999997044,,936.0000000000256
2019.11.28,1720.0000000000105,-896.0000000000008,197.00000000000273,-48.99999999999905,,972.0000000000133
2019.11.28,1754.0000000000111,-740.9999999999997,221.00000000000452,39.00000000000014,,1273.0000000000161
2019.11.28,1585.9999999999986,-787.9999999999967,223.00000000001762,-158.99999999999804,,862.0000000000215
2019.11.28,1591.000000000009,-775.9999999999962,163.00000000000205,-158.99999999999804,,819.0000000000168
2019.11.28,1696.0000000000086,-791.9999999999874,179.00000000001802,-121.00000000000443,,962.0000000000349
2019.11.28,1717.9999999999973,-818.9999999999884,174.00000000000747,-121.00000000000443,,952.0000000000119
2019.11.28,1686.999999999994,-855.9999999999945,205.00000000001074,-124.00000000000189,,912.0000000000083
2019.11.28,1706.0000000000075,-861.9999999999948,204.00000000000418,-119.00000000000244,,929.0000000000143
2019.11.28,1775.9999999999998,-845.9999999999894,190.00000000000128,-121.00000000000443,,999.0000000000072
2019.11.28,1805.000000000012,-835.9999999999985,167.00000000000603,-148.0000000000037,,988.0000000000159
2019.11.28,1815.9999999999955,-803.9999999999878,167.00000000000603,-145.00000000000622,,1034.0000000000075
2019.11.28,1842.9999999999945,-813.999999999993,180.0000000000024,-112.000000000001,,1097.0000000000032
2019.11.28,1872.000000000007,-814.9999999999977,158.99999999999804,-123.00000000000644,,1093.000000000001
2019.11.28,1876.9999999999955,-810.9999999999928,161.00000000001114,-130.0000000000079,,1097.000000000006
2019.11.28,1880.9999999999993,-873.9999999999952,141.00000000001333,-126.0000000000039,,1022.0000000000136
2019.11.28,1930.9999999999939,-865.9999999999997,139.00000000000023,-139.00000000000023,,1064.999999999994
2019.11.28,1924.9999999999989,-878.9999999999907,109.00000000000354,-148.0000000000037,,1007.0000000000082
2019.11.28,1930.9999999999939,-873.9999999999952,66.00000000001049,-146.99999999999713,,976.0000000000119
2019.11.28,1844.0000000000011,-853.9999999999992,53.999999999998494,-168.00000000000148,,875.999999999999
2019.11.28,1882.000000000006,-921.999999999997,0.0,-180.0000000000024,,780.0000000000065
2019.11.28,1845.999999999992,-922.9999999999876,-24.999999999986144,-192.99999999999872,,705.0000000000196
2019.11.28,1832.0000000000114,-920.9999999999923,-24.000000000001798,-217.0000000000005,,670.0000000000168
2019.11.28,1835.9999999999932,-905.9999999999917,-21.999999999988695,-224.000000000002,,684.0000000000107
2019.11.28,1770.000000000005,-902.9999999999916,-0.9999999999843467,-229.00000000000142,,637.0000000000277
2019.11.28,1663.9999999999989,-882.9999999999956,45.000000000006146,-211.00000000000563,,615.0000000000039
2019.11.28,1445.9999999999918,-856.9999999999993,144.0000000000108,-178.00000000000037,,555.000000000003
2019.11.28,1262.0000000000075,-856.9999999999993,182.0000000000155,-121.00000000000443,,466.0000000000192
2019.11.28,1249.0000000000111,-852.9999999999944,184.00000000000637,-112.000000000001,,468.00000000002206
2019.11.28,1415.0000000000107,-887.0000000000005,154.0000000000097,-121.00000000000443,,561.0000000000155
2019.11.28,1445.0000000000073,-903.9999999999964,138.0000000000159,-109.00000000000354,,570.0000000000233
2019.11.28,1428.000000000007,-918.9999999999969,172.0000000000166,-109.00000000000354,,572.0000000000232
2019.11.28,1299.0000000000057,-922.9999999999876,214.00000000000307,-19.999999999997797,,570.0000000000233
2019.11.28,1290.9999999999977,-899.9999999999915,218.00000000000708,-7.9999999999968985,,601.0000000000164
2019.11.28,1391.0000000000089,-908.9999999999918,151.00000000001222,30.999999999992145,,664.0000000000215
2019.11.28,1445.9999999999918,-920.9999999999923,152.0000000000188,19.999999999997797,,697.0000000000161
2019.11.28,1442.9999999999943,-929.9999999999926,139.00000000000023,12.000000000000899,,664.0000000000028
2019.11.28,1486.0000000000095,-936.9999999999976,185.99999999999727,5.999999999994898,,741.0000000000041
2019.11.28,1414.000000000004,-926.9999999999925,205.00000000001074,15.999999999993797,,708.000000000016
2019.11.28,1411.9999999999911,-918.9999999999969,230.00000000001907,47.9999999999925,,771.0000000000058
2019.11.28,1445.0000000000073,-911.9999999999919,232.00000000000998,42.999999999993044,,808.0000000000184
2019.11.28,1435.9999999999927,-908.0000000000013,225.00000000000853,10.999999999994348,,763.9999999999943
2019.11.28,1400.0000000000011,-925.9999999999877,219.00000000001364,4.999999999999449,,698.0000000000265
2019.11.28,1401.0000000000077,-924.9999999999972,211.00000000000563,7.9999999999968985,,695.0000000000131
2019.11.28,1425.0000000000095,-931.999999999988,200.00000000000017,-4.999999999999449,,688.0000000000224
2019.11.28,1415.999999999995,-925.9999999999877,224.000000000002,5.999999999994898,,720.0000000000042
2019.11.28,1289.0000000000068,-932.9999999999927,233.00000000001654,-13.00000000000745,,576.0000000000232
2019.11.29,1263.9999999999984,-931.999999999988,219.00000000001364,10.999999999994348,,562.0000000000184
2019.11.29,1330.9999999999934,-948.9999999999981,192.00000000001438,12.000000000000899,,586.0000000000107
2019.11.29,1431.0000000000045,-944.9999999999932,208.00000000000819,-12.000000000000899,,682.0000000000186
2019.11.29,1446.9999999999982,-951.9999999999982,192.99999999999872,-21.00000000000435,,666.9999999999944
2019.11.29,1398.0000000000105,-1000.9999999999906,185.00000000001293,-39.00000000000014,,543.0000000000327
2019.11.29,1398.9999999999948,-1013.9999999999958,171.00000000001003,-36.999999999998145,,519.0000000000108
2019.11.29,1424.000000000003,-951.9999999999982,145.00000000001734,-43.999999999999595,,573.0000000000225
2019.11.29,1486.9999999999939,-943.9999999999884,131.99999999999878,-70.99999999999883,,604.0000000000053
2019.11.29,1422.000000000012,-932.9999999999927,127.00000000001043,-58.000000000002494,,558.0000000000273
2019.11.29,1479.0000000000082,-930.9999999999974,131.00000000001444,-31.000000000003247,,648.0000000000219
2019.11.29,1434.000000000002,-899.0000000000009,133.00000000000534,-60.99999999999994,,607.0000000000066
2019.11.29,1383.000000000001,-920.9999999999923,133.00000000000534,-109.99999999999899,,485.000000000015
2019.11.29,1286.9999999999936,-923.9999999999924,128.000000000017,-131.99999999999878,,359.00000000001944
2019.11.29,1262.9999999999918,-902.000000000001,155.00000000001623,-97.00000000000264,,419.00000000000443
2019.11.29,1269.9999999999934,-903.9999999999964,129.00000000000134,-89.00000000000574,,405.99999999999267
2019.11.29,1324.9999999999984,-916.9999999999874,102.00000000000209,-91.00000000000774,,419.0000000000054
2019.11.29,1349.0000000000002,-917.9999999999922,121.99999999999989,-131.99999999999878,,421.0000000000092
2019.11.29,1224.000000000003,-915.9999999999968,131.00000000001444,-151.00000000000114,,288.00000000001944
2019.11.29,1221.0000000000055,-918.9999999999969,134.00000000001188,-146.00000000000168,,290.00000000001876
2019.11.29,1110.9999999999952,-956.9999999999936,170.00000000000347,-121.00000000000443,,203.00000000000063
2019.11.29,1160.0000000000055,-946.9999999999885,190.00000000000128,-152.00000000000767,,251.00000000001052
2019.11.29,1073.0000000000127,-966.9999999999987,158.99999999999804,-228.00000000000597,,37.00000000000608
2019.11.29,1042.9999999999939,-961.9999999999891,168.0000000000126,-268.0000000000016,,-18.999999999984226
2019.11.29,758.9999999999985,-951.9999999999982,189.00000000001694,-263.99999999999756,,-267.9999999999803
2019.11.29,882.000000000005,-940.9999999999883,143.00000000000423,-290.00000000000136,,-205.99999999998042
2019.11.29,956.0000000000013,-919.9999999999875,151.00000000001222,-257.0000000000072,,-69.99999999998124
2019.11.29,920.0000000000097,-917.9999999999922,175.00000000001404,-248.00000000000378,,-70.99999999997223
2019.11.29,1076.0000000000102,-902.9999999999916,202.00000000001327,-235.00000000000742,,140.00000000002453
2019.11.29,1103.9999999999939,-870.9999999999951,238.0000000000049,-270.0000000000036,,201.00000000000006
2019.11.29,916.0000000000057,-908.0000000000013,191.00000000000784,-314.0000000000032,,-114.9999999999909
2019.11.29,1038.0000000000057,-855.9999999999945,222.00000000001108,-307.99999999999716,,96.00000000002507
2019.11.29,1157.000000000008,-873.9999999999952,202.00000000001327,-275.000000000003,,210.00000000002302
2019.11.29,1228.0000000000068,-884.9999999999909,138.0000000000159,-151.00000000000114,,330.0000000000307
2019.11.29,1282.0000000000055,-888.9999999999958,46.999999999997044,-177.00000000000495,,263.00000000000176
2019.11.29,1451.0000000000023,-917.9999999999922,21.00000000000435,-140.0000000000068,,414.0000000000076
2019.11.29,1598.9999999999948,-1111.9999999999948,-25.999999999992696,-109.99999999999899,,351.0000000000083
2019.11.29,1861.0000000000016,-1102.9999999999945,-39.999999999995595,-9.999999999998899,,708.0000000000126
2019.11.29,2066.999999999997,-1036.0000000000014,-49.99999999999449,-55.000000000005045,,925.9999999999959
2019.11.29,2010.0000000000007,-991.9999999999902,-15.999999999993797,-48.000000000003595,,954.0000000000131
2019.11.29,1910.9999999999961,-980.9999999999945,9.000000000014552,-36.0000000000027,,903.0000000000134
2019.11.29,1910.9999999999961,-983.9999999999947,26.999999999999247,-41.000000000002146,,912.9999999999985
2019.11.29,1934.9999999999977,-976.9999999999897,36.0000000000138,-2.999999999997449,,991.0000000000243
2019.11.29,1876.9999999999955,-968.9999999999941,104.00000000001519,-14.000000000002899,,998.0000000000136
2019.11.29,1889.0000000000073,-973.9999999999895,107.99999999999699,8.999999999992347,,1032.000000000007
2019.11.29,1902.0000000000036,-960.9999999999985,114.99999999999844,25.999999999992696,,1081.9999999999964
2019.11.29,1893.0000000000114,-947.9999999999933,111.00000000001664,0.999999999995449,,1057.0000000000302
2019.11.29,1889.0000000000073,-957.9999999999984,100.0000000000112,-31.999999999998696,,999.0000000000213
2019.11.29,1544.000000000012,-1006.9999999999908,100.0000000000112,-65.00000000000395,,572.0000000000285
