date,EURCHF,CADCHF,EURCAD,EURAUD,CADJPY,NZDJPY,empty,sum
2018.07.09,-95.00000000000064,-94.00000000000519,0.0,-75.99999999998718,-55.999999999997385,-37.9999999999967,,-358.9999999999871
2018.07.09,4.000000000004,-78.99999999999574,190.00000000000128,71.00000000002105,-67.00000000000728,-58.000000000006935,,61.00000000001637
2018.07.09,38.0000000000047,-146.00000000000168,171.99999999999437,99.00000000000463,-87.0000000000033,-96.9999999999942,,-20.99999999999548
2018.07.09,72.0000000000054,-68.99999999999685,256.00000000001177,157.00000000000713,-81.00000000000307,-94.99999999999886,,240.00000000002558
2018.07.09,76.99999999999375,-75.9999999999983,256.99999999999613,173.00000000000094,-52.00000000000671,4.9999999999954525,,383.99999999998124
2018.07.09,86.0000000000083,-78.00000000000028,256.00000000001177,97.00000000001374,-46.999999999997044,-10.000000000005116,,304.0000000000314
2018.07.09,99.00000000000463,-72.0000000000054,300.99999999999574,26.0000000000149,-109.99999999999943,-100.99999999999909,,143.00000000001137
2018.07.09,106.00000000000608,-72.0000000000054,317.9999999999961,-21.999999999988695,-117.00000000000443,-88.00000000000807,,124.99999999999557
2018.07.09,80.00000000001339,-70.99999999999883,269.9999999999925,-153.9999999999875,-123.00000000000466,-79.00000000000773,,-76.99999999999284
2018.07.09,59.000000000009045,-60.00000000000449,310.0000000000103,-220.99999999998232,-124.00000000000944,-96.9999999999942,,-132.99999999997112
2018.07.09,56.000000000011596,-63.00000000000195,263.99999999999756,-273.9999999999965,-168.99999999999693,-138.00000000000523,,-323.9999999999914
2018.07.09,52.000000000007596,-46.999999999997044,276.9999999999939,-269.9999999999925,-165.99999999999682,-105.00000000000398,,-258.9999999999888
2018.07.09,69.00000000000794,-53.00000000000304,285.00000000000193,-309.99999999998806,-141.00000000000534,-103.9999999999992,,-253.9999999999858
2018.07.09,73.99999999999629,-72.0000000000054,290.9999999999968,-287.9999999999994,-170.0000000000017,-102.00000000000387,,-267.0000000000172
2018.07.09,106.00000000000608,-78.00000000000028,293.0000000000099,-242.99999999999324,-162.9999999999967,-88.00000000000807,,-172.99999999998232
2018.07.09,102.00000000000209,-75.9999999999983,269.9999999999925,-254.999999999983,-150.00000000000568,-88.99999999999864,,-197.99999999999102
2018.07.09,78.00000000000028,-75.9999999999983,251.00000000000122,-306.9999999999906,-167.0000000000016,-109.99999999999943,,-330.9999999999884
2018.07.09,70.0000000000145,-75.9999999999983,239.00000000001143,-308.9999999999815,-197.00000000000273,-135.99999999999568,,-408.9999999999523
2018.07.09,42.999999999993044,-65.00000000000395,303.0000000000088,-304.9999999999997,-271.0000000000008,-218.9999999999941,,-513.9999999999967
2018.07.09,17.000000000000348,-24.000000000001798,300.99999999999574,-314.99999999999864,-194.00000000000261,-135.00000000000512,,-350.00000000001205
2018.07.09,-45.000000000006146,-21.00000000000435,290.00000000001245,-350.9999999999902,-188.0000000000024,-117.999999999995,,-432.9999999999857
2018.07.09,-92.00000000000318,24.999999999997247,272.00000000000557,-375.9999999999986,-162.9999999999967,-105.00000000000398,,-438.99999999999966
2018.07.09,-79.99999999999119,61.999999999995396,415.99999999999415,-393.99999999998323,-149.0000000000009,-115.99999999999966,,-260.99999999998545
2018.07.09,-75.00000000000284,22.999999999995246,387.000000000004,-503.99999999999335,-177.99999999999727,-111.0000000000042,,-457.99999999999847
