date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.11.18,-224.000000000002,-126.0000000000039,-32.999999999994145,-18.000000000000682,-29.999999999996696,-36.999999999998145,-49.00000000001015,-173.00000000000094,-222.99999999999542,-48.00000000000182,-123.00000000000644,-117.99999999999588,0.0,-109.99999999999899,-153.99999999999636,-171.00000000001003,-30.000000000001137,-34.000000000000696,-13.999999999995794,-27.999999999991587,-17.000000000000348,0.0,-78.00000000000028,,-1838.0000000000014
2019.11.18,-219.99999999999798,-92.00000000000318,-8.000000000008,10.99999999999568,-22.999999999995246,-36.999999999998145,-29.000000000001247,-164.99999999999292,-195.9999999999962,-41.00000000001103,-114.99999999999844,-111.99999999998988,58.000000000002494,-87.00000000000374,-159.9999999999966,-123.00000000000644,1.9999999999953388,-31.000000000003247,13.999999999995794,-3.0000000000001137,15.999999999993797,43.999999999999595,-150.00000000000568,,-1447.000000000025
2019.11.18,-192.99999999999872,-112.000000000001,1.0000000000065512,25.99999999999625,-24.000000000001798,-39.999999999995595,-15.00000000000945,-137.9999999999937,-185.99999999999727,36.99999999999193,-124.00000000000189,-108.99999999999244,70.99999999999883,-121.99999999999989,-192.99999999998363,-215.00000000000963,-60.000000000002274,11.00000000000545,13.00000000000523,42.00000000000159,15.999999999993797,29.999999999996696,-182.0000000000155,,-1466.0000000000064
2019.11.18,-165.9999999999995,-56.000000000011596,2.0000000000131024,76.00000000000762,-28.000000000005798,-48.99999999999905,-15.00000000000945,-119.00000000000244,-151.9999999999966,16.999999999995907,-119.00000000000244,-88.99999999999464,68.99999999999685,-90.0000000000012,-200.9999999999934,-111.00000000001664,-91.00000000000819,-4.000000000004,33.00000000000125,62.00000000001182,26.999999999999247,34.000000000000696,-176.00000000002058,,-1146.0000000000393
2019.11.18,-170.99999999999892,-42.999999999993044,22.999999999995246,49.99999999999716,-32.0000000000098,-51.000000000001044,-14.000000000002899,-112.000000000001,-184.00000000000637,66.99999999999307,-101.00000000000664,-102.99999999999754,36.999999999998145,-116.00000000000499,-155.00000000000114,-60.99999999999994,-34.000000000006025,65.99999999998829,30.000000000001137,42.00000000000159,54.999999999993946,29.999999999996696,-222.00000000001108,,-999.000000000075
2019.11.18,-157.00000000000713,-42.999999999993044,43.999999999999595,-4.9999999999954525,-25.999999999992696,-81.9999999999932,-43.00000000000415,-89.00000000000574,-181.9999999999933,108.99999999999466,-104.00000000000409,-124.99999999999733,54.999999999993946,-121.00000000000443,-115.0000000000091,-107.99999999999699,4.0000000000048885,58.000000000002494,-22.999999999996135,-3.9999999999906777,65.00000000000395,31.000000000003247,-240.00000000001796,,-1100.9999999999986
2019.11.18,-174.00000000000747,-31.000000000003247,43.999999999999595,-45.000000000001705,-14.000000000002899,-69.9999999999923,-25.00000000000835,-146.00000000000168,-205.99999999999508,126.99999999999534,-128.00000000000588,-127.99999999999478,65.99999999999939,-109.99999999999899,-34.99999999999659,-63.99999999999739,82.99999999999841,58.000000000002494,-69.99999999999318,-28.999999999996362,36.0000000000027,26.000000000003798,-228.00000000000597,,-1063.0000000000002
2019.11.18,-197.00000000000273,-29.00000000001235,55.000000000005045,-57.999999999992724,1.0000000000065512,-61.999999999995396,0.0,-168.99999999999693,-246.99999999999721,133.99999999998613,-163.00000000000205,-134.99999999999625,43.999999999999595,-118.00000000000699,-16.999999999995907,-93.00000000000975,94.99999999999886,48.000000000003595,-87.99999999999386,-9.999999999990905,-24.000000000001798,-21.999999999999797,-224.000000000002,,-1278.9999999999968
2019.11.18,-199.00000000000472,-1.0000000000065512,65.00000000000395,-66.0000000000025,35.00000000000725,-78.99999999999574,-4.000000000004,-232.99999999999432,-266.0000000000107,112.99999999999955,-175.99999999999838,-151.9999999999966,71.99999999999429,-104.99999999999955,43.00000000000637,-89.00000000000574,132.99999999999557,43.999999999999595,-103.9999999999992,-25.99999999999625,29.000000000001247,-21.00000000000435,-254.00000000002086,,-1241.0000000000316
2019.11.18,-199.00000000000472,36.999999999998145,76.0000000000094,-27.999999999991587,22.999999999995246,-63.99999999999739,-4.999999999999449,-232.99999999999432,-283.000000000011,107.99999999998988,-163.00000000000205,-136.99999999999824,78.00000000000028,-99.00000000000463,55.00000000000682,-34.000000000000696,128.0000000000001,65.00000000000395,-75.9999999999934,-3.9999999999906777,24.000000000001798,-12.999999999996348,-242.00000000000887,,-985.9999999999878
2019.11.18,-197.00000000000273,43.999999999999595,86.99999999999264,-31.999999999996476,32.0000000000098,-68.00000000000139,-34.000000000000696,-245.0000000000063,-289.0000000000059,123.99999999999523,-161.00000000000003,-141.99999999999767,90.0000000000012,-107.00000000000153,75.00000000001705,-23.00000000001745,155.9999999999917,89.00000000000574,-81.00000000000307,-33.999999999991815,29.000000000001247,4.000000000004,-216.00000000001617,,-899.0000000000231
2019.11.18,-194.0000000000053,85.00000000000173,110.00000000001009,-40.99999999999682,28.000000000005798,-58.99999999999794,-28.000000000005798,-269.00000000000813,-295.0000000000008,126.99999999999534,-168.00000000000148,-131.99999999999878,100.00000000000009,-85.00000000000173,110.00000000001364,19.999999999997797,171.99999999999704,96.99999999999153,-84.00000000000318,-34.99999999999659,-4.000000000004,26.000000000003798,-191.00000000000784,,-710.0000000000115
2019.11.18,-180.99999999999784,56.99999999999594,103.99999999999298,-39.00000000000148,32.999999999994145,-18.999999999991246,-30.000000000007798,-256.99999999999613,-283.99999999999534,134.9999999999909,-147.00000000000824,-77.99999999998919,87.00000000000374,-97.9999999999981,105.99999999999454,0.9999999999843467,179.9999999999926,112.000000000001,-81.99999999999363,-36.99999999999193,-56.0000000000005,17.999999999995797,-111.00000000001664,,-586.0000000000421
2019.11.18,-194.0000000000053,24.000000000001798,95.00000000000064,-42.999999999992156,19.999999999997797,4.999999999999449,-10.000000000010001,-212.99999999999653,-278.00000000000045,137.99999999999102,-156.00000000000057,-68.99999999999685,83.9999999999952,-114.00000000000298,58.9999999999975,-46.999999999997044,173.00000000000182,96.00000000000719,-73.99999999999807,-15.000000000000568,-73.99999999999629,9.999999999998899,-109.00000000000354,,-692.000000000009
2019.11.18,-224.000000000002,11.999999999989797,83.9999999999952,-45.99999999999227,22.999999999995246,4.000000000004,-9.00000000000345,-242.99999999999324,-302.0000000000023,102.99999999999443,-177.00000000000495,-76.99999999999375,75.00000000000284,-118.00000000000699,50.00000000001137,-52.000000000007596,158.99999999999181,87.99999999999919,-78.00000000000296,-12.999999999991019,-77.00000000000485,-12.999999999996348,-120.00000000000898,,-951.000000000027
2019.11.18,-235.00000000000742,17.000000000000348,83.9999999999952,-42.999999999992156,25.00000000000835,-5.999999999994898,-6.0000000000060005,-268.0000000000016,-320.9999999999935,99.99999999999432,-182.99999999999983,-97.9999999999981,85.99999999999719,-116.00000000000499,57.00000000001637,-39.00000000001125,159.9999999999966,86.99999999999264,-75.00000000000284,-3.9999999999906777,-58.000000000002494,-16.0000000000049,-140.0000000000068,,-992.0000000000166
2019.11.18,-260.00000000000466,32.999999999994145,75.00000000000284,-60.99999999999284,26.999999999999247,-0.999999999995449,-1.0000000000065512,-313.99999999999204,-337.0000000000095,80.99999999998886,-213.00000000000762,-115.99999999999389,104.00000000000409,-114.00000000000298,78.00000000000296,-36.999999999998145,170.99999999999227,53.999999999998494,-94.99999999999886,-18.999999999991246,-50.0000000000056,-5.999999999994898,-130.0000000000079,,-1131.0000000000193
2019.11.18,-265.0000000000041,39.999999999995595,73.00000000001194,-60.000000000002274,31.000000000003247,-52.99999999999194,-46.00000000000159,-340.9999999999913,-368.00000000001273,81.99999999999363,-248.99999999999923,-172.99999999998983,131.00000000000333,-111.00000000000554,109.00000000000887,-85.00000000000173,176.9999999999925,25.999999999992696,-134.00000000000034,-65.99999999998829,-41.9999999999976,2.999999999997449,-141.00000000001333,,-1462.0000000000002
2019.11.18,-258.0000000000027,90.99999999999665,95.00000000000064,-164.00000000000148,52.99999999999194,-80.99999999999774,-82.00000000000429,-558.9999999999984,-392.00000000001455,74.99999999998863,-236.00000000000287,-184.99999999999073,144.99999999999514,-75.9999999999983,135.99999999999568,-31.000000000003247,173.00000000000182,35.00000000000725,-219.99999999999886,-167.0000000000016,-31.999999999998696,41.000000000002146,-117.00000000001154,,-1756.0000000000452
2019.11.18,-218.00000000000708,242.99999999999324,52.000000000007596,-138.00000000000523,15.999999999993797,-53.999999999998494,-65.00000000000395,-466.00000000001086,-302.0000000000023,218.9999999999941,-190.00000000000128,-129.9999999999968,124.99999999999733,29.000000000001247,390.99999999999113,207.99999999998596,233.0000000000041,34.000000000000696,-191.99999999999307,-131.00000000000023,-12.999999999996348,41.000000000002146,-117.00000000001154,,-425.0000000000557
2019.11.18,-265.0000000000041,228.00000000000597,36.999999999998145,-197.9999999999933,22.0000000000109,-80.99999999999774,-121.00000000000443,-588.0000000000107,-373.00000000000114,209.99999999999375,-221.00000000000452,-170.99999999999892,126.0000000000039,37.99999999999359,415.9999999999968,234.00000000000088,221.9999999999942,26.999999999999247,-218.9999999999941,-224.99999999999432,-6.0000000000060005,46.00000000000159,-118.00000000001809,,-980.0000000000284
2019.11.18,-260.00000000000466,266.999999999995,72.0000000000054,-209.99999999999375,28.999999999990145,-52.99999999999194,-84.0000000000063,-553.0000000000035,-375.9999999999986,220.99999999998943,-213.00000000000762,-163.99999999999747,100.00000000000009,17.000000000000348,527.0000000000152,265.99999999998846,304.9999999999926,35.999999999991594,-213.99999999999864,-192.99999999999784,-34.000000000000696,50.0000000000056,-98.0000000000203,,-562.0000000000475
2019.11.18,-197.99999999999818,316.99999999998954,66.99999999999484,-176.9999999999925,32.0000000000098,-39.999999999995595,-86.0000000000083,-560.0000000000049,-312.00000000000114,275.99999999999625,-167.00000000000603,-112.99999999999643,102.99999999999754,61.999999999995396,526.0000000000105,329.99999999998585,269.999999999996,31.000000000003247,-194.99999999999318,-174.99999999999716,-21.999999999999797,70.99999999999883,-82.00000000000429,,-42.00000000001981
2019.11.18,-301.0000000000068,375.9999999999986,95.00000000000064,-219.99999999999886,34.000000000000696,-41.000000000002146,-73.00000000000084,-720.9999999999939,-395.99999999999636,210.99999999999852,-246.00000000000176,-157.99999999999147,148.0000000000037,78.00000000000028,631.0000000000002,400.9999999999847,373.9999999999952,86.99999999999264,-221.00000000000364,-174.99999999999716,-29.000000000001247,65.00000000000395,-80.00000000001339,,-161.00000000002842
2019.11.18,-309.99999999999915,373.00000000000114,97.9999999999981,-263.00000000000523,28.999999999990145,-39.999999999995595,-69.00000000000794,-910.0000000000108,-422.00000000001125,208.99999999998897,-252.0000000000078,-177.99999999998929,182.00000000000438,108.99999999999244,729.9999999999898,417.99999999998505,385.9999999999957,92.99999999998754,-263.9999999999958,-216.99999999999875,-21.00000000000435,50.0000000000056,-104.99999999999955,,-374.0000000000864
2019.11.18,-292.00000000000335,357.00000000000733,59.99999999999339,-283.9999999999918,-24.000000000001798,-17.000000000000348,-32.0000000000098,-723.9999999999914,-408.00000000000836,259.9999999999909,-231.99999999999886,-153.99999999999858,148.0000000000037,119.99999999999788,725.9999999999991,439.99999999999596,390.00000000000057,83.9999999999952,-259.00000000000034,-191.99999999999307,-63.99999999999739,48.000000000003595,-99.00000000000463,,-148.00000000001216
2019.11.18,-278.00000000000045,358.9999999999982,58.000000000002494,-271.0000000000008,-21.00000000000435,9.999999999998899,-39.00000000000014,-710.0000000000106,-361.9999999999957,281.9999999999965,-201.00000000000674,-113.99999999999189,146.99999999999713,134.99999999999625,730.9999999999945,461.99999999998465,387.999999999991,86.99999999999264,-233.0000000000041,-182.00000000000216,-46.00000000000159,46.00000000000159,-77.00000000001594,,170.9999999999196
2019.11.18,-243.99999999999977,262.00000000000665,75.00000000000284,-260.0000000000051,-9.999999999998899,-10.999999999994348,-59.000000000009045,-662.000000000007,-337.99999999999386,276.9999999999868,-184.00000000000637,-112.99999999999643,134.99999999999625,54.999999999993946,580.9999999999889,295.0000000000008,365.99999999999966,90.99999999999665,-218.00000000000352,-200.9999999999934,-26.999999999999247,75.9999999999983,-65.00000000000395,,-179.00000000004022
2019.11.18,-329.999999999997,218.99999999999142,72.0000000000054,-269.999999999996,-1.999999999990898,-19.999999999997797,-59.000000000009045,-683.0000000000114,-411.0000000000058,219.99999999999886,-239.0000000000003,-154.99999999999403,161.99999999999548,27.999999999994696,542.0000000000016,200.99999999998454,376.99999999999534,58.000000000002494,-246.9999999999999,-206.99999999999363,-38.0000000000047,56.0000000000005,-73.00000000001194,,-799.0000000000418
