date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,EURNZD,AUDJPY,AUDNZD,empty,sum
2017.05.08,-25.999999999992696,-21.99999999999136,-86.99999999999264,-12.000000000000899,-34.99999999999615,-190.99999999998562,-87.99999999999919,-103.00000000000864,-38.0000000000047,-127.99999999999478,-13.999999999981583,-148.99999999999915,-79.99999999999119,0.0,-205.99999999999508,-28.999999999996362,0.0,,-1207.99999999993
2017.05.08,3.0000000000196536,12.000000000000455,41.000000000002146,-7.0000000000014495,-37.99999999999359,-251.00000000000122,-87.99999999999919,-124.00000000000189,-46.999999999997044,-114.99999999999844,4.9999999999954525,-136.00000000000279,-13.999999999980695,30.999999999981043,-204.99999999998852,-64.99999999999773,93.00000000000975,,-904.9999999999541
2017.05.08,-207.99999999998596,55.999999999997385,22.999999999995246,-7.9999999999968985,-88.99999999999464,-160.99999999998892,-124.99999999999733,-125.00000000000844,-38.0000000000047,-108.99999999999244,79.00000000000773,-116.00000000000499,-223.99999999997976,29.999999999996696,-330.9999999999924,-153.99999999999636,96.00000000000719,,-1403.9999999999384
2017.05.08,-231.99999999998778,19.000000000005457,156.00000000000057,-19.999999999997797,-70.99999999999883,-95.999999999985,-130.99999999999224,-146.00000000000168,31.999999999998696,-121.99999999999989,237.99999999999955,-58.000000000002494,-300.99999999999574,305.9999999999841,-408.9999999999927,-129.0000000000049,128.000000000017,,-835.9999999999538
2017.05.08,-203.99999999998198,103.9999999999992,131.00000000001444,-71.99999999999429,-48.99999999999905,-48.000000000003595,-148.99999999999915,-178.00000000000037,36.999999999998145,-115.99999999999389,358.0000000000041,-11.00000000000545,-387.99999999998835,362.99999999998,-428.9999999999905,-76.99999999999818,172.0000000000166,,-555.9999999999422
2017.05.08,-203.99999999998198,126.99999999999534,100.99999999999554,-34.000000000000696,-80.99999999999774,-171.99999999999437,-273.9999999999965,-223.00000000000654,53.00000000000304,-302.9999999999977,420.0000000000159,-11.00000000000545,-329.00000000000153,452.99999999999227,-651.0000000000016,-206.99999999999363,151.00000000001222,,-1183.9999999999634
2017.05.08,-290.9999999999968,180.99999999999739,110.00000000001009,-31.000000000003247,-174.99999999999181,-175.99999999999838,-309.0000000000037,-219.00000000000253,-7.9999999999968985,-322.9999999999955,502.00000000000955,-19.00000000001345,-281.99999999998226,401.99999999999125,-648.9999999999885,-335.9999999999985,153.00000000000313,,-1469.99999999996
2017.05.08,-308.9999999999815,100.99999999999909,33.00000000001635,31.000000000003247,-156.00000000000057,-141.99999999999767,-243.99999999999977,-155.00000000000514,9.999999999998899,-239.0000000000003,429.00000000000205,126.0000000000039,-252.99999999999213,428.9999999999905,-723.0000000000069,-259.00000000000034,25.00000000000835,,-1295.999999999962
2017.05.08,-309.99999999998806,118.99999999999977,-80.99999999999774,63.00000000000195,-52.99999999999194,-85.00000000000173,-243.99999999999977,-126.0000000000039,100.99999999999554,-226.99999999999943,498.9999999999952,346.0000000000019,-232.99999999999432,417.0000000000007,-893.9999999999948,-256.9999999999908,-139.9999999999846,,-1104.999999999952
2017.05.08,-301.99999999998005,63.00000000000239,-68.00000000000139,87.99999999999919,-39.00000000000014,-46.999999999997044,-236.99999999999832,-75.00000000000284,76.99999999999375,-190.99999999999673,379.0000000000191,323.99999999999096,-153.9999999999875,88.99999999998354,-845.0000000000068,-403.99999999999636,-247.99999999998158,,-1589.9999999999598
2017.05.08,-265.99999999998846,82.99999999999841,-29.999999999996696,165.00000000000404,-31.999999999998696,-48.000000000003595,-242.00000000000887,28.999999999990145,80.99999999999774,-200.99999999999562,384.00000000001455,242.99999999999324,119.00000000000244,143.99999999998857,-631.9999999999882,-362.99999999999955,-180.99999999998673,,-746.9999999999771
2017.05.08,-290.9999999999968,159.00000000000603,-86.99999999999264,104.99999999999955,-22.999999999995246,-41.000000000002146,-214.00000000000307,-29.000000000001247,85.99999999999719,-168.00000000000148,467.00000000001296,268.0000000000016,-66.99999999999484,145.99999999997948,-648.0000000000041,-322.00000000000273,-126.99999999998823,,-785.9999999999857
