date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURAUD,EURNZD,AUDJPY,AUDNZD,empty,sum
2017.05.08,15.00000000000945,16.999999999995907,-53.999999999998494,1.0000000000065512,-5.999999999994898,-171.99999999999437,1.999999999990898,94.00000000000519,49.99999999999449,27.999999999991587,-84.0000000000174,11.00000000000545,151.9999999999966,-164.99999999999292,1.9999999999953388,105.00000000002174,,-3.9999999999848512
2017.05.08,15.00000000000945,61.99999999999761,-66.99999999999484,19.00000000000235,-13.999999999991797,-104.99999999999955,15.00000000000945,47.00000000000814,12.000000000000899,109.00000000000887,-90.00000000001229,33.00000000001635,45.99999999999049,-58.000000000002494,-58.9999999999975,114.0000000000141,,79.00000000005923
2017.05.08,-203.99999999998198,111.0000000000042,-201.00000000000674,36.0000000000027,-69.9999999999923,-34.000000000000696,-123.99999999999079,103.00000000000864,34.99999999999615,403.99999999999636,24.999999999986144,-187.99999999998818,365.99999999999966,-314.99999999999864,-108.99999999999466,172.0000000000166,,7.000000000056502
2017.05.08,-165.9999999999995,115.0000000000091,-190.00000000000128,-19.999999999997797,-30.999999999992145,-28.000000000005798,-100.0000000000112,130.0000000000079,46.999999999997044,372.0000000000141,-9.999999999998899,-265.99999999998846,368.9999999999971,-299.99999999998914,-49.99999999999716,186.0000000000195,,58.00000000006335
2017.05.08,-201.99999999999108,153.0000000000058,-194.0000000000053,-26.000000000003798,-39.00000000000014,-7.999999999985796,-144.99999999999514,145.00000000000622,47.9999999999925,453.00000000000296,34.000000000000696,-325.99999999998187,466.9999999999952,-364.9999999999931,-72.99999999999329,209.00000000001472,,131.0000000000686
2017.05.08,-148.99999999999915,277.000000000001,-171.00000000001003,-29.999999999996696,-57.99999999999139,-171.99999999999437,-253.99999999999866,217.0000000000005,93.99999999999409,557.9999999999927,-11.00000000000545,-273.9999999999965,772.9999999999793,-645.999999999991,-158.99999999999181,243.00000000001543,,238.00000000000804
2017.05.08,-227.99999999998377,191.0000000000025,-117.00000000001154,114.99999999999844,-152.99999999999204,-116.99999999998934,-214.00000000000307,85.00000000000173,10.999999999994348,527.9999999999916,167.9999999999904,-34.99999999998504,434.000000000001,-380.00000000000256,-259.00000000000034,182.99999999999983,,212.00000000001216
2017.05.08,-298.9999999999826,201.99999999999818,-33.00000000001635,85.00000000000173,-37.99999999999359,-32.999999999994145,-239.00000000001143,107.00000000000153,119.00000000000244,627.0000000000095,376.9999999999829,-197.99999999998707,511.99999999997914,-666.9999999999953,-233.99999999999466,46.0000000000127,,334.0000000000129
2017.05.08,-265.99999999998846,138.9999999999958,58.99999999998684,92.99999999999864,65.99999999999939,-19.999999999997797,-221.00000000000452,74.00000000000739,198.99999999999363,503.0000000000143,446.9999999999974,-168.99999999999693,450.9999999999792,-846.9999999999977,-191.99999999999307,-127.99999999999478,,187.99999999999943
2017.05.08,-229.99999999999687,106.00000000000875,8.999999999992347,206.00000000000617,-10.999999999994348,-22.999999999995246,-226.99999999999943,-55.99999999998939,102.00000000000209,426.00000000001614,332.9999999999833,175.00000000001404,173.00000000000094,-618.0000000000074,-298.9999999999924,-155.99999999997837,,-89.99999999992971
