date,GBPCHF,EURCHF,EURJPY,EURCAD,AUDCAD,NZDCAD,empty,sum
2018.10.15,327.99999999999494,-133.99999999998968,100.99999999999909,92.99999999998754,-7.0000000000014495,12.000000000000899,,392.99999999999136
2018.10.15,312.00000000000114,-168.99999999999693,174.0000000000066,222.99999999999542,17.999999999995797,30.999999999992145,,588.9999999999942
2018.10.15,347.9999999999928,-207.00000000000162,152.00000000001523,222.99999999999542,19.00000000000235,43.999999999999595,,579.0000000000038
2018.10.15,299.00000000000483,-180.99999999998673,186.00000000000705,184.99999999999073,-53.00000000000304,28.999999999990145,,465.000000000003
2018.10.15,333.0000000000055,-136.99999999998712,251.00000000000477,238.99999999998923,-7.0000000000014495,66.99999999999484,,746.0000000000058
2018.10.15,296.9999999999917,-126.99999999998823,211.00000000001273,218.99999999999142,-11.00000000000545,47.9999999999925,,636.9999999999947
2018.10.15,421.99999999998903,-184.99999999999073,122.0000000000141,312.9999999999855,14.000000000002899,141.99999999999767,,827.9999999999986
2018.10.15,390.9999999999858,-136.99999999998712,-32.99999999998704,243.99999999999977,-33.000000000005244,147.99999999999258,,579.9999999999987
2018.10.15,367.99999999999056,-124.99999999999733,54.000000000002046,253.99999999999866,-31.999999999998696,126.99999999999933,,645.9999999999945
2018.10.15,415.99999999999415,-137.9999999999937,159.9999999999966,173.99999999998528,-28.000000000005798,112.000000000001,,695.9999999999775
2018.10.15,392.9999999999989,-140.0000000000068,147.00000000001978,173.00000000000094,-24.000000000001798,71.99999999999429,,621.0000000000053
2018.10.15,340.9999999999913,-116.99999999998934,86.00000000001273,183.99999999998417,-11.00000000000545,97.9999999999981,,580.9999999999915
2018.10.15,292.00000000000335,-79.00000000000685,34.99999999999659,176.99999999998272,-29.999999999996696,56.0000000000005,,450.9999999999796
2018.10.15,343.00000000000443,-109.00000000000354,15.00000000001478,190.00000000000128,-24.999999999997247,78.00000000000028,,492.00000000001995
2018.10.15,333.9999999999899,-72.0000000000054,-15.999999999991132,161.99999999999548,-43.00000000000415,76.99999999999375,,441.99999999997846
2018.10.15,312.9999999999855,-52.99999999999194,6.000000000000227,210.99999999998343,0.999999999995449,98.99999999999353,,576.9999999999662
2018.10.15,319.999999999987,-66.99999999999484,-18.000000000000682,282.9999999999888,-9.00000000000345,101.99999999999099,,610.9999999999677
2018.10.15,456.9999999999963,-79.00000000000685,-97.99999999998477,252.99999999999213,-4.000000000004,100.00000000000009,,628.999999999993
2018.10.15,385.99999999999744,-99.99999999998899,-98.99999999998954,297.9999999999983,37.99999999999359,145.9999999999906,,669.0000000000014
2018.10.15,313.99999999999204,-158.99999999999804,-30.000000000001137,342.9999999999822,117.00000000000044,198.99999999999363,,783.9999999999692
