date,USDCHF,AUDUSD,CADCHF,GBPCAD,EURJPY,AUDJPY,empty,sum
2020.08.17,-35.00000000000725,-2.999999999997449,-63.99999999999739,0.0,-231.99999999999932,0.0,,-334.0000000000014
2020.08.17,-41.9999999999976,57.00000000000705,-64.99999999999284,-99.99999999998899,-243.99999999999977,103.00000000000864,,-290.9999999999635
2020.08.17,-12.000000000000899,54.00000000000959,-24.999999999997247,435.0000000000076,-245.9999999999951,83.00000000001262,,289.00000000003655
2020.08.17,-18.0000000000069,109.00000000000354,-21.999999999999797,465.0000000000043,-238.9999999999901,156.0000000000059,,451.00000000001694
2020.08.17,-14.999999999998348,115.00000000000954,-26.999999999999247,463.9999999999977,-231.99999999999932,158.00000000000125,,463.0000000000116
2020.08.17,5.999999999994898,196.00000000000728,-25.999999999992696,497.0000000000141,-265.99999999999113,221.00000000000364,,628.000000000036
2020.08.17,-65.00000000000395,209.9999999999991,-46.999999999997044,475.0000000000032,-300.9999999999877,251.00000000000477,,523.0000000000183
2020.08.17,-70.99999999999883,209.00000000000364,-49.99999999999449,495.000000000001,-216.99999999999875,206.00000000000307,,572.0000000000157
2020.08.17,-64.0000000000085,223.00000000000654,-54.999999999993946,478.0000000000006,-168.99999999999693,215.0000000000034,,628.0000000000113
2020.08.17,-60.00000000000449,220.00000000000907,-49.99999999999449,476.0000000000098,-144.99999999999602,189.00000000000716,,630.000000000031
2020.08.17,-51.000000000001044,229.00000000000142,-75.9999999999983,460.000000000016,-348.99999999998954,207.00000000000784,,420.0000000000364
2020.08.17,-18.0000000000069,279.00000000000705,-75.9999999999983,470.9999999999992,-385.9999999999957,287.00000000000614,,557.0000000000116
2020.08.17,-30.000000000007798,229.00000000000142,-80.99999999999774,443.99999999999994,-337.99999999999386,237.99999999999955,,462.0000000000015
2020.08.17,-31.000000000003247,187.00000000000384,-63.00000000000195,429.99999999999704,-345.9999999999894,169.00000000001114,,346.0000000000174
2020.08.17,-52.000000000007596,131.00000000000333,-66.99999999999484,401.00000000000693,-304.9999999999926,123.00000000000466,,231.0000000000199
2020.08.17,-53.999999999998494,123.00000000000644,-85.00000000000173,324.9999999999975,-362.99999999999955,150.00000000000568,,96.00000000000983
2020.08.17,-39.00000000000014,123.00000000000644,-69.9999999999923,306.00000000000625,-381.0000000000002,165.00000000000625,,104.00000000002626
2020.08.17,-30.000000000007798,104.00000000000409,-57.99999999999139,269.00000000000813,-382.99999999999557,132.000000000005,,34.00000000002245
2020.08.17,44.99999999999504,154.0000000000097,-43.999999999999595,319.0000000000026,-425.9999999999877,141.00000000000534,,189.00000000002535
2020.08.17,35.999999999991594,170.00000000000347,-75.9999999999983,297.9999999999983,-352.99999999999443,138.00000000000523,,213.00000000000585
2020.08.17,54.999999999993946,121.99999999999989,-85.00000000000173,331.999999999999,-278.99999999999636,36.000000000001364,,180.99999999999608
2020.08.17,59.99999999999339,109.00000000000354,-73.00000000000084,187.00000000000384,-186.9999999999976,67.00000000000728,,163.0000000000096
2020.08.17,58.000000000002494,73.00000000000084,-37.99999999999359,82.00000000000429,-186.9999999999976,29.000000000010573,,17.000000000027
2020.08.17,53.999999999998494,84.0000000000063,-65.99999999999939,90.00000000001229,-31.999999999996476,20.000000000010232,,150.00000000003143
2020.08.17,92.99999999999864,164.00000000000858,-53.999999999998494,112.000000000001,-125.0,99.00000000000375,,289.0000000000135
2020.08.17,139.00000000000023,185.00000000000182,-64.99999999999284,195.9999999999962,-63.99999999999295,68.00000000001205,,459.0000000000245
2020.08.17,139.00000000000023,201.00000000000674,-60.99999999999994,246.00000000001288,-71.99999999998852,71.00000000001216,,524.0000000000435
2020.08.17,80.99999999999774,190.00000000000128,-86.99999999999264,1.0000000000065512,-40.99999999999682,66.0000000000025,,210.00000000001864
2020.08.17,-39.00000000000014,168.00000000000148,-142.99999999999312,-58.000000000002494,-19.99999999999602,53.00000000001148,,-38.999999999978826
2020.08.17,-14.000000000002899,199.00000000000472,-143.9999999999997,-72.99999999998974,-1.9999999999953388,32.00000000001069,,-1.9999999999722604
