date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.09.05,-56.0000000000005,-127.00000000001043,-38.99999999998904,0.0,-42.999999999993044,-17.000000000000348,-187.00000000000384,-146.0000000000008,-92.99999999999864,-36.999999999998145,-26.999999999999247,-90.00000000000341,-235.00000000000742,-83.9999999999952,-113.00000000000753,-42.0000000000087,-46.00000000000648,-95.99999999999609,0.0,-177.99999999998929,,-1656.0000000000082
2016.09.05,-70.0000000000034,-62.99999999999084,-45.000000000006146,-91.00000000001884,-39.999999999995595,42.0000000000087,-134.99999999999625,-168.99999999999693,-12.999999999996348,48.99999999999905,-8.999999999992347,-97.00000000000841,-170.00000000000347,-114.99999999999844,-103.99999999999298,168.99999999999693,-109.00000000000887,-117.99999999999588,63.00000000000195,-133.00000000000534,,-1158.0000000000032
2016.09.05,-85.00000000000173,-79.99999999999119,-43.999999999999595,-62.000000000006494,4.999999999999449,68.00000000000139,-163.00000000000205,-146.0000000000008,87.00000000000374,100.00000000000009,38.0000000000047,-46.999999999997044,-127.99999999999478,-23.999999999979593,-39.999999999995595,153.00000000000313,-121.00000000000932,-155.00000000000514,111.00000000000554,-126.99999999998823,,-659.9999999999534
2016.09.05,-85.99999999999719,-53.999999999998494,-32.999999999994145,-87.00000000001484,-17.999999999995797,68.00000000000139,-104.99999999999955,-153.99999999999636,92.99999999999864,100.99999999999554,82.00000000000429,-40.99999999999682,-113.00000000000753,-44.99999999998394,28.999999999990145,147.00000000000824,-118.00000000000921,-122.99999999999534,156.99999999999602,-200.00000000000017,,-499.99999999999505
2016.09.05,-60.99999999999994,-22.999999999995246,-1.0000000000065512,-82.00000000000429,-48.99999999999905,111.00000000000554,-65.00000000000395,-137.00000000000045,72.0000000000054,120.99999999999334,113.00000000000753,24.00000000000091,-104.99999999999955,-120.99999999999334,41.99999999998649,195.9999999999962,-88.00000000000807,-109.00000000000354,175.99999999999838,-215.00000000000963,,-201.0000000000298
2016.09.05,-62.000000000006494,-36.999999999998145,2.0000000000131024,-106.00000000000608,-59.99999999999339,99.00000000000463,-75.00000000000284,-82.99999999999841,69.00000000000794,122.99999999999534,108.00000000000809,69.99999999999318,-144.99999999999514,-156.99999999998494,92.00000000000318,165.9999999999995,-51.00000000000193,-55.000000000005045,206.00000000000617,-229.99999999999687,,-125.99999999995812
2016.09.05,-48.99999999999905,-124.99999999999733,9.999999999998899,-104.00000000001519,-49.99999999999449,121.99999999999989,-63.99999999999739,-38.99999999998727,72.0000000000054,139.99999999999568,107.00000000000153,138.00000000000523,-143.00000000000423,-126.99999999998823,22.999999999995246,205.00000000001074,-10.000000000005116,-109.00000000000354,228.00000000000597,-245.0000000000063,,-19.999999999979536
2016.09.05,-26.999999999999247,-130.0000000000079,9.000000000014552,-4.000000000004,40.00000000000669,201.00000000000674,-79.99999999999119,-37.9999999999967,102.99999999999754,190.00000000000128,91.00000000000774,140.00000000001478,-110.00000000001009,-19.999999999997797,-17.000000000000348,337.0000000000095,-51.00000000000193,-134.0000000000008,241.99999999999778,-238.0000000000049,,504.0000000000417
2016.09.05,-75.9999999999983,-75.00000000000284,5.000000000010552,-48.000000000003595,4.000000000004,191.00000000000784,-99.00000000000463,-109.99999999999943,91.00000000000774,197.99999999999818,97.00000000000264,38.000000000010914,-86.0000000000083,-17.999999999984695,4.000000000004,333.0000000000055,-76.00000000000762,-156.99999999999602,287.9999999999994,-256.99999999999613,,247.00000000004917
2016.09.05,-70.99999999999883,-87.99999999999919,2.999999999997449,4.999999999988347,79.00000000000685,243.99999999999977,-147.99999999999258,-25.99999999999625,124.00000000000189,251.99999999999667,79.00000000000685,55.00000000000682,-83.00000000001084,114.0000000000141,-29.999999999996696,462.0000000000068,-64.99999999999773,-219.99999999999798,317.9999999999961,-226.99999999999943,,777.0000000000322
