date,USDJPY,GBPCHF,AUDCHF,NZDCHF,GBPAUD,EURNZD,CADJPY,AUDJPY,AUDNZD,empty,sum
2020.11.02,-1.9999999999953388,-312.00000000000114,-36.0000000000027,-133.00000000000534,-310.9999999999946,0.0,-2.0000000000095497,-0.999999999990564,-71.00000000002105,,-868.0000000000202
2020.11.02,105.00000000000398,-339.0000000000004,29.999999999996696,-128.00000000000588,-424.00000000000216,45.99999999999049,92.99999999998931,39.00000000000148,-50.0000000000167,,-628.0000000000432
2020.11.02,109.99999999999943,-404.0000000000044,43.999999999999595,-138.00000000000477,-408.00000000000836,150.00000000000568,-64.00000000000716,38.000000000010914,25.999999999992696,,-646.0000000000163
2020.11.02,73.99999999999807,-356.00000000000074,-84.0000000000063,-109.99999999999899,-794.9999999999901,252.99999999999213,-203.00000000000296,-184.99999999998806,-74.0000000000185,,-1480.0000000000157
2020.11.02,93.00000000000352,-351.99999999999676,-17.000000000000348,-87.00000000000374,-588.9999999999951,312.00000000000114,-189.00000000000716,-83.99999999998897,-15.00000000000945,,-927.9999999999969
2020.11.02,165.99999999999682,-322.00000000000006,-67.00000000000594,-85.00000000000173,-663.999999999998,306.00000000000625,-37.00000000000614,-48.99999999999238,-34.000000000000696,,-786.0000000000018
2020.11.02,174.0000000000066,-313.99999999999204,-50.0000000000056,-151.00000000000114,-635.9999999999922,148.99999999999915,-32.00000000001069,-48.99999999999238,-106.00000000000608,,-1014.9999999999943
2020.11.02,185.00000000000227,-344.99999999999534,46.999999999997044,-165.9999999999995,-400.00000000000034,82.00000000000429,31.999999999996476,47.000000000011255,15.999999999993797,,-501.99999999999005
2020.11.02,147.99999999999613,-376.9999999999829,64.99999999999284,-169.00000000000804,-479.0000000000072,79.00000000000685,25.99999999999625,27.000000000001023,-25.00000000000835,,-705.0000000000133
2020.11.02,141.00000000000534,-408.9999999999927,71.99999999999429,-170.00000000000347,-462.9999999999912,86.0000000000083,38.99999999998727,44.00000000001114,-25.00000000000835,,-684.9999999999893
2020.11.02,156.0000000000059,-383.99999999998437,54.999999999993946,-159.00000000000912,-520.0000000000093,72.0000000000054,55.999999999997385,36.000000000001364,-57.00000000001815,,-745.0000000000169
2020.11.02,167.0000000000016,-380.00000000000256,63.00000000000195,-155.00000000000514,-503.99999999999335,92.99999999998754,56.99999999998795,43.00000000000637,-50.0000000000167,,-666.0000000000324
2020.11.02,186.00000000000705,-322.00000000000006,7.9999999999968985,-152.00000000000767,-459.0000000000094,121.99999999999989,52.99999999999727,-15.000000000000568,-72.0000000000054,,-651.000000000022
2020.11.02,221.9999999999942,-222.99999999999542,-67.00000000000594,-107.00000000000153,-530.9999999999926,225.99999999999287,44.999999999987494,-81.99999999999363,-113.00000000000753,,-630.0000000000222
2020.11.02,215.99999999999397,-218.99999999999142,-24.000000000001798,-120.00000000000898,-469.0000000000083,184.99999999999073,40.99999999999682,-62.99999999998818,-88.0000000000214,,-541.0000000000385
2020.11.02,201.99999999999818,-207.00000000000162,-11.00000000000545,-148.0000000000037,-422.9999999999956,106.99999999999044,74.99999999998863,-28.999999999996362,-103.00000000000864,,-537.0000000000341
2020.11.02,204.9999999999983,-139.9999999999846,-12.000000000000899,-121.00000000000443,-333.0000000000055,163.00000000000205,67.99999999999784,-22.999999999996135,-106.00000000000608,,-298.9999999999995
2020.11.02,233.99999999999466,-131.99999999999878,-134.0000000000008,-143.9999999999997,-558.9999999999984,97.9999999999981,92.99999999998931,-134.9999999999909,-185.00000000001293,,-864.0000000000194
2020.11.02,260.0000000000051,-215.99999999999397,-60.00000000000449,-169.00000000000804,-395.99999999999636,62.99999999999084,97.99999999999898,-30.000000000001137,-165.00000000001512,,-615.0000000000242
2020.11.02,281.9999999999965,-242.99999999999324,-14.000000000002899,-165.9999999999995,-395.99999999999636,68.00000000000139,159.9999999999966,19.000000000005457,-126.0000000000039,,-415.9999999999959
2020.11.02,337.99999999999386,-272.99999999998994,-45.000000000006146,-165.9999999999995,-348.9999999999993,43.999999999999595,207.9999999999984,17.000000000010118,-78.00000000000028,,-303.9999999999932
2020.11.02,417.0000000000016,5.000000000010552,-43.999999999999595,-158.0000000000026,-131.99999999999878,153.9999999999875,194.99999999999318,6.000000000000227,-131.00000000001444,,311.99999999997766
2020.11.02,362.99999999999955,-21.999999999988695,39.999999999995595,-190.00000000000128,99.00000000000463,102.00000000000209,265.99999999999113,108.00000000000409,-97.00000000001374,,668.9999999999934
