date,AUDUSD,CHFJPY,empty,sum
2020.08.24,-125.99999999999278,-155.00000000000114,,-280.9999999999939
2020.08.24,-107.99999999999699,-186.00000000000705,,-294.00000000000404
2020.08.24,-165.9999999999995,-260.9999999999957,,-426.99999999999517
2020.08.24,-173.9999999999964,-323.99999999999807,,-497.99999999999443
2020.08.24,-183.99999999999528,-302.0000000000067,,-486.000000000002
2020.08.24,-170.99999999999892,-280.00000000000114,,-451.00000000000006
2020.08.24,-125.99999999999278,-263.9999999999958,,-389.9999999999886
2020.08.24,-134.99999999999625,-159.9999999999966,,-294.99999999999284
2020.08.24,-268.99999999999704,-84.99999999999375,,-353.9999999999908
2020.08.24,-244.99999999999523,-121.99999999999989,,-366.9999999999951
2020.08.24,-258.0000000000027,-117.00000000000443,,-375.0000000000071
2020.08.24,-252.99999999999213,-153.0000000000058,,-405.99999999999795
2020.08.24,-203.99999999999307,-126.99999999999534,,-330.9999999999884
2020.08.24,-183.99999999999528,-115.99999999999966,,-299.99999999999494
2020.08.24,-175.99999999999838,-168.00000000000637,,-344.0000000000048
2020.08.24,-186.99999999999272,-186.00000000000705,,-372.9999999999998
2020.08.24,-134.99999999999625,-225.9999999999991,,-360.99999999999534
2020.08.24,-256.99999999999613,-274.0000000000009,,-530.999999999997
2020.08.24,-295.99999999999625,-262.00000000000045,,-557.9999999999967
2020.08.24,-286.99999999999284,-242.999999999995,,-529.9999999999878
2020.08.24,-300.0000000000003,-242.00000000000443,,-542.0000000000048
2020.08.24,-326.9999999999995,-418.00000000000637,,-745.0000000000059
2020.08.24,-343.9999999999999,-506.0000000000002,,-850.0000000000001
2020.08.24,-352.9999999999922,-503.0000000000001,,-855.9999999999923
2020.08.24,-375.9999999999986,-504.0000000000049,,-880.0000000000034
2020.08.24,-391.9999999999924,-487.99999999999955,,-879.9999999999919
2020.08.24,-400.9999999999958,-459.0000000000032,,-859.999999999999
2020.08.24,-442.9999999999934,-459.99999999999375,,-902.9999999999872
2020.08.24,-451.0000000000014,-462.0000000000033,,-913.0000000000048
2020.08.24,-475.0000000000032,-600.9999999999991,,-1076.0000000000023
2020.08.24,-525.9999999999932,-597.999999999999,,-1123.9999999999923
2020.08.24,-456.00000000000085,-762.0000000000005,,-1218.0000000000014
2020.08.24,-465.9999999999998,-674.0000000000066,,-1140.0000000000064
2020.08.24,-430.9999999999925,-578.000000000003,,-1008.9999999999955
2020.08.24,-325.99999999999295,-496.9999999999999,,-822.9999999999928
2020.08.24,-269.9999999999925,-492.999999999995,,-762.9999999999875
2020.08.24,-237.99999999999378,-427.99999999999727,,-665.999999999991
2020.08.24,-234.99999999999633,-418.00000000000637,,-653.0000000000027
2020.08.24,-246.99999999999721,-417.0000000000016,,-663.9999999999989
2020.08.24,-209.9999999999991,-412.9999999999967,,-622.9999999999958
2020.08.24,-239.0000000000003,-462.99999999999386,,-701.9999999999942
2020.08.24,-212.99999999999653,-448.0000000000075,,-661.0000000000041
2020.08.24,-195.9999999999962,-448.0000000000075,,-644.0000000000036
2020.08.24,-159.9999999999935,-418.99999999999693,,-578.9999999999905
2020.08.24,-108.99999999999244,-412.00000000000614,,-520.9999999999986
2020.08.24,-126.99999999999933,-402.000000000001,,-529.0000000000003
2020.08.24,-117.99999999999588,-399.0000000000009,,-516.9999999999968
2020.08.24,-114.00000000000298,-381.0000000000002,,-495.0000000000032
2020.08.25,-129.9999999999968,-353.9999999999992,,-483.999999999996
2020.08.25,-134.99999999999625,-391.9999999999959,,-526.9999999999922
2020.08.25,-147.99999999999258,-403.99999999999636,,-551.999999999989
2020.08.25,-148.99999999999915,-394.00000000000546,,-543.0000000000045
2020.08.25,-148.99999999999915,-353.9999999999992,,-502.99999999999835
2020.08.25,-186.99999999999272,-388.9999999999958,,-575.9999999999885
2020.08.25,-181.9999999999933,-399.0000000000009,,-580.9999999999942
2020.08.25,-265.99999999999955,-489.9999999999949,,-755.9999999999944
2020.08.25,-281.99999999999335,-501.99999999999534,,-783.9999999999886
2020.08.25,-307.0000000000017,-460.9999999999985,,-768.0000000000002
