date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,CADCHF,GBPJPY,EURJPY,EURCAD,EURAUD,AUDCAD,NZDCAD,empty,sum
2021.11.29,-25.00000000000835,38.0000000000047,-132.99999999998312,-307.00000000000216,140.0000000000068,192.99999999999872,83.9999999999952,26.999999999999247,302.99999999999727,174.0000000000066,-275.000000000003,-560.0000000000049,90.0000000000012,143.9999999999997,,-106.99999999999213
2021.11.29,-16.0000000000049,22.0000000000109,-18.999999999991246,-177.0000000000067,127.99999999999478,133.99999999998968,83.9999999999952,46.999999999997044,105.99999999999454,139.00000000001,-120.00000000000898,-428.00000000000614,95.00000000000064,119.00000000000244,,113.99999999997728
2021.11.29,-197.99999999999818,-83.9999999999952,89.00000000000574,107.99999999998988,-39.00000000001125,92.99999999999864,-90.99999999999665,277.000000000005,-383.0000000000098,-85.99999999998431,200.99999999998454,86.0000000000083,-14.999999999998348,157.00000000000713,,115.00000000000549
2021.11.29,-153.00000000000313,-75.00000000000284,55.000000000005045,43.99999999999693,-214.00000000000307,61.999999999995396,-72.0000000000054,346.9999999999973,-290.00000000002046,-61.9999999999834,354.9999999999942,173.00000000000094,31.999999999998696,235.00000000000742,,436.99999999997766
2021.11.29,-214.99999999999852,29.999999999996696,80.00000000001339,66.99999999999307,-25.999999999992696,34.99999999999615,-117.99999999999588,279.00000000000705,-197.00000000000273,-51.9999999999925,172.99999999997874,24.000000000001798,0.0,80.00000000000229,,160.00000000000688
2021.11.29,-260.00000000000466,25.00000000000835,85.00000000000173,27.999999999991587,4.999999999988347,53.999999999998494,-157.99999999999147,297.9999999999983,-153.00000000002,-1.999999999981128,144.99999999999514,28.000000000005798,-19.00000000000235,82.99999999999974,,158.9999999999879
2021.11.29,-206.00000000000617,2.999999999997449,102.00000000000209,-103.00000000000864,7.0000000000014495,65.99999999999939,-82.00000000000429,258.0000000000027,-1.0000000000047748,168.00000000000637,164.99999999999292,110.99999999999443,-53.999999999998494,96.00000000000719,,529.9999999999816
2021.11.29,-292.9999999999988,-28.999999999990145,138.0000000000159,-14.000000000010004,-76.0000000000094,-40.00000000000669,-150.99999999999002,373.99999999999653,-155.00000000000114,107.00000000002774,298.9999999999826,269.00000000000813,-65.00000000000395,14.999999999998348,,379.00000000001904
2021.11.29,-270.99999999999903,-12.999999999996348,182.0000000000155,-44.00000000001114,-15.999999999993797,31.999999999998696,-83.9999999999952,321.0000000000046,-100.99999999999909,190.00000000002615,289.9999999999903,263.99999999999756,-65.99999999999939,68.00000000000139,,752.0000000000401
2021.11.29,-255.00000000000523,-29.999999999996696,151.00000000001222,-191.0000000000025,-56.000000000011596,-18.0000000000069,-92.99999999998754,331.999999999999,84.99999999997954,325.00000000001705,297.9999999999983,303.9999999999932,-82.99999999999974,26.000000000003798,,794.9999999999928
