date,GBPUSD,USDJPY,USDCAD,NZDUSD,EURCHF,GBPAUD,AUDCAD,empty,sum
2015.10.12,-136.00000000000279,-6.000000000000227,-15.00000000000945,-36.999999999998145,-106.00000000000608,-71.99999999998319,-85.00000000000173,,-457.0000000000016
2015.10.12,-158.0000000000137,7.000000000005002,-33.00000000001635,-52.99999999999194,-73.99999999999629,-177.9999999999671,-103.00000000000864,,-591.9999999999891
2015.10.12,-165.9999999999995,20.000000000010232,-120.00000000000898,-70.99999999999883,-178.00000000001148,-82.00000000000429,-69.00000000000794,,-666.0000000000208
2015.10.12,-191.00000000000784,49.99999999999716,-126.0000000000039,-68.00000000000139,-181.9999999999933,29.00000000001235,1.999999999990898,,-486.00000000000597
2015.10.12,-190.00000000000128,27.000000000001023,-83.00000000001084,-60.99999999999994,-178.99999999999582,121.99999999999989,8.999999999992347,,-355.0000000000146
2015.10.12,-182.99999999999983,2.0000000000095497,-45.000000000006146,-21.999999999999797,-187.00000000000384,184.00000000000637,9.999999999998899,,-240.9999999999948
2015.10.12,-243.00000000001543,-55.999999999997385,-136.00000000000279,-98.99999999999353,-205.00000000001074,72.0000000000276,2.999999999997449,,-663.9999999999949
2015.10.12,-258.0000000000027,-78.00000000000296,-192.00000000001438,-125.99999999999278,-208.99999999999253,-35.00000000000725,-12.000000000000899,,-910.0000000000134
2015.10.12,-260.0000000000158,-75.9999999999934,-204.00000000000418,-81.9999999999932,-205.00000000001074,30.0000000000189,16.999999999989246,,-780.0000000000092
2015.10.12,-214.00000000000307,-52.99999999999727,-246.99999999999721,-137.9999999999937,-208.00000000000819,-51.99999999998539,43.999999999999595,,-867.9999999999852
2015.10.12,-258.0000000000027,-15.000000000000568,-363.0000000000022,-239.99999999999577,-207.00000000000162,-334.9999999999742,-51.000000000001044,,-1468.9999999999784
2015.10.12,-308.0000000000194,9.000000000000341,-414.00000000000324,-281.99999999999335,-181.9999999999933,-469.0000000000083,-80.00000000000229,,-1726.0000000000196
2015.10.12,-330.0000000000081,15.000000000000568,-375.9999999999986,-241.99999999999778,-185.99999999999727,-442.00000000000904,-82.00000000000429,,-1643.0000000000146
2015.10.12,-328.00000000001717,-22.999999999996135,-390.0000000000015,-251.00000000000122,-205.00000000001074,-408.9999999999705,-74.00000000000739,,-1680.0000000000045
2015.10.12,-292.00000000000335,-21.000000000000796,-380.00000000000256,-230.99999999999233,-195.00000000001182,-193.99999999998306,21.999999999999797,,-1290.9999999999943
2015.10.12,-279.00000000000705,-28.999999999996362,-379.0000000000182,-244.99999999999523,-208.99999999999253,-212.9999999999743,21.999999999999797,,-1331.9999999999839
2015.10.12,-285.00000000000193,-15.000000000000568,-409.0000000000149,-249.99999999999466,-273.0000000000121,-184.00000000000637,54.999999999993946,,-1361.0000000000366
2015.10.12,-287.000000000015,-22.999999999996135,-388.0000000000106,-239.0000000000003,-261.0000000000001,-177.9999999999671,50.99999999998994,,-1324.9999999999993
2015.10.12,-398.00000000000944,-24.00000000000091,-409.99999999999926,-356.00000000000074,-303.0000000000088,-400.00000000000034,-91.00000000000774,,-1982.0000000000273
2015.10.12,-457.00000000001853,-24.999999999991473,-450.00000000001705,-447.99999999999284,-300.99999999999574,-439.99999999999596,-134.0000000000008,,-2255.0000000000127
2015.10.12,-499.000000000005,-45.000000000001705,-453.0000000000145,-522.9999999999957,-238.0000000000049,-313.00000000000773,-104.00000000000409,,-2175.0000000000337
2015.10.12,-601.000000000007,-30.000000000001137,-531.9999999999991,-596.9999999999919,-354.0000000000099,-577.9999999999675,-194.0000000000053,,-2885.999999999982
2015.10.12,-619.9999999999983,-7.999999999995566,-474.0000000000189,-554.9999999999944,-343.00000000000443,-733.999999999968,-306.00000000000625,,-3039.9999999999864
2015.10.12,-530.0000000000082,-24.999999999991473,-458.00000000000284,-537.9999999999941,-344.99999999999534,-726.9999999999666,-338.00000000000495,,-2960.999999999963
2015.10.12,-552.0000000000191,-25.99999999999625,-411.0000000000058,-522.0000000000002,-326.0000000000041,-808.9999999999709,-369.0000000000082,,-3015.0000000000045
2015.10.12,-548.0000000000151,-64.99999999999773,-319.0000000000026,-417.0000000000007,-320.00000000000915,-737.9999999999942,-396.00000000000745,,-2803.000000000027
2015.10.12,-555.0000000000166,-70.99999999999795,-258.0000000000027,-387.99999999999943,-312.00000000000114,-530.0000000000082,-375.0000000000031,,-2489.0000000000296
2015.10.12,-517.0000000000119,-54.000000000002046,-215.00000000000963,-395.99999999999636,-290.9999999999968,-736.9999999999877,-457.0000000000074,,-2667.000000000012
2015.10.12,-570.0000000000039,-63.99999999999295,-286.00000000000847,-461.0000000000003,-242.99999999999324,-822.9999999999737,-546.000000000002,,-2992.9999999999745
2015.10.12,-625.0000000000089,-60.99999999999284,-292.00000000000335,-478.0000000000006,-234.00000000000088,-823.9999999999803,-557.0000000000075,,-3070.9999999999945
2015.10.12,-689.0000000000063,-67.99999999999784,-368.00000000001273,-502.9999999999979,-222.99999999999542,-818.9999999999919,-576.0000000000099,,-3246.0000000000123
