date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2019.02.11,-36.0000000000138,-53.999999999998494,-29.00000000001235,-43.999999999999595,-4.000000000004,-5.999999999994898,-34.000000000006025,-3.9999999999906777,-58.99999999999794,,-270.0000000000178
2019.02.11,-9.999999999998899,-48.000000000003595,-56.99999999999594,9.00000000000345,21.00000000000435,19.999999999997797,54.000000000002046,75.00000000000284,11.00000000000545,,75.00000000001751
2019.02.11,14.999999999987246,-16.000000000016,-104.00000000001519,16.0000000000049,95.99999999999609,195.00000000001182,65.99999999998829,155.00000000000114,26.999999999999247,,449.99999999995754
2019.02.11,49.99999999999449,0.9999999999843467,-99.00000000000463,44.0000000000107,139.99999999999568,290.00000000001245,143.99999999999125,256.0000000000002,114.99999999999844,,940.999999999983
2019.02.11,66.99999999999484,25.999999999992696,-134.00000000001188,96.00000000000719,136.99999999999824,231.0000000000034,161.99999999999193,229.00000000001342,204.00000000000418,,1017.999999999994
2019.02.11,28.999999999990145,27.999999999983594,-121.00000000001555,111.00000000000554,223.00000000000654,446.0000000000131,189.99999999999773,324.0000000000123,218.00000000000708,,1448.0000000000005
2019.02.11,51.99999999998539,34.99999999998504,-182.0000000000155,115.00000000000954,236.00000000000287,462.0000000000068,194.99999999999318,333.0000000000126,231.99999999999886,,1477.9999999999789
2019.02.11,58.000000000002494,48.99999999998794,-219.00000000001364,111.00000000000554,265.99999999999955,504.0000000000156,156.99999999999648,338.0000000000081,282.0000000000045,,1546.0000000000066
2019.02.11,38.99999999998904,45.99999999999049,-238.0000000000049,114.00000000000298,229.00000000000142,440.00000000001813,180.99999999999739,324.0000000000123,297.9999999999983,,1433.000000000005
2019.02.11,36.999999999998145,39.999999999995595,-251.00000000000122,111.00000000000554,185.00000000000182,341.99999999999784,182.99999999999272,305.0000000000068,282.0000000000045,,1234.0000000000018
2019.02.11,7.0000000000014495,14.999999999987246,-202.00000000001327,109.00000000000354,173.9999999999964,340.00000000000693,241.99999999999022,320.0000000000074,278.00000000000045,,1282.9999999999804
2019.02.11,-22.0000000000109,-14.000000000002899,-198.00000000000927,50.0000000000056,145.00000000000622,313.00000000000773,218.9999999999941,333.0000000000126,204.00000000000418,,1030.0000000000073
2019.02.11,-21.00000000000435,-16.000000000016,-253.00000000001432,60.99999999999994,161.00000000000003,338.0000000000161,224.99999999999432,341.0000000000082,213.00000000000762,,1048.9999999999914
2019.02.11,-22.999999999995246,-17.000000000000348,-270.99999999999903,52.000000000007596,158.0000000000026,350.00000000000585,210.99999999999852,346.00000000000364,248.99999999999923,,1055.0000000000227
2019.02.11,-12.000000000012001,-16.000000000016,-290.00000000001245,53.00000000000304,158.0000000000026,357.00000000000733,216.99999999999875,345.0000000000131,263.0000000000021,,1074.9999999999864
2019.02.11,0.0,-12.000000000012001,-283.000000000011,36.0000000000027,155.00000000000514,331.999999999999,193.9999999999884,338.0000000000081,238.0000000000049,,997.9999999999851
2019.02.11,-1.0000000000065512,28.999999999990145,-253.99999999999866,78.00000000000028,195.9999999999962,367.0000000000062,254.99999999999545,391.00000000000534,260.00000000000466,,1320.9999999999932
2019.02.11,42.999999999993044,37.99999999998249,-124.99999999999733,137.00000000000932,258.9999999999981,487.0000000000152,307.00000000000216,445.0000000000074,263.0000000000021,,1854.0000000000125
2019.02.11,18.0000000000069,8.999999999992347,-202.00000000001327,102.00000000000209,236.99999999999832,474.0000000000189,287.9999999999967,443.00000000001205,263.0000000000021,,1632.0000000000161
2019.02.11,-209.00000000001472,-36.999999999998145,-219.00000000001364,66.00000000001049,168.99999999999693,368.00000000001273,260.9999999999957,368.0000000000092,235.00000000000742,,1002.0000000000059
2019.02.11,-212.00000000001216,-80.00000000001339,-239.00000000001143,38.0000000000047,156.00000000000057,380.00000000000256,202.99999999998875,342.00000000001296,168.00000000000148,,755.999999999974
2019.02.11,-148.99999999999915,-118.00000000001809,-171.99999999999437,0.0,99.00000000000463,340.00000000000693,231.99999999999932,348.0000000000132,102.00000000000209,,682.0000000000146
2019.02.11,-124.00000000001299,-103.00000000000864,-138.0000000000159,-19.999999999997797,78.99999999999574,205.00000000001074,277.000000000001,385.0000000000051,39.00000000000014,,599.9999999999774
2019.02.11,-344.99999999999534,-180.0000000000024,-124.00000000001299,-41.9999999999976,48.000000000003595,170.00000000000347,305.9999999999974,411.00000000000136,0.0,,243.99999999999756
2019.02.11,-322.00000000000006,-232.00000000000998,-134.99999999999625,-52.99999999999194,65.00000000000395,362.00000000001785,296.99999999999704,424.0000000000066,4.000000000004,,410.00000000003126
2019.02.11,-337.0000000000095,-218.00000000000708,-154.0000000000097,-32.999999999994145,73.00000000000084,358.9999999999982,289.0000000000015,403.0000000000058,41.000000000002146,,422.99999999998795
2019.02.11,-245.0000000000063,-162.00000000001768,-153.00000000000313,-35.999999999991594,68.99999999999685,235.00000000000742,253.99999999999068,366.00000000001387,-31.999999999998696,,295.9999999999914
2019.02.11,-123.00000000000644,-72.0000000000054,-76.0000000000094,-48.99999999999905,65.00000000000395,182.0000000000155,216.99999999999875,344.0000000000083,-56.0000000000005,,432.00000000000574
2019.02.11,-310.0000000000103,-139.00000000000023,-175.99999999999838,-139.99999999999568,-5.999999999994898,99.00000000000463,161.99999999999193,307.00000000000216,-75.9999999999983,,-278.999999999999
2019.02.11,-339.0000000000004,-165.9999999999995,-188.00000000001037,-162.99999999999093,-34.000000000000696,82.00000000000429,144.99999999999602,285.0000000000108,-127.99999999999478,,-505.99999999998545
2019.02.11,-310.9999999999946,-141.00000000001333,-150.00000000000568,-193.99999999999417,-5.999999999994898,121.00000000001555,183.9999999999975,359.00000000000887,-165.9999999999995,,-303.9999999999803
2019.02.11,-446.0000000000131,-144.0000000000108,-165.00000000001512,-159.9999999999935,-7.0000000000014495,101.00000000001774,223.99999999998954,411.00000000000136,-119.00000000000244,,-305.0000000000278
2019.02.11,-618.0000000000074,-375.0000000000142,-238.0000000000049,-223.99999999999088,-88.99999999999464,53.00000000001415,244.99999999999034,381.0000000000002,-173.00000000000094,,-1038.000000000008
