date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,EURJPY,EURNZD,CADJPY,NZDJPY,NZDCAD,empty,sum
2016.11.28,-83.00000000001084,108.99999999999466,205.99999999999508,-26.999999999999247,-87.99999999999919,70.99999999999795,-53.999999999998494,-289.0000000000059,242.999999999995,-367.99999999999056,22.999999999996135,-168.99999999999693,-15.000000000000568,171.99999999999704,-278.00000000000045,,-547.0000000000264
2016.11.28,-116.00000000000499,63.99999999999295,228.99999999999034,14.000000000002899,5.999999999994898,-13.00000000000523,-85.00000000000173,-280.9999999999979,219.99999999999886,-439.99999999999596,-77.00000000001239,-19.00000000001345,-39.00000000000148,30.000000000001137,-138.00000000000477,,-645.0000000000568
2016.11.28,-117.00000000001154,93.99999999999409,421.0000000000047,31.999999999998696,29.999999999996696,9.999999999990905,-34.000000000000696,-297.9999999999983,251.00000000000477,-692.0000000000038,-66.0000000000025,10.999999999983245,-115.0000000000091,24.999999999991473,-256.0000000000007,,-704.000000000062
2016.11.28,-231.0000000000034,-145.00000000001023,255.99999999998957,0.0,-51.000000000001044,-91.00000000000819,-25.999999999992696,-231.0000000000034,69.99999999999318,-641.999999999987,-172.00000000001125,27.999999999983594,-198.0000000000075,-52.00000000000671,-251.00000000000122,,-1736.0000000000662
2016.11.28,-273.9999999999965,-237.00000000000898,150.99999999999002,-37.99999999999359,-94.00000000000519,-82.00000000000784,-25.999999999992696,-209.00000000000364,21.99999999999136,-560.9999999999893,-154.00000000001057,75.00000000000284,-195.0000000000074,-69.00000000000261,-233.00000000000543,,-1924.0000000000396
2016.11.28,-211.00000000000563,-477.00000000000387,109.00000000000354,-2.999999999997449,-153.99999999999858,-191.0000000000025,38.0000000000047,-85.99999999999719,-346.00000000000364,-431.0000000000036,-283.00000000000125,114.99999999999844,-347.0000000000084,-173.00000000000182,-282.99999999999994,,-2723.0000000000173
2016.11.28,-246.00000000001288,-781.0000000000059,25.00000000000835,78.00000000000028,-126.99999999999933,-439.9999999999977,21.999999999999797,26.999999999999247,-689.9999999999977,-374.999999999992,-534.000000000006,251.99999999998556,-516.0000000000053,-414.0000000000015,-190.00000000000128,,-3909.0000000000264
2016.11.28,-297.0000000000139,-1058.0000000000068,-86.0000000000083,-102.00000000000209,-263.0000000000021,-632.9999999999956,13.00000000000745,-99.00000000000463,-983.0000000000041,-299.99999999998914,-727.0000000000039,104.99999999999955,-654.0000000000106,-463.0000000000081,-290.00000000000136,,-5837.000000000044
2016.11.28,-459.0000000000094,-1213.0000000000082,-161.99999999999548,-247.99999999999267,-360.0000000000048,-662.0000000000061,58.000000000002494,-156.00000000000057,-992.999999999995,-421.0000000000047,-608.0000000000041,255.99999999998957,-724.0000000000038,-459.0000000000032,-368.00000000000165,,-6519.000000000036
2016.11.28,-704.0000000000157,-1135.000000000005,-286.00000000000847,-273.000000000001,-479.0000000000072,-643.0000000000007,-46.999999999997044,-221.99999999999997,-631.0000000000002,-594.99999999999,-618.9999999999998,-112.000000000001,-591.9999999999987,-278.99999999999636,-439.0000000000005,,-7056.000000000023
2016.11.28,-616.0000000000165,-889.00000000001,-251.00000000000122,-302.0000000000023,-365.0000000000042,-462.0000000000033,-75.9999999999983,-295.99999999999625,-411.00000000000136,-522.0000000000002,-409.000000000006,55.99999999998939,-424.0000000000066,-225.00000000000853,-312.9999999999966,,-5505.000000000062
2016.11.28,-546.000000000002,-818.000000000012,-194.0000000000053,-298.9999999999937,-395.0000000000009,-435.0000000000023,-70.99999999999883,-322.00000000000006,-397.0000000000198,-504.9999999999999,-406.0000000000059,-106.00000000000608,-409.000000000006,-138.9999999999958,-395.99999999999636,,-5438.000000000045
2016.11.28,-572.0000000000169,-1029.0000000000105,-204.00000000000418,-359.99999999999363,-475.0000000000032,-561.9999999999976,-19.999999999997797,-329.00000000000153,-635.0000000000193,-522.0000000000002,-534.000000000006,-158.0000000000137,-563.0000000000024,-200.00000000000284,-500.00000000000045,,-6663.000000000071
2016.11.28,-536.0000000000032,-957.0000000000078,-256.00000000001177,-351.0000000000013,-470.9999999999992,-510.9999999999957,-60.99999999999994,-331.0000000000035,-584.0000000000032,-404.0000000000044,-471.00000000000364,-161.99999999999548,-477.00000000000387,-153.99999999999636,-456.00000000000085,,-6182.00000000003
2016.11.28,-482.00000000000466,-1004.0000000000049,-239.00000000001143,-319.0000000000026,-494.00000000000557,-537.9999999999967,-37.99999999999359,-287.9999999999994,-706.0000000000173,-356.9999999999851,-456.00000000000307,-127.00000000001043,-524.0000000000009,-162.9999999999967,-500.00000000000045,,-6235.000000000033
2016.11.28,-436.00000000001415,-667.0000000000016,-256.99999999999613,-314.0000000000032,-431.99999999999903,-269.999999999996,-90.99999999999665,-324.9999999999975,-340.0000000000034,-273.9999999999965,-219.0000000000083,-139.00000000000023,-261.0000000000099,6.000000000000227,-400.00000000000034,,-4419.000000000023
2016.11.28,-480.99999999999807,-875.0,-265.0000000000041,-315.9999999999941,-479.0000000000072,-454.00000000000773,-81.9999999999932,-312.00000000000114,-549.0000000000066,-324.9999999999975,-435.0000000000023,-236.99999999999832,-411.00000000000136,-88.99999999999864,-461.0000000000003,,-5771.000000000009
2016.11.28,-426.00000000001523,-853.0000000000086,-287.9999999999994,-420.9999999999936,-531.9999999999991,-472.0000000000084,-121.99999999999989,-446.9999999999974,-581.0000000000173,-218.99999999999142,-482.00000000001353,-449.9999999999948,-383.0000000000098,-13.999999999995794,-509.9999999999993,,-6200.000000000044
2016.11.28,-395.99999999999636,-725.0000000000085,-178.00000000001148,-403.99999999999324,-490.999999999997,-275.99999999999625,-20.999999999993246,-385.000000000002,-456.0000000000173,-316.99999999998954,-318.00000000001205,-322.00000000000006,-352.00000000000387,31.999999999996476,-536.9999999999986,,-5146.000000000022
2016.11.28,-408.00000000000836,-859.0000000000089,-157.99999999999147,-447.99999999999284,-551.0000000000015,-343.0000000000035,36.0000000000027,-385.000000000002,-610.0000000000136,-361.9999999999957,-387.00000000000045,-350.00000000000585,-463.0000000000081,1.9999999999953388,-629.0000000000018,,-5915.000000000035
2016.11.28,-528.0000000000174,-948.0000000000075,-228.00000000000597,-507.9999999999973,-575.0000000000033,-406.9999999999965,17.000000000000348,-429.0000000000016,-585.000000000008,-434.000000000001,-367.00000000000443,-266.999999999995,-484.99999999999943,-31.00000000000591,-617.0000000000009,,-6392.000000000045
2016.11.28,-389.0000000000171,-855.000000000004,-231.0000000000034,-404.99999999999983,-514.9999999999987,-365.0000000000091,-18.999999999991246,-358.0000000000028,-622.0000000000141,-241.99999999998667,-313.0000000000024,-205.99999999999508,-415.00000000000625,-34.000000000006025,-529.9999999999972,,-5499.0000000000355
2016.11.28,-338.0000000000161,-736.0000000000042,-174.99999999999181,-363.0000000000022,-496.00000000000756,-329.9999999999983,-48.99999999999905,-373.99999999999653,-530.0000000000011,-244.9999999999841,-273.00000000001035,-259.0000000000092,-358.0000000000041,27.999999999991587,-541.9999999999981,,-5040.00000000003
2016.11.28,157.99999999999147,-606.0000000000088,-178.00000000001148,-307.0000000000017,-428.00000000000614,-283.00000000000125,-102.00000000000209,-370.00000000000364,-925.0000000000114,429.99999999999704,-278.0000000000058,-302.0000000000023,-263.00000000000523,45.000000000001705,-453.0000000000034,,-3862.0000000000737
2016.11.28,261.9999999999845,-440.00000000001194,-218.00000000000708,-288.9999999999948,-324.00000000000205,-168.00000000000637,-161.99999999999548,-387.99999999999943,-840.0000000000034,619.000000000014,-181.0000000000116,-173.00000000000094,-114.00000000000432,46.999999999997044,-285.00000000000193,,-2654.0000000000437
2016.11.28,201.99999999999108,-618.0000000000092,-234.00000000000088,-339.99999999999585,-343.00000000000443,-370.00000000000455,-186.99999999999272,-458.9999999999983,-990.0000000000091,554.00000000001,-410.0000000000108,-262.00000000000665,-237.00000000000898,-61.00000000000705,-292.00000000000335,,-4047.0000000000505
2016.11.28,540.9999999999915,-528.0000000000058,-52.99999999999194,-241.99999999999778,-241.00000000000233,-506.0000000000002,-239.0000000000003,-509.9999999999993,-1260.9999999999957,791.0000000000084,-542.0000000000016,-334.00000000001205,-282.0000000000107,-111.0000000000042,-285.9999999999974,,-3803.0000000000196
