date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,EURJPY,EURNZD,CADJPY,NZDJPY,NZDCAD,empty,sum
2016.11.28,-728.0000000000175,-1149.000000000001,-293.0000000000099,-336.9999999999984,-490.00000000000153,-653.0000000000058,-78.99999999999574,-314.0000000000032,-641.0000000000196,-688.9999999999841,-624.0000000000094,-134.99999999999625,-597.999999999999,-322.00000000000273,-456.00000000000085,,-7508.000000000045
2016.11.28,-661.0000000000005,-996.9999999999999,-249.00000000001032,-344.99999999999534,-455.0000000000054,-557.0000000000022,-74.99999999999174,-336.00000000000296,-548.0000000000018,-617.0000000000009,-522.0000000000056,-155.00000000001623,-524.0000000000009,-242.00000000000443,-451.0000000000014,,-6734.00000000004
2016.11.28,-572.0000000000169,-1030.0000000000011,-204.00000000000418,-375.9999999999986,-487.99999999999955,-567.9999999999978,-76.99999999999375,-370.9999999999991,-641.0000000000196,-560.9999999999893,-536.0000000000014,-226.99999999999943,-564.0000000000072,-212.0000000000033,-522.9999999999957,,-6950.000000000027
2016.11.28,-572.0000000000169,-1100.0000000000086,-269.9999999999925,-369.99999999999255,-496.00000000000756,-629.9999999999955,-61.999999999995396,-343.00000000000443,-742.0000000000186,-522.0000000000002,-592.000000000013,-190.00000000000128,-606.9999999999993,-246.9999999999999,-509.9999999999993,,-7253.000000000045
2016.11.28,-543.0000000000045,-1010.0000000000051,-258.0000000000027,-349.99999999999477,-504.9999999999999,-546.999999999997,-63.00000000000195,-333.0000000000055,-719.0000000000225,-428.9999999999905,-480.000000000004,-194.0000000000053,-529.0000000000106,-164.00000000000148,-512.0000000000014,,-6636.000000000049
2016.11.28,-509.00000000000387,-1034.000000000006,-306.00000000000625,-395.99999999999636,-536.9999999999986,-561.9999999999976,-97.9999999999981,-356.9999999999962,-727.0000000000039,-377.9999999999894,-489.0000000000043,-225.00000000000853,-531.0000000000059,-162.9999999999967,-534.9999999999966,,-6847.000000000007
2016.11.28,-514.0000000000144,-959.0000000000032,-300.00000000001137,-365.99999999999966,-514.0000000000033,-519.0000000000055,-114.99999999999844,-356.00000000000074,-665.9999999999968,-336.00000000000296,-495.00000000000455,-290.00000000001245,-457.9999999999984,-112.99999999999955,-485.0000000000021,,-6486.000000000053
2016.11.28,-490.0000000000126,-933.0000000000069,-300.99999999999574,-425.99999999999307,-544.0,-501.0000000000048,-124.99999999999733,-453.0000000000034,-623.9999999999952,-348.9999999999993,-489.0000000000043,-480.00000000001376,-447.00000000000273,-125.0,-534.0000000000011,,-6821.00000000003
2016.11.28,-448.000000000004,-855.000000000004,-304.9999999999997,-439.0000000000005,-536.0000000000032,-478.9999999999992,-156.99999999999602,-453.0000000000034,-590.0000000000034,-322.00000000000006,-487.99999999999955,-456.9999999999963,-385.0000000000051,-28.999999999996362,-543.0000000000045,,-6486.0000000000155
2016.11.28,-490.999999999997,-1036.0000000000014,-225.00000000000853,-473.99999999999665,-578.0000000000007,-481.00000000000875,-32.999999999994145,-423.0000000000067,-823.0000000000075,-405.9999999999952,-514.00000000001,-388.0000000000106,-554.000000000002,-103.00000000000864,-629.0000000000018,,-7158.000000000051
2016.11.28,-598.0000000000097,-966.0000000000082,-232.00000000000998,-507.9999999999973,-578.0000000000007,-426.00000000000193,-27.999999999994696,-431.0000000000036,-775.0000000000057,-539.0000000000006,-451.0000000000076,-385.99999999999744,-554.000000000002,-73.0000000000075,-672.0000000000059,,-7217.000000000051
2016.11.28,-585.0000000000133,-1059.0000000000118,-283.000000000011,-517.9999999999962,-605.0,-478.9999999999992,-29.999999999996696,-439.0000000000005,-736.9999999999948,-459.99999999999375,-476.0000000000133,-337.0000000000095,-561.000000000007,-100.99999999999909,-631.9999999999992,,-7302.0000000000455
2016.11.28,-421.0000000000047,-868.0000000000092,-258.0000000000027,-420.9999999999936,-526.9999999999997,-415.00000000000625,-63.00000000000195,-399.0000000000049,-637.0000000000005,-354.9999999999942,-358.0000000000041,-283.99999999999534,-424.0000000000066,-40.00000000000625,-555.0000000000055,,-6025.0000000000355
2016.11.28,-350.00000000000585,-776.0000000000105,-255.00000000000523,-373.99999999999653,-506.0000000000064,-370.00000000000455,-173.00000000000094,-458.9999999999983,-1020.0000000000102,-266.999999999995,-323.0000000000075,-357.00000000000733,-387.00000000000045,-1.0000000000047748,-546.000000000002,,-6164.000000000054
2016.11.28,160.00000000000458,-606.0000000000088,-258.0000000000027,-329.00000000000153,-428.00000000000614,-289.0000000000015,-202.9999999999976,-445.0000000000065,-971.0000000000036,424.00000000000216,-283.00000000000125,-331.0000000000146,-264.00000000001,18.000000000000682,-453.0000000000034,,-4258.00000000005
2016.11.28,194.99999999998963,-749.0000000000094,-285.00000000000193,-361.9999999999957,-377.0000000000051,-427.99999999999727,-191.99999999999218,-470.9999999999992,-1183.9999999999975,531.0000000000148,-462.0000000000033,-262.00000000000665,-304.00000000000205,-112.99999999999955,-331.0000000000035,,-4794.000000000009
2016.11.28,146.00000000000168,-728.0000000000086,-236.99999999999832,-341.99999999999784,-345.0000000000064,-534.000000000006,-242.99999999999324,-519.0000000000028,-1472.0000000000084,390.0000000000015,-602.0000000000039,-391.000000000008,-353.9999999999992,-168.00000000000637,-331.0000000000035,,-5730.00000000004
2016.11.28,443.99999999999994,-596.0000000000036,-82.00000000000429,-263.0000000000021,-257.0000000000072,-620.0000000000045,-315.9999999999941,-582.0000000000048,-1368.9999999999998,636.9999999999986,-675.0000000000114,-461.0000000000003,-326.9999999999982,-147.99999999999613,-304.9999999999997,,-4920.000000000028
2016.11.28,471.9999999999835,-504.0000000000049,-90.99999999999665,-229.99999999999687,-226.00000000000398,-600.9999999999991,-347.9999999999928,-590.999999999997,-1349.000000000018,717.9999999999964,-600.0000000000085,-465.0000000000043,-275.0000000000057,-111.0000000000042,-278.00000000000045,,-4479.000000000053
2016.11.28,529.0000000000017,-361.0000000000042,-163.00000000000205,-127.99999999999478,-165.9999999999995,-475.0000000000085,-480.99999999999807,-570.0000000000039,-1179.000000000002,705.0000000000001,-552.0000000000067,-463.9999999999977,-188.0000000000024,-75.00000000000284,-229.99999999999687,,-3798.0000000000177
2016.11.28,261.9999999999845,-262.00000000000045,-695.0000000000011,-220.99999999999343,-277.000000000005,-438.0000000000024,-751.9999999999972,-617.0000000000009,-893.0000000000007,887.9999999999999,-507.000000000005,-697.0000000000143,27.999999999991587,27.999999999991587,-117.00000000000044,,-4270.000000000052
2016.11.28,209.9999999999991,-225.00000000000853,-733.0000000000059,-237.99999999999378,-282.0000000000045,-456.00000000000307,-809.9999999999997,-707.000000000002,-689.9999999999977,1085.0000000000027,-592.000000000013,-861.0000000000007,287.9999999999967,120.00000000000455,73.00000000000084,,-3818.000000000025
2016.11.28,419.9999999999982,-252.00000000000955,-907.0000000000133,-256.0000000000007,-240.00000000000688,-525.0000000000057,-946.9999999999978,-751.9999999999972,-836.0000000000127,1374.0000000000086,-668.0000000000064,-914.9999999999991,368.9999999999998,57.00000000000216,180.0000000000024,,-3898.0000000000373
2016.11.28,322.00000000000006,-232.00000000001353,-753.0000000000036,-326.9999999999995,-295.0000000000008,-528.0000000000058,-847.9999999999932,-765.0000000000045,-840.0000000000034,1191.0000000000086,-662.0000000000061,-868.000000000002,289.0000000000015,72.99999999999329,75.9999999999983,,-4167.00000000003
2016.11.28,323.99999999999096,-573.0000000000075,-975.9999999999991,-468.9999999999972,-346.0000000000019,-628.0000000000001,-835.9999999999923,-802.9999999999982,-1100.0000000000227,1353.000000000004,-697.0000000000027,-795.9999999999967,234.99999999999943,-34.000000000006025,78.99999999999574,,-5267.0000000000355
2016.11.28,364.9999999999931,-586.0000000000127,-957.0000000000078,-441.0000000000025,-324.00000000000205,-725.0000000000085,-856.9999999999967,-839.0000000000009,-1408.0000000000155,1470.0000000000157,-878.0000000000001,-834.0000000000014,55.999999999997385,-106.99999999999932,82.99999999999974,,-5982.000000000042
2016.11.28,224.99999999998633,-736.0000000000042,-956.0000000000013,-490.999999999997,-373.99999999999653,-775.9999999999962,-796.9999999999922,-851.0000000000017,-1228.0000000000086,1384.0000000000075,-889.00000000001,-802.0000000000139,65.99999999998829,-164.00000000000148,143.00000000000423,,-6246.000000000036
2016.11.28,292.00000000000335,-632.000000000005,-946.0000000000024,-447.99999999999284,-336.9999999999984,-814.9999999999977,-953.9999999999993,-831.000000000004,-1316.0000000000025,1425.0000000000095,-975.0000000000085,-853.0000000000149,107.99999999998988,-146.0000000000008,166.99999999999494,,-6261.000000000028
2016.11.28,461.99999999998465,-458.0000000000126,-937.00000000001,-344.99999999999534,-229.99999999999687,-718.0000000000035,-954.9999999999948,-822.0000000000005,-1151.0000000000105,1693.9999999999955,-849.0000000000038,-785.0000000000134,287.9999999999967,-96.00000000000364,322.00000000000006,,-4580.000000000068
2016.11.28,422.9999999999956,-466.0000000000082,-914.9999999999991,-315.9999999999941,-228.00000000000597,-632.000000000005,-896.9999999999923,-761.0000000000006,-1123.0000000000189,1653.0000000000155,-812.0000000000118,-743.0000000000048,277.000000000001,-91.99999999999875,292.9999999999988,,-4339.000000000028
2016.11.28,373.00000000000114,-588.0000000000081,-916.0000000000057,-354.9999999999942,-257.0000000000072,-701.9999999999982,-851.9999999999972,-746.0000000000023,-1183.0000000000211,1517.0000000000127,-850.0000000000085,-697.9999999999986,173.99999999999238,-150.99999999999625,265.0000000000041,,-4969.000000000027
2016.11.28,297.9999999999983,-590.0000000000034,-853.9999999999992,-392.9999999999989,-312.00000000000114,-698.0000000000075,-796.9999999999922,-760.0000000000051,-1167.0000000000016,1426.0000000000161,-824.0000000000123,-720.0000000000095,152.00000000000102,-118.99999999999977,165.00000000000404,,-5193.000000000012
2016.11.28,293.99999999999426,-641.0000000000053,-856.0000000000123,-410.9999999999947,-329.999999999997,-689.0000000000072,-748.9999999999997,-741.0000000000027,-1180.0000000000068,1390.0000000000023,-808.0000000000069,-729.0000000000018,88.99999999999864,-105.00000000000398,95.00000000000064,,-5371.000000000041
2016.11.28,349.99999999998363,-579.0000000000077,-780.000000000003,-380.00000000000256,-312.9999999999966,-652.000000000001,-720.9999999999939,-726.9999999999999,-1171.999999999997,1392.9999999999998,-779.0000000000106,-699.0000000000052,106.99999999999932,-106.99999999999932,109.99999999999899,,-4949.0000000000355
2016.11.28,414.00000000000324,-553.0000000000115,-790.0000000000018,-363.0000000000022,-297.00000000000284,-635.9999999999957,-722.9999999999959,-719.000000000003,-1245.0000000000045,1391.0000000000089,-739.0000000000043,-675.0000000000034,88.99999999999864,-106.99999999999932,109.99999999999899,,-4843.000000000015
2016.11.28,412.9999999999967,-702.0000000000124,-783.0000000000003,-358.9999999999982,-280.9999999999979,-722.0000000000084,-692.9999999999992,-673.9999999999968,-1367.999999999995,1453.9999999999998,-781.0000000000059,-608.0000000000085,7.999999999995566,-204.00000000000773,124.99999999999733,,-5175.000000000039
2016.11.28,405.9999999999952,-737.000000000009,-825.9999999999934,-369.99999999999255,-296.0000000000074,-781.9999999999965,-723.9999999999914,-687.0000000000043,-1443.000000000012,1453.0000000000155,-819.0000000000026,-524.9999999999977,-4.0000000000048885,-213.99999999999864,129.9999999999968,,-5438.000000000004
2016.11.28,363.0000000000022,-928.0000000000115,-896.000000000008,-436.00000000000307,-353.99999999999875,-868.9999999999998,-709.9999999999995,-687.0000000000043,-1643.0000000000007,1546.000000000003,-922.0000000000113,-512.0000000000014,-79.9999999999983,-305.9999999999974,136.99999999999824,,-6297.00000000003
2016.11.29,402.9999999999978,-984.9999999999994,-984.000000000007,-424.00000000000216,-365.99999999999966,-1040.0000000000064,-717.000000000001,-690.9999999999972,-1707.000000000022,1610.0000000000002,-1036.0000000000014,-785.9999999999978,-124.00000000000944,-314.00000000000716,136.00000000000279,,-7025.00000000005
2016.11.29,377.9999999999894,-983.0000000000041,-903.0000000000093,-481.9999999999935,-392.00000000000347,-1010.9999999999957,-723.9999999999914,-768.9999999999975,-1699.0000000000123,1551.0000000000134,-1033.0000000000014,-678.0000000000008,-174.0000000000066,-308.00000000000693,100.00000000000009,,-7127.00000000002
2016.11.29,378.999999999996,-1021.0000000000008,-923.0000000000072,-480.99999999999807,-401.00000000000693,-998.0000000000047,-730.9999999999927,-756.9999999999966,-1721.0000000000036,1590.0000000000025,-1054.000000000002,-699.0000000000052,-140.00000000000057,-305.0000000000068,78.99999999999574,,-7183.000000000032
2016.11.29,374.999999999992,-1182.0000000000023,-920.0000000000097,-527.9999999999951,-441.99999999999795,-1070.0000000000073,-702.9999999999981,-746.0000000000023,-1990.000000000009,1600.0000000000014,-1127.0000000000095,-645.0000000000067,-248.00000000000466,-370.00000000000455,43.00000000000415,,-7953.000000000047
2016.11.29,411.99999999999017,-1127.0000000000095,-920.9999999999941,-534.9999999999966,-433.0000000000056,-1022.0000000000056,-705.0000000000001,-770.000000000004,-1944.0000000000168,1652.000000000009,-1100.0000000000086,-680.9999999999983,-203.00000000000296,-320.0000000000074,55.000000000005045,,-7642.000000000045
2016.11.29,370.999999999988,-1048.0000000000018,-946.0000000000024,-554.9999999999944,-443.0000000000045,-933.9999999999975,-678.0000000000008,-780.000000000003,-1832.000000000022,1622.9999999999966,-1026.0000000000105,-692.0000000000038,-142.00000000001012,-274.0000000000009,53.00000000000304,,-7303.000000000065
2016.11.29,489.99999999999045,-845.0000000000131,-893.9999999999948,-487.99999999999955,-372.0000000000057,-819.0000000000026,-734.9999999999968,-767.0000000000066,-1676.0000000000161,1734.0000000000134,-910.0000000000108,-661.0000000000005,-31.00000000000591,-194.00000000000261,88.99999999999464,,-6079.000000000057
2016.11.29,486.999999999993,-910.0000000000108,-862.0000000000072,-524.9999999999977,-387.000000000004,-850.0000000000085,-692.9999999999992,-772.000000000006,-1675.0000000000114,1693.0000000000111,-944.0000000000026,-646.9999999999976,-72.00000000000273,-251.00000000000477,75.00000000000284,,-6333.000000000046
2016.11.29,509.00000000000387,-867.0000000000044,-827.0,-500.9999999999959,-389.000000000006,-871.0000000000093,-709.9999999999995,-817.9999999999965,-1658.0000000000155,1679.0000000000082,-946.0000000000122,-768.9999999999975,-61.00000000000705,-189.99999999999773,43.999999999999595,,-6375.000000000029
2016.11.29,522.9999999999845,-818.000000000012,-788.9999999999952,-458.9999999999983,-383.0,-862.9999999999995,-710.999999999995,-780.9999999999984,-1671.0000000000207,1659.0000000000105,-983.0000000000041,-829.0000000000131,-61.00000000000705,-189.00000000000716,14.000000000002899,,-6341.000000000052
2016.11.29,573.0000000000013,-772.0000000000056,-757.999999999992,-398.9999999999938,-362.00000000000676,-826.9999999999982,-693.9999999999947,-717.9999999999964,-1625.0,1635.0000000000086,-942.0000000000073,-771.9999999999949,-35.0000000000108,-204.00000000000773,38.0000000000047,,-5861.999999999994
2016.11.29,588.9999999999951,-740.0000000000091,-652.9999999999925,-252.99999999999213,-346.9999999999973,-829.0000000000077,-668.0000000000019,-601.000000000007,-1608.000000000004,1546.000000000003,-970.0000000000131,-802.0000000000139,-94.99999999999886,-174.99999999999716,-31.999999999998696,,-5638.0000000000355
2016.11.29,573.9999999999857,-862.9999999999995,-629.0000000000128,-293.99999999999426,-375.9999999999986,-927.9999999999973,-634.9999999999967,-626.0000000000043,-1736.9999999999948,1536.000000000004,-1038.000000000011,-802.0000000000139,-184.0000000000117,-201.00000000000762,-68.99999999999685,,-6272.00000000005
2016.11.29,565.9999999999999,-918.0000000000064,-696.0000000000077,-383.0,-417.0000000000007,-963.0000000000081,-648.9999999999995,-706.0000000000066,-1774.000000000001,1524.9999999999986,-1066.0000000000025,-883.0000000000116,-183.00000000000693,-257.99999999999557,-99.00000000000463,,-6904.000000000053
2016.11.29,531.9999999999991,-879.0000000000049,-661.0000000000005,-378.00000000000057,-404.99999999999983,-939.9999999999977,-625.9999999999932,-695.9999999999966,-1734.0000000000089,1526.0000000000052,-1044.0000000000111,-855.0000000000058,-180.00000000000682,-195.99999999999795,-92.99999999999864,,-6629.000000000018
2016.11.29,487.99999999999955,-828.000000000003,-669.9999999999928,-383.0,-451.9999999999969,-841.0000000000082,-612.9999999999969,-690.9999999999972,-1633.0000000000098,1461.0000000000011,-936.000000000007,-887.9999999999999,-132.000000000005,-109.00000000000887,-143.9999999999997,,-6371.0000000000255
2016.11.29,427.99999999998397,-865.0000000000091,-768.9999999999975,-430.9999999999925,-492.999999999999,-853.9999999999992,-658.9999999999985,-721.000000000005,-1602.0000000000039,1479.0000000000082,-939.0000000000072,-927.9999999999955,-120.00000000000455,-88.00000000000807,-155.00000000000514,,-6717.000000000033
2016.11.29,392.9999999999989,-800.0000000000114,-768.9999999999975,-412.00000000000125,-468.9999999999972,-784.000000000006,-671.9999999999948,-711.000000000006,-1475.0000000000227,1453.0000000000155,-855.000000000004,-917.0000000000123,-70.00000000000739,-61.99999999999761,-109.00000000000354,,-6259.000000000046
2016.11.29,418.9999999999916,-720.0000000000131,-737.9999999999942,-344.99999999999534,-463.9999999999977,-740.9999999999997,-690.9999999999972,-665.9999999999999,-1449.0000000000123,1445.0000000000073,-831.0000000000031,-987.0000000000045,-9.000000000000341,-25.000000000005684,-117.99999999999588,,-5920.000000000019
2016.11.29,442.9999999999934,-556.0000000000116,-693.0000000000102,-356.00000000000074,-475.99999999999864,-600.0000000000085,-673.9999999999968,-670.000000000004,-1308.0000000000211,1412.9999999999975,-739.0000000000043,-1036.999999999999,70.99999999999795,102.00000000000387,-165.9999999999995,,-5246.000000000062
2016.11.29,374.999999999992,-649.0000000000009,-703.9999999999935,-458.00000000000284,-570.0000000000039,-659.9999999999966,-674.9999999999923,-807.0000000000022,-1305.0000000000068,1207.0000000000025,-674.0000000000066,-1039.000000000012,24.00000000000091,112.99999999999955,-368.00000000000165,,-6190.000000000024
2016.11.29,331.999999999999,-490.99999999999966,-605.9999999999955,-463.9999999999977,-575.0000000000033,-582.0000000000078,-652.9999999999925,-826.0000000000045,-1043.0000000000064,1028.0000000000066,-508.0000000000098,-1112.0000000000018,65.99999999998829,260.9999999999957,-358.0000000000028,,-5531.000000000033
2016.11.29,226.99999999999943,-214.00000000001285,-473.0000000000123,-370.9999999999991,-472.00000000000574,-439.00000000000716,-639.0000000000007,-806.0000000000067,-707.000000000022,782.000000000016,-454.00000000000773,-1107.999999999998,174.99999999999716,293.99999999999693,-311.00000000000574,,-4516.000000000068
2016.11.29,-209.00000000001472,-291.000000000011,-507.000000000013,-286.99999999999284,-526.9999999999997,-415.00000000000625,-617.9999999999964,-687.9999999999998,-492.999999999995,324.9999999999975,-455.0000000000125,-1133.0000000000061,152.9999999999916,311.9999999999976,-372.0000000000057,,-5205.000000000066
2016.11.29,-190.00000000000128,-334.0000000000032,-502.00000000000244,-236.00000000000287,-504.9999999999999,-396.0000000000008,-579.9999999999916,-575.0000000000033,-347.0000000000084,336.00000000000296,-426.00000000000193,-1105.0000000000005,135.99999999999568,298.0000000000018,-346.9999999999973,,-4773.000000000013
2016.11.29,-165.9999999999995,-352.00000000000387,-490.999999999997,-280.00000000000244,-558.000000000003,-483.0000000000041,-607.9999999999974,-668.9999999999974,-334.0000000000032,354.0000000000099,-445.0000000000074,-1177.000000000006,108.99999999999466,331.99999999999363,-409.99999999999926,,-5178.000000000022
2016.11.29,-339.0000000000004,-311.00000000000705,-516.0000000000053,-307.0000000000017,-609.000000000004,-451.0000000000076,-622.0000000000003,-682.0000000000048,-237.99999999999955,148.99999999999915,-385.0000000000051,-1200.0000000000011,141.9999999999959,396.99999999999136,-470.9999999999992,,-5443.00000000005
2016.11.29,-283.000000000011,-258.0000000000098,-496.00000000000756,-236.99999999999832,-592.0000000000036,-396.0000000000008,-620.9999999999937,-606.0000000000065,-167.0000000000016,191.00000000000784,-367.00000000000443,-1221.0000000000055,170.0000000000017,441.99999999999307,-468.00000000000176,,-4909.000000000042
2016.11.29,-295.0000000000008,-186.00000000000705,-459.99999999999375,-166.99999999999494,-587.0000000000042,-414.0000000000015,-651.0000000000016,-634.9999999999967,-4.9999999999954525,87.00000000001484,-337.0000000000033,-1419.0000000000148,215.99999999999397,474.00000000000375,-522.0000000000002,,-4901.000000000002
2016.11.29,-250.00000000001688,66.99999999999307,-445.0000000000065,-107.00000000000153,-607.0000000000019,-251.00000000000477,-671.9999999999948,-589.0000000000061,274.99999999997726,63.000000000013046,-234.00000000000887,-1466.9999999999961,322.9999999999933,679.9999999999926,-551.9999999999969,,-3766.0000000000646
2016.11.29,-273.0000000000121,81.99999999999363,-432.0000000000102,-100.99999999999554,-575.0000000000033,-228.9999999999992,-713.9999999999924,-589.0000000000061,254.99999999999545,107.00000000001265,-205.0000000000125,-1490.999999999998,399.0000000000009,650.9999999999962,-480.99999999999807,,-3596.000000000029
2016.11.29,-202.00000000001327,262.999999999991,-466.9999999999952,-98.99999999999353,-480.0000000000027,-153.99999999999636,-690.0000000000017,-548.0000000000041,459.99999999997954,-73.99999999999629,-104.00000000001342,-1378.9999999999968,451.9999999999982,650.9999999999962,-456.00000000000085,,-2827.0000000000496
2016.11.29,-514.0000000000144,65.99999999998829,-375.9999999999986,-151.00000000000114,-592.9999999999991,-64.99999999999773,-669.9999999999928,-555.0000000000055,573.9999999999839,-290.9999999999968,-93.00000000000352,-1337.9999999999948,332.9999999999984,679.000000000002,-573.9999999999967,,-3568.0000000000296
2016.11.29,-517.9999999999962,-7.000000000005002,-435.9999999999919,-186.99999999999272,-624.9999999999977,-189.99999999999773,-596.9999999999919,-600.0000000000006,521.9999999999914,-221.99999999998886,-123.00000000000466,-1384.0000000000075,312.9999999999882,685.9999999999928,-609.9999999999994,,-3978.0000000000014
2016.11.29,-536.0000000000032,-199.00000000001228,-646.9999999999976,-273.000000000001,-846.9999999999977,-284.9999999999966,-627.9999999999952,-583.0000000000002,298.0000000000018,-181.9999999999933,-158.00000000000125,-1509.0000000000048,233.99999999999466,674.9999999999972,-790.9999999999973,,-5431.000000000006
2016.11.29,-696.0000000000077,-154.00000000001057,-573.0000000000013,-346.9999999999973,-873.0000000000016,-171.99999999999704,-591.9999999999925,-641.9999999999982,376.0000000000048,-336.00000000000296,-34.000000000006025,-1520.0000000000102,298.9999999999924,805.9999999999974,-799.0000000000052,,-5257.000000000036
2016.11.29,-583.0000000000002,29.999999999986926,-500.00000000001154,-269.9999999999925,-773.0000000000015,-87.0000000000033,-574.9999999999922,-611.000000000006,483.99999999998045,-207.00000000000162,63.99999999999295,-1350.0000000000068,307.00000000000216,804.000000000002,-721.000000000005,,-3988.000000000055
2016.11.29,-502.00000000000244,-10.000000000005116,-598.999999999994,-264.999999999993,-765.0000000000045,-36.000000000001364,-584.9999999999911,-584.0000000000067,490.99999999998545,-75.00000000000284,131.9999999999908,-1316.0000000000061,384.00000000000034,829.9999999999983,-663.999999999998,,-3564.00000000003
2016.11.29,-571.0000000000103,-292.0000000000016,-719.000000000003,-369.99999999999255,-843.0000000000049,-192.00000000000728,-588.9999999999951,-604.0000000000045,215.0000000000034,-17.999999999984695,-37.00000000000614,-1324.9999999999984,307.9999999999927,727.9999999999944,-665.0000000000044,,-4974.000000000022
2016.11.29,-473.99999999999665,-246.00000000000932,-788.0000000000109,-361.9999999999957,-882.000000000005,-192.99999999999784,-613.9999999999924,-599.0000000000051,181.99999999998795,205.99999999999508,-36.000000000001364,-1364.0000000000095,322.9999999999933,742.0000000000044,-656.000000000001,,-4761.000000000043
2016.11.29,-473.0000000000123,-339.00000000001285,-795.9999999999967,-407.99999999999727,-900.0000000000008,-153.0000000000058,-552.9999999999924,-565.0000000000044,48.99999999997817,232.00000000000998,16.999999999995907,-1317.999999999997,277.000000000001,742.999999999995,-695.9999999999966,,-4883.000000000036
2016.11.29,-436.9999999999985,-430.0000000000068,-817.000000000001,-412.9999999999967,-870.9999999999995,-222.99999999999898,-556.0000000000009,-558.9999999999984,-42.00000000000159,293.0000000000099,-29.000000000010573,-1197.0000000000036,236.99999999999477,649.9999999999915,-644.0000000000001,,-5038.000000000021
2016.11.29,-499.000000000005,-463.0000000000081,-794.0000000000058,-417.0000000000007,-868.9999999999975,-254.99999999999545,-546.9999999999975,-580.9999999999982,-75.00000000001705,259.0000000000092,-68.00000000001205,-1182.0000000000164,213.99999999999864,612.9999999999995,-616.0000000000055,,-5280.000000000051
2016.11.29,-528.0000000000174,-531.0000000000059,-827.0,-483.0000000000001,-907.9999999999977,-287.9999999999967,-546.000000000002,-634.0000000000013,-88.00000000002228,243.00000000001543,-136.0000000000099,-1260.0000000000166,189.99999999999773,605.000000000004,-673.9999999999968,,-5865.000000000049
