date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,NZDCAD,empty,sum
2021.01.04,-1.0000000000065512,-180.0000000000024,-0.9999999999843467,-135.00000000000512,-2.0000000000131024,-17.000000000000348,-373.00000000000114,-121.00000000001555,-230.00000000000398,-17.999999999995797,-31.000000000003247,-407.99999999998704,-136.00000000000279,-397.0000000000029,-246.9999999999999,-148.00000000001478,-164.00000000000858,-60.99999999999994,-46.00000000000159,,-2716.000000000049
2021.01.04,26.999999999999247,-168.0000000000126,-2.999999999997449,-114.00000000000432,101.99999999997988,-14.999999999998348,-339.0000000000004,-119.00000000000244,-257.99999999999557,13.00000000000745,-3.0000000000085514,-319.9999999999932,236.99999999999832,-445.0000000000065,-253.0000000000001,-164.00000000000858,-205.99999999999508,-62.000000000006494,7.0000000000014495,,-2083.000000000043
2021.01.04,93.99999999999409,-238.0000000000049,-28.999999999990145,-192.99999999999784,34.99999999998504,-36.0000000000027,-456.9999999999963,-178.00000000001148,-326.0000000000076,48.000000000003595,2.000000000002,-549.999999999983,214.99999999998744,-509.00000000000387,-336.9999999999891,-175.99999999999838,-205.99999999999508,-113.00000000000753,-17.999999999995797,,-2972.0000000000114
2021.01.04,74.99999999999174,-381.0000000000091,-132.99999999998312,-195.0000000000074,11.999999999989797,51.000000000001044,-497.99999999999847,-182.0000000000155,-385.0000000000051,94.00000000000519,29.999999999996696,-649.9999999999773,364.9999999999931,-482.00000000000466,-417.99999999999216,-290.9999999999968,-168.99999999999693,-202.9999999999976,67.00000000000594,,-3293.0000000000005
2021.01.04,95.00000000000064,-378.999999999996,-105.99999999998388,-140.00000000000057,8.999999999992347,5.999999999994898,-503.99999999999335,-203.00000000001984,-341.0000000000082,104.99999999999955,-19.00000000000235,-621.9999999999857,351.99999999999676,-568.9999999999973,-369.99999999999034,-282.0000000000045,-337.0000000000095,-241.00000000000233,53.999999999998494,,-3492.000000000011
2021.01.04,143.9999999999997,-329.00000000000153,-61.99999999998429,7.999999999995566,95.999999999985,-65.00000000000395,-529.999999999986,-202.00000000001327,-106.00000000000875,111.00000000000554,-19.00000000000235,-323.99999999998386,395.99999999999636,-887.9999999999999,-159.9999999999966,-276.00000000000955,-544.9999999999955,-363.0000000000022,-36.999999999998145,,-3151.000000000004
2021.01.04,112.000000000001,-381.0000000000091,-107.99999999999699,-2.0000000000095497,-33.00000000001635,-63.00000000000195,-605.9999999999955,-248.00000000000378,-126.99999999999534,118.00000000000699,21.999999999999797,-441.0000000000025,417.0000000000007,-831.000000000004,-186.9999999999976,-229.00000000001253,-441.0000000000025,-344.99999999999534,-66.99999999999484,,-3440.0000000000305
2021.01.04,120.99999999999334,-442.9999999999934,-161.99999999999548,-2.0000000000095497,-142.0000000000199,-43.999999999999595,-635.9999999999922,-264.0000000000198,-85.00000000000796,226.99999999999943,34.000000000000696,-441.0000000000025,300.99999999999574,-597.9999999999874,-194.00000000000261,-110.00000000001009,-177.00000000000495,-312.00000000000114,-95.00000000000064,,-3022.0000000000578
2021.01.04,112.99999999999643,-455.0000000000054,-188.9999999999947,46.999999999997044,-166.00000000002169,121.99999999999989,-614.0000000000034,-279.00000000000705,-88.00000000000807,239.0000000000003,24.000000000001798,-425.9999999999877,295.0000000000008,-441.0000000000025,-221.9999999999942,-121.99999999999989,-70.99999999999883,-56.000000000011596,34.000000000000696,,-2255.000000000038
2021.01.04,104.99999999999955,-493.0000000000101,-190.00000000000128,85.99999999999852,-194.0000000000053,103.99999999999298,-652.9999999999925,-267.0000000000172,-58.000000000006935,255.00000000000523,46.999999999997044,-388.9999999999816,293.99999999999426,-523.9999999999911,-170.0000000000017,-72.0000000000054,-80.00000000001339,-87.99999999999919,-7.9999999999968985,,-2295.0000000000346
2021.01.04,125.99999999999278,-495.000000000001,-181.9999999999933,114.99999999999488,-241.00000000000233,139.00000000000023,-680.9999999999983,-300.00000000001137,1.0000000000047748,275.000000000003,80.99999999999774,-387.00000000000045,295.99999999998516,-489.0000000000061,-134.9999999999909,-25.00000000000835,-49.00000000001015,-39.999999999995595,-12.000000000000899,,-2003.0000000000407
2021.01.04,136.99999999999824,-513.0000000000078,-182.99999999999983,129.99999999999545,-246.00000000001288,151.9999999999966,-722.0000000000005,-301.0000000000179,18.999999999991246,302.0000000000023,78.00000000000028,-372.99999999999045,299.99999999998914,-506.0000000000064,-125.99999999999056,-4.000000000004,-63.99999999999739,-42.0000000000087,-4.999999999999449,,-1967.000000000063
2021.01.04,149.99999999999457,-530.0000000000082,-156.99999999998494,112.99999999999955,-233.00000000001654,139.00000000000023,-736.9999999999877,-302.0000000000023,78.00000000000296,302.9999999999977,71.99999999999429,-387.00000000000045,242.99999999999324,-567.9999999999907,-73.99999999999807,4.000000000004,-80.99999999999774,24.999999999986144,-2.999999999997449,,-1945.0000000000114
2021.01.04,190.00000000000128,-412.00000000001234,-102.99999999998644,76.99999999999818,-196.0000000000184,25.999999999992696,-651.0000000000016,-294.0000000000165,54.99999999999261,302.9999999999977,37.99999999999359,-305.9999999999832,173.99999999998528,-628.9999999999907,-81.00000000000307,18.999999999991246,-251.00000000000122,-207.00000000000162,-117.00000000000044,,-2365.0000000000628
2021.01.04,183.99999999999528,-375.9999999999986,-98.99999999998244,57.00000000000216,-170.00000000000347,-28.000000000005798,-614.0000000000034,-286.00000000000847,46.999999999997044,287.0000000000039,19.999999999997797,-292.0000000000016,164.99999999999292,-709.0000000000041,-91.99999999999875,-15.00000000000945,-399.00000000001603,-297.9999999999983,-146.99999999999713,,-2765.0000000000387
2021.01.04,114.99999999999844,-407.0000000000018,-195.9999999999962,66.99999999999307,-152.0000000000188,-4.999999999999449,-580.999999999987,-282.0000000000045,-22.999999999996135,245.0000000000063,0.0,-302.99999999999727,222.99999999999542,-699.9999999999895,-162.9999999999967,-119.00000000000244,-344.99999999999534,-285.00000000000193,-110.99999999999443,,-3021.999999999988
2021.01.04,136.99999999999824,-412.00000000001234,-168.99999999999693,59.99999999998806,-186.0000000000195,66.99999999999484,-602.999999999998,-294.0000000000165,-22.00000000000557,252.0000000000078,24.000000000001798,-358.99999999998045,197.00000000000273,-526.9999999999886,-173.99999999999238,-102.00000000000209,-224.000000000002,-161.99999999999548,-37.99999999999359,,-2535.00000000001
2021.01.04,80.99999999999774,-407.0000000000018,-181.9999999999933,90.99999999999397,-208.00000000000819,78.00000000000028,-566.9999999999842,-262.00000000000665,-69.00000000000261,236.00000000000287,17.000000000000348,-305.9999999999832,207.00000000000162,-435.0000000000076,-131.9999999999908,-60.000000000015596,-133.00000000000534,-116.00000000000499,-29.999999999996696,,-2197.000000000004
2021.01.04,51.000000000001044,-573.0000000000013,-286.99999999999284,108.99999999999466,-292.00000000000335,164.99999999999292,-639.9999999999961,-298.00000000002046,-73.99999999999807,250.00000000000577,-2.000000000002,-407.99999999998704,201.99999999999108,-418.0000000000073,-192.99999999999784,-90.00000000001229,-83.9999999999952,-19.999999999997797,6.0000000000060005,,-2596.00000000002
2021.01.04,8.999999999992347,-577.0000000000052,-293.99999999999426,147.99999999999613,-351.0000000000124,175.00000000000293,-598.999999999994,-299.00000000000483,-79.00000000000773,238.0000000000049,-29.000000000001247,-379.99999999999545,147.99999999999258,-262.999999999991,-191.99999999999307,-134.99999999999625,-16.000000000016,-36.999999999998145,24.000000000001798,,-2509.0000000000186
2021.01.04,-168.00000000000148,-507.9999999999973,-347.9999999999928,198.99999999999807,-273.0000000000121,188.9999999999947,-519.9999999999872,-268.0000000000016,-225.9999999999991,48.99999999999905,-152.00000000000767,-268.0000000000007,45.99999999999049,-235.99999999999176,-173.00000000000182,-246.99999999999721,-133.00000000000534,-148.00000000001478,43.00000000000415,,-3142.000000000025
2021.01.04,-209.00000000000364,-473.0000000000123,-465.99999999998863,290.9999999999968,-353.0000000000033,251.99999999999667,-208.99999999999253,-157.00000000000713,-236.0000000000042,36.0000000000027,-195.00000000000074,-112.99999999999955,70.99999999999883,-130.0000000000079,-194.99999999999318,-341.00000000001353,-146.00000000000168,-75.00000000000284,133.00000000000534,,-2515.000000000031
2021.01.04,-306.00000000000625,-514.0000000000144,-556.0000000000009,309.99999999998806,-454.00000000002103,337.99999999999386,-215.99999999999397,-165.00000000001512,-290.00000000000625,46.00000000000159,-290.00000000000136,-131.00000000000023,-171.00000000001003,25.00000000000835,-228.9999999999992,-334.00000000001205,-93.00000000000975,-16.000000000016,136.00000000000279,,-2910.000000000111
2021.01.04,-319.0000000000026,-371.99999999999454,-608.9999999999928,345.9999999999894,-462.0000000000068,300.99999999999574,34.000000000000696,-161.00000000001114,-290.00000000000625,67.00000000000594,-375.0000000000031,88.99999999999864,-357.00000000000733,171.99999999999437,-242.999999999995,-270.00000000001467,-243.99999999999977,-200.00000000000017,31.000000000003247,,-2862.000000000046
2021.01.04,-282.0000000000045,-404.0000000000044,-605.9999999999955,345.9999999999894,-544.0000000000111,314.99999999999864,-89.99999999999008,-176.00000000002058,-240.99999999999966,119.00000000000244,-336.9999999999984,27.000000000015234,-310.0000000000103,134.00000000001188,-240.99999999999966,-204.00000000000418,-182.0000000000155,-174.00000000000747,16.0000000000049,,-2834.0000000000377
2021.01.04,-297.9999999999983,-513.0000000000078,-590.0000000000016,317.99999999999784,-474.0000000000189,370.9999999999991,-122.99999999998423,-176.00000000002058,-311.00000000000705,82.99999999999974,-278.00000000000045,-121.99999999998568,-223.00000000001762,-18.0000000000069,-283.00000000000125,-253.99999999999866,-222.00000000001108,-39.00000000001125,124.00000000000189,,-3028.000000000073
