date,EURUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2018.11.26,-11.00000000000545,-13.00000000000523,-2.999999999997449,-29.999999999996696,-30.0000000000189,-1.999999999990898,-22.999999999995246,-134.00000000001188,-22.999999999996135,-80.99999999999774,-81.9999999999821,-15.000000000000568,-3.0000000000001137,-33.999999999991815,,-483.9999999999902
2018.11.26,22.999999999995246,-15.000000000000568,24.999999999997247,14.000000000002899,-32.0000000000098,35.00000000000725,29.000000000001247,18.999999999991246,9.999999999990905,35.00000000000725,108.00000000001918,-21.000000000000796,27.000000000001023,21.000000000000796,,278.0000000000031
2018.11.26,21.999999999988695,-24.00000000000091,43.999999999999595,70.0000000000034,-31.000000000003247,69.00000000000794,87.99999999999919,18.0000000000069,12.000000000000455,39.999999999995595,212.00000000001216,-31.00000000000591,28.999999999996362,84.00000000000318,,602.0000000000034
2018.11.26,18.999999999991246,-36.000000000001364,2.999999999997449,92.00000000000318,-5.000000000010552,33.000000000005244,143.00000000000423,-48.000000000003595,-3.0000000000143245,-51.000000000001044,262.00000000000665,-9.000000000000341,-25.000000000005684,93.00000000000352,,467.99999999997465
2018.11.26,-5.000000000010552,-8.000000000009777,44.99999999999504,128.00000000000588,-8.000000000008,79.00000000000685,178.00000000000037,52.99999999999194,-51.00000000001614,-5.000000000010552,326.0000000000041,-54.000000000002046,45.000000000001705,162.00000000000614,,884.9999999999549
2018.11.26,-7.0000000000014495,-8.000000000009777,14.999999999998348,108.00000000000809,9.999999999998899,64.0000000000085,153.00000000000313,124.99999999999733,-87.00000000001751,-24.000000000001798,304.9999999999997,-88.99999999999864,60.99999999999284,168.99999999999693,,794.9999999999745
2018.11.26,21.00000000000435,57.999999999992724,12.000000000000899,99.00000000000463,11.999999999989797,60.99999999999994,162.0000000000066,75.00000000000284,-121.00000000000932,-22.0000000000109,283.000000000011,-180.00000000000682,60.99999999999284,165.00000000000625,,685.9999999999849
2018.11.26,60.99999999999994,169.9999999999875,-26.999999999999247,79.00000000000685,29.999999999996696,68.00000000000139,182.99999999999983,146.00000000000168,-301.00000000001614,-28.000000000005798,330.0000000000081,-290.00000000000625,153.99999999999636,270.00000000001023,,844.9999999999811
2018.11.26,60.99999999999994,303.99999999998784,32.999999999994145,130.0000000000079,58.99999999998684,124.00000000000189,231.99999999999886,226.99999999999943,-326.9999999999982,55.99999999998939,419.0000000000138,-319.0000000000026,254.99999999999545,365.0000000000091,,1618.9999999999836
2018.11.26,63.99999999999739,295.99999999999227,60.99999999999994,184.00000000000637,68.99999999998573,165.00000000000404,301.0000000000068,270.99999999999903,-329.00000000000773,107.99999999999699,543.0000000000045,-310.0000000000023,307.00000000000216,421.99999999999704,,2151.9999999999827
2018.11.26,26.999999999999247,285.99999999998715,85.99999999999719,202.9999999999976,79.99999999999119,194.0000000000053,323.0000000000066,381.99999999999346,-352.00000000000387,204.00000000000418,622.0000000000115,-341.0000000000082,310.99999999999284,441.0000000000025,,2465.9999999999764
2018.11.26,-8.000000000008,290.9999999999968,156.99999999999602,262.00000000000665,129.00000000000134,259.0000000000092,372.0000000000057,448.000000000004,-378.0000000000143,276.9999999999939,662.000000000007,-338.99999999999864,397.99999999999613,513.0000000000052,,3043.000000000001
2018.11.26,-22.999999999995246,253.0000000000001,142.99999999999312,265.99999999999955,44.99999999998394,200.00000000000017,340.00000000000693,330.0000000000081,-347.0000000000084,195.9999999999962,626.9999999999998,-308.00000000000693,362.99999999999955,493.0000000000092,,2577.999999999986
2018.11.26,-65.00000000000395,288.99999999998727,148.0000000000037,285.00000000000193,88.99999999998354,214.99999999999852,364.00000000000875,374.0000000000077,-420.99999999999227,221.99999999998886,700.0000000000117,-332.00000000000784,390.00000000000057,542.0000000000016,,2799.99999999999
2018.11.26,-76.99999999999375,291.9999999999874,185.99999999999727,314.0000000000032,101.99999999997988,220.00000000000907,364.00000000000875,438.9999999999894,-468.9999999999941,218.00000000000708,681.0000000000205,-371.0000000000093,450.9999999999934,587.0000000000033,,2937.000000000002
2018.11.26,-100.0000000000112,287.9999999999967,188.9999999999947,321.0000000000046,98.99999999998244,225.00000000000853,373.00000000000114,434.000000000001,-456.99999999999363,232.99999999999432,693.0000000000102,-353.00000000000864,447.9999999999933,588.0000000000081,,2980.9999999999814
2018.11.26,-96.00000000000719,282.99999999998704,195.00000000000074,338.00000000000495,91.99999999998099,214.99999999999852,377.0000000000051,409.99999999999926,-462.0000000000175,195.9999999999962,692.0000000000038,-382.000000000005,426.9999999999925,587.0000000000033,,2871.9999999999422
2018.11.26,-147.99999999999258,262.00000000000045,200.99999999999562,360.0000000000048,112.000000000001,223.00000000000654,392.00000000000347,422.9999999999956,-496.0000000000093,202.9999999999976,734.0000000000124,-401.00000000001046,444.9999999999932,608.0000000000041,,2918.0000000000023
2018.11.26,-276.00000000000955,259.00000000000034,253.99999999999866,401.00000000000693,143.99999999998857,263.0000000000021,418.0000000000073,476.9999999999941,-622.0000000000141,178.99999999999582,625.0000000000089,-426.00000000000193,475.9999999999991,641.0000000000053,,2812.999999999982
2018.11.26,-307.00000000001285,260.9999999999957,300.0000000000003,391.000000000008,217.99999999998488,289.0000000000059,422.00000000000017,581.9999999999936,-691.0000000000025,157.99999999999147,601.000000000007,-449.0000000000123,543.9999999999969,664.0000000000015,,2982.9999999999577
2018.11.26,-364.9999999999931,316.99999999999307,344.99999999999534,409.99999999999926,232.99999999999432,361.0000000000002,430.00000000000813,597.0000000000031,-885.9999999999957,270.99999999999903,570.0000000000039,-557.0000000000022,628.0000000000001,698.9999999999981,,3053.0000000000036
2018.11.26,-378.999999999996,346.9999999999942,358.0000000000028,416.00000000000523,217.99999999998488,311.00000000000574,392.9999999999989,513.9999999999923,-849.000000000018,171.99999999999437,507.000000000013,-549.0000000000066,667.9999999999922,731.9999999999993,,2858.9999999999627
2018.11.26,-424.00000000000216,322.9999999999933,359.99999999999363,423.0000000000067,217.0000000000005,292.9999999999988,381.0000000000091,489.0000000000061,-870.0000000000045,182.99999999999983,510.00000000001046,-520.0000000000102,664.999999999992,740.0000000000091,,2770.0000000000027
2018.11.26,-442.9999999999934,285.99999999998715,449.9999999999948,526.0000000000042,254.999999999983,370.00000000000364,480.0000000000027,692.0000000000038,-853.0000000000086,309.0000000000037,682.0000000000048,-489.0000000000043,725.9999999999991,805.9999999999974,,3796.9999999999773
2018.11.26,-370.00000000000364,286.9999999999919,358.9999999999982,465.0000000000043,268.9999999999859,370.9999999999991,487.99999999999955,384.9999999999909,-778.9999999999964,309.99999999998806,723.0000000000069,-459.0000000000032,611.9999999999948,734.0000000000089,,3394.9999999999654
2018.11.26,-273.9999999999965,290.9999999999968,346.0000000000019,450.00000000000597,246.99999999999721,352.00000000000784,474.00000000000773,390.0000000000015,-676.0000000000161,303.9999999999932,719.000000000003,-436.00000000000705,607.9999999999899,722.999999999999,,3517.9999999999845
2018.11.26,-313.99999999999204,259.00000000000034,342.9999999999933,451.0000000000014,256.99999999999613,330.0000000000081,461.0000000000003,272.00000000000557,-712.9999999999939,241.00000000000233,693.0000000000102,-427.0000000000067,579.9999999999983,707.9999999999984,,3141.000000000022
2018.11.26,-309.0000000000037,251.99999999999534,295.99999999999625,407.0000000000018,241.99999999998667,278.00000000000045,416.00000000000523,141.99999999999767,-667.0000000000016,130.0000000000079,583.0000000000002,-381.0000000000002,531.9999999999965,656.9999999999965,,2577.999999999979
2018.11.26,-313.99999999999204,277.9999999999916,302.0000000000023,409.99999999999926,229.99999999999687,278.00000000000045,411.0000000000058,127.99999999999478,-689.9999999999977,136.00000000000279,584.0000000000067,-424.0000000000066,540.9999999999968,670.0000000000017,,2540.0000000000023
2018.11.26,-280.0000000000136,296.99999999999704,231.0000000000034,375.9999999999986,258.99999999998704,296.0000000000074,450.00000000000597,130.0000000000079,-680.0000000000068,147.00000000000824,626.0000000000155,-404.0000000000106,500.0,659.9999999999966,,2607.9999999999964
2018.11.26,-310.9999999999946,303.99999999998784,209.00000000000364,369.0000000000082,261.9999999999845,237.00000000000944,436.9999999999985,-15.00000000000945,-713.9999999999986,-8.999999999992347,588.0000000000107,-384.00000000000034,471.9999999999942,648.0000000000103,,2093.000000000012
2018.11.26,-360.0000000000048,313.99999999999295,187.9999999999993,419.9999999999982,300.99999999999574,240.00000000000688,448.000000000004,-106.00000000000608,-787.0000000000061,-66.99999999999484,543.0000000000045,-365.99999999999966,480.99999999999454,706.0000000000031,,1954.9999999999877
2018.11.26,-273.0000000000121,368.9999999999998,148.99999999999915,369.0000000000082,291.9999999999812,242.00000000000887,490.00000000000153,-144.99999999999514,-765.0000000000148,-76.99999999999375,623.000000000018,-469.0000000000083,460.9999999999985,727.0000000000039,,1992.999999999995
