date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,EURJPY,EURCAD,CADJPY,AUDJPY,AUDCAD,empty,sum
2017.02.13,-26.999999999999247,-59.000000000009045,-83.00000000001084,-19.999999999997797,-29.999999999996696,-81.9999999999932,-51.99999999998539,-174.99999999999716,-80.00000000000229,-56.0000000000005,-121.99999999999989,-320.99999999999795,-209.99999999999375,-19.999999999997797,-123.00000000000466,-36.99999999999193,-143.99999999998857,,-1640.9999999999663
2017.02.13,4.000000000004,190.99999999998562,-43.999999999999595,-17.999999999984695,39.00000000000014,-88.99999999999464,-3.999999999981796,-171.00000000000648,-90.0000000000012,-9.00000000000345,-121.00000000000443,-346.99999999998,-170.99999999999227,35.00000000000725,-167.0000000000016,-6.000000000000227,-173.99999999998528,,-1141.9999999999386
2017.02.13,85.00000000000173,156.00000000000057,-29.00000000001235,76.0000000000094,51.99999999999649,-12.999999999996348,38.0000000000047,-311.9999999999976,-102.00000000000209,-66.00000000001049,-88.99999999999464,-572.0000000000027,-310.0000000000023,99.99999999998899,-174.0000000000066,-171.99999999999704,-139.9999999999846,,-1472.0000000000048
2017.02.13,173.00000000000094,139.00000000000023,53.999999999998494,310.0000000000103,45.000000000006146,55.000000000005045,54.0000000000207,-355.99999999999454,-20.0000000000089,-104.00000000000409,-75.9999999999983,-677.9999999999973,-379.0000000000049,272.00000000000557,-203.00000000000296,-230.99999999999454,109.00000000000354,,-835.9999999999545
2017.02.13,187.00000000000384,143.99999999998857,51.99999999998539,301.0000000000179,53.999999999998494,82.00000000000429,74.0000000000185,-478.9999999999992,-91.00000000000774,-100.00000000000009,-63.00000000000195,-1009.9999999999909,-522.9999999999961,163.00000000000205,-353.00000000000864,-319.9999999999932,9.000000000014552,,-1872.9999999999643
2017.02.13,188.9999999999947,150.99999999999002,48.000000000003595,245.0000000000063,80.99999999999774,52.000000000007596,83.00000000001084,-430.9999999999974,-80.00000000000229,-73.00000000000084,-97.00000000000264,-879.9999999999955,-471.00000000000364,201.00000000000674,-317.0000000000073,-243.99999999999977,-21.999999999988695,,-1564.9999999999802
2017.02.13,136.00000000000279,165.9999999999995,9.999999999998899,179.00000000001802,43.00000000000415,23.00000000000635,58.000000000002494,-403.99999999999636,-81.00000000000884,-65.00000000000395,-78.00000000000028,-692.9999999999836,-417.0000000000016,167.9999999999904,-293.00000000000637,-233.99999999999466,-9.999999999998899,,-1491.9999999999716
2017.02.13,153.00000000000313,167.9999999999904,28.999999999990145,171.00000000001003,31.000000000003247,41.000000000002146,60.99999999999994,-409.000000000006,-99.00000000000463,-112.000000000001,-87.00000000000374,-733.9999999999804,-427.99999999999727,117.99999999999588,-287.9999999999967,-215.99999999999397,-28.999999999990145,,-1629.9999999999793
2017.02.13,170.00000000000347,188.9999999999947,60.99999999999994,126.0000000000039,14.999999999998348,-10.999999999994348,49.00000000001015,-346.00000000000364,-147.00000000000824,-136.00000000000279,-143.00000000000423,-715.9999999999798,-347.999999999999,18.999999999991246,-343.0000000000035,-273.9999999999867,14.000000000002899,,-1820.9999999999775
2017.02.13,178.99999999999582,200.00000000000017,66.99999999999484,67.00000000001705,4.999999999999449,-39.999999999995595,49.00000000001015,-362.99999999999955,-178.00000000000037,-139.00000000000023,-166.99999999999494,-746.9999999999857,-376.0000000000048,-29.999999999996696,-361.0000000000042,-262.00000000000045,-51.99999999998539,,-2147.9999999999504
