date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURAUD,empty,sum
2016.08.08,-1.0000000000065512,106.00000000000608,-12.000000000000455,-86.0000000000083,-13.00000000000745,-215.99999999999397,56.0000000000005,136.99999999999824,87.00000000000374,9.999999999990905,-364.00000000000875,-421.99999999998903,,-718.000000000015
2016.08.08,-45.99999999999049,59.000000000009045,6.999999999990791,-90.0000000000012,-164.00000000000858,-283.99999999999534,71.00000000000995,-38.0000000000047,51.99999999999649,-8.000000000009777,-431.0000000000036,-374.999999999992,,-1246.9999999999995
2016.08.08,24.000000000001798,41.000000000002146,-46.999999999997044,-57.00000000000705,-101.00000000000664,-232.99999999999432,120.00000000000898,27.999999999994696,107.00000000000153,-3.9999999999906777,-268.0000000000016,-295.0000000000008,,-684.999999999989
2016.08.08,-22.0000000000109,113.00000000000753,-296.0000000000065,-65.99999999999939,-145.00000000000622,-256.99999999999613,98.0000000000092,-24.999999999997247,141.00000000000225,-377.00000000000955,-355.0000000000164,-408.9999999999927,,-1600.0000000000161
2016.08.08,-62.99999999999084,93.99999999999409,-280.00000000000114,-17.000000000000348,-138.00000000000477,-310.9999999999946,159.00000000000912,-9.999999999998899,97.9999999999981,-400.0000000000057,-297.0000000000139,-299.99999999998914,,-1464.999999999998
2016.08.08,-25.999999999992696,70.99999999999883,-121.00000000000932,-19.00000000000235,-146.00000000000168,-293.0000000000099,169.00000000000804,-4.999999999999449,107.99999999999699,-145.99999999998658,-253.00000000001432,-271.99999999998334,,-932.9999999999957
2016.08.08,-163.00000000000205,83.00000000001084,-94.99999999999886,-18.0000000000069,-75.9999999999983,-407.0000000000018,153.00000000000313,49.99999999999449,26.999999999999247,-262.00000000000045,-438.00000000000506,-290.9999999999968,,-1437.0000000000025
2016.08.08,-113.00000000000753,38.0000000000047,-168.99999999999693,-118.00000000000699,-197.00000000000273,-378.999999999996,70.0000000000034,-58.000000000002494,26.000000000003798,-302.99999999999727,-600.0000000000006,-419.9999999999982,,-2222.999999999997
2016.08.08,-133.00000000000534,89.99999999999008,-170.0000000000017,-80.00000000000229,-223.00000000000654,-347.0000000000084,76.0000000000094,-112.99999999999643,58.000000000002494,-328.00000000000296,-527.0000000000108,-409.99999999999926,,-2107.000000000032
2016.08.08,-130.99999999999224,121.99999999999989,-210.99999999999852,-85.00000000000173,-272.00000000000557,-282.0000000000045,33.000000000005244,-195.9999999999962,78.00000000000028,-383.0000000000098,-548.0000000000151,-466.9999999999952,,-2342.0000000000136
2016.08.08,-165.9999999999995,137.00000000000932,-91.99999999999875,-26.000000000003798,-225.00000000000853,-310.0000000000103,90.0000000000012,-150.00000000000568,70.0000000000034,-258.99999999998613,-460.000000000016,-373.99999999998545,,-1765.0000000000002
2016.08.08,-156.00000000000057,171.99999999999437,-109.00000000000887,-26.999999999999247,-213.00000000000762,-312.00000000000114,94.00000000000519,-129.00000000000134,102.00000000000209,-271.99999999999136,-446.0000000000131,-419.9999999999982,,-1716.0000000000198
2016.08.08,-167.00000000000603,208.99999999999253,-61.99999999999761,-6.0000000000060005,-192.99999999999872,-293.0000000000099,100.00000000000009,-126.99999999999933,125.99999999999278,-221.00000000000364,-409.99999999999926,-428.9999999999905,,-1473.0000000000255
2016.08.08,-150.99999999999002,232.99999999999432,-82.00000000000784,-58.000000000002494,-208.00000000000819,-246.00000000001288,29.000000000001247,-160.00000000000458,151.00000000000114,-229.99999999998977,-514.0000000000144,-566.9999999999842,,-1803.0000000000177
2016.08.08,-123.99999999999079,204.00000000000418,-99.00000000000375,-47.00000000000814,-234.00000000000088,-217.0000000000005,41.000000000002146,-190.00000000000128,146.00000000000168,-227.00000000000387,-448.000000000004,-500.9999999999959,,-1696.000000000001
2016.08.08,-127.00000000001043,245.0000000000063,-73.0000000000075,2.999999999997449,-194.0000000000053,-214.00000000000307,82.00000000000429,-153.99999999999858,175.99999999999838,-195.99999999999795,-345.0000000000175,-461.99999999998465,,-1259.0000000000186
2016.08.08,-140.99999999999113,235.00000000000742,-123.00000000000466,17.000000000000348,-133.00000000000534,-242.99999999999324,106.00000000000608,-83.9999999999952,156.99999999999602,-272.99999999999613,-328.00000000001717,-419.9999999999982,,-1229.9999999999911
2016.08.08,-93.99999999999409,143.00000000000423,-140.00000000000057,-31.000000000003247,-185.00000000000182,-251.00000000000122,86.0000000000083,-109.99999999999899,119.00000000000244,-250.0,-382.0000000000157,-390.9999999999858,,-1485.9999999999864
2016.08.08,14.000000000002899,146.00000000000168,-198.0000000000075,-7.0000000000014495,-163.00000000000205,-185.99999999999727,136.00000000000279,-63.00000000000195,192.99999999999872,-217.00000000001296,-188.00000000001037,-357.99999999999164,,-891.0000000000191
2016.08.08,208.99999999999253,18.999999999991246,-253.0000000000001,-48.000000000003595,-204.99999999999963,-60.99999999999994,137.00000000000932,-65.99999999999939,225.99999999999287,-86.99999999998909,-14.000000000002899,-261.9999999999845,,-404.9999999999932
2016.08.08,181.00000000000892,65.00000000000395,-236.0000000000042,179.99999999999127,-35.00000000000725,-104.99999999999955,366.00000000001074,105.99999999999498,243.99999999999977,-93.99999999999409,453.99999999999886,109.00000000000354,,1235.000000000007
2016.08.08,207.00000000000162,85.00000000000173,-358.0000000000041,168.99999999999693,-56.0000000000005,-110.99999999999443,378.00000000000057,107.00000000000153,273.9999999999965,-229.99999999998977,468.00000000000176,58.000000000002494,,991.0000000000143
2016.08.08,201.99999999999108,83.9999999999952,-347.0000000000084,184.99999999999073,-65.00000000000395,-107.00000000001265,386.0000000000086,92.00000000000318,268.0000000000016,-219.99999999999886,499.9999999999893,95.00000000000064,,1072.9999999999563
2016.08.08,272.99999999998994,63.99999999999739,-349.00000000000375,171.99999999999437,-29.000000000001247,-173.00000000000094,453.0000000000034,202.0000000000022,297.9999999999983,-146.99999999999136,558.9999999999984,96.00000000000719,,1418.999999999994
2016.08.08,297.9999999999983,140.0000000000068,-510.0000000000051,176.99999999999383,-55.000000000005045,-46.999999999997044,399.0000000000049,117.99999999999588,375.9999999999986,-331.99999999999363,601.9999999999915,2.0000000000131024,,1168.0000000000023
2016.08.08,217.0000000000005,119.00000000000244,-468.0000000000035,233.99999999998977,-35.00000000000725,-191.00000000000784,491.0000000000081,173.9999999999964,304.9999999999997,-360.00000000001364,619.9999999999983,140.0000000000068,,1245.9999999999695
2016.08.08,-59.000000000009045,82.00000000000429,-412.9999999999967,241.99999999999778,-31.000000000003247,-531.9999999999991,542.0000000000091,214.99999999999852,95.99999999999609,-568.000000000012,282.9999999999888,205.99999999999508,,62.9999999999695
2016.08.08,60.99999999999994,9.999999999998899,-399.0000000000009,224.9999999999974,-94.00000000000519,-445.0000000000065,543.0000000000045,168.99999999999693,125.99999999999278,-430.0000000000068,401.99999999999125,269.00000000000813,,436.99999999997044
2016.08.08,154.0000000000097,-1.999999999990898,-442.0000000000073,174.99999999999181,-43.999999999999595,-322.00000000000006,473.0000000000012,202.9999999999976,173.9999999999964,-389.00000000001,408.9999999999927,185.99999999999727,,574.9999999999789
2016.08.08,123.00000000000644,46.999999999997044,-477.00000000000387,244.99999999999523,-53.00000000000304,-307.00000000001285,516.0000000000053,171.99999999999437,192.00000000000327,-467.9999999999893,526.9999999999886,255.00000000000523,,771.9999999999865
2016.08.08,253.99999999999866,49.00000000001015,-489.0000000000043,261.99999999999557,-13.00000000000745,-175.00000000001404,528.0000000000063,207.00000000000162,275.99999999999847,-349.9999999999943,730.9999999999927,285.00000000000193,,1564.9999999999854
2016.08.08,297.9999999999983,66.99999999999484,-551.0000000000019,234.99999999999633,-64.0000000000085,-202.00000000001327,547.0000000000086,197.00000000000273,320.9999999999935,-384.9999999999909,731.9999999999993,209.9999999999991,,1404.9999999999782
2016.08.08,276.00000000000955,-11.999999999989797,-635.9999999999957,204.99999999999963,-181.00000000000892,-347.9999999999928,587.0000000000042,146.99999999999713,241.99999999999778,-520.9999999999866,631.0000000000038,256.00000000001177,,646.00000000005
2016.08.08,201.99999999999108,-59.99999999999339,-643.0000000000007,452.99999999999227,-11.00000000000545,-436.9999999999985,841.0000000000028,321.0000000000046,159.9999999999935,-604.0000000000134,1086.9999999999936,787.0000000000043,,2095.999999999971
2016.08.08,304.9999999999997,-18.0000000000069,-555.9999999999974,509.9999999999993,54.999999999993946,-365.99999999999966,915.0000000000102,404.0000000000044,259.9999999999936,-385.9999999999957,1354.999999999995,839.9999999999964,,3317.9999999999927
2016.08.08,343.00000000000443,-58.000000000002494,-593.0000000000035,461.99999999999574,22.999999999995246,-319.0000000000026,865.0000000000047,371.99999999999454,254.99999999999412,-395.9999999999866,1299.99999999999,802.9999999999982,,3056.999999999982
