date,USDCHF,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.02.24,-44.0000000000107,-144.0000000000108,-185.00000000000227,-2.999999999997449,0.0,-51.000000000001044,-38.99999999998904,-50.0000000000056,-5.999999999994898,-322.9999999999791,-11.00000000000545,-165.00000000001512,-7.0000000000014495,-166.00000000001103,-323.0000000000075,-170.99999999999227,0.0,-73.00000000000084,-226.99999999999943,,-1988.0000000000236
2020.02.24,-74.00000000000739,21.00000000000435,-236.0000000000042,65.99999999999939,9.999999999998899,-61.99999999998429,-32.999999999994145,-69.00000000000794,31.000000000003247,-396.99999999999136,80.99999999999774,-1.0000000000065512,70.0000000000145,-196.00000000001216,-336.00000000001273,-230.99999999999454,129.00000000000134,9.999999999998899,-169.99999999998127,,-1386.9999999999784
2020.02.24,-131.00000000000333,32.999999999994145,-243.99999999999977,77.00000000000485,12.000000000000899,-119.00000000000244,-45.000000000006146,-119.99999999999788,25.00000000000835,-412.9999999999825,73.99999999999629,65.99999999998829,6.000000000017103,-177.0000000000067,-341.0000000000082,-213.99999999999864,134.99999999999625,4.000000000004,-200.00000000000017,,-1571.9999999999957
2020.02.24,-84.0000000000063,83.9999999999952,-281.0000000000059,158.99999999999804,48.99999999999905,-82.00000000000429,-7.0000000000014495,-87.00000000000374,103.00000000000864,-451.9999999999982,321.0000000000157,132.99999999998312,198.00000000000927,-210.00000000000796,-420.0000000000017,-272.99999999999613,234.00000000000088,74.00000000000739,-254.999999999983,,-795.9999999999914
2020.02.24,-104.00000000000409,126.0000000000039,-350.0000000000085,182.00000000000438,63.99999999999739,-103.99999999999298,2.0000000000131024,-82.00000000000429,115.00000000000954,-557.9999999999927,338.0000000000161,171.99999999999437,201.00000000000674,-297.00000000001125,-588.0000000000081,-350.9999999999991,270.99999999999903,82.00000000000429,-322.00000000000006,,-1202.999999999972
2020.02.24,-74.00000000000739,36.999999999998145,-365.99999999999966,207.00000000000162,41.9999999999976,-59.99999999999339,-7.0000000000014495,-60.00000000000449,173.00000000000094,-555.9999999999832,489.0000000000061,115.99999999998278,370.00000000000364,-289.0000000000015,-583.0000000000126,-350.9999999999991,329.999999999997,78.00000000000028,-326.9999999999884,,-831.0000000000032
2020.02.24,-34.000000000000696,-5.999999999994898,-289.0000000000015,141.00000000000225,-4.999999999999449,-38.0000000000047,-4.999999999988347,-65.00000000000395,141.00000000000225,-442.99999999998363,310.0000000000103,120.99999999999334,273.0000000000121,-206.00000000000307,-455.0000000000125,-245.00000000000455,280.9999999999979,56.0000000000005,-306.9999999999906,,-774.9999999999692
2020.02.24,8.999999999992347,-5.000000000010552,-281.0000000000059,162.0000000000066,-12.000000000000899,5.000000000010552,2.0000000000131024,-58.000000000002494,167.00000000000603,-418.9999999999827,378.00000000001165,125.99999999998168,346.0000000000019,-162.00000000000614,-453.00000000000296,-231.99999999999932,315.9999999999941,55.000000000005045,-332.9999999999833,,-388.9999999999713
2020.02.24,-4.000000000004,21.00000000000435,-277.000000000001,233.00000000000543,61.999999999995396,5.000000000010552,-1.999999999990898,-57.00000000000705,213.00000000000762,-423.9999999999782,537.0000000000097,124.99999999999733,462.0000000000068,-161.00000000000136,-480.000000000004,-272.99999999999613,370.00000000000364,129.00000000000134,-308.9999999999815,,170.00000000007793
2020.02.24,3.999999999992898,-25.00000000000835,-216.00000000000819,165.9999999999995,41.000000000002146,-9.999999999998899,-12.999999999996348,-65.00000000000395,174.00000000000747,-371.9999999999857,388.9999999999949,120.99999999999334,378.999999999996,-109.00000000000887,-405.00000000000114,-206.99999999999363,326.0000000000041,126.99999999999933,-285.00000000000193,,19.999999999982606
