date,USDCHF,GBPUSD,EURUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,NZDJPY,AUDNZD,empty,sum
2020.05.11,-56.0000000000005,-65.99999999998829,-7.0000000000014495,0.0,-32.999999999994145,-82.00000000000784,-44.0000000000107,0.0,-153.00000000002,-256.99999999999613,-83.9999999999952,-30.000000000001137,-41.000000000002146,0.0,-40.99999999999682,-155.9999999999917,-89.99999999999008,,-1139.9999999999961
2020.05.11,-14.999999999998348,-97.9999999999981,79.00000000000685,46.999999999997044,-59.99999999999339,48.00000000000182,-5.000000000010552,96.00000000000719,-82.99999999999841,-151.9999999999966,-46.999999999997044,210.99999999999852,34.000000000000696,286.00000000000847,-93.00000000000352,-156.99999999999648,54.0000000000207,,145.00000000004883
2020.05.11,-31.999999999998696,-103.99999999999298,-52.99999999999194,57.99999999999139,-113.00000000000753,94.99999999999886,1.999999999990898,170.00000000000347,-32.00000000001069,-119.00000000000244,32.0000000000098,302.99999999999727,-46.0000000000127,263.99999999999756,-137.00000000000045,-167.0000000000016,45.000000000006146,,165.99999999997635
2020.05.11,-2.000000000002,35.00000000000725,73.99999999999629,106.99999999999044,-11.00000000000545,495.9999999999951,-6.0000000000060005,175.00000000000293,432.9999999999927,21.00000000000435,242.00000000000887,566.9999999999931,114.99999999999844,585.9999999999976,-200.00000000000284,4.9999999999954525,174.00000000000747,,2810.999999999974
2020.05.11,-14.999999999998348,56.000000000011596,46.999999999997044,106.99999999999044,-11.999999999989797,388.9999999999958,6.999999999990347,176.0000000000095,388.00000000000523,127.00000000001043,326.0000000000041,489.9999999999949,141.99999999999767,602.999999999998,-191.0000000000025,-42.999999999992156,172.0000000000166,,2769.000000000039
2020.05.11,-13.00000000000745,63.99999999999739,52.99999999999194,6.999999999990347,-14.000000000002899,531.9999999999965,-20.0000000000089,98.0000000000092,519.0000000000055,48.000000000003595,100.99999999999554,599.0000000000038,70.99999999999883,357.00000000000733,-337.99999999999386,27.000000000001023,103.00000000000864,,2193.999999999997
2020.05.11,34.99999999999615,137.9999999999937,102.99999999998644,12.999999999996348,-11.999999999989797,575.0000000000028,-21.00000000000435,116.00000000000499,603.999999999985,90.00000000001229,70.99999999999883,644.999999999996,81.9999999999821,428.00000000000614,-379.0000000000049,114.00000000000432,190.00000000000128,,2791.9999999999677
2020.05.11,80.00000000000229,207.00000000000162,160.99999999998892,39.999999999995595,-14.000000000002899,667.0000000000016,7.9999999999968985,156.00000000000057,683.9999999999975,170.00000000000347,138.0000000000159,742.999999999995,152.99999999998093,560.0000000000049,-373.9999999999952,126.99999999999534,225.00000000000853,,3730.9999999999914
2020.05.11,100.00000000000009,228.00000000000597,170.00000000000347,26.999999999999247,-18.999999999991246,694.9999999999932,20.999999999993246,148.0000000000037,734.9999999999852,190.00000000000128,112.000000000001,768.0000000000007,167.9999999999904,507.9999999999973,-391.9999999999959,131.00000000000023,239.00000000001143,,3828.9999999999986
2020.05.11,102.99999999999754,239.99999999999577,177.00000000000495,-84.0000000000063,-12.999999999996348,658.0000000000013,-42.0000000000087,58.000000000002494,699.9999999999886,41.000000000002146,-226.99999999999943,739.9999999999949,35.999999999991594,232.99999999999432,-530.0000000000011,189.99999999999773,261.0000000000001,,2540.9999999999595
2020.05.11,132.99999999999423,316.0000000000052,211.99999999998997,-128.00000000000588,-17.000000000000348,637.999999999991,-73.00000000000084,31.000000000003247,699.9999999999886,39.999999999995595,-337.99999999999386,709.9999999999937,-33.00000000001635,165.9999999999995,-552.9999999999973,228.9999999999992,331.0000000000146,,2363.99999999996
