date,USDCHF,EURUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,CHFJPY,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2018.11.19,-68.00000000000139,-1.999999999990898,-81.99999999999363,-24.000000000001798,-68.99999999999685,-46.999999999997044,-1.9999999999953388,-31.999999999998696,-54.999999999993946,-55.000000000005045,-16.999999999995907,-9.000000000014552,-62.000000000006494,-3.0000000000001137,-88.00000000000807,-125.99999999999056,,-740.9999999999903
2018.11.19,-80.00000000000229,18.0000000000069,-76.99999999999818,-26.000000000003798,-68.99999999999685,-114.99999999999844,61.99999999999761,-56.99999999999594,-80.99999999999774,-21.999999999988695,80.99999999998886,42.999999999993044,-48.000000000003595,12.999999999991019,-83.00000000001262,-125.0,,-566.0000000000207
2018.11.19,-73.00000000000084,-18.999999999991246,-43.00000000000637,-109.00000000000354,-84.99999999999064,-100.99999999999554,10.000000000005116,-153.00000000000313,-114.99999999999844,-103.99999999999298,-67.99999999998363,-111.00000000001664,-106.00000000000608,-15.000000000000568,-70.00000000000739,-68.9999999999884,,-1230.9999999999802
2018.11.19,-91.00000000000774,-78.00000000000028,28.999999999996362,-104.99999999999955,-90.0000000000012,-96.99999999999153,-28.999999999996362,-138.00000000000477,-107.00000000000153,-63.99999999999739,-234.00000000000887,-132.00000000002098,-72.0000000000054,-58.9999999999975,-51.00000000000193,-28.999999999996362,,-1347.000000000035
2018.11.19,-68.00000000000139,-65.99999999998829,-46.999999999997044,-69.00000000000794,-30.999999999992145,-18.999999999991246,105.00000000000398,-95.00000000000064,-37.99999999999359,-92.99999999998754,-92.99999999998931,-115.00000000002063,-6.000000000017103,-2.0000000000095497,-109.00000000000887,-39.99999999999204,,-785.9999999999934
2018.11.19,-80.99999999999774,-78.99999999998464,-42.00000000000159,-65.00000000000395,-31.999999999998696,-22.999999999995246,69.99999999999318,-97.00000000000264,-45.99999999999049,-121.99999999999989,-100.99999999999909,-119.00000000000244,-23.00000000001745,-64.00000000000716,-98.00000000001319,-41.99999999998738,,-964.0000000000086
2018.11.19,-77.00000000000485,-65.99999999998829,19.99999999999602,-89.00000000000574,-66.99999999999484,-46.0000000000127,37.9999999999967,-129.9999999999968,-90.0000000000012,-106.99999999999044,-151.00000000001046,-152.0000000000188,-101.00000000001774,-118.00000000000921,-88.00000000000807,-48.99999999999238,,-1273.0000000000587
2018.11.19,-92.00000000000318,-53.999999999998494,-3.0000000000001137,-100.00000000000009,-65.99999999999939,-45.000000000006146,13.999999999995794,-148.0000000000037,-101.99999999999099,-106.99999999999044,-145.00000000001023,-189.00000000001694,-128.000000000017,-91.99999999999875,-76.00000000000762,-57.999999999992724,,-1391.00000000004
2018.11.19,-77.00000000000485,-56.99999999999594,70.00000000000739,-117.00000000000044,-73.99999999999629,-32.0000000000098,3.0000000000001137,-148.0000000000037,-91.99999999999208,-116.99999999998934,-175.99999999998772,-207.00000000000162,-113.00000000000753,-112.00000000000898,-79.00000000000773,-24.999999999991473,,-1352.99999999999
2018.11.19,-73.00000000000084,-61.99999999998429,81.00000000000307,-58.99999999999794,-29.000000000001247,-25.00000000000835,3.0000000000001137,-100.00000000000009,-51.000000000001044,-25.00000000000835,-180.00000000000682,-115.00000000002063,-28.000000000005798,-131.00000000000023,-4.0000000000048885,40.00000000000625,,-758.000000000031
2018.11.19,-80.99999999999774,-70.99999999999883,81.00000000000307,-64.0000000000085,-14.999999999998348,-35.999999999991594,-12.000000000000455,-109.00000000000354,-39.00000000000014,-1.999999999990898,-192.00000000000728,-137.00000000000932,17.000000000000348,-127.00000000000955,-22.00000000000557,55.00000000000682,,-754.0000000000116
2018.11.19,-116.00000000000499,-102.00000000000209,33.00000000000125,-39.00000000000014,52.000000000007596,-19.999999999997797,-6.000000000000227,-100.99999999999554,21.999999999999797,56.99999999999594,-192.00000000000728,-113.00000000000753,142.99999999998204,-121.00000000000932,-12.000000000000455,117.00000000000443,,-398.00000000003433
2018.11.19,-110.00000000001009,-149.9999999999835,1.0000000000047748,0.999999999995449,117.00000000000044,-21.00000000000435,15.000000000000568,-53.999999999998494,73.00000000000084,114.99999999999844,-186.00000000000705,-65.00000000000395,242.99999999999324,-88.99999999999864,13.999999999995794,158.00000000000125,,61.99999999998471
2018.11.19,-130.0000000000079,-167.9999999999904,19.000000000005457,41.9999999999976,138.00000000000477,25.999999999992696,22.00000000000557,-29.999999999996696,92.99999999999864,121.99999999999989,-210.00000000000796,-33.00000000001635,237.99999999998266,-73.0000000000075,54.99999999999261,176.00000000000193,,286.99999999995504
2018.11.19,-134.99999999999625,-180.0000000000024,-36.000000000001364,54.999999999993946,161.00000000000003,31.000000000003247,15.000000000000568,-31.999999999998696,96.00000000000719,100.0000000000112,-213.99999999999864,-34.000000000000696,254.999999999983,-85.99999999999852,59.99999999998806,196.00000000001216,,252.0000000000029
2018.11.19,-143.00000000000423,-173.99999999998528,-57.999999999992724,51.99999999999649,191.00000000000784,12.999999999996348,57.00000000000216,-28.000000000005798,130.0000000000079,90.00000000001229,-169.00000000001114,-12.000000000012001,333.9999999999899,-94.99999999999886,42.999999999992156,202.0000000000124,,433.0000000000074
2018.11.19,-157.00000000000713,-200.99999999998454,-63.99999999999295,12.000000000000899,164.00000000000858,2.999999999997449,48.99999999999238,-72.0000000000054,102.00000000000209,51.000000000001044,-177.99999999999727,-97.00000000001374,285.00000000000193,-61.00000000000705,-3.0000000000001137,180.00000000000682,,13.000000000002956
2018.11.19,-129.00000000000134,-140.99999999999113,-15.000000000000568,-13.00000000000745,117.00000000000044,-5.999999999994898,60.000000000002274,-82.00000000000429,70.0000000000034,100.0000000000112,-156.0000000000059,-95.00000000000064,232.99999999999432,-52.00000000000671,-23.000000000010346,141.00000000000534,,8.99999999999369
2018.11.19,-110.99999999999443,-126.0000000000039,-7.999999999995566,-31.000000000003247,117.00000000000044,-22.999999999995246,58.9999999999975,-61.999999999995396,95.00000000000064,93.99999999999409,-141.9999999999959,-81.00000000001995,302.0000000000023,-125.0,-19.000000000005457,153.0000000000058,,91.99999999999164
2018.11.19,-114.99999999999844,-131.99999999999878,-42.00000000000159,-43.999999999999595,138.00000000000477,-36.999999999998145,72.00000000000273,-72.0000000000054,120.00000000000898,86.99999999999264,-123.99999999999523,-86.0000000000083,348.9999999999993,-100.99999999999909,-41.00000000001103,177.0000000000067,,148.99999999999955
2018.11.19,-103.00000000000864,-104.99999999999955,-90.00000000000341,-74.00000000000739,121.00000000000443,-63.99999999999739,108.99999999999466,-73.99999999999629,133.00000000000534,339.0000000000004,-103.00000000000864,-95.00000000000064,388.9999999999949,-76.00000000000762,-148.00000000001035,93.00000000000352,,251.99999999996334
2018.11.19,-9.999999999998899,29.00000000001235,-64.99999999999773,-106.00000000000608,85.00000000000173,-56.99999999999594,233.0000000000041,-77.00000000000485,130.0000000000079,347.0000000000084,96.00000000000364,-23.00000000001745,458.9999999999872,3.0000000000001137,-156.0000000000059,78.00000000000296,,966.0000000000016
2018.11.19,-12.000000000000899,-15.999999999993797,-84.99999999999375,-8.000000000008,204.00000000000418,-32.0000000000098,227.99999999999443,15.999999999993797,238.0000000000049,381.0000000000091,79.00000000000773,104.99999999999955,637.9999999999831,-70.00000000000739,-61.00000000000705,193.00000000001205,,1797.9999999999882
