date,GBPUSD,USDCAD,AUDUSD,GBPCHF,CHFJPY,AUDCHF,NZDCHF,EURJPY,EURCAD,CADJPY,AUDCAD,NZDCAD,empty,sum
2018.09.24,-49.99999999999449,0.0,-68.00000000000139,-210.99999999998343,-18.000000000000682,-140.99999999999113,-80.99999999999774,-147.00000000001978,-168.99999999999693,-55.999999999997385,-82.99999999999974,-117.00000000000044,,-1140.9999999999832
2018.09.24,-65.00000000000395,8.000000000008,-53.999999999998494,-232.99999999999432,4.0000000000048885,-128.99999999999022,-73.99999999999629,-135.00000000001933,-116.00000000000499,28.000000000005798,-43.999999999999595,-87.99999999999919,,-897.9999999999876
2018.09.24,-69.00000000000794,28.000000000005798,-111.00000000000554,-100.99999999999554,131.00000000000023,-90.99999999999665,-17.000000000000348,-163.0000000000109,-107.00000000001265,60.000000000002274,-87.99999999999919,-92.99999999999864,,-621.0000000000191
2018.09.24,-83.00000000001084,52.000000000007596,-112.000000000001,-100.99999999999554,207.9999999999984,-107.99999999999699,-27.999999999994696,-207.00000000002206,-95.00000000000064,81.00000000000307,-90.99999999999665,-97.9999999999981,,-582.0000000000074
2018.09.24,-14.000000000002899,56.99999999999594,-124.99999999999733,-59.99999999999339,183.9999999999975,-135.99999999999167,-80.99999999999774,-181.0000000000116,-93.00000000000975,81.00000000000307,-109.99999999999899,-141.00000000000225,,-619.0000000000091
2018.09.24,-35.00000000000725,82.00000000000429,-150.00000000000568,-114.99999999999844,174.0000000000066,-166.99999999999494,-101.99999999999099,-179.00000000000205,-66.00000000001049,93.00000000000352,-114.99999999999844,-158.0000000000026,,-737.9999999999965
2018.09.24,-121.99999999999989,80.99999999999774,-180.99999999999784,-231.99999999998778,174.0000000000066,-214.99999999999852,-171.99999999999437,-258.0000000000098,-103.99999999999298,129.0000000000049,-161.99999999999548,-226.99999999999943,,-1288.9999999999668
2018.09.24,-110.99999999999443,49.00000000001015,-163.00000000000205,-269.9999999999925,185.00000000000227,-215.99999999999397,-178.99999999999582,-254.0000000000191,-120.00000000000898,135.00000000000512,-164.99999999999292,-232.99999999999432,,-1341.9999999999766
2018.09.24,-106.00000000000608,21.999999999988695,-158.0000000000026,-270.99999999999903,141.9999999999959,-232.99999999999432,-188.9999999999947,-237.99999999999955,-126.0000000000039,120.00000000000455,-183.99999999999528,-229.00000000000142,,-1450.0000000000075
2018.09.24,-100.99999999999554,-55.99999999998939,-172.00000000000549,-258.0000000000027,85.00000000000796,-241.99999999999778,-176.99999999999383,-241.00000000001387,-148.99999999999915,41.00000000001103,-202.9999999999976,-236.99999999999832,,-1709.9999999999748
2018.09.24,-43.999999999999595,-49.00000000001015,-94.00000000000519,-245.99999999999068,97.99999999999898,-188.9999999999947,-118.99999999999133,-165.99999999999682,-113.00000000000753,63.00000000000239,-132.99999999999423,-158.0000000000026,,-1149.9999999999914
2018.09.24,-43.999999999999595,-15.999999999993797,-109.00000000000354,-246.99999999999721,140.00000000000057,-204.99999999999963,-120.99999999999334,-180.00000000000682,-106.00000000000608,97.00000000000841,-148.99999999999915,-158.99999999999804,,-1098.999999999988
2018.09.24,-28.000000000005798,-35.00000000000725,-60.99999999999994,-231.99999999998778,120.00000000000455,-159.9999999999935,-117.99999999999588,-159.00000000002024,-109.00000000000354,71.00000000001216,-91.99999999999208,-151.9999999999966,,-954.9999999999859
2018.09.24,-15.00000000000945,-46.999999999997044,-47.00000000000814,-224.000000000002,131.00000000000023,-143.9999999999997,-87.99999999999919,-183.00000000002115,-123.00000000000644,69.00000000000261,-87.99999999999919,-132.99999999999423,,-892.0000000000337
2018.09.24,-39.00000000001125,-66.00000000001049,-58.99999999999794,-214.99999999998744,135.99999999999568,-148.99999999999915,-84.99999999999064,-183.00000000002115,-175.99999999999838,50.00000000001137,-126.99999999999933,-153.00000000000313,,-1066.0000000000118
2018.09.24,-43.999999999999595,-78.00000000000028,-51.000000000001044,-253.99999999999866,117.00000000000443,-149.99999999999457,-62.99999999999084,-175.00000000001137,-215.99999999999397,41.00000000001103,-117.99999999999588,-120.99999999999334,,-1111.999999999964
2018.09.24,-69.9999999999923,-86.0000000000083,-117.00000000000044,-255.99999999998957,85.00000000000796,-205.99999999999508,-90.0000000000012,-219.99999999999886,-251.00000000000122,31.00000000000591,-168.00000000000148,-130.99999999999224,,-1478.9999999999668
2018.09.24,-8.999999999992347,-146.00000000000168,-30.000000000007798,-262.999999999991,64.00000000000716,-153.99999999999858,-92.99999999999864,-165.99999999999682,-200.00000000000017,2.0000000000095497,-113.99999999999189,-131.99999999999878,,-1240.9999999999611
2018.09.24,-25.999999999992696,-184.99999999999073,-31.999999999998696,-319.999999999987,-18.000000000000682,-182.99999999999983,-88.99999999999464,-117.00000000001864,-222.99999999999542,-50.99999999998772,-165.9999999999995,-136.99999999999824,,-1546.9999999999636
2018.09.24,-86.0000000000083,-171.99999999999437,9.999999999998899,-302.0000000000023,-72.00000000000273,-107.99999999999699,-24.999999999997247,-26.00000000001046,-175.99999999999838,-90.99999999999397,-85.99999999999719,-95.00000000000064,,-1229.0000000000039
2018.09.24,-373.00000000000114,-137.00000000000932,-85.00000000000173,-586.999999999982,55.00000000000682,-198.99999999999363,-65.99999999999939,-254.99999999999545,-287.9999999999994,-33.999999999991815,-185.00000000000182,-132.99999999999423,,-2286.9999999999627
2018.09.24,-357.00000000000733,-146.00000000000168,-75.00000000000284,-600.0000000000006,28.999999999996362,-209.9999999999991,-70.99999999999883,-185.00000000000227,-282.0000000000045,-0.999999999990564,-176.99999999999383,-109.99999999999899,,-2185.000000000004
2018.09.24,-482.00000000000466,-120.99999999999334,-130.0000000000079,-644.9999999999844,43.99999999999693,-249.99999999999466,-124.99999999999733,-467.00000000001296,-556.0000000000009,26.00000000001046,-246.99999999999721,-154.99999999999403,,-3107.99999999998
2018.09.24,-432.0000000000102,-156.00000000000057,-124.99999999999733,-569.9999999999816,167.0000000000016,-195.9999999999962,-46.999999999997044,-554.000000000002,-585.9999999999976,17.000000000010118,-253.99999999999866,-169.99999999999238,,-2905.999999999962
2018.09.24,-449.0000000000105,-153.00000000000313,-153.99999999999858,-564.9999999999933,228.9999999999992,-190.99999999999673,-53.999999999998494,-584.0000000000032,-625.9999999999932,43.00000000000637,-275.99999999999847,-171.99999999999437,,-2951.999999999985
2018.09.24,-524.9999999999977,-174.00000000000747,-136.00000000000279,-598.999999999994,286.00000000000136,-173.9999999999964,16.0000000000049,-621.0000000000093,-661.0000000000005,30.000000000001137,-263.99999999999756,-124.00000000000189,,-2946.0000000000005
2018.09.24,-600.0000000000006,-177.99999999998929,-124.99999999999733,-659.999999999994,263.00000000000523,-169.99999999999238,-17.999999999995797,-635.9999999999957,-697.9999999999986,26.00000000001046,-276.9999999999939,-171.99999999999437,,-3244.999999999937
2018.09.24,-554.00000000001,-226.99999999999943,-147.00000000000824,-683.9999999999957,213.00000000000807,-182.99999999999983,-32.999999999994145,-581.0000000000173,-761.999999999996,-22.999999999996135,-335.99999999999187,-227.99999999999488,,-3544.999999999995
