date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2021.03.22,-14.999999999998348,-18.999999999991246,-55.99999999998939,-66.0000000000025,-41.99999999998649,-46.00000000000159,-17.000000000000348,-15.00000000000945,-48.000000000003595,-20.999999999993246,-7.0000000000014495,-108.00000000000409,-92.00000000000318,-59.99999999999339,-156.99999999998226,-83.00000000001084,-39.00000000001125,-17.000000000010118,-155.9999999999917,-81.99999999999363,-121.00000000000443,-70.99999999999883,,-1337.9999999999816
2021.03.22,17.999999999995797,9.000000000014552,-59.000000000009045,178.99999999998784,-5.999999999994898,51.99999999999649,69.9999999999923,-18.0000000000069,31.999999999998696,65.00000000000395,-21.999999999999797,263.00000000000523,-29.00000000001235,-17.999999999984695,257.000000000005,-67.00000000001705,12.999999999996348,209.99999999999375,195.0000000000074,245.9999999999951,19.00000000000235,22.0000000000109,,1430.999999999981
2021.03.22,56.0000000000005,-0.9999999999843467,-72.0000000000054,187.99999999998818,-14.000000000002899,56.99999999999594,93.99999999999409,26.999999999999247,51.99999999999649,102.00000000000209,-24.000000000001798,288.99999999998727,-60.99999999999994,42.0000000000087,263.00000000000523,-75.00000000000284,18.999999999991246,212.99999999999386,201.99999999999818,248.00000000000466,27.999999999994696,29.999999999996696,,1662.9999999999595
2021.03.22,60.99999999999994,-74.99999999998064,-59.000000000009045,194.99999999999318,9.999999999998899,41.9999999999976,55.99999999998939,34.000000000000696,78.99999999999574,97.00000000000264,-48.000000000003595,191.0000000000025,-137.00000000000932,112.000000000001,221.00000000000364,-41.000000000002146,35.999999999991594,218.9999999999941,189.99999999999773,221.9999999999942,5.999999999994898,29.00000000001235,,1439.9999999999654
2021.03.22,12.999999999996348,-36.999999999998145,-95.00000000000064,148.9999999999867,12.000000000012001,58.99999999999794,59.99999999999339,28.999999999990145,60.00000000000449,102.99999999999754,-45.000000000006146,222.0000000000084,-121.00000000001555,100.0000000000112,243.99999999999977,-60.99999999999994,38.99999999998904,210.99999999999852,194.00000000000261,240.99999999999966,20.999999999993246,19.00000000001345,,1416.9999999999739
2021.03.22,54.999999999993946,-95.999999999985,-68.00000000000139,181.99999999998795,26.999999999999247,46.999999999997044,30.999999999981043,48.99999999998794,87.00000000000374,104.00000000000409,-76.0000000000094,216.00000000000819,-169.00000000001913,99.00000000000463,246.00000000000932,-47.00000000001925,-29.999999999996696,231.99999999999932,189.99999999999773,251.99999999999534,7.0000000000014495,-7.0000000000014495,,1330.999999999939
2021.03.22,90.99999999999665,-194.99999999998963,-36.999999999998145,164.99999999999204,-82.99999999998863,-60.99999999999994,18.999999999991246,46.999999999997044,77.00000000000485,45.000000000006146,-85.00000000000173,32.00000000001069,-193.00000000002092,-102.99999999998644,131.00000000000023,-53.00000000001415,-208.99999999999253,149.99999999999147,2.0000000000095497,105.00000000000398,-58.000000000002494,-18.999999999991246,,-231.99999999998204
2021.03.22,58.99999999999794,-178.99999999999582,-41.000000000002146,185.99999999999284,-65.00000000000395,-48.000000000003595,-7.0000000000014495,37.99999999998249,77.00000000000485,46.999999999997044,-100.00000000000009,75.9999999999934,-234.00000000000088,-105.99999999998388,172.00000000002547,-50.0000000000167,-202.9999999999976,158.99999999999181,17.000000000010118,120.99999999999511,-53.999999999998494,-43.999999999999595,,-179.00000000001316
2021.03.22,14.999999999998348,-113.99999999999189,-79.99999999999119,134.00000000000034,32.999999999994145,15.999999999993797,8.999999999992347,20.999999999982144,89.00000000000574,73.00000000000084,-95.00000000000064,139.00000000001,-233.00000000001654,-28.999999999990145,224.00000000001796,-29.00000000001235,-171.99999999999437,222.99999999999898,81.00000000000307,186.00000000000705,-53.999999999998494,-24.000000000001798,,413.0000000000074
2021.03.22,19.999999999997797,-101.99999999997988,-103.00000000000864,100.99999999999909,85.00000000000173,5.999999999994898,-22.0000000000109,28.999999999990145,95.00000000000064,41.000000000002146,-100.00000000000009,67.00000000000728,-264.0000000000198,25.00000000000835,192.00000000000728,8.999999999992347,-120.00000000000898,215.0000000000034,85.99999999999852,152.00000000000102,-90.99999999999665,9.000000000014552,,329.9999999999943
