date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.01.28,-266.999999999995,-87.99999999999919,-5.000000000009663,-21.00000000000435,-75.00000000000284,-256.99999999999613,-66.99999999999484,-4.0000000000048885,-47.00000000000814,-87.00000000000374,-7.9999999999968985,-27.999999999991587,0.0,0.0,-121.99999999999989,-48.99999999998794,-7.999999999995566,-21.99999999999136,-112.99999999999955,-46.00000000000159,-90.99999999999665,-61.99999999998429,,-1466.9999999999643
2019.01.28,-265.0000000000041,-99.99999999998899,-20.000000000010232,-12.000000000000899,-117.00000000000044,-242.00000000000887,-82.00000000000429,-118.99999999999977,-31.999999999998696,-121.00000000000443,56.0000000000005,219.99999999999886,273.9999999999965,66.99999999999307,-154.99999999999403,-48.000000000003595,-31.999999999996476,-16.999999999995907,-144.99999999999602,-69.00000000000794,-141.99999999999767,-65.99999999998829,,-1167.0000000000123
2019.01.28,-256.99999999999613,-124.99999999999733,-27.000000000001023,4.000000000004,-99.00000000000463,-249.99999999999466,-95.00000000000064,-7.999999999995566,22.999999999995246,-116.00000000000499,34.000000000000696,211.9999999999891,221.00000000000452,77.99999999998875,-136.99999999998712,17.000000000000348,-6.000000000000227,17.000000000010118,-135.00000000000512,-89.00000000000574,-102.99999999999754,4.000000000004,,-836.999999999994
2019.01.28,-238.0000000000049,-117.99999999999588,-146.0000000000008,24.000000000001798,-155.00000000000514,-181.9999999999933,-46.999999999997044,-63.00000000000239,0.999999999995449,-134.0000000000008,34.99999999999615,68.9999999999884,258.0000000000027,-53.00000000001148,-200.99999999998454,-79.99999999999119,-112.99999999999955,-70.99999999999795,-159.00000000000603,-121.99999999999989,-211.00000000000563,-53.999999999998494,,-1760.0000000000105
2019.01.28,-248.00000000000378,-153.00000000000313,-213.00000000000807,17.000000000000348,-192.00000000000327,-184.99999999999073,-52.99999999999194,-103.9999999999992,-12.000000000000899,-156.00000000000057,-31.999999999998696,-85.00000000000796,178.00000000001148,-100.99999999999909,-210.99999999998343,-119.99999999998678,-135.99999999999568,-99.99999999999432,-120.99999999999511,-85.00000000000173,-228.00000000000597,-99.99999999998899,,-2439.9999999999477
2019.01.28,-209.9999999999991,-177.99999999998929,-277.000000000001,39.00000000000014,-216.0000000000051,-114.99999999999844,-63.99999999999739,-153.99999999999636,-1.0000000000065512,-182.00000000000438,-51.000000000001044,-140.00000000001478,151.9999999999966,-163.0000000000109,-190.99999999998562,-165.9999999999995,-170.99999999999227,-125.0,-93.99999999999409,-128.00000000000588,-248.00000000000378,-66.99999999999484,,-2750.000000000004
2019.01.28,-207.00000000000162,-144.99999999999514,-264.00000000001,66.99999999999484,-192.00000000000327,-109.00000000000354,-29.999999999996696,-146.0000000000008,21.999999999999797,-148.99999999999915,-58.000000000002494,-175.00000000001137,86.0000000000083,-164.00000000000148,-167.9999999999904,-123.99999999999079,-174.99999999999716,-111.99999999999477,-76.99999999999818,-121.99999999999989,-212.99999999999653,-39.999999999995595,,-2494.9999999999864
2019.01.28,-165.9999999999995,-178.99999999999582,-234.99999999999943,104.00000000000409,-307.99999999999716,-58.000000000002494,-62.000000000006494,-118.99999999999977,57.99999999999139,-258.9999999999981,-80.00000000000229,-163.0000000000109,8.000000000008,-130.00000000000966,-197.99999999998707,-360.0000000000048,-128.0000000000001,-55.999999999997385,-251.99999999999534,-245.0000000000063,-346.9999999999973,-47.99999999998139,,-3222.9999999999877
2019.01.28,-143.00000000000423,-143.99999999998857,-178.00000000001148,141.00000000000225,-300.0000000000003,-60.99999999999994,-43.999999999999595,-84.00000000000318,107.00000000000153,-280.00000000000244,-75.00000000000284,-121.00000000000932,41.000000000002146,-100.99999999999909,-153.9999999999875,-431.99999999998795,-117.00000000000443,24.00000000000091,-269.00000000000546,-251.00000000000122,-372.0000000000057,-102.00000000000209,,-2915.0000000000086
2019.01.28,-116.00000000000499,-130.99999999999224,-223.0000000000132,112.000000000001,-329.999999999997,-29.999999999996696,-35.00000000000725,-111.0000000000042,87.99999999999919,-287.9999999999994,-65.99999999999939,-170.00000000001592,48.000000000003595,-128.0000000000001,-125.99999999998168,-473.99999999999665,-129.0000000000049,-12.999999999991019,-254.0000000000049,-209.00000000000364,-390.99999999999693,-142.99999999998204,,-3118.999999999988
