date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,empty,sum
2021.08.16,-202.0000000000022,-185.99999999999727,-9.999999999998899,-9.999999999998899,0.0,-295.0000000000017,-98.99999999999353,-137.9999999999937,-216.00000000000819,-219.99999999999798,-187.00000000000384,-201.99999999999818,-1.999999999990898,-123.00000000000644,-116.99999999998934,-176.00000000000193,-6.999999999990791,,-2189.9999999999736
2021.08.16,-139.00000000000023,-148.99999999999915,-11.999999999989797,16.000000000016,34.000000000000696,-311.9999999999976,-86.99999999999264,-122.99999999999534,-243.00000000002342,-57.00000000001815,-236.99999999999832,-132.000000000005,13.000000000018552,-170.00000000000347,-170.00000000000347,-138.00000000000523,-21.99999999999136,,-1927.9999999999877
2021.08.16,-97.00000000000264,-245.99999999999068,-65.99999999998829,-7.999999999985796,51.99999999999649,-457.00000000000784,-108.99999999999244,-142.99999999999312,-438.0000000000166,-2.0000000000131024,-316.0000000000052,-211.00000000001273,15.00000000000945,-205.99999999999508,-246.99999999999721,-242.00000000000443,6.000000000000227,,-2714.999999999999
2021.08.16,-75.9999999999983,-204.00000000000418,-8.999999999992347,11.00000000000545,63.00000000000195,-432.00000000000216,-117.99999999999588,-113.99999999999189,-422.00000000002547,146.00000000000168,-326.0000000000041,-193.00000000001205,16.000000000016,-129.00000000000134,-214.99999999998744,-239.00000000000432,88.99999999999864,,-2151.999999999996
2021.08.16,-58.000000000002494,-202.9999999999976,-18.999999999991246,9.000000000014552,63.00000000000195,-368.0000000000092,-106.99999999999044,-126.99999999999933,-305.0000000000068,148.99999999999915,-320.9999999999935,-109.00000000000887,6.000000000017103,-158.99999999999804,-204.99999999998852,-183.00000000000693,65.00000000001194,,-1871.9999999999482
2021.08.16,-65.00000000000395,-173.00000000000094,-8.999999999992347,42.0000000000087,24.999999999997247,-361.0000000000042,-85.99999999999719,-134.99999999999625,-274.0000000000009,180.99999999998673,-383.0,-99.99999999999432,45.000000000006146,-209.9999999999991,-251.00000000000122,-150.00000000000568,45.000000000001705,,-1858.9999999999955
2021.08.16,-58.99999999999794,-184.99999999999073,-34.99999999998504,51.000000000001044,-46.00000000000159,-344.99999999999886,-74.99999999999174,-167.9999999999904,-224.00000000001796,187.99999999998818,-514.9999999999987,-85.00000000000796,83.00000000001084,-408.00000000000836,-353.0000000000033,-118.99999999999977,-85.99999999999852,,-2380.9999999999905
2021.08.16,-58.99999999999794,-127.99999999999478,-20.999999999982144,155.00000000001623,-73.99999999999629,-240.0000000000091,-12.999999999996348,-178.99999999999582,-44.00000000001114,265.99999999998846,-550.9999999999903,36.000000000001364,200.00000000000017,-466.9999999999952,-404.0000000000044,37.9999999999967,-119.99999999999034,,-1604.999999999961
2021.08.16,-53.999999999998494,-151.9999999999966,-38.99999999998904,162.00000000001768,-70.99999999999883,-242.00000000000443,8.000000000008,-181.9999999999933,-44.00000000001114,302.0000000000023,-580.0000000000027,26.999999999986812,242.00000000000887,-469.0000000000083,-377.9999999999894,49.99999999999716,-89.9999999999892,,-1509.9999999999604
2021.08.16,-17.000000000000348,-182.99999999999983,-65.99999999998829,146.00000000000168,-48.99999999999905,-210.00000000000796,13.00000000000745,-174.99999999999181,3.9999999999906777,317.9999999999961,-564.000000000009,82.99999999999841,237.00000000002052,-452.99999999999227,-360.0000000000048,67.99999999999784,-106.99999999999932,,-1314.9999999999802
