date,GBPUSD,USDJPY,USDCAD,NZDUSD,EURCHF,AUDCHF,GBPAUD,EURAUD,NZDJPY,AUDCAD,empty,sum
2015.08.31,55.99999999998939,-24.00000000000091,31.000000000003247,48.99999999999905,-100.99999999999554,-1.0000000000065512,-90.00000000001229,-151.9999999999966,-22.00000000000557,-80.00000000000229,,-334.000000000028
2015.08.31,45.99999999999049,-70.00000000000739,55.000000000005045,5.999999999994898,-269.00000000000813,-81.00000000000884,-71.00000000002105,-171.99999999999437,-31.999999999996476,-164.99999999999292,,-753.0000000000388
2015.08.31,-8.000000000008,-246.9999999999999,151.9999999999966,219.00000000000253,-296.0000000000074,163.99999999999747,632.9999999999725,449.9999999999948,381.9999999999908,62.000000000006494,,1510.999999999946
2015.08.31,-36.999999999998145,-362.000000000009,252.99999999999213,158.0000000000026,-334.9999999999964,234.00000000000088,724.9999999999978,683.9999999999957,376.99999999999534,1.0000000000065512,,1697.9999999999875
2015.08.31,-24.000000000001798,-303.0000000000115,249.99999999999466,41.9999999999976,-354.0000000000099,164.99999999999292,370.999999999988,539.999999999985,197.9999999999933,-146.99999999999713,,737.9999999999311
2015.08.31,-36.999999999998145,-341.0000000000082,333.9999999999899,19.999999999997797,-398.00000000000944,269.9999999999925,713.0000000000081,862.9999999999916,195.99999999999795,-59.99999999999339,,1559.9999999999686
2015.08.31,-96.00000000000719,-405.00000000000114,229.99999999999687,14.999999999998348,-485.0000000000021,334.9999999999964,917.9999999999744,1126.0000000000048,227.99999999999443,72.0000000000054,,1937.9999999999604
2015.08.31,-104.99999999999955,-463.0000000000081,256.99999999999613,87.00000000000374,-346.0000000000019,383.0,819.9999999999985,1051.0000000000018,354.99999999998977,-2.000000000002,,2036.9999999999786
2015.08.31,-156.00000000000057,-399.0000000000009,269.00000000000813,380.00000000000256,-441.0000000000025,195.9999999999962,618.9999999999695,751.9999999999972,670.0000000000017,-122.99999999999534,,1766.999999999976
2015.08.31,-202.00000000001327,-475.9999999999991,378.999999999996,400.9999999999958,-522.0000000000002,317.9999999999961,984.000000000007,1144.999999999996,746.9999999999999,-80.00000000000229,,2693.999999999976
2015.08.31,-209.9999999999991,-462.0000000000033,316.0000000000052,453.99999999999886,-551.9999999999969,389.99999999999034,1114.999999999977,1356.999999999986,802.9999999999973,19.999999999997797,,3230.999999999953
2015.08.31,-156.00000000000057,-526.0000000000105,331.999999999999,397.0000000000029,-537.0000000000097,393.9999999999944,986.9999999999824,1347.9999999999936,775.9999999999962,-14.999999999998348,,2999.99999999995
2015.08.31,-158.0000000000137,-528.0000000000058,316.0000000000052,375.9999999999986,-483.99999999999557,346.9999999999973,846.9999999999977,1166.9999999999848,750.0,-68.00000000000139,,2564.999999999967
