date,USDJPY,USDCAD,NZDUSD,GBPCHF,CADCHF,EURGBP,GBPCAD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2017.07.17,-22.999999999996135,-143.99999999998857,-233.99999999998977,-134.00000000001188,-136.00000000000279,-48.99999999999905,-107.99999999999699,-28.999999999996362,-60.99999999999994,-59.99999999999339,-43.99999999999693,-3.0000000000001137,-54.99999999999261,-109.00000000000354,,-1188.9999999999682
2017.07.17,-10.000000000005116,-27.999999999983594,49.00000000001015,-148.99999999999915,-49.99999999999449,-67.00000000000594,-132.99999999998312,-51.9999999999925,-72.99999999998974,-28.000000000005798,-22.00000000000557,-82.00000000000784,28.000000000005798,-109.00000000000354,,-725.9999999999604
2017.07.17,12.000000000000455,-90.99999999999665,42.0000000000087,-181.00000000000892,2.000000000002,-63.99999999999739,-201.99999999999108,-27.999999999991587,-109.99999999998789,96.99999999999153,31.00000000000591,-70.99999999999795,59.00000000001171,-16.0000000000049,,-519.9999999999561
2017.07.17,57.00000000000216,-87.99999999999919,43.00000000000415,-178.99999999999582,23.00000000000635,-73.00000000000084,-168.99999999999693,39.99999999999204,-89.99999999999008,82.99999999998863,54.000000000002046,-61.00000000000705,113.00000000001376,-14.999999999998348,,-261.99999999997914
2017.07.17,-1.9999999999953388,-11.999999999989797,131.00000000000333,-185.99999999999727,36.0000000000027,-68.99999999999685,-197.99999999998707,16.999999999995907,-68.99999999998573,87.99999999999919,43.00000000000637,-70.00000000000739,142.00000000001012,-24.000000000001798,,-172.99999999994364
2017.07.17,-66.99999999999307,-7.0000000000014495,154.0000000000097,-197.00000000000273,48.99999999999905,-72.0000000000054,-156.99999999998494,-50.99999999998772,-63.99999999999739,55.99999999998939,4.0000000000048885,-128.0000000000001,105.00000000000398,-34.000000000000696,,-408.9999999999665
2017.07.17,-51.00000000000193,8.000000000008,108.00000000000809,-214.00000000000307,62.000000000006494,-80.99999999999774,-141.99999999999767,-38.99999999998727,-61.99999999998429,134.99999999999625,16.999999999995907,-114.00000000000432,92.00000000001296,21.999999999999797,,-258.99999999994884
2017.07.17,-7.000000000005002,-4.000000000004,30.000000000007798,-243.00000000001543,94.00000000000519,-92.00000000000318,-125.99999999998168,-45.99999999999227,5.000000000010552,75.00000000000284,52.99999999999727,-102.00000000000387,61.00000000000705,24.999999999997247,,-276.99999999997743
2017.07.17,64.00000000000716,-78.99999999998464,-29.999999999996696,-178.00000000001148,51.000000000001044,-67.00000000000594,-153.9999999999875,6.000000000000227,-48.99999999998794,-9.999999999998899,64.99999999999773,-52.00000000000671,30.000000000001137,-72.0000000000054,,-474.99999999997794
2017.07.17,54.000000000002046,-146.99999999998602,-214.99999999999852,-246.00000000001288,43.999999999999595,-107.00000000000153,-253.99999999999866,-8.99999999998613,-82.99999999998863,5.999999999994898,33.00000000000125,-121.99999999999989,-166.99999999998738,-63.00000000000195,,-1275.9999999999638
2017.07.17,125.0,-139.00000000000023,-151.9999999999966,-241.00000000000233,48.000000000003595,-102.99999999999754,-237.99999999998266,37.00000000000614,-92.99999999998754,-45.000000000006146,66.0000000000025,-61.00000000000705,-86.99999999998909,-81.00000000000884,,-963.9999999999658
2017.07.17,143.00000000000068,-180.99999999998673,-233.99999999998977,-219.00000000001364,43.00000000000415,-80.00000000000229,-243.99999999999977,54.000000000002046,-99.99999999998899,170.99999999998784,72.99999999999329,-100.00000000000853,-133.99999999998613,15.999999999993797,,-791.9999999999941
