,name,direction
0,USDCHF,S
1,GBPUSD,B
2,EURUSD,B
3,USDJPY,S
4,AUDUSD,B
5,NZDUSD,B
6,CHFJPY,B
7,CADCHF,S
8,GBPJPY,B
9,GBPCAD,B
10,GBPAUD,B
11,CADJPY,S
12,AUDJPY,B
13,NZDJPY,B
14,NZDCAD,B
