date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,CHFJPY,CADCHF,GBPJPY,GBPCAD,GBPAUD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2018.01.29,-114.99999999999844,-120.00000000000898,-114.99999999999844,-94.0000000000083,0.0,-2.999999999997449,-172.00000000001125,-150.00000000000568,-84.00000000000318,-136.00000000000279,-49.00000000001015,-59.99999999998806,-6.000000000000227,-40.99999999999682,-26.999999999999247,,-1172.000000000029
2018.01.29,-60.00000000000449,-77.00000000001594,-129.00000000000134,-70.99999999999795,39.00000000000014,51.000000000001044,-84.00000000000318,-101.00000000000664,-81.99999999999363,95.999999999985,-41.000000000002146,-31.999999999996476,-22.00000000000557,-34.99999999999659,107.00000000000153,,-441.0000000000363
2018.01.29,-99.00000000000463,34.000000000000696,-103.00000000000864,-66.0000000000025,27.999999999994696,94.00000000000519,-44.00000000001114,-162.0000000000066,-4.9999999999954525,245.99999999999068,150.99999999999002,-51.9999999999925,-18.000000000000682,-12.999999999991019,168.00000000000148,,158.99999999996962
2018.01.29,-68.00000000000139,43.999999999999595,-51.000000000001044,-10.000000000005116,94.99999999998954,175.00000000000293,9.000000000000341,-172.00000000000549,0.0,143.99999999998857,-17.000000000000348,-44.999999999987494,52.99999999999727,114.00000000000432,239.0000000000003,,509.99999999998204
2018.01.29,-72.0000000000054,-45.000000000006146,-34.000000000000696,39.99999999999204,117.99999999999588,133.00000000000534,-117.00000000000443,-192.00000000000327,-242.999999999995,26.999999999999247,-73.00000000001194,-45.99999999999227,-32.00000000001069,-48.99999999999238,158.0000000000026,,-427.00000000002706
2018.01.29,-101.00000000000664,103.99999999999298,-53.00000000001415,-37.00000000000614,111.99999999998988,90.0000000000012,-39.00000000000148,-202.0000000000022,-24.00000000000091,180.0000000000024,95.999999999985,-62.99999999998818,16.999999999995907,-21.99999999999136,128.00000000000588,,185.9999999999622
2018.01.29,-334.9999999999964,-144.0000000000108,-302.0000000000023,-197.00000000000273,-59.000000000009045,-156.99999999999602,-94.0000000000083,-241.00000000000233,57.999999999992724,242.99999999999324,156.00000000000057,-44.999999999987494,-21.000000000000796,-117.999999999995,-8.999999999992347,,-1265.0000000000168
2018.01.29,-331.999999999999,-130.0000000000079,-300.00000000001137,-174.0000000000066,-106.00000000000608,-148.99999999999915,-115.0000000000091,-243.00000000000432,63.99999999999295,268.0000000000016,211.99999999998997,-18.999999999991246,-66.0000000000025,-143.00000000000068,8.000000000008,,-1225.0000000000452
2018.01.29,-462.0000000000068,-278.00000000000045,-407.0000000000018,-295.0000000000017,-196.00000000000728,-195.00000000000074,-150.00000000000568,-295.0000000000008,68.9999999999884,180.99999999998673,248.00000000000378,-60.99999999999284,-41.00000000001103,-99.99999999999432,4.999999999999449,,-1977.0000000000452
2018.01.29,-428.00000000000614,-272.00000000000557,-369.0000000000193,-254.0000000000049,-157.00000000000713,-109.99999999999899,-157.0000000000107,-292.9999999999988,21.99999999999136,144.99999999999514,228.00000000000597,-74.99999999998863,-30.000000000001137,-40.99999999999682,59.000000000009045,,-1732.0000000000366
2018.01.29,-365.99999999999966,-173.00000000000094,-280.9999999999979,-164.00000000000148,-113.00000000000753,-93.99999999999409,-159.00000000000603,-282.0000000000045,31.00000000000591,183.99999999998417,248.00000000000378,-27.999999999991587,-57.00000000000216,-76.99999999999818,43.00000000000415,,-1288.0000000000064
2018.01.29,-319.99999999999807,-80.99999999999774,-221.00000000000452,-118.99999999999977,-91.00000000000774,-78.99999999999574,-180.00000000000682,-267.00000000000614,8.99999999998613,272.99999999998994,343.99999999998875,-3.9999999999906777,-137.00000000000045,-99.99999999999432,53.00000000000304,,-920.0000000000341
2018.01.29,-250.00000000000577,10.999999999983245,-119.00000000000244,-40.99999999999682,-82.00000000000429,-24.000000000001798,-129.0000000000049,-231.99999999999886,58.9999999999975,319.999999999987,361.9999999999957,15.000000000000568,-122.0000000000141,-94.99999999999886,79.00000000000685,,-248.00000000005699
2018.01.29,-255.00000000000523,-33.00000000001635,-145.00000000001734,-57.00000000000216,-41.000000000002146,1.0000000000065512,-142.00000000001012,-238.0000000000049,50.99999999998772,276.9999999999939,314.99999999999864,12.000000000000455,-66.0000000000025,-60.000000000002274,108.00000000000809,,-273.00000000006764
2018.01.29,-300.0000000000003,-40.0000000000178,-182.0000000000155,-106.00000000000875,-69.00000000000794,-36.999999999998145,-128.0000000000001,-243.00000000000432,74.99999999998863,295.0000000000008,295.99999999998516,-10.99999999999568,-38.000000000010914,-60.99999999999284,82.99999999999974,,-466.00000000007776
2018.01.29,-309.0000000000037,-92.00000000000318,-204.00000000000418,-106.00000000000875,-109.00000000000354,-68.00000000000139,-144.00000000000546,-243.99999999999977,28.999999999996362,253.99999999999866,316.99999999998954,-5.9999999999860165,-85.00000000000796,-93.99999999999409,56.0000000000005,,-805.0000000000329
2018.01.29,-297.00000000000284,-79.00000000000685,-160.00000000000458,-158.00000000000125,-109.00000000000354,-68.00000000000139,-93.00000000000352,-241.99999999999778,90.00000000000341,266.999999999995,327.99999999999494,-45.99999999999227,-82.00000000000784,-75.9999999999934,58.000000000002494,,-667.0000000000192
2018.01.29,-343.9999999999999,-154.0000000000097,-212.00000000001216,-185.00000000000227,-108.00000000000809,-73.00000000000084,-160.0000000000108,-280.00000000000244,4.9999999999954525,157.99999999999147,181.9999999999933,-35.99999999998715,-43.00000000000637,-46.999999999997044,73.00000000000084,,-1224.0000000000557
2018.01.29,-353.99999999999875,-268.0000000000016,-202.00000000001327,-350.0000000000085,-178.00000000000037,-127.99999999999478,-141.00000000000534,-265.0000000000041,27.999999999991587,204.00000000000418,249.99999999999466,-118.99999999999977,-26.00000000001046,-24.999999999991473,75.00000000000284,,-1499.0000000000355
2018.01.29,-443.0000000000045,-236.00000000001398,-319.0000000000026,-362.000000000009,-193.00000000000983,-182.99999999999983,-149.0000000000009,-312.00000000000114,151.9999999999868,187.99999999998818,248.00000000000378,-103.9999999999992,-2.0000000000095497,-48.99999999999238,24.000000000001798,,-1740.0000000000623
2018.01.29,-522.0000000000002,-155.00000000001623,-374.0000000000077,-278.0000000000058,-179.00000000000693,-114.00000000000298,-264.00000000001,-324.00000000000205,161.00000000000136,309.0000000000037,375.9999999999986,-68.9999999999884,-64.00000000000716,-45.99999999999227,65.99999999999939,,-1477.0000000000366
2018.01.29,-477.0000000000052,-340.00000000000693,-350.00000000000585,-275.0000000000057,-217.0000000000005,-100.99999999999554,-194.00000000000261,-291.0000000000079,-7.000000000005002,164.99999999999292,251.00000000000122,-35.99999999998715,-78.00000000000296,7.999999999995566,148.99999999999915,,-1793.0000000000364
2018.01.29,-480.99999999999807,-446.9999999999974,-317.0000000000117,-301.00000000000193,-180.0000000000024,-151.00000000000114,-176.00000000000193,-306.00000000000625,-176.9999999999925,21.00000000000435,-43.999999999999595,-47.99999999998761,-33.00000000000125,-75.00000000000284,70.0000000000034,,-2644.9999999999973
2018.01.29,-384.00000000000654,-350.00000000000585,-243.99999999999977,-203.00000000000296,-103.00000000000864,-143.9999999999997,-214.00000000001285,-251.00000000000122,-211.00000000001273,83.9999999999952,-22.999999999995246,-11.999999999986244,-71.00000000001216,-158.00000000000125,59.000000000009045,,-2225.000000000041
2018.01.29,-351.0000000000013,-382.0000000000157,-153.00000000000313,-117.00000000000443,-104.00000000000409,-148.99999999999915,-265.00000000000057,-199.00000000000472,-286.00000000000136,143.00000000000423,-69.00000000000794,120.00000000000455,-110.00000000001364,-200.9999999999934,87.99999999999919,,-2035.0000000000414
2018.01.29,-306.00000000000625,-490.0000000000126,-224.000000000002,-36.000000000001364,-23.00000000000635,-80.99999999999774,-248.00000000000466,-209.9999999999991,-495.00000000000455,-126.0000000000039,-309.0000000000037,114.00000000000432,-44.00000000001114,-146.99999999999136,104.99999999999955,,-2520.000000000041
2018.01.29,-319.0000000000026,-754.0000000000102,-323.0000000000066,-108.00000000000409,-78.00000000000028,-121.99999999999989,-175.00000000001137,-212.00000000000108,-712.9999999999939,-469.0000000000083,-500.9999999999959,63.00000000000239,-79.00000000000773,-168.99999999999693,48.000000000003595,,-3911.0000000000327
2018.01.29,-292.9999999999988,-802.0000000000139,-348.9999999999993,-73.99999999999807,-57.00000000000705,-100.99999999999554,-177.0000000000067,-236.99999999999832,-830.0000000000125,-573.0000000000013,-670.9999999999993,38.000000000010914,-67.00000000000728,-149.99999999999147,54.00000000000959,,-4289.000000000009
2018.01.29,-282.0000000000045,-797.0000000000033,-452.00000000000796,-126.00000000000477,-130.0000000000079,-119.00000000000244,-187.00000000001182,-204.99999999999963,-831.9999999999936,-582.0000000000158,-651.0000000000016,29.000000000010573,-107.00000000001353,-146.0000000000008,41.000000000002146,,-4546.0000000000555
2018.01.29,-284.0000000000065,-812.999999999997,-487.99999999999955,-177.0000000000067,-165.00000000000404,-100.99999999999554,-40.00000000000625,-177.00000000000495,-667.0000000000016,-463.0000000000134,-378.999999999996,-9.999999999990905,-123.00000000000466,-111.0000000000042,93.00000000000975,,-3905.0000000000223
2018.01.29,-219.00000000000253,-696.0000000000077,-524.9999999999977,-183.9999999999975,-114.00000000000298,-68.99999999999685,23.9999999999867,-153.99999999999858,-538.9999999999873,-479.0000000000072,-402.9999999999978,-59.99999999998806,-38.000000000010914,-46.999999999997044,62.000000000006494,,-3440.999999999999
