date,GBPUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,GBPCAD,GBPAUD,EURCAD,CADJPY,AUDJPY,NZDJPY,empty,sum
2019.02.25,-225.99999999999287,-72.0000000000054,0.0,-4.999999999999449,-24.000000000001798,-283.99999999999534,-331.999999999999,-35.00000000000725,-4.9999999999954525,-61.00000000000705,-88.00000000000807,,-1132.0000000000118
2019.02.25,-176.99999999998272,1.0000000000065512,80.99999999999774,60.99999999999994,22.999999999995246,-229.99999999999687,-624.0000000000023,-73.99999999999629,10.000000000005116,-34.000000000006025,-115.0000000000091,,-1077.9999999999886
2019.02.25,-134.99999999999625,29.999999999996696,133.00000000000534,78.00000000000028,168.00000000000148,-218.00000000000708,-426.00000000001523,-97.00000000001374,73.0000000000075,161.99999999999193,-82.99999999999841,,-315.0000000000275
2019.02.25,-73.99999999999629,72.99999999998974,146.00000000000168,57.00000000000705,173.00000000000094,-99.00000000000463,-538.0000000000163,-114.99999999999844,73.99999999999807,197.00000000000273,-148.00000000001035,,-254.0000000000258
2019.02.25,-74.99999999998064,62.000000000006494,157.00000000000713,72.0000000000054,204.99999999999963,-151.00000000001222,-581.0000000000093,-100.0000000000112,90.00000000000341,231.99999999999932,-255.00000000000966,,-344.0000000000017
2019.02.25,-36.999999999998145,80.99999999999774,158.99999999999804,29.000000000001247,237.99999999999378,-107.99999999999699,-567.0000000000064,-190.00000000000128,70.99999999999795,301.00000000000193,-307.00000000000216,,-330.0000000000142
2019.02.25,-32.999999999994145,49.00000000001015,143.00000000000423,47.00000000000814,207.99999999999707,-100.0000000000112,-527.0000000000108,-143.00000000000423,84.00000000000318,265.00000000000057,-277.000000000001,,-283.99999999999807
2019.02.25,-25.999999999992696,39.00000000001125,127.00000000001043,29.000000000001247,149.99999999999457,-120.99999999999334,-578.0000000000118,-141.00000000001333,21.000000000000796,152.00000000000102,-301.00000000000193,,-648.9999999999939
2019.02.25,-23.999999999979593,42.0000000000087,109.00000000000354,26.999999999999247,136.00000000000279,-73.99999999999629,-390.0000000000015,-127.00000000001043,28.000000000005798,152.9999999999916,-207.00000000000784,,-326.99999999998397
2019.02.25,-65.99999999998829,18.0000000000069,86.99999999999264,-18.999999999991246,27.999999999994696,-65.00000000000395,-316.0000000000052,-190.00000000000128,-91.99999999999875,-49.99999999999716,-174.0000000000066,,-838.9999999999982
2019.02.25,-39.999999999995595,-15.999999999993797,52.99999999999194,-35.999999999991594,12.000000000000899,-22.0000000000109,-148.00000000001478,-173.00000000000094,-55.999999999997385,-46.00000000000648,-76.99999999999818,,-549.0000000000168
2019.02.25,-26.999999999999247,-8.999999999992347,42.999999999993044,-52.99999999999194,24.999999999997247,14.000000000002899,-195.00000000001182,-207.00000000000162,-52.99999999999727,12.999999999991019,-88.00000000000807,,-537.0000000000181
2019.02.25,-4.999999999988347,0.0,59.99999999999339,-46.999999999997044,39.00000000000014,65.00000000000395,-150.00000000000568,-192.00000000001438,-34.99999999999659,54.99999999999261,-78.00000000000296,,-288.0000000000149
2019.02.25,-13.999999999980695,5.999999999994898,59.99999999999339,-47.9999999999925,63.00000000000195,62.99999999999084,-182.99999999999983,-190.00000000000128,-36.000000000001364,81.00000000000307,-54.000000000002046,,-251.99999999999352
2019.02.25,-22.999999999995246,12.999999999996348,60.99999999999994,-45.99999999999049,82.99999999999974,56.99999999999594,-269.00000000000813,-197.00000000000273,-36.000000000001364,102.00000000000387,-90.00000000000341,,-345.00000000000557
