date,GBPUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,GBPCAD,GBPAUD,EURCAD,CADJPY,AUDJPY,NZDJPY,empty,sum
2019.02.25,-158.99999999999804,1.999999999990898,112.000000000001,75.00000000000284,70.99999999999883,-195.00000000001182,-224.000000000002,-6.000000000017103,13.999999999995794,18.999999999991246,7.999999999995566,,-283.0000000000528
2019.02.25,-134.99999999999625,28.999999999990145,133.00000000000534,80.00000000000229,180.99999999999784,-188.9999999999947,-402.0000000000135,-19.999999999997797,84.00000000000318,189.99999999999773,15.999999999991132,,-33.00000000001455
2019.02.25,-51.99999999998539,110.00000000001009,167.00000000000603,86.0000000000083,202.0000000000022,-79.00000000000685,-329.00000000000153,-69.00000000000794,105.99999999999454,230.00000000000398,-69.00000000000261,,303.00000000002075
2019.02.25,-38.99999999998904,87.99999999999919,161.99999999999548,75.00000000000284,261.99999999999557,-90.00000000001229,-516.0000000000053,-79.00000000000685,120.99999999999511,319.9999999999932,-127.00000000000955,,176.9999999999584
2019.02.25,-30.999999999981043,99.00000000000463,188.9999999999947,87.00000000000374,275.99999999999847,-97.9999999999981,-531.9999999999991,-96.00000000000719,153.99999999999636,355.000000000004,-255.00000000000966,,148.00000000000682
2019.02.25,27.00000000002145,95.00000000000064,164.99999999999292,49.00000000001015,269.9999999999925,-14.000000000002899,-520.0000000000093,-139.00000000000023,117.999999999995,352.00000000000387,-271.0000000000008,,132.0000000000033
2019.02.25,-2.999999999997449,76.99999999999375,170.00000000000347,65.99999999999939,242.99999999999324,-83.00000000001084,-477.0000000000163,-114.0000000000141,121.99999999999989,310.99999999999284,-254.0000000000049,,57.99999999993895
2019.02.25,-8.999999999992347,60.99999999999994,131.99999999999878,34.000000000000696,159.9999999999935,-29.00000000001235,-293.99999999999426,-127.00000000001043,39.00000000000148,174.99999999999716,-123.00000000000466,,18.99999999997752
2019.02.25,-0.9999999999843467,69.9999999999923,120.00000000000898,54.00000000000959,173.00000000000094,-65.00000000000395,-310.0000000000103,-70.99999999999883,78.00000000000296,204.9999999999983,-171.00000000000648,,82.00000000000918
2019.02.25,0.0,93.99999999999409,110.00000000001009,26.000000000003798,43.999999999999595,32.999999999994145,55.000000000005045,-110.00000000001009,-37.9999999999967,-18.000000000000682,-27.000000000001023,,168.99999999999827
2019.02.25,-11.999999999989797,1.0000000000065512,62.99999999999084,-32.999999999994145,51.99999999999649,41.99999999998649,-102.00000000000209,-167.00000000000603,-36.000000000001364,55.999999999997385,-48.00000000000182,,-184.00000000001745
2019.02.25,12.000000000012001,9.999999999998899,62.99999999999084,-43.999999999999595,60.99999999999994,78.00000000000028,-104.99999999999955,-185.99999999999727,-27.000000000001023,81.99999999999363,-43.99999999999693,,-99.99999999999878
2019.02.25,0.0,25.999999999992696,60.99999999999994,-36.999999999998145,76.99999999999375,87.99999999999919,-123.00000000000644,-170.00000000000347,-22.999999999996135,97.99999999999898,-26.00000000001046,,-29.000000000030084
2019.02.25,-7.999999999985796,34.000000000000696,60.99999999999994,-32.999999999994145,83.9999999999952,86.99999999999264,-131.00000000001444,-164.00000000000858,-21.000000000000796,100.99999999999909,-42.00000000000159,,-32.00000000001779
2019.02.25,12.000000000012001,39.999999999995595,70.99999999999883,-39.00000000000014,131.99999999999878,110.99999999999443,-248.00000000000378,-192.00000000001438,-21.000000000000796,164.00000000000148,-85.00000000000796,,-55.00000000002595
2019.02.25,22.0000000000109,55.99999999998939,80.99999999999774,-36.999999999998145,153.99999999999858,123.00000000000644,-278.00000000000045,-199.00000000001583,-51.9999999999925,153.99999999999636,-49.000000000006594,,-25.000000000014182
2019.02.25,41.000000000002146,59.000000000009045,96.00000000000719,-35.999999999991594,136.99999999999824,133.00000000000534,-231.0000000000034,-215.00000000000963,-54.000000000002046,134.9999999999909,-40.00000000000625,,24.999999999999915
2019.02.25,26.0000000000149,55.99999999998939,137.00000000000932,-15.999999999993797,112.000000000001,70.99999999999883,-182.0000000000155,-226.99999999999943,-42.999999999992156,94.99999999999886,6.000000000000227,,35.00000000001168
2019.02.25,-51.99999999998539,32.999999999994145,212.99999999999653,84.0000000000063,168.99999999999693,-181.9999999999933,-354.9999999999942,-134.00000000001188,79.00000000000773,168.99999999999693,-58.9999999999975,,-34.999999999983686
2019.02.25,150.00000000000568,167.00000000000603,208.00000000000819,47.00000000000814,210.99999999999451,79.00000000000685,-268.0000000000016,-201.00000000000674,45.000000000001705,221.00000000000364,-133.00000000000978,,526.0000000000167
