date,USDCHF,GBPUSD,NZDUSD,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2015.04.20,0.0,-49.00000000001015,-278.9999999999959,-67.9999999999903,-278.9999999999959,-36.999999999998145,-153.00000000002,-188.9999999999947,-332.9999999999833,-364.00000000000875,-34.000000000006025,-424.99999999999716,0.0,0.0,,-2210.0000000000005
2015.04.20,39.999999999995595,-86.0000000000083,-224.9999999999974,-39.999999999995595,-234.00000000000088,-39.00000000000014,-171.99999999999704,56.000000000011596,-247.99999999998158,-341.00000000001353,34.99999999999659,-365.99999999999966,82.99999999999974,17.000000000000348,,-1519.9999999999902
2015.04.20,-94.00000000000519,-87.00000000001484,-197.99999999999818,-118.99999999999133,-270.99999999999903,-60.99999999999994,-70.99999999999795,107.00000000001265,-356.00000000000074,-350.00000000000585,93.99999999999409,-268.0000000000007,0.0,43.00000000001525,,-1630.999999999992
2015.04.20,-130.0000000000079,25.999999999992696,-274.9999999999919,-113.99999999999189,-402.00000000000233,-63.00000000000195,-9.000000000014552,108.00000000001918,-350.9999999999902,-697.9999999999986,109.99999999999943,-438.99999999999295,65.00000000000395,-120.99999999999334,,-2292.99999999997
2015.04.20,-182.99999999999983,-57.00000000001815,-244.99999999999523,-205.99999999999508,-312.9999999999966,-78.99999999999574,-40.000000000020464,13.000000000018552,-461.0000000000003,-392.00000000001455,43.99999999999693,-319.0000000000026,-4.000000000004,70.0000000000145,,-2172.0000000000127
2015.04.20,-50.0000000000056,-115.00000000002063,-276.9999999999939,-146.99999999999713,-320.9999999999935,-48.000000000003595,-44.00000000001114,38.0000000000047,-371.99999999999454,-442.00000000000904,79.9999999999983,-334.99999999999375,23.00000000000635,36.0000000000138,,-1973.9999999999998
2015.04.20,-75.00000000000284,-144.0000000000108,-349.99999999999477,-210.99999999999451,-383.99999999999545,-60.99999999999994,-49.000000000006594,-41.99999999998649,-437.99999999998283,-569.0000000000194,-10.000000000005116,-403.0000000000058,9.999999999998899,5.000000000010552,,-2720.9999999999955
2015.04.20,-26.999999999999247,-167.00000000000603,-357.99999999999164,-242.99999999999324,-365.99999999999966,-60.99999999999994,-201.99999999999818,-98.99999999998244,-508.9999999999817,-465.0000000000043,-112.00000000000898,-432.00000000000216,46.00000000000159,79.00000000000685,,-2915.9999999999595
2015.04.20,-70.0000000000034,-236.00000000001398,-357.99999999999164,-236.99999999999832,-383.99999999999545,-63.00000000000195,-301.00000000001614,-76.99999999999375,-488.9999999999839,-489.0000000000061,-118.99999999999977,-487.99999999999955,-15.999999999993797,25.00000000000835,,-3301.9999999999895
2015.04.20,-168.00000000000148,-207.00000000000162,-369.99999999999255,-292.9999999999988,-431.99999999999903,-121.99999999999989,-240.0000000000091,-168.99999999999693,-598.999999999994,-580.0000000000027,-117.00000000000443,-495.00000000000455,9.00000000000345,-11.00000000000545,,-3794.0000000000073
2015.04.20,-164.00000000000858,-139.00000000000023,-356.00000000000074,-275.99999999999847,-458.00000000000284,-124.99999999999733,-180.00000000000682,-51.99999999998539,-584.9999999999911,-677.0000000000165,-81.00000000000307,-509.00000000000034,-34.000000000000696,-36.999999999998145,,-3673.000000000011
2015.04.20,-148.99999999999915,-160.00000000000458,-336.9999999999984,-300.99999999999574,-471.99999999999466,-117.99999999999588,-164.0000000000157,-73.99999999999629,-590.0000000000016,-655.0000000000056,-48.00000000000182,-438.99999999999295,-48.99999999999905,-83.9999999999952,,-3639.999999999997
2015.04.20,-141.00000000000225,-115.00000000002063,-378.00000000000057,-316.99999999998954,-495.000000000001,-107.99999999999699,-28.00000000002001,-156.99999999998494,-629.9999999999973,-721.000000000016,-51.00000000000193,-462.0000000000033,-49.99999999999449,-116.00000000000499,,-3769.000000000034
2015.04.20,-224.000000000002,-94.00000000001629,-379.9999999999915,-342.9999999999933,-495.9999999999964,-129.00000000000134,-34.99999999999659,-196.99999999998053,-692.9999999999881,-693.0000000000102,-66.0000000000025,-459.99999999999375,-61.999999999995396,-89.00000000000574,,-3960.999999999974
2015.04.20,-217.0000000000005,-55.000000000005045,-341.0000000000024,-352.9999999999922,-509.9999999999993,-141.00000000000225,-3.0000000000143245,-181.9999999999933,-708.9999999999818,-743.0000000000048,-67.00000000000728,-430.9999999999974,-88.99999999999464,-79.99999999999119,,-3920.999999999987
2015.04.20,-269.00000000000813,-49.00000000001015,-315.9999999999941,-366.9999999999951,-478.9999999999961,-199.00000000000472,100.99999999999909,-236.99999999999832,-835.9999999999923,-806.0000000000178,-17.000000000010118,-347.999999999999,-85.00000000000173,-48.99999999998794,,-3956.0000000000164
2015.04.20,-317.0000000000006,28.999999999990145,-341.99999999999784,-405.9999999999952,-548.9999999999995,-204.99999999999963,245.9999999999809,-306.9999999999906,-900.9999999999962,-937.00000000001,74.99999999998863,-262.00000000000045,-73.99999999999629,-45.000000000006146,,-3995.000000000033
2015.04.20,-265.0000000000041,-41.000000000002146,-393.9999999999944,-433.99999999998994,-576.9999999999942,-204.00000000000418,417.0000000000016,-328.9999999999793,-924.9999999999981,-971.0000000000107,94.99999999999886,-295.0000000000017,-31.999999999998696,-48.000000000003595,,-4002.9999999999804
2015.04.20,-253.99999999999866,-89.00000000000574,-424.9999999999976,-434.9999999999965,-565.9999999999999,-195.00000000000074,382.000000000005,-474.999999999981,-937.9999999999944,-973.0000000000016,39.00000000000148,-350.9999999999991,-9.999999999998899,-24.000000000001798,,-4313.99999999997
2015.04.20,-164.00000000000858,27.999999999983594,-412.00000000000125,-351.99999999999676,-527.9999999999951,-104.00000000000409,407.99999999998704,-512.9999999999857,-807.0000000000022,-870.0000000000152,30.000000000001137,-364.0000000000043,-14.999999999998348,-45.000000000006146,,-3708.0000000000464
2015.04.20,-43.999999999999595,90.99999999999665,-357.99999999999164,-234.99999999999633,-354.9999999999942,-153.00000000000313,429.00000000000205,-551.9999999999969,-986.9999999999824,-899.0000000000053,-11.00000000000989,-307.00000000000216,-63.99999999999739,-11.00000000000545,,-3455.999999999986
2015.04.20,0.999999999995449,-24.000000000001798,-363.0000000000022,-265.99999999999955,-385.000000000002,-178.99999999999582,310.0000000000023,-547.999999999993,-949.9999999999842,-914.0000000000148,0.0,-310.99999999999284,4.999999999999449,86.0000000000083,,-3537.9999999999804
2015.04.20,-81.00000000000884,-202.00000000001327,-376.99999999999403,-339.99999999999585,-409.0000000000038,-280.9999999999979,96.99999999997999,-342.9999999999822,-1027.0000000000002,-918.0000000000188,-85.00000000000796,-358.99999999999466,-126.0000000000039,1.0000000000065512,,-4450.000000000035
2015.04.20,-307.0000000000017,-91.00000000001884,-327.99999999999494,-486.999999999993,-507.9999999999973,-321.0000000000046,179.9999999999784,-481.99999999998244,-1246.9999999999982,-1078.0000000000011,-72.00000000000273,-334.0000000000032,-236.99999999999832,-109.99999999998789,,-5422.000000000006
2015.04.20,-594.0000000000057,116.99999999998934,-234.99999999999633,-635.9999999999922,-586.9999999999931,-312.00000000000114,307.9999999999927,-702.9999999999869,-1288.0000000000002,-1074.0000000000193,-73.0000000000075,-256.0000000000002,-336.9999999999984,-87.99999999999919,,-5758.000000000017
2015.04.20,-604.0000000000045,255.99999999998957,-181.9999999999933,-630.9999999999927,-646.0000000000022,-280.00000000000244,356.9999999999993,-614.9999999999877,-1265.9999999999893,-1001.0000000000074,-56.000000000011596,-245.00000000000455,-290.00000000000136,-80.99999999999774,,-5284.0000000000055
2015.04.20,-606.0000000000065,136.99999999998712,-212.00000000000108,-649.999999999995,-678.9999999999962,-290.9999999999968,207.9999999999984,-520.9999999999936,-1162.9999999999807,-964.0000000000093,-47.000000000011255,-284.9999999999966,-229.99999999999687,-68.00000000000139,,-5371.0
2015.04.20,-856.0000000000013,121.99999999999989,-185.00000000000182,-756.9999999999966,-815.9999999999945,-383.0,22.999999999996135,-426.9999999999996,-1211.999999999991,-1130.0000000000089,-94.0000000000083,-328.9999999999935,-202.0000000000022,-75.99999999998718,,-6321.999999999989
2015.04.20,-848.0000000000043,271.99999999998334,-147.99999999999258,-716.9999999999899,-773.0000000000015,-351.0000000000013,111.99999999999477,-420.9999999999825,-1207.0000000000025,-1091.0000000000198,-55.00000000000682,-331.99999999999363,-197.99999999999818,-124.99999999999733,,-5882.000000000013
2015.04.20,-795.0000000000013,293.99999999999426,-75.9999999999983,-539.999999999996,-663.0000000000025,-349.99999999999477,108.00000000000409,-79.99999999999119,-1010.9999999999841,-1002.000000000014,91.99999999999875,-281.9999999999965,-170.00000000000347,-168.99999999999693,,-4643.999999999983
2015.04.20,-830.0000000000085,345.99999999997965,-85.00000000000173,-507.9999999999973,-636.0000000000032,-338.00000000000495,260.9999999999957,-264.9999999999819,-1018.9999999999922,-1025.0000000000093,152.00000000000102,-230.00000000000398,-283.99999999999534,-218.99999999999142,,-4680.000000000014
2015.04.20,-614.9999999999989,407.99999999998613,-171.99999999999437,-386.9999999999929,-564.9999999999933,-221.99999999999997,403.99999999999636,-275.9999999999874,-917.9999999999966,-1022.0000000000118,111.99999999999477,-319.0000000000026,-197.99999999999818,-222.99999999999542,,-3992.9999999999945
2015.04.20,-490.00000000000153,399.9999999999782,-142.99999999999312,-365.99999999999966,-502.00000000000244,-219.99999999999798,349.9999999999943,-339.0000000000004,-967.9999999999911,-950.0000000000064,30.9999999999917,-295.0000000000017,-312.9999999999966,-245.0000000000063,,-4050.0000000000327
2015.04.20,-470.00000000000375,503.99999999999335,-69.9999999999923,-303.9999999999932,-365.99999999999966,-234.99999999999633,401.9999999999868,-591.9999999999925,-1110.9999999999952,-865.0000000000047,-61.00000000000705,-243.99999999999977,-385.000000000002,-225.99999999999287,,-4022.999999999999
2015.04.20,-351.0000000000013,497.99999999999847,-20.999999999993246,-355.99999999998965,-246.00000000000176,-214.00000000000307,72.00000000000273,-699.9999999999895,-1103.9999999999939,-880.9999999999984,-299.0000000000066,-212.0000000000033,-946.9999999999978,-510.99999999999477,,-5271.999999999971
