date,USDCAD,AUDJPY,AUDCAD,empty,sum
2017.05.01,-104.99999999999955,-4.9999999999954525,0.0,,-109.999999999995
2017.05.01,-76.99999999999375,-22.00000000000557,150.99999999999002,,51.999999999990706
2017.05.01,-42.999999999993044,93.00000000000352,153.00000000000313,,203.0000000000136
2017.05.01,-95.00000000000064,108.99999999999466,112.000000000001,,125.99999999999501
2017.05.01,-171.99999999999437,94.99999999999886,70.99999999999883,,-5.999999999996675
2017.05.01,-170.00000000000347,90.99999999999397,85.99999999998609,,6.999999999976595
2017.05.01,-150.00000000000568,146.0000000000008,116.00000000000499,,112.0000000000001
2017.05.01,-99.99999999998899,197.00000000000273,165.9999999999995,,263.00000000001324
2017.05.01,-8.999999999992347,185.99999999999284,180.0000000000024,,357.00000000000284
2017.05.01,29.999999999996696,195.99999999999795,161.99999999999548,,387.9999999999901
2017.05.01,73.00000000001194,313.0000000000024,175.99999999999838,,562.0000000000127
2017.05.01,72.0000000000054,358.0000000000041,217.0000000000005,,647.00000000001
2017.05.01,100.99999999999554,361.0000000000042,241.00000000000233,,703.000000000002
2017.05.01,103.00000000000864,378.0000000000001,272.00000000000557,,753.0000000000143
2017.05.01,144.99999999999514,405.00000000000114,339.99999999998477,,889.999999999981
2017.05.01,164.00000000000858,361.0000000000042,316.99999999998954,,842.0000000000023
2017.05.01,168.99999999999693,367.999999999995,314.99999999999864,,851.9999999999906
2017.05.01,161.00000000001114,444.0000000000026,356.00000000000074,,961.0000000000146
2017.05.01,151.00000000001222,456.99999999999363,360.0000000000048,,968.0000000000107
2017.05.01,178.00000000001148,615.9999999999997,438.00000000000506,,1232.0000000000161
2017.05.01,252.99999999999213,617.0000000000044,516.0000000000053,,1386.0000000000018
2017.05.01,194.0000000000053,668.0000000000064,560.0000000000049,,1422.0000000000164
2017.05.01,168.99999999999693,733.0000000000041,577.9999999999897,,1479.9999999999907
2017.05.01,184.00000000000637,754.9999999999955,628.9999999999907,,1567.9999999999925
2017.05.01,148.99999999999915,731.9999999999993,611.000000000006,,1492.0000000000045
2017.05.01,66.99999999999484,719.9999999999989,594.0000000000057,,1380.9999999999995
2017.05.01,-18.999999999991246,750.0,591.9999999999925,,1323.0000000000014
2017.05.01,-1.0000000000065512,765.0000000000006,575.9999999999987,,1339.9999999999927
2017.05.01,52.99999999999194,792.0000000000016,678.0000000000008,,1522.9999999999943
2017.05.01,-48.000000000003595,816.0000000000025,702.0000000000026,,1470.0000000000014
2017.05.01,-60.99999999999994,894.999999999996,716.0000000000056,,1550.0000000000018
2017.05.01,-109.00000000000354,859.9999999999994,760.0000000000051,,1511.000000000001
2017.05.01,-86.99999999999264,888.0000000000052,777.0000000000055,,1578.0000000000182
2017.05.01,-80.99999999999774,918.9999999999969,788.9999999999952,,1626.9999999999945
2017.05.01,-55.000000000005045,841.9999999999987,870.9999999999995,,1657.9999999999932
2017.05.01,-9.999999999998899,858.9999999999947,910.9999999999951,,1759.999999999991
2017.05.01,-82.00000000000429,920.0000000000017,844.0000000000003,,1681.9999999999977
2017.05.01,-150.00000000000568,974.0000000000038,800.0000000000007,,1623.9999999999986
2017.05.01,-26.999999999999247,1046.0000000000064,845.9999999999912,,1864.9999999999984
2017.05.01,49.00000000001015,917.0000000000016,858.0000000000032,,1824.000000000015
2017.05.01,73.99999999999629,959.0000000000032,882.9999999999893,,1915.9999999999889
2017.05.01,107.00000000001265,1075.0000000000027,934.9999999999969,,2117.0000000000123
2017.05.01,58.000000000002494,1051.0000000000018,930.999999999993,,2039.9999999999973
2017.05.01,75.00000000000284,1063.999999999993,933.000000000006,,2072.000000000002
2017.05.01,124.00000000001299,1048.0000000000018,977.99999999999,,2150.0000000000045
2017.05.01,154.0000000000097,1022.9999999999961,958.9999999999987,,2136.0000000000045
2017.05.01,198.99999999999363,1004.9999999999955,980.0000000000031,,2183.9999999999923
2017.05.01,234.00000000000088,1001.0000000000048,967.9999999999911,,2202.999999999997
2017.05.02,185.00000000001293,941.9999999999931,869.999999999993,,1996.9999999999989
2017.05.02,242.99999999999324,947.0000000000027,899.9999999999897,,2089.9999999999854
2017.05.02,219.99999999999798,978.9999999999992,946.0000000000024,,2144.9999999999995
2017.05.02,188.00000000001037,1066.0000000000025,958.9999999999987,,2213.000000000012
2017.05.02,198.00000000000927,1022.9999999999961,966.9999999999845,,2187.99999999999
2017.05.02,195.9999999999962,1010.9999999999957,948.9999999999999,,2155.999999999992
2017.05.02,148.99999999999915,1058.0000000000068,980.9999999999875,,2187.9999999999936
2017.05.02,66.00000000001049,1165.0000000000064,1031.000000000004,,2262.000000000021
2017.05.02,62.000000000006494,1269.999999999996,1079.999999999992,,2411.9999999999945
2017.05.02,42.999999999993044,1173.0000000000018,987.9999999999889,,2203.9999999999836
2017.05.02,9.999999999998899,1195.999999999998,978.9999999999966,,2184.9999999999936
2017.05.02,25.00000000000835,1185.0000000000023,1018.9999999999922,,2229.0000000000027
2017.05.02,1.0000000000065512,1200.0000000000027,1021.9999999999895,,2222.999999999999
2017.05.02,-2.999999999997449,1203.9999999999936,971.9999999999951,,2172.9999999999914
2017.05.02,2.0000000000131024,1156.000000000006,934.9999999999969,,2093.000000000016
2017.05.02,7.0000000000014495,1209.0000000000032,1009.9999999999998,,2226.0000000000045
2017.05.02,66.00000000001049,1227.0000000000039,1059.9999999999943,,2353.0000000000086
2017.05.02,89.00000000000574,1236.9999999999948,1018.9999999999922,,2344.9999999999927
2017.05.02,158.99999999999804,1177.0000000000068,954.9999999999948,,2290.9999999999995
2017.05.02,178.00000000001148,1209.0000000000032,909.9999999999886,,2297.000000000003
2017.05.02,175.99999999999838,1210.9999999999986,916.0000000000057,,2303.0000000000027
2017.05.02,182.99999999999983,1183.9999999999975,926.0000000000045,,2293.000000000002
2017.05.02,52.99999999999194,1274.000000000001,910.9999999999951,,2237.999999999988
2017.05.02,31.000000000003247,1295.0000000000018,902.0000000000028,,2228.0000000000077
2017.05.02,31.000000000003247,1325.0000000000027,878.000000000001,,2234.000000000007
2017.05.02,-21.00000000000435,1343.0000000000036,834.0000000000014,,2156.000000000001
2017.05.02,-41.99999999998649,1313.0000000000023,775.9999999999989,,2047.0000000000146
2017.05.02,8.999999999992347,1224.9999999999943,722.0000000000005,,1955.999999999987
2017.05.02,58.000000000002494,1155.0000000000011,733.9999999999902,,1946.9999999999939
2017.05.02,134.00000000001188,1105.000000000004,714.999999999999,,1954.000000000015
2017.05.02,202.00000000001327,1183.0000000000068,780.000000000003,,2165.0000000000227
