date,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2017.12.18,106.00000000000608,-115.0000000000091,-49.00000000001015,-7.9999999999968985,-256.99999999999613,34.000000000000696,104.99999999999955,126.0000000000039,40.00000000000669,60.000000000002274,181.9999999999933,-93.99999999999409,-38.0000000000047,-80.0000000000125,-73.99999999999807,-46.999999999997044,,-109.00000000000622
2017.12.18,104.99999999999955,-97.00000000000841,-24.000000000001798,-39.00000000000014,-279.99999999999136,-24.000000000001798,148.0000000000037,136.99999999999824,59.000000000009045,1.999999999981128,180.0000000000024,-60.99999999999994,-55.000000000005045,-38.000000000010914,-22.999999999996135,-32.99999999998704,,-43.00000000000857
2017.12.18,116.99999999998934,-48.00000000000182,-37.00000000002035,-31.000000000003247,-336.9999999999873,-44.99999999998394,167.00000000000603,168.99999999999693,34.000000000000696,-64.99999999999773,200.99999999998454,-123.00000000000644,-46.999999999997044,6.000000000000227,2.0000000000095497,13.00000000000523,,-24.0000000000054
2017.12.18,79.00000000000685,18.000000000000682,-94.00000000001629,-17.999999999995797,-360.9999999999891,-58.99999999998684,170.00000000000347,182.99999999999983,43.999999999999595,-109.00000000000887,224.000000000002,-113.00000000000753,-32.999999999994145,18.000000000000682,34.99999999999659,37.00000000000614,,21.00000000001731
2017.12.18,97.9999999999981,13.999999999995794,-98.0000000000203,7.9999999999968985,-408.9999999999927,-114.99999999999844,190.00000000000128,251.99999999999667,33.000000000005244,-123.00000000001887,251.99999999998556,-188.00000000001037,52.000000000007596,15.999999999991132,4.0000000000048885,93.00000000000352,,78.99999999994594
2017.12.18,191.99999999999218,30.000000000001137,-54.0000000000207,12.000000000000899,-434.9999999999854,-86.99999999999264,173.00000000000094,211.00000000000563,70.0000000000034,-257.000000000005,317.9999999999961,-327.99999999999494,0.0,56.99999999998795,12.000000000000455,103.00000000000864,,16.999999999998636
2017.12.18,201.99999999999108,-22.00000000000557,-42.0000000000087,-7.0000000000014495,-446.9999999999974,-124.99999999999733,180.99999999999784,194.0000000000053,48.99999999999905,-197.00000000000273,313.99999999999204,-297.9999999999983,-90.99999999999665,27.999999999991587,-9.000000000000341,51.00000000000193,,-219.00000000002967
2017.12.18,252.99999999999213,-72.00000000000273,24.999999999986144,-63.00000000000195,-458.9999999999872,-121.99999999999989,201.00000000000674,239.0000000000003,56.0000000000005,-189.00000000002137,288.99999999998374,-239.99999999999577,8.999999999992347,30.9999999999917,17.000000000010118,84.00000000000318,,58.99999999995805
2017.12.18,251.00000000000122,-61.00000000000705,28.999999999990145,-82.00000000000429,-451.99999999998573,-126.99999999998823,195.9999999999962,282.0000000000045,45.000000000006146,-201.00000000002183,285.00000000000193,-191.99999999999218,110.99999999999443,42.999999999992156,48.00000000000182,150.00000000000568,,324.9999999999949
2017.12.18,258.0000000000027,-61.00000000000705,20.999999999982144,-85.99999999999719,-478.0000000000006,-136.99999999998712,206.00000000000617,263.99999999999756,60.00000000000449,-207.9999999999984,303.9999999999932,-192.99999999999872,53.999999999998494,40.99999999999682,52.99999999999727,114.00000000000432,,211.99999999999397
2017.12.18,258.0000000000027,-46.999999999997044,68.99999999998573,-132.99999999999423,-451.99999999998573,-126.0000000000039,216.0000000000051,241.99999999999778,45.000000000006146,-227.00000000000387,242.99999999999324,-80.99999999999774,19.00000000001345,80.99999999998886,115.99999999999966,120.00000000000455,,343.00000000001467
2017.12.18,279.00000000000705,-34.99999999999659,134.99999999999625,-136.00000000000279,-431.99999999998795,-143.99999999998857,233.00000000000543,246.99999999999721,21.00000000000435,-268.0000000000007,177.99999999998929,-103.99999999999298,2.0000000000131024,140.99999999999113,130.00000000000966,161.00000000000136,,408.00000000004525
2017.12.18,297.9999999999983,-60.000000000002274,132.99999999998312,-160.00000000000458,-443.99999999999994,-126.0000000000039,226.00000000000398,275.99999999999847,43.00000000000415,-256.0000000000002,207.99999999998596,-75.00000000000284,100.0000000000112,114.99999999999488,136.0000000000099,180.00000000000682,,593.999999999983
2017.12.18,252.99999999999213,-37.9999999999967,112.99999999998533,-126.99999999999933,-437.99999999998283,-143.00000000000423,236.99999999999832,275.000000000003,30.000000000007798,-236.00000000001842,173.00000000000094,-93.00000000000975,90.99999999999665,120.99999999999511,114.00000000000432,173.00000000000182,,504.9999999999742
2017.12.18,280.9999999999979,-66.0000000000025,130.99999999999224,-136.99999999999824,-441.99999999998687,-129.99999999998568,234.00000000000088,292.00000000000335,37.00000000000925,-228.00000000000864,187.00000000000384,-106.00000000000608,126.0000000000039,110.99999999999,105.00000000000398,179.00000000000205,,574.0000000000193
2017.12.18,334.9999999999964,-52.00000000000671,132.99999999998312,-156.00000000000057,-489.99999999999045,-124.99999999999733,234.99999999999633,270.99999999999903,77.00000000000485,-308.9999999999975,248.99999999998812,-136.00000000000279,90.99999999999665,122.99999999999045,138.00000000000523,169.00000000001114,,552.999999999976
2017.12.18,390.9999999999858,-91.00000000000819,180.99999999998673,-207.99999999999707,-497.99999999999847,-157.99999999999147,234.99999999999633,307.0000000000017,53.00000000000304,-320.0000000000216,261.0000000000001,-92.00000000000318,113.99999999999189,123.99999999999523,167.0000000000016,210.00000000000796,,675.9999999999504
2017.12.18,387.99999999998835,-46.999999999997044,173.99999999998528,-207.99999999999707,-524.9999999999977,-174.99999999999181,246.99999999999721,353.99999999999875,59.000000000009045,-376.0000000000048,268.0000000000016,-80.99999999999774,214.00000000000307,155.9999999999917,200.00000000000284,280.00000000000114,,927.9999999999928
2017.12.18,387.99999999998835,-49.99999999999716,141.99999999999767,-248.00000000000378,-480.99999999999807,-157.99999999999147,206.00000000000617,370.9999999999991,42.0000000000087,-371.0000000000093,306.9999999999906,4.999999999988347,269.9999999999925,134.00000000000034,246.00000000000932,320.0000000000074,,1122.9999999999886
2017.12.18,425.99999999999307,-42.00000000000159,142.99999999998204,-241.00000000000233,-438.9999999999894,-183.99999999998417,156.00000000000057,339.0000000000004,-9.999999999998899,-426.00000000001614,360.9999999999891,-59.99999999999339,160.00000000000458,135.99999999999568,239.00000000000432,339.00000000001285,,896.9999999999967
