date,EURCHF,EURJPY,EURCAD,AUDJPY,NZDCAD,AUDNZD,empty,sum
2019.10.14,-107.99999999999699,-128.99999999999068,-92.00000000000318,-7.000000000005002,-47.9999999999925,-80.99999999999774,,-464.9999999999861
2019.10.14,-139.00000000000023,-116.99999999999022,-52.000000000007596,9.000000000000341,-74.99999999999174,-169.00000000001913,,-543.0000000000086
2019.10.14,-82.00000000000429,-215.99999999999397,-17.000000000000348,102.00000000000387,-54.999999999993946,-217.0000000000005,,-484.99999999998926
2019.10.14,-126.0000000000039,-207.9999999999984,43.999999999999595,134.00000000000034,-17.999999999995797,-199.00000000001583,,-373.000000000014
2019.10.14,-139.00000000000023,-194.00000000000261,52.99999999999194,97.99999999999898,2.000000000002,-230.00000000001907,,-410.000000000029
2019.10.14,-109.99999999998789,-162.9999999999967,32.999999999994145,129.0000000000049,6.0000000000060005,-284.00000000001756,,-388.99999999999716
2019.10.14,-109.99999999998789,-137.00000000000045,-24.000000000001798,-37.9999999999967,-50.99999999998994,-286.00000000000847,,-645.9999999999852
2019.10.14,-72.99999999998974,19.000000000005457,-32.0000000000098,-137.00000000000045,77.00000000000485,-269.00000000000813,,-414.99999999999784
2019.10.14,-32.999999999994145,19.000000000005457,-86.99999999999264,-257.000000000005,82.00000000000429,-372.00000000001677,,-647.9999999999989
2019.10.14,-7.0000000000014495,75.00000000000284,-87.99999999999919,-242.999999999995,182.00000000000438,-387.000000000004,,-467.9999999999924
2019.10.14,7.0000000000014495,38.000000000010914,-42.0000000000087,-180.99999999999739,175.00000000000293,-370.00000000000364,,-372.99999999999443
2019.10.14,78.00000000000028,31.00000000000591,-62.000000000006494,-165.00000000000625,209.9999999999991,-504.9999999999999,,-413.00000000000733
2019.10.14,109.00000000000354,40.00000000000625,-38.0000000000047,-72.00000000000273,207.00000000000162,-504.9999999999999,,-258.9999999999959
2019.10.14,109.00000000000354,3.0000000000001137,-70.99999999999883,-48.00000000000182,182.00000000000438,-470.00000000001484,,-295.00000000000745
2019.10.14,43.999999999999595,-66.0000000000025,-82.99999999998863,-37.00000000000614,147.00000000000824,-428.00000000000614,,-422.99999999999557
2019.10.14,41.000000000002146,-70.99999999999795,-99.00000000000463,-42.00000000000159,145.00000000000622,-434.000000000001,,-459.9999999999968
2019.10.14,95.00000000000064,-0.999999999990564,-79.00000000000685,-81.00000000000307,157.00000000000713,-387.000000000004,,-295.9999999999967
2019.10.14,78.00000000000028,7.000000000005002,-137.00000000000932,-125.0,133.00000000000534,-354.0000000000099,,-398.0000000000086
2019.10.14,86.0000000000083,41.00000000001103,-89.99999999999008,-207.00000000000784,143.9999999999997,-344.00000000001097,,-369.9999999999899
2019.10.14,97.9999999999981,90.00000000000341,-119.00000000000244,-265.00000000000057,182.00000000000438,-317.0000000000117,,-331.00000000000887
2019.10.14,167.00000000000603,120.00000000000455,-55.000000000005045,-257.000000000005,146.00000000000168,-295.0000000000008,,-173.9999999999986
2019.10.14,26.999999999999247,222.99999999999898,5.000000000010552,-349.00000000000375,223.00000000000654,-274.00000000001864,,-145.00000000000708
2019.10.14,53.00000000001415,156.0000000000059,-4.000000000004,-379.0000000000049,298.0000000000094,-280.0000000000136,,-155.99999999999304
2019.10.14,36.0000000000138,44.00000000001114,-76.99999999999375,-343.0000000000035,324.00000000000205,-295.0000000000008,,-310.99999999997107
2019.10.14,53.999999999998494,23.000000000010346,-265.99999999998846,-545.0000000000017,292.00000000000335,-292.00000000000335,,-733.9999999999814
2019.10.14,109.00000000000354,96.00000000000364,-353.0000000000033,-527.000000000001,296.0000000000074,-246.00000000001288,,-625.0000000000026
2019.10.14,83.9999999999952,73.0000000000075,-353.0000000000033,-522.9999999999961,287.0000000000039,-223.00000000001762,,-655.0000000000105
2019.10.14,114.0000000000141,78.00000000000296,-317.9999999999961,-519.999999999996,409.99999999999926,-329.00000000000153,,-564.9999999999773
2019.10.14,161.00000000001114,146.0000000000008,-133.00000000000534,-484.99999999999943,446.00000000000193,-321.0000000000157,,-186.0000000000066
2019.10.14,171.00000000001003,141.00000000000534,-82.99999999998863,-469.0000000000083,476.0000000000098,-328.00000000001717,,-91.99999999998897
2019.10.14,117.00000000001154,67.00000000000728,-137.9999999999937,-445.0000000000074,404.99999999999983,-314.00000000001427,,-307.9999999999967
2019.10.14,104.99999999999955,91.00000000000819,-168.99999999999693,-442.0000000000073,412.00000000000125,-362.00000000001785,,-365.0000000000131
2019.10.14,46.0000000000127,10.000000000005116,-197.00000000000273,-421.99999999999704,440.00000000000705,-408.00000000000836,,-530.9999999999832
2019.10.14,89.00000000000574,21.000000000000796,-242.99999999999324,-403.99999999999636,394.00000000000546,-417.0000000000007,,-559.9999999999783
2019.10.14,82.00000000000429,25.000000000005684,-231.0000000000034,-365.99999999999966,420.00000000000927,-442.00000000000904,,-511.99999999999284
2019.10.14,49.00000000001015,-52.99999999999727,-273.9999999999965,-332.9999999999984,325.00000000000864,-446.9999999999974,,-732.9999999999708
2019.10.14,89.00000000000574,-42.999999999992156,-208.00000000000819,-243.99999999999977,326.0000000000041,-440.00000000001813,,-520.0000000000084
2019.10.14,2.0000000000131024,-63.00000000000239,-232.00000000000998,-198.0000000000075,282.99999999999994,-434.000000000001,,-642.0000000000078
2019.10.14,-52.99999999999194,-64.99999999999773,-289.9999999999903,-177.99999999999727,241.00000000000233,-446.9999999999974,,-791.9999999999723
2019.10.14,-28.999999999990145,-55.999999999997385,-314.99999999999864,-156.99999999999648,206.00000000000617,-460.000000000016,,-810.9999999999925
2019.10.14,-21.999999999988695,-48.99999999999238,-303.9999999999932,-117.999999999995,187.00000000000384,-457.00000000001853,,-762.999999999984
2019.10.14,35.00000000000725,-46.999999999997044,-299.99999999998914,-109.99999999999943,195.00000000000074,-482.00000000000466,,-708.9999999999823
2019.10.14,25.00000000000835,-33.00000000000125,-314.99999999999864,-120.00000000000455,206.00000000000617,-470.9999999999992,,-707.9999999999891
2019.10.14,-9.999999999998899,-37.9999999999967,-347.9999999999928,-150.00000000000568,177.00000000000495,-459.0000000000094,,-827.9999999999985
2019.10.14,-38.99999999998904,-30.000000000001137,-333.0000000000055,-162.00000000000614,218.00000000000708,-461.0000000000003,,-806.999999999995
2019.10.14,-45.000000000006146,-21.000000000000796,-324.9999999999975,-162.00000000000614,218.00000000000708,-478.0000000000006,,-813.0000000000041
2019.10.14,-43.999999999999595,-19.99999999999602,-293.99999999999426,-137.00000000000045,231.0000000000034,-511.000000000017,,-775.0000000000039
2019.10.14,-41.99999999998649,-31.999999999996476,-333.0000000000055,-121.99999999999989,181.00000000000892,-504.9999999999999,,-852.9999999999793
2019.10.15,12.000000000012001,-67.99999999999784,-299.00000000000483,-144.00000000000546,207.00000000000162,-482.00000000000466,,-773.9999999999992
2019.10.15,-9.999999999998899,-27.999999999991587,-215.99999999999397,-180.99999999999739,218.00000000000708,-463.0000000000134,,-679.9999999999882
2019.10.15,-11.00000000000545,-43.99999999999693,-272.00000000000557,-102.00000000000387,172.00000000000549,-443.99999999999994,,-701.0000000000064
2019.10.15,-21.00000000000435,-27.000000000001023,-273.9999999999965,-120.99999999999511,143.9999999999997,-429.00000000001273,,-728.00000000001
