date,EURCHF,EURJPY,EURCAD,AUDJPY,NZDCAD,AUDNZD,empty,sum
2019.10.14,-68.00000000000139,-33.999999999991815,-5.000000000010552,24.00000000000091,-25.999999999992696,-65.00000000000395,,-173.9999999999995
2019.10.14,-1.999999999990898,-90.99999999999397,-5.999999999994898,102.00000000000387,-50.99999999998994,-134.00000000001188,,-181.99999999997772
2019.10.14,-65.00000000000395,-158.99999999999181,62.99999999999084,155.9999999999917,-14.999999999998348,-161.00000000001114,,-181.0000000000227
2019.10.14,-116.99999999998934,-188.0000000000024,107.99999999999699,188.0000000000024,21.00000000000435,-184.00000000000637,,-171.99999999999434
2019.10.14,-103.99999999999298,-106.99999999999932,72.99999999998974,132.000000000005,25.00000000000835,-205.00000000001074,,-185.99999999999994
2019.10.14,-109.99999999998789,-135.99999999999568,32.999999999994145,197.00000000000273,9.00000000000345,-280.9999999999979,,-287.9999999999811
2019.10.14,-69.9999999999923,24.00000000000091,-15.999999999993797,-25.000000000005684,77.00000000000485,-233.00000000001654,,-243.00000000000256
2019.10.14,-29.999999999996696,61.99999999999761,-18.0000000000069,-84.00000000000318,98.0000000000092,-219.00000000001364,,-191.0000000000136
2019.10.14,-4.999999999988347,112.99999999999955,-65.00000000000395,-164.00000000000148,221.99999999999997,-334.00000000001205,,-233.0000000000063
2019.10.14,15.999999999993797,100.00000000000853,-19.999999999997797,-106.99999999999932,209.9999999999991,-352.000000000019,,-153.00000000001467
2019.10.14,83.9999999999952,102.00000000000387,-26.999999999999247,-120.00000000000455,212.00000000000108,-343.00000000000443,,-92.00000000000807
2019.10.14,110.00000000001009,54.000000000002046,-32.0000000000098,-52.00000000000671,287.9999999999994,-499.000000000005,,-131.00000000001
2019.10.14,137.9999999999937,42.00000000000159,-32.0000000000098,-6.000000000000227,212.00000000000108,-465.0000000000043,,-111.00000000001796
2019.10.14,112.000000000001,19.000000000005457,-70.99999999999883,-16.999999999995907,186.00000000000838,-415.0000000000098,,-185.99999999998968
2019.10.14,49.00000000001015,-63.00000000000239,-70.99999999999883,33.00000000000125,168.00000000000148,-391.000000000008,,-274.99999999999636
2019.10.14,123.00000000000644,19.000000000005457,-65.00000000000395,-40.99999999999682,162.0000000000066,-353.0000000000033,,-154.9999999999856
2019.10.14,96.00000000000719,28.000000000005798,-56.99999999999594,-69.00000000000261,182.00000000000438,-336.00000000000296,,-155.99999999998414
2019.10.14,103.00000000000864,69.00000000000261,-89.00000000000574,-79.00000000000773,150.00000000000568,-341.99999999999784,,-187.99999999999437
2019.10.14,116.00000000000499,126.00000000000477,-52.99999999999194,-204.9999999999983,213.00000000000762,-263.99999999999756,,-66.99999999997038
2019.10.14,200.00000000000017,219.0000000000083,28.999999999990145,-177.99999999999727,192.00000000000327,-292.00000000000335,,170.0000000000013
2019.10.14,181.9999999999933,228.00000000000864,53.999999999998494,-257.000000000005,262.00000000000665,-260.0000000000158,,208.9999999999863
2019.10.14,63.99999999999739,276.00000000001046,31.000000000003247,-347.999999999999,304.00000000000426,-236.00000000001398,,91.00000000000239
2019.10.14,62.000000000006494,166.00000000001103,8.000000000008,-326.0000000000076,370.9999999999991,-274.00000000001864,,6.9999999999983515
2019.10.14,86.0000000000083,85.99999999999852,-35.999999999991594,-301.00000000000193,370.00000000000364,-279.00000000000705,,-73.99999999999011
2019.10.14,185.00000000001293,222.0000000000084,-255.99999999998957,-498.9999999999952,297.00000000000284,-170.00000000000347,,-220.99999999996402
2019.10.14,117.99999999999588,124.00000000000944,-323.0000000000066,-469.0000000000083,311.00000000000574,-192.99999999999872,,-432.0000000000025
2019.10.14,129.00000000000134,126.00000000000477,-276.9999999999939,-518.0000000000007,415.0000000000098,-221.00000000000452,,-345.9999999999833
2019.10.14,161.00000000001114,151.00000000001046,-133.99999999998968,-472.0000000000084,479.0000000000072,-287.9999999999994,,-102.99999999996862
