date,USDCHF,EURUSD,USDJPY,AUDUSD,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURCAD,EURAUD,EURNZD,NZDCAD,AUDNZD,empty,sum
2017.01.09,-33.00000000001635,-89.00000000000574,-109.00000000000887,-29.000000000001247,-103.9999999999992,-18.999999999991246,-51.000000000001044,-45.000000000006146,-6.999999999990347,-138.0000000000159,-139.00000000000023,-60.99999999999994,-231.0000000000034,-170.99999999999892,-208.99999999999253,,-1435.000000000031
2017.01.09,-57.00000000001815,-6.000000000017103,-183.00000000000693,-36.0000000000027,-189.00000000000716,-19.999999999997797,-98.99999999999353,-34.000000000000696,-26.999999999999247,-140.0000000000068,-197.00000000000273,-155.00000000001623,-236.99999999999832,-53.999999999998494,-178.00000000001148,,-1612.0000000000773
2017.01.09,-74.0000000000185,-36.999999999998145,-236.0000000000042,5.999999999994898,-207.00000000000784,-2.999999999997449,-200.00000000000017,-73.00000000000084,-34.99999999999615,-169.00000000001913,-174.00000000000747,-106.00000000000608,-222.99999999999542,-46.999999999997044,-238.0000000000049,,-1816.0000000000587
2017.01.09,-83.00000000001084,-36.0000000000138,-222.0000000000084,78.99999999999574,-185.00000000000227,51.000000000001044,-256.99999999999613,-92.99999999999864,13.00000000000745,17.999999999984695,-119.00000000000244,78.00000000000028,-130.99999999999224,14.999999999998348,-297.9999999999983,,-1170.0000000000357
2017.01.09,-106.00000000000608,-73.00000000001194,-323.0000000000075,169.99999999999238,-268.0000000000007,82.00000000000429,-341.0000000000024,-90.0000000000012,-5.999999999994898,217.99999999998488,-56.000000000011596,221.99999999998886,-133.00000000000534,-60.00000000000449,-445.0000000000065,,-1209.0000000000823
2017.01.09,-118.00000000001809,-72.0000000000054,-346.00000000000364,158.99999999999804,-285.0000000000108,103.00000000000864,-336.9999999999984,-85.00000000000173,6.0000000000060005,230.9999999999812,-38.0000000000047,287.9999999999994,-117.00000000001154,-49.99999999999449,-435.9999999999919,,-1097.0000000000473
2017.01.09,-20.000000000020002,48.99999999998794,-319.0000000000026,221.99999999999997,-347.999999999999,77.00000000000485,-302.9999999999977,-97.00000000000264,-22.999999999995246,254.999999999983,-93.00000000000975,234.99999999998522,-127.00000000001043,-21.999999999999797,-405.9999999999952,,-920.0000000000714
2017.01.09,-9.999999999998899,58.000000000002494,-297.00000000001125,251.00000000000122,-344.0000000000083,81.00000000000884,-312.00000000000114,-72.0000000000054,-12.999999999996348,305.9999999999841,-93.00000000000975,269.9999999999925,-167.00000000000603,-26.999999999999247,-425.99999999999307,,-795.0000000000405
2017.01.09,-1.0000000000065512,69.9999999999923,-265.00000000000057,303.9999999999932,-334.0000000000032,90.0000000000012,-380.999999999998,-107.00000000000153,-8.999999999992347,369.99999999998147,-72.0000000000054,326.9999999999884,-110.00000000001009,4.999999999999449,-456.9999999999963,,-570.0000000000581
2017.01.09,-37.00000000002035,28.999999999990145,-323.0000000000075,290.00000000000136,-326.0000000000076,64.0000000000085,-373.00000000000114,-119.00000000000244,-37.99999999999359,495.99999999998533,-124.99999999999733,402.9999999999978,-42.999999999993044,36.0000000000027,-434.000000000001,,-500.0000000000383
2017.01.09,-56.000000000011596,12.999999999996348,-350.0000000000085,283.99999999999534,-341.0000000000082,48.99999999999905,-368.00000000000165,-128.00000000000588,-64.99999999999284,554.9999999999944,-150.00000000000568,427.99999999998397,-65.00000000000395,70.0000000000034,-452.00000000000796,,-576.0000000000738
2017.01.09,-102.00000000000209,-33.00000000001635,-440.00000000001194,192.99999999999872,-377.00000000000955,53.999999999998494,-344.99999999999534,-80.00000000000229,-80.99999999999774,461.0000000000003,-143.00000000000423,304.9999999999997,-187.00000000000384,-21.999999999999797,-459.0000000000094,,-1256.0000000000553
2017.01.09,-139.00000000000023,-60.000000000015596,-487.000000000009,179.99999999999127,-373.00000000000466,58.000000000002494,-339.99999999999585,-60.99999999999994,-71.99999999999429,474.999999999981,-143.00000000000423,304.9999999999997,-307.00000000001285,-90.0000000000012,-540.0000000000072,,-1594.0000000000705
2017.01.09,-136.00000000000279,-53.999999999998494,-503.0000000000001,171.99999999999437,-424.0000000000066,64.0000000000085,-304.00000000000426,-33.000000000005244,-139.99999999999568,475.99999999998755,-129.00000000000134,270.99999999999903,-266.999999999995,-73.99999999999629,-496.00000000000756,,-1577.0000000000239
2017.01.09,-127.00000000001043,-52.000000000007596,-527.000000000001,161.99999999999548,-431.0000000000116,41.000000000002146,-295.99999999999625,-43.00000000000415,-278.9999999999959,583.0000000000002,-198.00000000000927,207.00000000000162,-273.0000000000121,-26.000000000003798,-448.000000000004,,-1707.0000000000568
2017.01.09,-223.00000000001762,-131.00000000001444,-535.0000000000108,112.000000000001,-378.0000000000001,53.999999999998494,-329.00000000000153,-78.99999999999574,-433.99999999998994,837.9999999999832,-170.00000000000347,262.999999999991,-215.00000000000963,-43.999999999999595,-445.0000000000065,,-1716.0000000000755
2017.01.09,-209.00000000001472,-104.00000000001519,-513.0000000000052,123.99999999999079,-356.00000000000875,68.00000000000139,-322.00000000000006,-94.00000000000519,-430.9999999999925,975.9999999999991,-167.00000000000603,238.99999999998923,-273.0000000000121,-43.00000000000415,-473.0000000000123,,-1578.0000000000957
2017.01.09,-206.00000000001728,-70.0000000000145,-490.99999999999966,103.99999999999298,-325.00000000000284,50.0000000000056,-337.99999999999386,-90.0000000000012,-544.0,950.9999999999908,-258.0000000000027,139.9999999999846,-280.9999999999979,-21.999999999999797,-429.99999999999704,,-1810.0000000000528
2017.01.09,-140.0000000000068,5.999999999994898,-403.0000000000058,221.99999999999997,-336.00000000001273,33.000000000005244,-380.999999999998,-119.99999999999788,-658.9999999999985,1314.9999999999995,-309.0000000000037,262.999999999991,-303.9999999999932,31.000000000003247,-531.9999999999991,,-1314.0000000000216
2017.01.09,-201.00000000000674,-4.000000000004,-450.00000000000284,161.99999999999548,-327.0000000000124,21.999999999999797,-370.00000000000364,-104.00000000000409,-659.999999999994,1292.9999999999886,-370.00000000000364,163.00000000000205,-334.9999999999964,39.999999999995595,-523.9999999999911,,-1665.0000000000375
2017.01.09,-124.00000000001299,48.99999999998794,-395.00000000001023,201.99999999999108,-327.0000000000124,8.000000000008,-373.99999999999653,-158.99999999999804,-657.9999999999919,1282.9999999999898,-341.00000000001353,187.00000000000384,-252.99999999999213,26.999999999999247,-435.9999999999919,,-1311.0000000000398
2017.01.09,-64.0000000000196,147.99999999999258,-277.000000000001,253.99999999999866,-314.00000000000716,73.00000000000084,-371.99999999999454,-141.99999999999767,-728.9999999999908,1430.9999999999823,-314.99999999999864,143.99999999998857,-263.99999999999756,29.000000000001247,-422.9999999999956,,-821.0000000000384
2017.01.09,-126.0000000000039,22.999999999995246,-178.00000000001148,278.9999999999959,-204.00000000000773,63.00000000000195,-439.0000000000005,-194.0000000000053,-799.9999999999897,1493.9999999999952,-256.99999999999613,221.99999999998886,-178.99999999999582,16.0000000000049,-429.99999999999704,,-710.0000000000255
2017.01.09,-134.00000000001188,-60.99999999999994,-76.99999999999818,179.99999999999127,-46.00000000000648,60.00000000000449,-432.9999999999945,-190.99999999999673,-871.999999999995,1756.9999999999864,-202.9999999999976,226.99999999999943,-68.00000000000139,60.00000000000449,-401.99999999999125,,-203.0000000000068
2017.01.09,-270.00000000001467,-177.00000000000495,-125.0,188.9999999999947,-22.00000000000557,80.00000000000229,-487.0000000000041,-214.99999999999852,-844.9999999999958,1812.999999999998,-103.00000000000864,375.9999999999986,-9.999999999998899,43.00000000000415,-453.99999999999886,,-207.00000000003254
2017.01.09,-263.00000000001324,-188.00000000001037,-192.00000000000728,228.99999999999034,30.000000000001137,94.00000000000519,-476.9999999999941,-236.99999999999832,-731.9999999999993,1705.9999999999852,-83.00000000001084,539.0000000000006,72.0000000000054,107.00000000000153,-476.0000000000098,,128.9999999999461
2017.01.09,-238.0000000000049,-160.00000000000458,-84.00000000000318,227.99999999999488,94.99999999999886,74.00000000000739,-448.000000000004,-302.9999999999977,-625.9999999999932,1565.9999999999786,-162.00000000001768,480.99999999999807,167.00000000000603,136.00000000000279,-365.99999999999966,,359.9999999999617
2017.01.09,-209.9999999999991,-171.00000000001003,110.99999999999,256.0000000000007,246.9999999999999,58.000000000002494,-498.9999999999939,-346.0000000000019,-590.999999999997,1571.9999999999957,-117.00000000001154,541.9999999999981,336.00000000000296,272.00000000000557,-289.0000000000059,,1170.999999999976
2017.01.09,-148.00000000001478,-95.00000000000064,201.99999999999818,275.99999999999847,281.9999999999965,-73.99999999999629,-463.9999999999977,-278.00000000000045,-644.9999999999956,1749.999999999985,-368.9999999999971,530.9999999999926,231.99999999998778,246.99999999999721,-347.0000000000084,,1099.9999999999447
2017.01.09,-178.00000000001148,-93.00000000000975,268.0000000000007,309.99999999999915,329.9999999999983,-39.999999999995595,-480.99999999999807,-261.0000000000001,-672.9999999999902,1779.9999999999816,-317.0000000000117,574.9999999999922,214.00000000000307,334.9999999999964,-381.99999999999346,,1386.9999999999611
2017.01.09,-250.00000000001688,-170.00000000000347,296.99999999999704,328.9999999999904,388.9999999999958,-7.0000000000014495,-595.9999999999966,-397.99999999999835,-844.9999999999958,2019.9999999999995,-245.0000000000063,664.9999999999823,313.00000000000773,356.00000000000074,-371.99999999999454,,1485.99999999996
2017.01.09,-156.00000000000057,-48.000000000003595,384.00000000000034,434.9999999999965,457.9999999999984,9.999999999998899,-587.9999999999997,-380.999999999998,-869.999999999993,2260.9999999999795,-275.000000000003,639.9999999999961,333.0000000000055,339.99999999999585,-354.9999999999942,,2187.9999999999795
2017.01.09,-81.00000000001995,34.000000000000696,460.9999999999985,445.99999999999085,484.99999999999943,2.000000000002,-534.0000000000011,-395.99999999999636,-889.9999999999908,2325.9999999999836,-297.0000000000139,644.9999999999844,418.0000000000073,351.0000000000013,-312.00000000000114,,2657.9999999999445
2017.01.09,-114.0000000000141,-49.00000000001015,524.0000000000009,462.9999999999912,581.9999999999936,-12.000000000000899,-602.0000000000025,-443.0000000000045,-893.9999999999948,2325.9999999999836,-331.999999999999,692.9999999999881,496.00000000000756,461.99999999999574,-341.99999999999784,,2757.9999999999377
2017.01.09,-97.00000000001374,-12.000000000012001,500.99999999999056,463.9999999999977,439.9999999999977,-25.999999999992696,-583.9999999999957,-387.000000000004,-847.9999999999932,2140.9999999999927,-361.0000000000113,583.9999999999845,409.99999999999926,453.99999999999886,-344.00000000001097,,2334.9999999999272
2017.01.09,-9.999999999998899,139.9999999999846,439.9999999999977,466.9999999999952,371.9999999999999,41.000000000002146,-551.9999999999969,-429.99999999999704,-995.9999999999969,2128.999999999981,-299.00000000000483,464.9999999999821,356.00000000000074,263.99999999999756,-263.99999999999756,,2122.9999999999486
2017.01.09,43.999999999999595,248.99999999998812,480.99999999999454,509.9999999999993,334.99999999999375,70.99999999999883,-681.9999999999937,-512.9999999999968,-1024.9999999999982,2215.999999999996,-312.00000000000114,437.99999999998283,276.9999999999939,331.999999999999,-283.000000000011,,2137.9999999999454
2017.01.09,129.00000000000134,376.9999999999829,582.9999999999984,695.9999999999966,371.9999999999999,-42.999999999993044,-665.9999999999999,-548.9999999999995,-1006.9999999999912,2545.999999999982,-537.0000000000097,662.9999999999914,567.9999999999907,505.99999999999534,-255.00000000000523,,3382.999999999939
2017.01.09,130.99999999999224,334.9999999999964,722.999999999999,674.9999999999923,509.00000000000034,-12.999999999996348,-626.9999999999998,-519.0000000000028,-1059.9999999999943,2646.9999999999995,-448.000000000004,651.0000000000016,580.999999999987,582.0000000000048,-201.00000000000674,,3965.9999999999686
2017.01.09,119.99999999998678,317.9999999999961,722.999999999999,664.9999999999934,504.99999999999545,74.00000000000739,-685.0000000000023,-597.9999999999985,-995.9999999999969,2653.9999999999786,-297.9999999999983,707.9999999999975,621.0000000000049,563.9999999999978,-188.00000000001037,,4186.999999999951
2017.01.09,112.99999999998533,367.99999999999056,741.9999999999902,744.9999999999957,525.9999999999962,79.00000000000685,-712.9999999999969,-585.9999999999976,-1011.9999999999907,2767.9999999999927,-322.00000000000006,819.9999999999985,675.9999999999877,634.9999999999967,-222.00000000001108,,4616.9999999999445
