date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,EURCHF,CHFJPY,EURGBP,GBPCAD,GBPAUD,EURJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2019.09.30,68.00000000000139,114.99999999999844,-27.999999999991587,-28.000000000005798,-31.000000000003247,-32.999999999994145,-15.000000000000568,-44.99999999999504,-133.00000000000534,-82.99999999998863,-40.00000000000625,101.99999999998965,-99.00000000000463,-97.9999999999981,,-348.00000000000387
2019.09.30,29.999999999996696,112.99999999998533,-16.999999999995907,-11.999999999989797,-33.000000000005244,-29.00000000001235,-15.000000000000568,-56.0000000000005,-133.00000000000534,-28.000000000005798,-33.00000000000125,112.99999999999955,-102.00000000000209,-101.00000000001774,,-303.000000000055
2019.09.30,48.99999999999905,151.9999999999966,37.00000000000614,-41.000000000002146,-26.999999999999247,-63.99999999999739,-36.99999999999193,-102.99999999999754,-143.00000000000423,-154.99999999999403,-6.000000000000227,107.99999999998988,-156.00000000000057,-45.000000000006146,,-431.0000000000018
2019.09.30,18.0000000000069,129.99999999998568,81.00000000000307,-45.99999999999049,10.999999999994348,-34.000000000000696,-24.999999999991473,-121.99999999999989,-134.00000000001188,-241.00000000000233,39.00000000000148,49.99999999999716,-124.00000000000189,-28.000000000005798,,-425.0000000000158
2019.09.30,52.000000000007596,124.99999999999733,33.00000000000125,-45.000000000006146,-40.00000000000669,-60.99999999999994,-33.00000000000125,-130.99999999999224,-116.00000000000499,-92.99999999998754,-4.0000000000048885,78.99999999999352,-126.0000000000039,-111.00000000001664,,-471.0000000000245
2019.09.30,70.0000000000034,133.99999999998968,10.000000000005116,-45.000000000006146,-6.0000000000060005,-69.00000000000794,-36.99999999999193,-102.00000000000209,-141.99999999999767,-200.00000000000017,-13.999999999995794,29.999999999986926,-58.000000000002494,-158.0000000000137,,-587.0000000000389
2019.09.30,58.000000000002494,158.99999999999804,5.000000000009663,-45.99999999999049,-26.999999999999247,-26.999999999999247,-58.9999999999975,-63.00000000000195,-173.00000000000094,-177.00000000000495,12.000000000000455,-38.000000000010914,41.000000000002146,-308.0000000000194,,-643.0000000000118
2019.09.30,60.99999999999994,127.99999999999478,52.00000000000671,-72.0000000000054,32.999999999994145,-4.000000000004,-3.9999999999906777,-65.99999999999939,-168.0000000000126,-295.0000000000008,91.99999999999875,-96.00000000000364,58.99999999999794,-255.00000000000523,,-535.0000000000294
2019.09.30,74.00000000000739,116.99999999998934,36.000000000001364,-114.99999999999844,32.999999999994145,19.999999999997797,-4.9999999999954525,-36.999999999998145,-206.00000000001728,-258.99999999998704,118.99999999999977,-199.00000000001228,163.99999999999747,-416.00000000001637,,-674.0000000000377
2019.09.30,70.99999999999883,116.99999999998934,27.000000000001023,-52.99999999999194,-31.000000000003247,4.999999999988347,-21.99999999999136,-51.000000000001044,-128.000000000017,-100.99999999999554,90.00000000000341,-135.00000000000512,134.0000000000008,-440.00000000001813,,-517.0000000000416
2019.09.30,53.00000000000304,106.00000000000608,57.00000000000216,-53.999999999998494,-18.0000000000069,21.00000000000435,-7.999999999995566,-64.99999999999284,-118.00000000001809,-124.99999999999733,117.999999999995,-175.00000000001137,158.0000000000026,-453.0000000000145,,-503.0000000000218
2019.09.30,114.00000000000298,52.99999999999194,6.000000000000227,-73.99999999999629,51.000000000001044,-1.0000000000065512,4.0000000000048885,-66.99999999999484,-66.00000000001049,-228.99999999999034,105.99999999999454,-228.00000000000864,253.0000000000032,-487.99999999999955,,-566.0000000000078
2019.09.30,94.00000000000519,95.00000000000064,25.000000000005684,-35.00000000000725,30.999999999992145,-9.000000000014552,2.0000000000095497,-64.99999999999284,-80.99999999999774,-236.99999999999832,93.99999999999409,-193.00000000001205,217.0000000000005,-438.00000000000506,,-500.00000000002
2019.09.30,107.00000000000153,76.99999999999375,18.000000000000682,-55.99999999998939,30.999999999992145,-12.999999999996348,5.000000000009663,-69.9999999999923,-78.00000000000028,-214.99999999998744,91.99999999999875,-162.00000000000614,178.99999999999582,-402.0000000000135,,-486.99999999999295
2019.09.30,77.00000000000485,116.00000000000499,36.000000000001364,-39.00000000001125,32.999999999994145,-5.999999999994898,-4.9999999999954525,-58.99999999999794,-107.00000000001265,-282.0000000000045,90.99999999999397,-183.00000000000693,197.00000000000273,-406.00000000001745,,-537.0000000000391
2019.09.30,75.00000000000284,136.99999999998712,79.9999999999983,-35.999999999991594,41.9999999999976,-17.000000000000348,37.00000000000614,-52.99999999999194,-126.0000000000039,-340.00000000000693,123.00000000000466,-200.00000000000284,185.00000000000182,-377.0000000000051,,-470.0000000000041
2019.09.30,78.00000000000028,180.0000000000024,131.00000000000023,-39.00000000001125,90.99999999999665,-26.999999999999247,91.00000000000819,-25.999999999992696,-197.00000000000273,-527.9999999999951,179.00000000000205,-283.00000000000125,246.00000000000176,-383.0,,-486.99999999999073
2019.09.30,97.00000000000264,184.00000000000637,180.00000000000682,-52.000000000007596,127.99999999999478,-39.00000000001125,173.00000000000182,-17.999999999995797,-206.00000000001728,-629.9999999999973,236.99999999999477,-359.00000000000887,288.9999999999948,-392.00000000001455,,-408.00000000005065
2019.09.30,155.00000000000514,144.99999999999514,123.00000000000466,-17.000000000000348,60.99999999999994,-87.00000000001484,170.0000000000017,-37.99999999999359,-124.00000000001299,-400.00000000000034,185.99999999999284,-322.00000000000273,312.00000000000114,-497.0000000000141,,-333.0000000000384
2019.09.30,162.0000000000066,133.99999999998968,133.00000000000978,-12.999999999996348,91.99999999999208,-188.9999999999947,200.00000000000284,-117.99999999999588,-78.00000000000028,-472.9999999999901,96.00000000000364,-366.00000000001387,359.99999999999363,-507.000000000013,,-567.000000000006
2019.09.30,151.00000000000114,327.99999999999494,165.00000000000625,52.000000000007596,70.99999999999883,-163.00000000000205,206.00000000000307,26.999999999999247,-263.00000000001324,-687.9999999999998,147.99999999999613,-275.0000000000057,265.99999999999955,-364.00000000000875,,-339.00000000002285
2019.09.30,209.00000000000364,231.99999999998778,96.00000000000364,15.00000000000945,73.00000000000084,-156.00000000000057,198.0000000000075,21.999999999999797,-188.00000000001037,-558.9999999999984,153.99999999999636,-249.00000000000944,263.0000000000021,-392.9999999999989,,-283.0000000000067
2019.09.30,265.99999999999955,270.99999999999903,76.00000000000762,-59.000000000009045,122.99999999999534,-214.00000000000307,240.0000000000091,73.00000000000084,-312.00000000000114,-700.999999999996,129.99999999999545,-244.00000000001398,227.99999999999488,-322.00000000000006,,-445.00000000002154
2019.09.30,268.0000000000016,490.999999999997,58.000000000006935,-79.00000000000685,88.99999999999464,-201.00000000000674,234.00000000000887,224.000000000002,-641.0000000000027,-971.9999999999951,128.0000000000001,-246.00000000000932,231.0000000000034,-395.000000000012,,-811.0000000000182
2019.09.30,326.0000000000041,330.9999999999924,18.000000000000682,-126.0000000000039,92.99999999999864,-188.00000000001037,249.00000000000944,170.00000000000347,-500.00000000001154,-761.999999999996,171.99999999999704,-204.00000000000773,180.99999999999784,-363.0000000000022,,-603.0000000000281
2019.09.30,407.0000000000018,278.00000000000045,-9.999999999990905,-130.0000000000079,85.99999999999719,-226.99999999999943,306.0000000000116,165.9999999999995,-425.0000000000087,-648.9999999999885,186.9999999999976,-201.00000000000762,195.9999999999962,-399.00000000001603,,-415.0000000000148
2019.09.30,455.0000000000054,282.0000000000045,22.999999999996135,-110.00000000001009,73.00000000000084,-321.0000000000157,392.0000000000101,139.00000000000023,-419.0000000000138,-629.9999999999973,177.99999999999727,-205.0000000000125,188.9999999999947,-392.9999999999989,,-347.0000000000392
2019.09.30,489.0000000000061,235.99999999999176,31.00000000000591,-164.00000000000858,91.99999999999208,-322.00000000000006,438.0000000000024,136.00000000000279,-423.0000000000178,-611.000000000006,227.99999999999443,-225.00000000000853,175.00000000000293,-385.00000000001313,,-305.0000000000558
2019.09.30,489.0000000000061,390.9999999999858,18.000000000000682,-154.0000000000097,60.99999999999994,-197.00000000000273,427.0000000000067,351.0000000000013,-616.0000000000165,-760.9999999999894,352.99999999999443,-184.0000000000117,137.9999999999937,-384.00000000000654,,-68.00000000004786
