date,USDCHF,GBPUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,NZDCAD,empty,sum
2016.02.29,29.000000000001247,-51.000000000001044,5.000000000009663,-133.99999999998968,-78.00000000000028,9.999999999998899,-109.00000000000887,-2.999999999997449,41.000000000002146,29.000000000001247,-19.000000000005457,-278.00000000000045,-178.99999999999582,-64.99999999999773,-134.00000000001188,-114.00000000000298,,-1049.9999999999984
2016.02.29,-5.999999999994898,-51.000000000001044,260.0000000000051,-170.99999999998784,-86.0000000000083,-1.0000000000065512,153.99999999999636,29.999999999996696,65.99999999999939,9.999999999998899,331.99999999999363,-322.00000000000006,-131.99999999999878,240.99999999999966,-59.000000000009045,-163.00000000000205,,101.99999999998118
2016.02.29,13.00000000000745,-69.9999999999923,314.00000000000716,-322.00000000000006,-124.99999999999733,48.99999999998794,179.9999999999926,44.99999999999504,132.99999999999423,44.99999999999504,394.00000000000546,-544.0000000000111,-146.00000000000168,249.00000000000944,-97.9999999999981,-343.00000000000443,,-226.0000000000107
2016.02.29,-25.999999999992696,-49.99999999999449,234.00000000000887,-397.0000000000029,-53.00000000001415,31.000000000003247,40.99999999999682,53.999999999998494,39.00000000000014,72.0000000000054,292.0000000000016,-619.9999999999983,-8.999999999992347,129.0000000000049,-56.000000000011596,-314.0000000000032,,-632.9999999999902
2016.02.29,-5.999999999994898,65.00000000000395,121.99999999999989,-390.0000000000015,36.999999999998145,24.999999999986144,-30.000000000001137,46.999999999997044,-46.00000000000159,121.00000000000443,256.0000000000002,-456.9999999999963,97.9999999999981,37.00000000000614,-60.99999999999994,-173.00000000000094,,-355.0000000000022
2016.02.29,12.000000000000899,-15.999999999993797,332.00000000000784,-364.9999999999931,-77.00000000001594,69.9999999999923,193.9999999999884,68.99999999999685,-35.00000000000725,87.99999999999919,472.99999999998477,-531.9999999999991,-21.999999999988695,237.00000000000898,-89.00000000000574,-151.9999999999966,,186.99999999997908
2016.02.29,1.0000000000065512,-32.999999999994145,525.9999999999962,-225.00000000000853,-72.0000000000054,117.99999999999588,364.9999999999949,68.00000000000139,29.000000000001247,121.99999999999989,727.0000000000039,-360.0000000000048,-15.999999999993797,394.00000000000546,-141.00000000001333,-163.00000000000205,,1339.9999999999832
2016.02.29,-100.99999999999554,-12.999999999996348,569.0000000000026,-228.99999999999034,83.9999999999952,17.000000000000348,300.9999999999877,-109.99999999999899,-108.00000000000809,141.99999999999767,807.9999999999927,-340.9999999999913,-283.99999999999534,423.0000000000018,-399.00000000001603,-66.99999999999484,,691.9999999999914
2016.02.29,-83.9999999999952,-5.999999999994898,597.0000000000084,-205.99999999999508,75.00000000000284,79.99999999999119,335.9999999999985,-48.99999999999905,-112.000000000001,178.00000000000037,855.9999999999945,-296.9999999999917,-134.99999999999625,402.000000000001,-351.0000000000124,-29.999999999996696,,1254.0000000000143
2016.02.29,48.000000000003595,-19.00000000001345,563.0000000000024,-188.9999999999947,-127.00000000001043,156.00000000000057,460.9999999999985,117.00000000000044,-77.00000000000485,117.99999999999588,793.9999999999827,-290.9999999999968,40.0000000000178,448.99999999999807,-95.00000000000064,53.999999999998494,,2001.9999999999773
