date,AUDJPY,AUDCAD,empty,sum
2017.06.12,-87.99999999999386,-70.99999999999883,,-158.9999999999927
2017.06.12,-96.00000000000364,-70.99999999999883,,-167.00000000000247
2017.06.12,-102.00000000000387,-97.00000000001374,,-199.00000000001762
2017.06.12,-100.99999999999909,-41.000000000002146,,-142.00000000000125
2017.06.12,-51.9999999999925,-19.00000000001345,,-71.00000000000594
2017.06.12,-22.999999999996135,-28.000000000005798,,-51.00000000000193
2017.06.12,-30.9999999999917,-32.0000000000098,,-63.0000000000015
2017.06.12,-1.0000000000047748,-29.00000000001235,,-30.000000000017124
2017.06.12,-12.999999999991019,-28.000000000005798,,-40.99999999999682
2017.06.12,-10.000000000005116,0.0,,-10.000000000005116
2017.06.12,-42.00000000000159,35.00000000000725,,-6.999999999994344
2017.06.12,-4.9999999999954525,65.99999999998829,,60.99999999999284
2017.06.12,54.000000000002046,79.99999999999119,,133.99999999999324
2017.06.12,49.99999999999716,72.0000000000054,,122.00000000000256
2017.06.12,52.00000000000671,70.99999999999883,,123.00000000000554
2017.06.12,55.00000000000682,116.99999999998934,,171.99999999999616
2017.06.12,46.999999999997044,79.00000000000685,,126.0000000000039
2017.06.12,9.000000000000341,11.999999999989797,,20.999999999990138
2017.06.12,-18.999999999991246,-15.999999999993797,,-34.99999999998504
2017.06.12,10.000000000005116,-32.999999999994145,,-22.99999999998903
2017.06.12,-24.00000000000091,-63.000000000013046,,-87.00000000001396
2017.06.12,-12.999999999991019,-79.00000000000685,,-91.99999999999787
2017.06.12,31.999999999996476,-49.00000000001015,,-17.00000000001367
2017.06.12,126.99999999999534,-15.999999999993797,,111.00000000000153
2017.06.12,61.99999999999761,-102.00000000000209,,-40.000000000004476
2017.06.12,73.0000000000075,-153.00000000000313,,-79.99999999999562
2017.06.12,67.00000000000728,-161.00000000001114,,-94.00000000000387
2017.06.12,69.00000000000261,-97.00000000001374,,-28.000000000011127
2017.06.12,109.00000000000887,-76.0000000000094,,32.999999999999474
2017.06.12,159.9999999999966,-78.00000000000028,,81.9999999999963
2017.06.12,156.0000000000059,-114.99999999999844,,41.000000000007475
