date,USDCAD,EURCAD,empty,sum
2016.01.18,-58.99999999998684,-292.9999999999877,,-351.99999999997453
2016.01.18,-251.99999999998556,-574.9999999999922,,-826.9999999999777
2016.01.18,-288.99999999998374,-554.9999999999944,,-843.9999999999782
2016.01.18,-192.99999999999872,-374.999999999992,,-567.9999999999907
2016.01.18,-200.00000000000017,-388.9999999999949,,-588.999999999995
2016.01.18,-207.99999999998596,-478.0000000000006,,-685.9999999999866
2016.01.18,-540.9999999999915,-1014.9999999999882,,-1555.9999999999795
2016.01.18,-664.9999999999823,-1167.0000000000068,,-1831.999999999989
2016.01.18,-613.9999999999812,-1105.0000000000005,,-1718.9999999999818
2016.01.18,-740.9999999999917,-1293.9999999999952,,-2034.9999999999868
2016.01.18,-783.0000000000003,-1375.9999999999995,,-2159.0
2016.01.18,-834.9999999999858,-1497.9999999999993,,-2332.999999999985
2016.01.18,-817.9999999999854,-1485.000000000003,,-2302.999999999988
2016.01.18,-825.9999999999934,-1424.9999999999875,,-2250.999999999981
2016.01.18,-783.0000000000003,-1390.9999999999866,,-2173.999999999987
2016.01.18,-790.0000000000018,-1414.9999999999884,,-2204.99999999999
2016.01.18,-639.9999999999961,-1190.0000000000023,,-1829.9999999999984
2016.01.18,-546.9999999999864,-1185.9999999999982,,-1732.9999999999845
2016.01.18,-621.9999999999892,-1429.999999999998,,-2051.9999999999873
2016.01.18,-567.9999999999907,-1246.9999999999982,,-1814.9999999999889
2016.01.18,-969.999999999982,-1824.0000000000034,,-2793.9999999999854
2016.01.18,-969.999999999982,-1807.000000000003,,-2776.999999999985
2016.01.18,-841.9999999999872,-1502.0000000000034,,-2343.9999999999905
2016.01.18,-838.9999999999898,-1364.999999999994,,-2203.9999999999836
2016.01.18,-830.9999999999818,-1400.0000000000011,,-2230.9999999999827
2016.01.18,-1041.9999999999873,-1682.0000000000057,,-2723.9999999999927
2016.01.18,-1015.9999999999947,-1665.0000000000055,,-2681.0
2016.01.18,-998.9999999999943,-1598.9999999999948,,-2597.999999999989
2016.01.18,-1031.9999999999884,-1682.0000000000057,,-2713.999999999994
2016.01.18,-1009.9999999999998,-1634.000000000002,,-2644.000000000002
2016.01.18,-963.0000000000027,-1539.0000000000014,,-2502.000000000004
2016.01.18,-857.999999999981,-1463.9999999999986,,-2321.9999999999795
2016.01.18,-845.9999999999912,-1444.000000000001,,-2289.9999999999923
2016.01.18,-773.9999999999858,-1307.999999999998,,-2081.9999999999836
2016.01.18,-912.999999999986,-1523.999999999992,,-2436.999999999978
2016.01.18,-1010.9999999999841,-1712.9999999999868,,-2723.999999999971
2016.01.18,-769.9999999999818,-1685.9999999999875,,-2455.999999999969
2016.01.18,-837.9999999999832,-1541.9999999999989,,-2379.999999999982
2016.01.18,-844.9999999999847,-1557.0000000000084,,-2401.999999999993
2016.01.18,-750.9999999999906,-1374.999999999993,,-2125.9999999999836
2016.01.18,-563.0000000000024,-1197.999999999988,,-1760.9999999999905
2016.01.18,-735.9999999999811,-1364.999999999994,,-2100.9999999999754
2016.01.18,-503.99999999999335,-1018.9999999999922,,-1522.9999999999854
2016.01.18,-456.9999999999963,-988.9999999999955,,-1445.9999999999918
2016.01.18,-413.99999999998107,-963.999999999987,,-1377.9999999999682
2016.01.18,-368.9999999999971,-858.0000000000032,,-1227.0000000000002
2016.01.18,-373.99999999998545,-875.0000000000035,,-1248.999999999989
2016.01.18,-378.999999999996,-889.9999999999908,,-1268.9999999999868
2016.01.19,-398.9999999999938,-974.9999999999925,,-1373.9999999999864
2016.01.19,-434.000000000001,-1031.000000000004,,-1465.000000000005
2016.01.19,-526.9999999999886,-1130.9999999999932,,-1657.9999999999818
2016.01.19,-525.999999999982,-1069.9999999999932,,-1595.9999999999752
2016.01.19,-578.9999999999961,-1231.9999999999886,,-1810.9999999999848
2016.01.19,-638.9999999999895,-1373.000000000002,,-2011.9999999999916
2016.01.19,-653.999999999999,-1374.999999999993,,-2028.9999999999918
2016.01.19,-665.9999999999889,-1357.0000000000082,,-2022.999999999997
2016.01.19,-666.9999999999953,-1410.0000000000002,,-2076.9999999999955
2016.01.19,-620.9999999999827,-1113.0000000000084,,-1733.9999999999911
2016.01.19,-648.9999999999885,-1207.9999999999868,,-1856.9999999999754
2016.01.19,-743.9999999999891,-1363.9999999999875,,-2107.9999999999764
2016.01.19,-878.000000000001,-1607.9999999999873,,-2485.999999999988
2016.01.19,-891.9999999999817,-1587.9999999999893,,-2479.999999999971
2016.01.19,-1027.9999999999845,-1804.0000000000057,,-2831.99999999999
2016.01.19,-1088.0,-1885.9999999999877,,-2973.9999999999877
2016.01.19,-1319.999999999988,-2149.000000000001,,-3468.999999999989
2016.01.19,-1278.9999999999857,-2197.9999999999886,,-3476.9999999999745
2016.01.19,-1472.999999999991,-2595.999999999998,,-4068.999999999989
2016.01.19,-1388.999999999996,-2466.999999999997,,-3855.9999999999927
2016.01.19,-1465.9999999999895,-2475.9999999999895,,-3941.999999999979
2016.01.19,-1379.9999999999814,-2412.9999999999986,,-3792.99999999998
2016.01.19,-1318.9999999999814,-2133.0000000000073,,-3451.9999999999886
2016.01.19,-1317.999999999997,-2265.000000000006,,-3583.0000000000027
2016.01.19,-1392.9999999999998,-2405.999999999997,,-3798.9999999999964
2016.01.19,-1438.9999999999902,-2414.000000000005,,-3852.9999999999955
2016.01.19,-1510.9999999999957,-2574.999999999994,,-4085.99999999999
2016.01.19,-1587.9999999999893,-2637.0000000000005,,-4224.99999999999
2016.01.19,-1422.9999999999966,-2506.9999999999927,,-3929.999999999989
2016.01.19,-1354.999999999995,-2323.000000000008,,-3678.000000000003
2016.01.19,-1203.999999999983,-2265.9999999999905,,-3469.9999999999736
2016.01.19,-1261.9999999999854,-2265.9999999999905,,-3527.999999999976
2016.01.19,-1051.0000000000018,-2078.0000000000023,,-3129.000000000004
2016.01.19,-1027.9999999999845,-1900.999999999997,,-2928.999999999982
2016.01.19,-878.9999999999853,-1439.9999999999968,,-2318.9999999999823
2016.01.19,-971.9999999999951,-1573.9999999999866,,-2545.999999999982
2016.01.19,-842.9999999999937,-1377.9999999999905,,-2220.999999999984
2016.01.19,-842.9999999999937,-1414.9999999999884,,-2257.9999999999823
2016.01.19,-776.9999999999833,-1197.999999999988,,-1974.9999999999714
2016.01.19,-722.0000000000005,-987.9999999999889,,-1709.9999999999893
2016.01.19,-753.9999999999881,-875.0000000000035,,-1628.9999999999916
2016.01.19,-695.9999999999856,-737.9999999999942,,-1433.9999999999798
2016.01.19,-634.9999999999856,-747.9999999999931,,-1382.9999999999786
2016.01.19,-375.9999999999986,-470.9999999999992,,-846.9999999999977
2016.01.19,-425.99999999999307,-707.9999999999975,,-1133.9999999999905
2016.01.19,-448.9999999999883,-801.9999999999916,,-1250.99999999998
2016.01.19,-331.999999999999,-636.9999999999986,,-968.9999999999976
2016.01.19,-173.00000000000094,-458.00000000000284,,-631.0000000000038
2016.01.20,-190.99999999998562,-533.0000000000057,,-723.9999999999914
2016.01.20,-241.00000000000233,-533.0000000000057,,-774.000000000008
2016.01.20,-309.99999999998806,-665.9999999999889,,-975.9999999999769
2016.01.20,-390.0000000000015,-750.9999999999906,,-1140.999999999992
2016.01.20,-268.9999999999859,-546.9999999999864,,-815.9999999999723
2016.01.20,-220.99999999998232,-357.99999999999164,,-578.999999999974
2016.01.20,-157.99999999999147,-297.9999999999983,,-455.99999999998977
2016.01.20,-66.99999999999484,-120.99999999999334,,-187.99999999998818
2016.01.20,-44.99999999998394,-151.9999999999966,,-196.99999999998053
2016.01.20,63.99999999999739,59.99999999999339,,123.99999999999079
2016.01.20,260.0000000000158,368.9999999999971,,629.000000000013
2016.01.20,334.00000000001205,546.000000000002,,880.0000000000141
2016.01.20,316.0000000000052,649.0000000000107,,965.0000000000159
