timeframe,profit,0,timeframe1,drawup,1,timeframe2,drawdown
2021.04.23 23:30,1731.9999999999966,,2021.04.20 09:30,6427.000000000002,,2021.04.23 03:00,-1594.0000000000102
2021.04.23 23:00,1393.0000000000095,,2021.04.20 12:30,6051.999999999969,,2021.04.23 07:00,-1592.000000000006
2021.04.23 22:30,2094.9999999999886,,2021.04.20 11:30,6019.999999999984,,2021.04.23 06:30,-1542.999999999985
2021.04.23 22:00,1729.999999999959,,2021.04.20 14:00,5996.0000000000255,,2021.04.23 00:00,-1514.0000000000014
2021.04.23 21:30,1630.999999999995,,2021.04.20 13:30,5924.999999999973,,2021.04.23 03:30,-1472.0000000000027
2021.04.23 21:00,1646.9999999999936,,2021.04.20 14:30,5918.000000000005,,2021.04.23 07:30,-1451.000000000004
2021.04.23 20:30,1744.999999999987,,2021.04.20 12:00,5882.9999999999745,,2021.04.22 23:30,-1423.0000000000025
2021.04.23 20:00,1485.9999999999714,,2021.04.21 02:30,5879.000000000015,,2021.04.23 08:00,-1410.9999999999718
2021.04.23 19:30,1804.9999999999927,,2021.04.20 10:30,5855.0000000000255,,2021.04.23 06:00,-1330.0000000000173
2021.04.23 19:00,1357.0000000000118,,2021.04.20 11:00,5832.999999999989,,2021.04.23 00:30,-1320.000000000007
2021.04.23 18:30,844.999999999971,,2021.04.21 01:30,5832.999999999989,,2021.04.23 05:00,-1291.9999999999886
2021.04.23 18:00,971.9999999999873,,2021.04.21 01:00,5829.999999999996,,2021.04.23 08:30,-1247.0000000000164
2021.04.23 17:30,803.999999999965,,2021.04.20 10:00,5807.999999999996,,2021.04.23 01:00,-1214.0000000000007
2021.04.23 17:00,483.99999999999915,,2021.04.20 13:00,5771.999999999998,,2021.04.22 20:00,-1209.000000000046
2021.04.23 16:30,286.9999999999713,,2021.04.20 21:00,5748.999999999989,,2021.04.22 21:30,-1185.9999999999823
2021.04.23 16:00,-565.0000000000085,,2021.04.21 02:00,5740.9999999999845,,2021.04.23 02:00,-1180.0000000000355
