date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2019.02.11,-39.999999999995595,40.0000000000178,21.00000000000435,-16.0000000000049,-31.999999999998696,-125.00000000001954,-83.99999999998897,-108.00000000000409,-24.999999999997247,,-368.9999999999869
2019.02.11,-28.999999999990145,16.000000000016,-5.999999999994898,-32.0000000000098,-117.99999999999588,-311.0000000000168,-87.99999999999386,-184.0000000000117,-36.0000000000027,,-787.9999999999999
2019.02.11,-51.99999999998539,-0.9999999999843467,80.99999999999774,-50.0000000000056,-139.99999999999568,-290.00000000001245,-149.99999999999147,-256.0000000000002,-123.00000000000644,,-980.999999999984
2019.02.11,-79.99999999999119,-37.99999999998249,89.00000000000574,-140.0000000000068,-190.99999999999673,-358.00000000001387,-211.9999999999891,-280.00000000000114,-245.0000000000063,,-1454.9999999999818
2019.02.11,-79.99999999999119,-44.99999999998394,73.00000000001194,-134.0000000000008,-228.00000000000597,-447.0000000000196,-215.99999999999397,-331.00000000000307,-226.99999999999943,,-1634.9999999999864
2019.02.11,-51.000000000001044,-34.99999999998504,113.00000000000753,-115.00000000000954,-236.00000000000287,-476.0000000000098,-194.99999999999318,-338.0000000000081,-231.0000000000034,,-1564.0000000000052
2019.02.11,-79.00000000000685,-56.99999999999594,174.00000000000747,-157.00000000000713,-295.99999999999625,-591.0000000000082,-226.99999999998965,-393.0000000000007,-329.00000000000153,,-1954.9999999999986
2019.02.11,-66.99999999999484,-72.99999999998974,190.00000000000128,-125.00000000000844,-278.9999999999959,-528.0000000000174,-186.9999999999976,-368.0000000000092,-297.9999999999983,,-1735.00000000001
2019.02.11,-39.999999999995595,-47.99999999998139,238.0000000000049,-114.00000000000298,-229.00000000000142,-446.0000000000131,-185.00000000000227,-325.00000000000284,-317.0000000000006,,-1465.9999999999952
2019.02.11,-41.000000000002146,-43.999999999999595,202.00000000001327,-123.00000000000644,-190.99999999999673,-350.00000000000585,-253.0000000000001,-336.00000000001273,-304.00000000000426,,-1440.0000000000148
2019.02.11,-11.00000000000545,-27.999999999983594,180.0000000000024,-128.00000000000588,-192.00000000000327,-385.00000000001313,-268.0000000000007,-347.0000000000084,-296.0000000000074,,-1475.0000000000255
2019.02.11,11.00000000000545,-2.999999999997449,188.9999999999947,-62.000000000006494,-160.00000000000458,-339.0000000000004,-236.99999999999477,-351.0000000000133,-214.00000000000307,,-1166.00000000002
2019.02.11,12.000000000012001,9.999999999998899,246.00000000001288,-81.00000000000884,-190.00000000000128,-428.00000000000614,-244.99999999999034,-371.0000000000093,-280.00000000000244,,-1326.9999999999948
2019.02.11,11.00000000000545,6.000000000017103,263.99999999999756,-74.00000000000739,-178.99999999999582,-400.00000000000034,-268.0000000000007,-390.00000000000057,-280.9999999999979,,-1310.9999999999825
2019.02.11,-9.999999999998899,2.0000000000131024,275.000000000003,-56.0000000000005,-175.99999999999838,-381.0000000000091,-223.99999999998954,-363.00000000001376,-269.00000000000813,,-1202.0000000000023
2019.02.11,-38.99999999998904,-41.99999999998649,246.00000000001288,-80.00000000000229,-197.00000000000273,-370.00000000000364,-266.9999999999959,-401.00000000001046,-278.00000000000045,,-1427.9999999999782
2019.02.11,-42.999999999993044,-65.99999999998829,124.99999999999733,-160.00000000000458,-282.99999999999994,-541.9999999999981,-327.99999999998875,-471.00000000000364,-297.9999999999983,,-2065.9999999999773
2019.02.11,-51.99999999998539,-72.99999999998974,100.99999999999554,-171.00000000001003,-302.9999999999977,-585.0000000000133,-362.99999999999955,-513.0000000000052,-297.9999999999983,,-2257.0000000000036
2019.02.11,-83.9999999999952,-54.99999999998284,191.00000000000784,-146.00000000000168,-258.9999999999981,-506.0000000000064,-325.9999999999934,-456.00000000000307,-328.0000000000061,,-1968.9999999999789
2019.02.11,178.00000000001148,-10.999999999983245,201.00000000000674,-104.00000000000409,-190.99999999999673,-400.00000000000034,-290.9999999999968,-391.00000000000534,-280.00000000000244,,-1288.9999999999707
2019.02.11,93.99999999999409,65.00000000000395,139.00000000000023,-60.99999999999994,-163.00000000000205,-446.0000000000131,-266.9999999999959,-384.00000000000034,-177.00000000000495,,-1200.000000000018
