date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,empty,sum
2021.09.13,-75.00000000000284,0.0,-25.00000000000835,-56.000000000011596,-1.0000000000065512,-2.999999999997449,-60.00000000000449,0.0,-160.00000000000458,0.0,0.0,0.0,-10.999999999983245,-151.9999999999966,-229.00000000001253,-28.000000000005798,-107.99999999998988,,-908.0000000000239
2021.09.13,-85.00000000000173,12.000000000012001,-28.000000000005798,-48.00000000000182,-41.000000000002146,-8.999999999992347,-51.000000000001044,-38.0000000000047,-166.99999999999494,32.99999999998704,-60.99999999999994,338.0000000000161,-39.999999999995595,-302.0000000000023,-280.9999999999979,-19.000000000005457,-95.99999999998943,,-882.9999999999801
2021.09.13,-93.99999999999409,79.00000000000685,-59.99999999999339,-94.0000000000083,3.999999999981796,46.00000000000159,-89.00000000000574,97.9999999999981,-168.99999999999693,131.99999999997658,66.99999999999484,224.000000000002,-63.99999999999739,-225.99999999999287,-253.99999999999866,58.9999999999975,-143.99999999999125,,-485.0000000000194
2021.09.13,-78.99999999999574,107.00000000001265,-58.000000000002494,-79.00000000000773,17.000000000000348,138.00000000000477,-104.00000000000409,119.00000000000244,-161.99999999999548,186.9999999999834,177.99999999998929,96.00000000000719,-36.999999999998145,-0.9999999999843467,-148.99999999999915,189.99999999999773,-137.99999999999102,,225.0000000000196
2021.09.13,-68.99999999999685,116.00000000000499,-31.000000000003247,-61.00000000000705,8.999999999992347,152.00000000000767,-106.00000000000608,127.99999999999478,-160.00000000000458,194.99999999999318,188.9999999999947,107.00000000001265,-17.999999999984695,-17.000000000000348,-168.99999999999693,189.99999999999773,-140.00000000000057,,314.99999999999767
2021.09.13,-83.9999999999952,137.00000000000932,-38.99999999998904,-99.00000000000375,-26.999999999999247,147.00000000000824,-99.00000000000463,153.00000000000313,-139.99999999999568,245.9999999999809,167.00000000000603,175.99999999999838,-57.99999999998029,-11.999999999989797,-204.00000000000418,222.99999999999898,-140.00000000000057,,347.0000000000425
2021.09.13,-131.00000000000333,95.00000000000064,-68.00000000000139,-137.00000000000045,-43.00000000001525,102.00000000000209,-94.00000000000519,163.00000000000205,-154.99999999999403,250.99999999997635,143.00000000000423,188.00000000001037,-71.99999999998319,-73.99999999999629,-388.9999999999949,186.9999999999976,-155.9999999999917,,-189.99999999999233
2021.09.13,-146.00000000000168,79.00000000000685,-96.00000000000719,-149.0000000000009,17.000000000000348,82.00000000000429,-9.999999999998899,204.00000000000418,-149.99999999999457,260.9999999999957,178.99999999999582,219.00000000001364,-85.00000000000173,-95.999999999985,-425.0000000000087,174.99999999999716,-102.99999999999443,,-43.99999999997516
2021.09.13,-156.00000000000057,38.0000000000047,-116.99999999998934,-146.0000000000008,-7.0000000000014495,91.00000000000774,17.000000000000348,181.00000000000892,-151.9999999999966,212.99999999999386,106.99999999999044,200.00000000000017,-112.000000000001,-58.99999999998684,-483.99999999999557,183.9999999999975,-73.99999999999807,,-275.9999999999666
2021.09.13,-156.00000000000057,33.00000000001635,-120.00000000000898,-131.00000000000023,17.000000000000348,84.0000000000063,20.999999999993246,165.9999999999995,-160.00000000000458,195.99999999999795,103.99999999999298,185.00000000001293,-92.99999999998754,-59.99999999999339,-442.00000000000904,170.0000000000017,-36.000000000001364,,-221.99999999998437
2021.09.13,-158.0000000000026,52.000000000007596,-119.00000000000244,-142.00000000001012,15.999999999993797,64.0000000000085,10.999999999994348,195.00000000001182,-136.00000000000279,191.99999999997885,116.99999999998934,280.0000000000136,-108.99999999998133,-90.99999999999665,-397.0000000000029,137.00000000000045,-60.99999999999284,,-148.9999999999933
