date,GBPJPY,empty,sum
2017.05.29,-159.9999999999966,,-159.9999999999966
2017.05.29,-240.99999999998545,,-240.99999999998545
2017.05.29,-316.0000000000025,,-316.0000000000025
2017.05.29,-256.0000000000002,,-256.0000000000002
2017.05.29,-292.0000000000016,,-292.0000000000016
2017.05.29,-292.0000000000016,,-292.0000000000016
2017.05.29,-295.99999999999227,,-295.99999999999227
2017.05.29,-555.9999999999832,,-555.9999999999832
2017.05.29,-590.9999999999798,,-590.9999999999798
2017.05.29,-577.9999999999745,,-577.9999999999745
2017.05.29,-472.99999999998477,,-472.99999999998477
2017.05.29,-431.99999999998795,,-431.99999999998795
2017.05.29,-451.9999999999982,,-451.9999999999982
2017.05.29,-441.99999999997885,,-441.99999999997885
2017.05.29,-514.9999999999864,,-514.9999999999864
2017.05.29,-544.9999999999875,,-544.9999999999875
2017.05.29,-462.99999999999386,,-462.99999999999386
2017.05.29,-504.99999999999545,,-504.99999999999545
2017.05.29,-501.9999999999811,,-501.9999999999811
2017.05.29,-474.9999999999943,,-474.9999999999943
2017.05.29,-533.9999999999918,,-533.9999999999918
2017.05.29,-543.9999999999827,,-543.9999999999827
2017.05.29,-651.9999999999868,,-651.9999999999868
2017.05.29,-768.999999999977,,-768.999999999977
2017.05.29,-740.9999999999854,,-740.9999999999854
2017.05.29,-720.9999999999752,,-720.9999999999752
2017.05.29,-744.9999999999761,,-744.9999999999761
2017.05.29,-688.999999999993,,-688.999999999993
2017.05.29,-704.9999999999841,,-704.9999999999841
2017.05.29,-703.9999999999793,,-703.9999999999793
2017.05.29,-732.9999999999757,,-732.9999999999757
2017.05.29,-740.9999999999854,,-740.9999999999854
2017.05.29,-766.9999999999959,,-766.9999999999959
2017.05.29,-599.9999999999943,,-599.9999999999943
2017.05.29,-577.9999999999745,,-577.9999999999745
2017.05.29,-619.9999999999761,,-619.9999999999761
2017.05.29,-646.9999999999914,,-646.9999999999914
2017.05.29,-638.9999999999816,,-638.9999999999816
2017.05.29,-701.9999999999982,,-701.9999999999982
2017.05.29,-691.9999999999789,,-691.9999999999789
2017.05.29,-635.9999999999957,,-635.9999999999957
2017.05.29,-664.999999999992,,-664.999999999992
2017.05.29,-649.9999999999773,,-649.9999999999773
2017.05.29,-652.9999999999916,,-652.9999999999916
2017.05.29,-671.999999999997,,-671.999999999997
2017.05.29,-650.999999999982,,-650.999999999982
2017.05.29,-649.0000000000009,,-649.0000000000009
2017.05.29,-608.9999999999804,,-608.9999999999804
2017.05.30,-567.9999999999836,,-567.9999999999836
2017.05.30,-589.999999999975,,-589.999999999975
2017.05.30,-525.999999999982,,-525.999999999982
2017.05.30,-370.9999999999809,,-370.9999999999809
2017.05.30,-336.9999999999891,,-336.9999999999891
2017.05.30,-349.9999999999943,,-349.9999999999943
2017.05.30,-218.9999999999941,,-218.9999999999941
2017.05.30,-123.99999999999523,,-123.99999999999523
2017.05.30,204.00000000000773,,204.00000000000773
2017.05.30,245.00000000000455,,245.00000000000455
2017.05.30,229.00000000001342,,229.00000000001342
2017.05.30,207.00000000002206,,207.00000000002206
2017.05.30,142.00000000002433,,142.00000000002433
2017.05.30,87.00000000001751,,87.00000000001751
2017.05.30,116.00000000001387,,116.00000000001387
2017.05.30,221.00000000000364,,221.00000000000364
2017.05.30,138.00000000000523,,138.00000000000523
2017.05.30,92.00000000001296,,92.00000000001296
2017.05.30,88.00000000002228,,88.00000000002228
2017.05.30,117.00000000001864,,117.00000000001864
2017.05.30,-104.99999999998977,,-104.99999999998977
2017.05.30,-574.9999999999886,,-574.9999999999886
2017.05.30,-653.9999999999964,,-653.9999999999964
2017.05.30,-397.99999999999613,,-397.99999999999613
2017.05.30,-409.9999999999966,,-409.9999999999966
2017.05.30,-578.9999999999793,,-578.9999999999793
2017.05.30,-563.999999999993,,-563.999999999993
2017.05.30,-465.99999999997976,,-465.99999999997976
2017.05.30,-545.9999999999923,,-545.9999999999923
2017.05.30,-634.9999999999909,,-634.9999999999909
2017.05.30,-551.9999999999925,,-551.9999999999925
2017.05.30,-781.9999999999823,,-781.9999999999823
2017.05.30,-659.9999999999966,,-659.9999999999966
2017.05.30,-661.9999999999777,,-661.9999999999777
2017.05.30,-711.9999999999891,,-711.9999999999891
2017.05.30,-622.9999999999905,,-622.9999999999905
2017.05.30,-528.9999999999964,,-528.9999999999964
2017.05.30,-330.99999999998886,,-330.99999999998886
2017.05.30,-48.00000000000182,,-48.00000000000182
2017.05.30,13.00000000000523,,13.00000000000523
2017.05.30,13.00000000000523,,13.00000000000523
2017.05.30,-96.99999999997999,,-96.99999999997999
2017.05.30,-125.0,,-125.0
2017.05.30,-156.99999999998226,,-156.99999999998226
2017.05.30,-156.99999999998226,,-156.99999999998226
2017.05.30,-122.99999999999045,,-122.99999999999045
2017.05.30,-150.99999999998204,,-150.99999999998204
2017.05.30,-225.9999999999991,,-225.9999999999991
2017.05.31,-272.99999999999613,,-272.99999999999613
2017.05.31,56.000000000011596,,56.000000000011596
2017.05.31,237.99999999999955,,237.99999999999955
2017.05.31,261.0000000000241,,261.0000000000241
2017.05.31,317.0000000000073,,317.0000000000073
2017.05.31,320.99999999999795,,320.99999999999795
2017.05.31,270.00000000001023,,270.00000000001023
2017.05.31,52.00000000002092,,52.00000000002092
2017.05.31,-69.99999999999318,,-69.99999999999318
2017.05.31,35.00000000002501,,35.00000000002501
2017.05.31,-126.99999999998113,,-126.99999999998113
2017.05.31,-243.99999999999977,,-243.99999999999977
2017.05.31,-346.99999999998,,-346.99999999998
2017.05.31,-191.0000000000025,,-191.0000000000025
2017.05.31,-125.99999999997635,,-125.99999999997635
2017.05.31,-60.99999999997863,,-60.99999999997863
2017.05.31,88.99999999999864,,88.99999999999864
2017.05.31,215.0000000000034,,215.0000000000034
2017.05.31,-10.99999999999568,,-10.99999999999568
2017.05.31,40.000000000020464,,40.000000000020464
2017.05.31,32.00000000001069,,32.00000000001069
2017.05.31,100.00000000002274,,100.00000000002274
2017.05.31,176.00000000001614,,176.00000000001614
2017.05.31,375.0,,375.0
2017.05.31,493.0000000000234,,493.0000000000234
2017.05.31,268.0000000000007,,268.0000000000007
2017.05.31,-82.99999999999841,,-82.99999999999841
2017.05.31,-95.99999999997522,,-95.99999999997522
2017.05.31,-32.99999999998704,,-32.99999999998704
2017.05.31,-131.00000000000023,,-131.00000000000023
2017.05.31,-134.9999999999909,,-134.9999999999909
2017.05.31,-111.99999999999477,,-111.99999999999477
2017.05.31,-197.99999999997908,,-197.99999999997908
2017.05.31,-327.99999999997453,,-327.99999999997453
2017.05.31,-110.99999999999,,-110.99999999999
2017.05.31,-525.999999999982,,-525.999999999982
2017.05.31,-574.9999999999886,,-574.9999999999886
