date,USDCHF,GBPUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,NZDCHF,EURCAD,EURAUD,AUDJPY,NZDJPY,AUDNZD,empty,sum
2017.02.27,-21.00000000000435,18.0000000000069,-45.000000000001705,23.999999999990695,17.999999999995797,-17.000000000000348,37.99999999999359,-36.0000000000138,-21.00000000000435,65.00000000001194,-54.000000000002046,26.0000000000149,,-5.000000000012776
2017.02.27,-68.00000000000139,144.99999999999514,-103.9999999999992,-51.000000000001044,-12.000000000000899,-31.000000000003247,29.000000000001247,1.0000000000065512,-109.00000000000354,26.00000000001046,-49.99999999999716,3.0000000000196536,,-220.99999999997345
2017.02.27,-141.99999999999767,578.0000000000118,-155.9999999999917,-75.9999999999983,-39.999999999995595,-113.00000000000753,53.999999999998494,-107.99999999999699,-165.9999999999995,42.00000000000159,-57.999999999992724,15.00000000000945,,-169.99999999995862
2017.02.27,-195.9999999999962,680.9999999999983,-57.999999999992724,-101.00000000000664,-90.0000000000012,-83.00000000001084,36.0000000000027,-107.00000000001265,-102.00000000000209,-66.99999999999307,70.99999999999795,55.000000000005045,,38.999999999988574
2017.02.27,-85.00000000000173,453.99999999999886,75.00000000000284,-75.00000000000284,-45.000000000006146,-69.9999999999923,2.000000000002,-139.00000000000023,-200.00000000000017,-141.9999999999959,112.99999999999955,22.0000000000109,,-89.99999999998512
2017.02.27,-69.00000000000794,493.99999999999443,-39.99999999999204,-26.000000000003798,-33.000000000005244,-76.99999999999375,7.9999999999968985,-107.99999999999699,-137.00000000000932,4.0000000000048885,19.000000000005457,72.0000000000054,,106.99999999999795
2017.02.27,-18.0000000000069,446.0000000000131,70.99999999999795,-7.0000000000014495,-14.000000000002899,-90.99999999999665,-14.000000000002899,-219.99999999999798,-192.99999999999872,-60.99999999999284,78.00000000000296,71.00000000002105,,48.000000000034746
2017.02.27,-12.999999999996348,441.0000000000025,97.99999999999898,56.0000000000005,-19.00000000000235,-80.99999999999774,-19.999999999997797,-192.99999999999872,-83.00000000001084,-9.000000000000341,100.99999999999909,164.00000000000858,,442.00000000000546
2017.02.27,-48.000000000003595,533.0000000000057,23.000000000010346,60.99999999999994,-33.000000000005244,-86.0000000000083,-9.999999999998899,-201.00000000000674,-26.0000000000149,53.00000000001148,63.00000000000239,192.00000000001438,,521.0000000000066
2017.02.27,-69.00000000000794,514.0000000000144,-75.9999999999934,73.99999999999629,-60.00000000000449,-79.00000000000685,-26.999999999999247,-124.00000000001299,25.999999999992696,142.00000000001012,25.99999999999625,253.00000000001432,,599.9999999999992
2017.02.27,-69.9999999999923,449.9999999999948,-54.000000000002046,110.99999999999443,-43.999999999999595,-85.00000000000173,-9.999999999998899,-87.00000000001484,85.99999999998609,166.00000000001103,25.000000000005684,281.0000000000201,,769.0000000000027
2017.02.27,-100.99999999999554,435.0000000000076,-80.99999999998886,95.99999999999609,-22.999999999995246,-78.00000000000028,34.99999999999615,-48.000000000003595,112.000000000001,169.00000000001114,-18.999999999991246,228.00000000000597,,725.0000000000432
