,name,direction
0,USDCHF,S
1,GBPUSD,S
2,USDJPY,S
3,AUDUSD,B
4,NZDUSD,B
5,EURCHF,S
6,NZDCHF,B
7,EURCAD,S
8,EURAUD,S
9,AUDJPY,B
10,NZDJPY,S
11,AUDNZD,B
